Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
42009,Bedford County,49,-78.52,40.03,2633.97,1.93,0.02,19,5,263,,,,45,4,3287,519,115,26659,323,37,12190,152,16,4551,327,56,17844,47,13,2288,202,37,8709,183,4,14062,526,37,15805,69,6,1562,1767,126,65142,67,17,1370,1793,99,31788,643,168,13027,2,3,60
42055,Franklin County,154,-95.22,33.2,2001.71,2.38,0.31,73,5,2346,246,6,17706,58,10,5484,2266,312,111333,1713,111,102500,539,51,27762,1117,139,61410,372,101,13767,1828,226,107141,695,7,30397,2544,149,82006,1164,30,32536,8979,347,406664,1358,49,14335,4711,280,68484,2533,479,59240,4,3,52
42053,Forest County,7,-79.26,41.53,1114.26,0.0,0.0,,,,16,4,567,,,,40,10,1986,,,,7,3,219,14,3,383,,,,,,,,,,,,,,,,405,8,15097,,,,148,19,2407,23,11,257,,,
42119,Union County,45,-89.25,37.46,822.84,4.57,0.12,35,6,1105,,,,,,,870,96,41765,392,37,20103,108,14,3059,482,66,26605,124,23,3631,479,68,20060,163,7,10592,308,37,10042,3092,11,108804,3938,135,193811,136,13,2219,2077,91,32114,665,119,12824,5,3,66
42127,Wayne County,52,-88.42,38.43,1944.12,1.8,0.02,15,7,421,64,7,5042,93,9,7822,1145,166,66837,329,30,17911,120,21,7123,467,59,24932,112,32,4118,353,82,14937,100,4,5766,476,73,19307,91,14,3195,2441,132,95589,156,27,5203,1622,159,45918,1023,151,23426,2,3,40
42089,Monroe County,168,-90.18,38.27,1598.16,1.91,0.27,14,4,142,79,9,6291,105,9,10525,1599,346,76061,1151,116,67795,432,47,15876,914,144,46639,541,145,19976,1660,286,77451,296,7,10520,1692,172,46265,240,31,8322,7796,361,354618,2248,65,35521,9883,396,190494,2049,401,53215,,,
42061,Huntingdon County,45,-78.03,40.34,2303.0,3.29,0.04,5,4,166,95,4,5513,79,5,5837,465,77,23097,243,23,11790,110,10,3018,405,44,21382,43,17,1448,351,60,12045,,,,167,25,5124,1094,9,28217,2288,104,86288,125,20,3513,1008,78,15584,491,130,9654,,,
42125,Washington County,208,-96.39,30.22,2229.71,2.17,0.59,43,11,983,3468,64,355653,739,35,66605,10543,602,733151,4626,263,299005,2134,76,339202,1652,277,128764,1469,181,102948,4084,465,307389,3909,51,525201,4419,265,198044,814,44,27944,14641,720,626289,2386,93,76699,6733,432,102764,3418,616,95185,,,
42133,York County,444,-76.74,39.97,2358.54,3.96,1.2,13,10,288,240,8,14175,1557,34,188748,10149,860,609971,10313,391,608394,1977,130,87545,4898,492,278586,1636,290,72790,6245,702,390746,4428,82,388896,9443,471,308132,3208,86,87695,27395,969,1320263,3165,153,49322,14466,778,219096,7936,1193,217196,12,7,660
42101,Philadelphia County,1576,-75.13,40.01,369.69,9.32,64.38,18,3,168,,,,1629,16,204514,11634,1434,951720,16477,994,1140104,18573,574,2511610,31506,1308,3912605,10026,1283,603719,50859,3020,5346198,13482,161,1298677,26516,1085,1035619,88013,547,4994173,166325,4036,8817584,24108,468,1228711,59707,4015,1388604,27709,3529,1014116,34,31,1453
