Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
01099,Monroe County,22,-90.18,38.27,2679.87,0.0,0.0,217,31,9965,,,,49,6,3760,181,16,7515,161,19,8919,66,10,2786,158,34,6854,45,13,1640,40,18,1551,,,,68,13,1902,71,3,1109,723,29,26113,,,,303,22,4268,234,47,4729,,,
01079,Lawrence County,33,-80.35,41.0,1856.91,0.0,0.0,,,,,,,124,4,10690,218,32,11416,100,15,3340,26,7,968,116,26,4778,27,9,714,127,31,7879,,,,63,15,1933,,,,750,34,21371,15,3,125,459,40,6791,231,62,5220,,,
01081,Lee County,159,-96.96,30.3,1595.03,2.17,0.42,83,13,2200,,,,244,10,21092,2618,250,135611,1264,93,69616,796,40,35558,993,188,58607,694,161,28083,1604,272,79149,523,9,13402,3506,171,93929,374,30,9211,6654,258,279631,597,23,7982,8348,388,118538,2028,279,45475,,,
01107,Pickens County,20,-84.47,34.46,2304.1,0.0,0.0,95,22,3257,,,,,,,305,19,15578,41,6,1364,20,5,780,148,21,5532,,,,95,14,3315,4,3,112,,,,,,,550,24,17692,9,5,73,149,12,2248,103,28,1595,,,
01093,Marion County,30,-94.34,32.79,1925.59,0.0,0.0,68,11,2349,,,,,,,68,14,2516,215,24,9862,43,8,1534,451,46,18827,14,9,564,78,26,2402,60,3,1133,424,14,9588,10,3,46,1038,87,44695,9,7,231,718,58,8750,245,58,5654,,,
01073,Jefferson County,660,-94.17,29.83,2911.37,2.4,1.83,138,14,5012,796,25,67425,6538,50,767021,18475,1073,1232338,16558,1032,1120608,8706,310,599742,21311,1279,1974463,5907,783,327616,16180,1913,1260637,7440,173,856330,24971,730,791633,6852,176,218492,67738,1765,3883232,6072,232,120447,32219,1502,575925,20759,1792,730659,20,14,690
01119,Sumter County,13,-82.08,28.67,2364.62,0.0,0.0,40,5,1413,,,,,,,346,10,30220,125,12,4901,17,5,1053,61,12,2532,22,7,713,15,6,392,,,,166,9,9411,,,,311,17,9399,9,5,194,316,22,3874,67,18,1224,,,
01059,Franklin County,32,-95.22,33.2,1675.09,0.0,0.0,67,13,2203,38,3,1841,,,,237,36,9547,144,18,4699,49,9,1787,390,52,13949,47,20,1015,149,29,5520,65,6,5654,96,8,3355,,,,983,43,35154,14,6,274,736,44,8526,270,59,5902,,,
01023,Choctaw County,13,-89.24,33.36,2385.5,0.0,0.0,254,20,13335,,,,,,,223,14,9897,36,5,1237,27,7,1333,71,15,2898,15,5,201,48,19,1309,,,,6,4,111,,,,390,23,15327,,,,180,21,1962,122,44,2926,,,
01047,Dallas County,40,-96.78,32.76,2573.98,0.0,0.0,56,10,3233,,,,56,3,4910,498,42,24051,207,22,9167,117,15,5739,280,45,13698,69,25,1854,276,52,11556,,,,356,20,7416,173,6,4552,1686,85,67927,48,6,840,782,56,10697,666,86,14493,,,
