Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
55051,Iron County,6,-90.7,37.58,2078.63,0.0,0.0,15,6,404,,,,,,,135,30,7340,91,10,3118,,,,35,7,1464,11,5,328,42,9,1404,,,,5,7,370,,,,343,16,8698,24,6,1602,231,36,3209,32,10,543,,,
55019,Clark County,35,-87.78,39.33,3156.11,0.0,0.0,23,9,869,,,,36,4,3097,457,106,26105,576,51,29351,77,13,2565,191,31,7994,8,6,107,159,35,6704,21,3,851,125,19,4766,24,4,356,886,68,25688,29,6,368,500,65,5600,371,88,7072,3,3,52
55079,Milwaukee County,951,-87.58,43.02,628.13,4.03,34.7,4,3,114,5,3,314,2562,35,333610,10878,1034,818563,23619,823,1923347,10510,378,795735,35199,1117,3614936,6098,836,329974,23240,1873,2013266,18923,204,2005597,31341,1288,1125144,25228,330,1460287,92044,3274,4774900,8508,324,510282,45222,2128,840655,17336,2045,612188,27,22,596
55109,St. Croix County,89,-92.47,45.03,1905.27,1.83,0.04,21,6,372,,,,67,5,5945,2070,309,126793,1790,113,106667,295,41,16682,825,127,53640,150,79,6997,1294,217,79088,359,8,21599,1527,129,35983,182,29,3837,4653,227,191617,640,53,11656,3642,208,55692,1401,234,37302,1,3,24
55083,Oconto County,38,-88.25,45.0,2634.12,0.0,0.0,,,,,,,39,3,2401,401,109,19481,90,19,4007,51,8,2144,159,30,5956,34,17,1119,112,32,4463,,,,157,39,4618,,,,1371,122,53358,89,25,2083,621,91,8719,246,71,5758,,,
55069,Lincoln County,28,-81.21,35.49,2348.45,1.63,0.07,87,14,3827,,,,32,5,3303,467,82,23755,281,16,12085,103,10,3331,1036,31,72099,42,13,914,117,35,5149,120,3,7703,132,32,4305,67,6,854,812,73,33311,95,12,1089,830,96,11656,506,86,10403,,,
55135,Waupaca County,51,-88.97,44.49,1981.7,3.27,0.03,17,6,545,,,,,,,587,128,27698,272,40,12757,173,26,4783,413,80,20592,136,39,3592,238,65,9090,38,5,1794,232,36,7469,145,8,2388,2746,128,86411,156,30,3037,1583,145,21282,704,150,16030,3,3,54
55005,Barron County,45,-91.85,45.42,2304.39,0.0,0.0,72,13,3888,337,12,20277,75,6,6316,750,139,38152,303,36,13262,202,25,8827,459,75,23664,98,35,2529,285,65,13958,97,3,4863,807,69,33984,29,5,456,2937,139,138118,119,27,2417,1681,153,23443,601,143,15324,,,
55113,Sawyer County,16,-91.15,45.87,3498.81,0.0,0.0,65,19,3334,,,,34,8,2427,242,79,11708,98,15,3794,28,6,1061,146,24,8520,72,26,2108,153,36,5546,58,3,3378,134,25,4485,306,9,9384,916,50,39015,44,18,2062,1106,120,27407,219,48,6434,,,
55047,Green Lake County,19,-89.04,43.8,984.64,0.0,0.0,,,,46,3,4430,,,,200,43,19994,111,12,4547,71,15,3034,257,24,15169,72,19,2130,66,22,2831,71,3,7514,70,24,4384,,,,680,46,34506,29,8,795,563,53,7854,372,53,9205,,,
55099,Price County,13,-90.37,45.68,3309.59,0.0,0.0,41,15,1280,,,,43,5,3589,84,27,3405,67,11,2550,43,8,1325,116,22,3842,23,10,587,90,21,1591,,,,105,10,4039,12,3,206,805,36,29417,32,7,492,266,37,3247,154,46,2732,,,
55077,Marquette County,15,-87.63,46.45,1202.78,0.0,0.0,12,3,711,,,,46,6,3446,51,20,3416,79,8,2421,31,4,2106,43,14,1915,9,7,152,67,14,2312,,,,43,12,705,20,4,324,296,20,6781,57,8,1360,274,42,4410,124,32,3309,,,
55075,Marinette County,40,-88.04,45.38,3703.79,2.22,0.03,50,16,2070,134,4,10446,29,5,3180,500,102,26249,217,29,11455,147,13,4115,407,63,20688,44,21,1676,298,49,19768,33,4,2091,369,38,13533,76,4,1766,2666,130,103022,114,21,3379,1280,148,17739,551,116,10110,,,
55101,Racine County,196,-87.68,42.73,881.79,3.02,2.94,18,5,336,19,3,1517,134,3,16009,2847,412,185099,3077,192,184360,707,48,24769,1982,211,151564,497,114,19150,1955,283,102124,1766,17,296468,4178,208,212799,690,39,20480,11349,561,478611,748,74,16006,6604,401,100192,3203,420,84143,6,4,38
55043,Grant County,52,-96.03,45.94,3064.94,1.84,0.02,41,7,1742,,,,41,4,3431,556,142,28200,794,49,34973,324,37,9024,697,87,31631,169,53,5925,497,52,27760,,,,482,44,21524,98,10,1294,2157,104,88930,134,16,1740,1227,130,16271,619,143,14753,,,
55139,Winnebago County,170,-89.15,42.33,1498.27,2.55,1.81,27,8,582,,,,,,,5079,317,388866,2609,157,154215,1078,53,65236,3896,225,268930,1090,133,44225,3940,251,235990,5874,44,686429,5032,179,153011,635,34,12178,13057,478,652608,1417,83,20106,7243,411,100463,3871,384,104569,6,3,165
55033,Dunn County,45,-91.9,44.93,2237.62,2.55,0.12,31,4,1199,,,,53,4,4661,804,97,61103,1028,47,55827,90,13,3357,431,56,23508,115,26,3601,345,59,16466,283,4,14440,275,38,7918,10,3,51,2380,101,77076,66,21,1080,1409,95,18667,482,98,13053,,,
55041,Forest County,9,-79.26,41.53,2710.27,0.0,0.0,79,17,1507,,,,,,,57,20,1826,8,4,110,7,4,299,62,9,2285,15,5,368,60,10,2797,,,,8,3,214,,,,157,18,4422,13,3,250,350,29,10459,50,16,849,,,
55045,Green County,37,-85.53,37.24,1514.2,1.87,0.08,12,5,293,,,,,,,520,124,29513,449,46,22126,841,19,23425,420,62,21301,52,29,1405,418,60,21971,2,3,228,304,44,7945,17,7,108,1936,72,105770,142,19,1897,1055,101,14704,451,100,12305,,,
55115,Shawano County,41,-88.71,44.78,2355.18,0.0,0.0,388,21,20652,,,,19,4,1678,422,92,21188,625,37,36546,67,12,2669,277,56,12473,45,16,1108,179,34,7431,266,8,16799,186,35,7354,114,6,2163,1126,80,39553,97,14,1554,1776,127,33197,485,115,11035,,,
55107,Rusk County,14,-94.79,32.05,2410.62,0.0,0.0,15,5,243,,,,29,4,2475,66,27,3380,53,8,2544,53,11,2292,116,18,4382,12,3,306,30,13,1134,,,,175,9,11655,,,,765,45,26719,86,4,954,260,31,2972,111,34,2208,,,
55067,Langlade County,19,-89.07,45.27,2299.42,0.0,0.0,27,6,1653,,,,26,3,1840,182,50,9281,368,23,23119,42,5,822,305,28,17495,22,13,575,123,21,4590,,,,75,21,2770,,,,955,55,50075,53,8,962,591,60,8571,344,74,7767,,,
55117,Sheboygan County,115,-87.94,43.71,1340.83,2.5,0.88,26,7,1243,,,,132,4,13344,2255,270,138872,1738,109,97677,301,41,11337,2313,175,177247,238,73,7625,1287,172,95404,1480,21,106326,1668,127,52435,719,23,18161,6334,301,299381,1331,57,35056,5138,285,85140,2157,325,49148,,,
55078,Menominee County,5,-87.56,45.58,945.46,0.0,0.0,,,,,,,,,,29,3,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,5,11899,30,5,606,,,
55021,Columbia County,57,-76.42,41.04,2061.21,2.44,0.04,14,6,338,,,,226,6,24766,855,178,49228,631,44,29076,83,18,3261,345,69,19498,305,42,7030,502,83,24342,163,5,29816,434,67,23903,89,10,1511,2888,135,131594,617,30,7664,4075,180,74994,827,160,20062,,,
55123,Vernon County,31,-94.38,37.86,2114.59,0.0,0.0,25,4,1059,,,,,,,232,70,14190,471,31,28680,177,18,7186,279,33,11738,28,17,976,183,35,6979,,,,57,12,3105,85,9,1166,1749,80,69119,46,13,985,652,59,7809,247,73,4855,5,4,60
55087,Outagamie County,186,-88.46,44.42,1669.41,2.29,1.14,112,8,5145,82,5,4599,232,9,23497,7434,601,579233,5255,316,303680,1235,72,70484,5247,351,394429,955,161,41242,3957,365,249618,5343,51,339506,8243,258,266570,1959,67,54683,12495,524,664836,961,87,15549,9058,478,145147,5451,484,153982,5,7,201
55011,Buffalo County,13,-99.08,40.84,1838.04,0.0,0.0,,,,,,,,,,97,32,4324,169,11,9825,20,6,905,130,19,5634,8,7,229,68,15,1515,,,,268,9,15202,,,,298,26,7586,21,8,429,272,50,3778,102,32,2289,,,
55035,Eau Claire County,104,-91.3,44.73,1670.74,2.16,0.62,21,9,704,20,3,2065,613,9,43111,2873,196,448517,1843,113,119647,1250,46,67245,2888,192,165133,598,113,24746,1493,184,81372,1805,21,135783,3284,142,117431,657,33,17928,11808,387,667442,1082,55,13395,5772,295,82040,2054,302,56865,,,
55009,Brown County,261,-98.99,31.75,1389.73,2.29,2.24,40,14,1570,35,3,3168,1233,23,130986,8062,643,512093,7168,381,446694,2253,97,146137,9594,502,712945,1456,241,58940,5358,568,352761,5191,48,441321,7014,366,223683,3228,77,84313,21086,719,1130242,3834,139,306134,12485,617,193079,4695,604,131714,,,
55061,Kewaunee County,20,-87.63,44.52,891.0,0.0,0.0,31,5,1336,,,,165,4,13196,333,80,20198,149,14,6550,8,5,540,167,27,7754,10,6,416,159,27,8753,,,,76,19,2716,84,7,1706,431,41,13384,43,8,772,397,49,4662,195,43,3818,,,
55063,La Crosse County,118,-91.09,43.89,1243.2,2.86,1.41,13,5,303,,,,380,7,35140,2624,276,195003,3264,135,183577,1509,60,181952,3288,234,192055,1222,156,29410,2027,238,114125,3365,48,217151,3445,131,142233,1338,41,29935,11945,327,667486,1586,78,20895,7123,347,106841,2853,333,82833,,,
