Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
48373,Polk County,49,-94.82,30.76,2873.97,0.0,0.0,164,28,8742,29,5,2214,193,13,14165,519,67,26718,137,19,7331,132,17,7366,360,44,16117,98,30,3770,168,74,7660,40,4,1515,465,48,17489,26,3,588,1333,82,52874,35,7,530,1135,64,18154,527,83,12962,,,
48391,Refugio County,7,-97.24,28.32,2033.95,0.0,0.0,,,,450,23,30810,,,,239,12,12041,57,7,2470,,,,24,8,1118,65,9,5238,24,6,1233,,,,,,,,,,199,8,7296,,,,231,18,2724,40,14,951,,,
48317,Martin County,6,-101.92,32.27,2372.03,0.0,0.0,,,,188,14,14996,56,4,5672,228,20,17365,47,7,3600,,,,32,4,1750,,,,15,3,1460,,,,10,5,619,,,,242,8,12152,,,,121,7,1685,53,16,1275,,,
48383,Reagan County,4,-101.53,31.35,3046.78,1.91,0.02,,,,765,39,48168,37,4,2374,54,9,4231,147,10,11687,,,,13,3,606,,,,14,5,378,,,,45,3,1591,,,,147,5,7188,,,,164,12,2649,32,14,1433,,,
48501,Yoakum County,9,-102.83,33.15,2072.01,0.0,0.0,,,,604,19,58682,,,,164,17,8978,122,13,8409,10,3,374,69,14,3557,54,4,3032,16,5,349,,,,38,5,1905,,,,332,9,13052,,,,184,21,2769,87,17,2897,,,
48467,Van Zandt County,55,-95.83,32.54,2226.39,0.0,0.0,9,5,436,81,10,6182,33,11,1391,1420,132,67762,408,34,27040,56,17,3691,243,47,11403,52,28,1399,291,93,13170,,,,321,42,8831,71,6,1594,1108,70,33934,98,10,3309,1534,95,25408,631,122,16105,,,
48487,Wilbarger County,13,-99.21,34.03,2532.78,1.89,0.02,,,,25,7,1566,116,8,11864,111,19,3834,35,7,1281,119,11,5714,148,28,7541,64,12,1581,68,16,1886,,,,59,7,1601,,,,1601,31,59914,13,4,361,418,36,6293,159,34,3292,,,
48055,Caldwell County,42,-97.6,29.83,1416.97,0.0,0.0,,,,124,18,5273,30,5,1555,623,92,28888,132,19,5334,49,9,1339,181,31,9570,59,27,1897,105,36,5205,13,3,464,245,28,8243,69,11,2620,1337,80,63615,13,6,860,871,67,16262,302,70,7755,,,
48469,Victoria County,92,-96.98,28.8,2302.04,2.08,0.69,,,,1801,86,149784,453,6,43813,1740,187,94087,2068,132,120628,453,31,16704,814,148,46842,931,117,50410,1195,170,54601,391,13,34865,1466,119,57177,388,25,8444,6708,293,324517,418,40,7352,3684,197,65988,1880,213,74151,,,
48419,Shelby County,25,-94.13,31.77,2161.87,0.0,0.0,324,30,11824,181,16,15463,12,6,403,274,35,15946,135,20,6682,40,12,2118,360,47,15039,50,18,1176,377,31,24494,,,,161,14,4574,,,,469,40,15690,14,5,424,660,38,11198,201,57,5671,2,4,73
