Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
13187,Lumpkin County,32,-83.99,34.55,736.23,0.0,0.0,,,,,,,24,3,1354,397,56,17884,269,20,18470,21,6,635,97,30,5580,98,31,2789,207,59,8384,,,,76,19,2799,37,5,809,661,55,30568,38,5,685,1223,63,20579,186,46,5138,7,3,226
13189,McDuffie County,21,-82.48,33.46,690.06,0.0,0.0,,,,,,,,,,488,36,20737,39,8,1618,102,10,6830,155,31,7082,35,12,1103,104,24,3897,,,,127,14,3908,,,,847,46,28154,85,7,1092,663,42,9549,187,46,5247,,,
13201,Miller County,6,-84.74,31.16,734.33,0.0,0.0,22,7,925,,,,,,,66,13,2554,171,8,7059,12,3,503,47,9,2220,5,3,123,45,13,1130,,,,,,,,,,593,17,25125,7,3,271,72,8,867,49,13,1328,,,
13211,Morgan County,19,-90.19,39.71,917.69,0.0,0.0,78,10,5633,,,,,,,286,61,14039,161,18,7715,60,9,2961,180,29,12596,45,25,2287,239,48,13700,,,,706,30,25392,53,3,727,529,42,16202,62,13,1603,1064,52,15957,298,49,6683,,,
13149,Heard County,12,-85.11,33.28,780.08,0.0,0.0,2,3,182,,,,135,9,15051,234,15,17898,,,,,,,17,5,651,3,3,50,16,7,995,,,,34,4,1280,,,,,,,,,,45,6,538,41,15,874,,,
13095,Dougherty County,90,-84.2,31.54,867.11,1.95,0.16,193,16,10422,,,,102,12,10877,1634,105,88701,2082,122,107906,808,32,29330,843,142,55158,452,112,17481,2256,204,109815,528,18,35178,2244,104,59461,222,17,6547,8526,319,405681,314,29,6151,4631,222,71570,1452,205,38227,,,
13219,Oconee County,38,-83.43,33.83,482.64,0.0,0.0,18,6,1695,,,,,,,867,143,44751,245,41,16892,246,21,8734,477,100,35944,553,96,33373,1018,176,54775,101,4,7064,844,89,36795,497,25,12640,1973,172,96045,127,17,3202,1899,77,24777,897,94,25736,,,
13175,Laurens County,47,-82.94,32.42,2119.71,1.79,0.04,69,9,3212,,,,71,4,5853,942,82,46474,402,39,18436,177,18,7626,505,70,28374,195,44,6921,334,59,19283,465,6,11753,743,33,19871,80,6,2070,3114,161,183609,71,7,1522,2240,112,30402,567,114,12802,,,
13111,Fannin County,25,-96.09,33.54,1015.6,0.0,0.0,,,,,,,,,,250,58,9202,183,25,6831,53,9,2471,147,36,6814,159,44,4846,232,51,8559,,,,195,27,5973,70,6,1565,874,66,43537,56,15,2754,1008,66,17204,299,67,8133,,,
13151,Henry County,225,-90.12,41.34,845.55,1.67,0.56,,,,,,,748,6,48884,2332,361,132611,2650,147,172878,730,57,32889,1180,230,71577,679,203,31414,1961,332,107679,406,16,28967,4035,298,123532,684,44,18743,9091,489,436361,605,54,14927,8499,420,128868,2578,391,67061,5,3,75
