Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
04019,Pima County,1027,-111.65,32.11,23801.24,2.58,0.74,219,22,7141,2420,33,162837,2079,29,200236,22021,1720,1156502,7459,740,413384,7517,339,521558,13284,1266,850152,6684,1409,260704,17635,2600,1157518,3412,136,227818,28802,1197,842265,6763,359,246709,63841,2860,3338810,7777,343,171193,46323,1898,929269,14591,1873,427474,17,18,284
04013,Maricopa County,4329,-112.49,33.35,23889.76,3.1,4.29,624,91,23719,982,62,64974,7342,99,839131,129048,8178,7756906,77192,4622,5651409,45482,1773,3503374,148446,6935,11901250,41360,7565,2383507,124185,13784,10579469,52800,734,4462801,143725,6064,5501115,50331,1584,2093334,252407,13090,13480834,39959,1504,1631756,207957,8408,4474458,66714,7462,2449143,242,123,4836
04009,Graham County,38,-83.83,35.36,12018.55,2.05,0.02,167,5,919,,,,48,5,3751,410,59,18784,245,20,12319,68,10,2423,117,26,5460,69,20,2609,492,25,17899,,,,93,16,3245,51,7,1174,2094,82,108231,59,10,885,1023,58,14976,311,48,13064,,,
04007,Gila County,54,-110.68,33.74,12421.78,1.89,0.0,,,,1484,11,108600,70,6,7125,1038,126,54985,124,16,7058,128,20,3689,182,47,8710,151,75,6399,251,87,9935,,,,106,34,3533,128,11,3559,2142,151,108757,588,16,16803,2007,133,39784,323,88,7235,,,
04003,Cochise County,126,-109.82,31.85,16106.96,2.31,0.04,46,6,2043,17,4,1090,625,21,52755,1697,194,78899,418,45,18219,344,44,15123,487,111,24052,357,99,11944,3025,206,218411,123,6,4857,2150,91,59121,665,32,26035,5066,290,206677,235,31,4608,3932,250,66213,1048,236,24658,,,
04023,Santa Cruz County,46,-121.99,37.05,3204.7,1.79,0.08,124,10,2444,79,3,8859,70,6,5560,276,58,9127,2369,210,126002,82,14,2872,185,36,7102,114,41,3877,188,56,8000,,,,291,26,6803,101,11,2797,1608,72,89289,51,15,1082,1365,100,25117,309,69,8194,,,
04012,La Paz County,21,-114.02,33.79,11682.38,0.0,0.0,,,,10,4,1959,35,5,2277,65,19,2995,124,18,5658,21,9,1361,58,11,1962,89,18,1714,15,11,768,,,,35,5,1090,,,,415,26,19355,20,3,378,1360,74,29383,79,27,2222,,,
04015,Mohave County,208,-113.83,35.72,34867.37,2.07,0.02,,,,144,9,9274,347,28,26772,3434,543,134024,1294,117,56855,596,59,22236,1112,187,66375,661,261,22195,1257,246,54650,483,7,13263,1724,206,53870,557,27,18314,8916,500,454372,655,42,14667,7280,404,132679,1945,378,51572,6,4,229
04001,Apache County,72,-109.48,35.21,29057.33,0.0,0.0,13,4,365,98,6,5762,424,7,43728,143,29,4466,59,13,2273,71,9,3579,78,15,2695,28,16,661,68,30,2405,,,,121,15,4620,260,8,9893,2390,74,124694,7,4,183,906,59,16014,188,37,4439,,,
04005,Coconino County,141,-111.69,35.94,48337.66,3.37,0.03,23,11,1068,28,6,3272,224,17,19233,2613,353,118356,958,91,48132,978,53,53804,925,162,65353,884,241,34976,1800,353,90860,453,9,39877,1660,176,50398,759,42,23592,9660,422,538368,1968,118,53792,16469,601,384594,1979,340,61192,,,
04025,Yavapai County,228,-112.55,34.57,21048.71,1.94,0.06,65,9,1854,892,20,57490,312,31,24029,5470,837,248438,1580,168,77842,730,83,27419,1136,290,71032,1029,441,43545,1918,569,91308,265,20,14455,2131,323,68458,2593,94,75273,13859,793,638935,1176,110,24709,10287,565,232136,2838,515,84912,4,8,112
04011,Greenlee County,10,-109.28,33.23,4787.2,1.56,0.01,,,,2801,3,215127,37,3,2731,34,4,1879,,,,22,5,953,,,,7,4,305,19,4,506,,,,110,3,2071,,,,80,9,4941,,,,96,8,2136,14,5,259,,,
04017,Navajo County,109,-110.35,35.18,25793.97,1.96,0.01,75,8,3700,385,9,32699,416,21,40549,996,204,44437,350,42,18404,368,29,17783,339,72,14929,223,109,8359,342,130,14882,,,,618,79,24372,460,16,16171,4834,267,248650,241,23,10352,4121,241,84093,792,164,18386,8,7,275
04021,Pinal County,433,-111.44,32.81,13920.48,2.33,0.45,281,13,6502,840,20,68941,286,19,22809,3117,423,147741,1381,128,74189,428,55,18448,1110,196,51880,1022,237,33449,1385,331,59516,156,13,7054,6346,233,273261,1044,43,39697,9388,527,453922,1432,69,23814,7949,376,147645,2153,352,56715,12,5,309
04027,Yuma County,209,-102.46,40.02,14296.76,2.71,0.23,625,36,25930,41,6,1703,196,10,18032,2948,329,119097,2181,143,134926,665,45,22657,1261,155,62182,754,172,24150,1237,255,86901,320,11,9906,4481,154,177550,511,21,14534,8297,427,391364,632,29,14095,6661,337,111827,1612,276,46561,5,5,348
