Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-1151,Est-1151,Pay-1151,Emp-2111,Est-2111,Pay-2111,Emp-2121,Est-2121,Pay-2121,Emp-2123,Est-2123,Pay-2123,Emp-2131,Est-2131,Pay-2131,Emp-2211,Est-2211,Pay-2211,Emp-2213,Est-2213,Pay-2213,Emp-2361,Est-2361,Pay-2361,Emp-2362,Est-2362,Pay-2362,Emp-2371,Est-2371,Pay-2371,Emp-2372,Est-2372,Pay-2372,Emp-2373,Est-2373,Pay-2373,Emp-2379,Est-2379,Pay-2379,Emp-2381,Est-2381,Pay-2381,Emp-2382,Est-2382,Pay-2382,Emp-2383,Est-2383,Pay-2383,Emp-2389,Est-2389,Pay-2389,Emp-3111,Est-3111,Pay-3111,Emp-3112,Est-3112,Pay-3112,Emp-3116,Est-3116,Pay-3116,Emp-3118,Est-3118,Pay-3118,Emp-3119,Est-3119,Pay-3119,Emp-3121,Est-3121,Pay-3121,Emp-3149,Est-3149,Pay-3149,Emp-3219,Est-3219,Pay-3219,Emp-3231,Est-3231,Pay-3231,Emp-3261,Est-3261,Pay-3261,Emp-3273,Est-3273,Pay-3273,Emp-3279,Est-3279,Pay-3279,Emp-3323,Est-3323,Pay-3323,Emp-3327,Est-3327,Pay-3327,Emp-3328,Est-3328,Pay-3328,Emp-3329,Est-3329,Pay-3329,Emp-3331,Est-3331,Pay-3331,Emp-3339,Est-3339,Pay-3339,Emp-3362,Est-3362,Pay-3362,Emp-3363,Est-3363,Pay-3363,Emp-3371,Est-3371,Pay-3371,Emp-3372,Est-3372,Pay-3372,Emp-3391,Est-3391,Pay-3391,Emp-3399,Est-3399,Pay-3399,Emp-4231,Est-4231,Pay-4231,Emp-4232,Est-4232,Pay-4232,Emp-4233,Est-4233,Pay-4233,Emp-4234,Est-4234,Pay-4234,Emp-4235,Est-4235,Pay-4235,Emp-4236,Est-4236,Pay-4236,Emp-4237,Est-4237,Pay-4237,Emp-4238,Est-4238,Pay-4238,Emp-4239,Est-4239,Pay-4239,Emp-4241,Est-4241,Pay-4241,Emp-4242,Est-4242,Pay-4242,Emp-4243,Est-4243,Pay-4243,Emp-4244,Est-4244,Pay-4244,Emp-4245,Est-4245,Pay-4245,Emp-4246,Est-4246,Pay-4246,Emp-4247,Est-4247,Pay-4247,Emp-4248,Est-4248,Pay-4248,Emp-4249,Est-4249,Pay-4249,Emp-4251,Est-4251,Pay-4251,Emp-4411,Est-4411,Pay-4411,Emp-4412,Est-4412,Pay-4412,Emp-4413,Est-4413,Pay-4413,Emp-4421,Est-4421,Pay-4421,Emp-4422,Est-4422,Pay-4422,Emp-4431,Est-4431,Pay-4431,Emp-4441,Est-4441,Pay-4441,Emp-4442,Est-4442,Pay-4442,Emp-4451,Est-4451,Pay-4451,Emp-4452,Est-4452,Pay-4452,Emp-4453,Est-4453,Pay-4453,Emp-4461,Est-4461,Pay-4461,Emp-4471,Est-4471,Pay-4471,Emp-4481,Est-4481,Pay-4481,Emp-4482,Est-4482,Pay-4482,Emp-4483,Est-4483,Pay-4483,Emp-4511,Est-4511,Pay-4511,Emp-4512,Est-4512,Pay-4512,Emp-4522,Est-4522,Pay-4522,Emp-4523,Est-4523,Pay-4523,Emp-4531,Est-4531,Pay-4531,Emp-4532,Est-4532,Pay-4532,Emp-4533,Est-4533,Pay-4533,Emp-4539,Est-4539,Pay-4539,Emp-4541,Est-4541,Pay-4541,Emp-4542,Est-4542,Pay-4542,Emp-4543,Est-4543,Pay-4543,Emp-4812,Est-4812,Pay-4812,Emp-4841,Est-4841,Pay-4841,Emp-4842,Est-4842,Pay-4842,Emp-4853,Est-4853,Pay-4853,Emp-4854,Est-4854,Pay-4854,Emp-4861,Est-4861,Pay-4861,Emp-4862,Est-4862,Pay-4862,Emp-4869,Est-4869,Pay-4869,Emp-4881,Est-4881,Pay-4881,Emp-4882,Est-4882,Pay-4882,Emp-4884,Est-4884,Pay-4884,Emp-4885,Est-4885,Pay-4885,Emp-4921,Est-4921,Pay-4921,Emp-4922,Est-4922,Pay-4922,Emp-4931,Est-4931,Pay-4931,Emp-5111,Est-5111,Pay-5111,Emp-5112,Est-5112,Pay-5112,Emp-5121,Est-5121,Pay-5121,Emp-5151,Est-5151,Pay-5151,Emp-5173,Est-5173,Pay-5173,Emp-5179,Est-5179,Pay-5179,Emp-5182,Est-5182,Pay-5182,Emp-5191,Est-5191,Pay-5191,Emp-5221,Est-5221,Pay-5221,Emp-5222,Est-5222,Pay-5222,Emp-5223,Est-5223,Pay-5223,Emp-5231,Est-5231,Pay-5231,Emp-5239,Est-5239,Pay-5239,Emp-5241,Est-5241,Pay-5241,Emp-5242,Est-5242,Pay-5242,Emp-5311,Est-5311,Pay-5311,Emp-5312,Est-5312,Pay-5312,Emp-5313,Est-5313,Pay-5313,Emp-5321,Est-5321,Pay-5321,Emp-5322,Est-5322,Pay-5322,Emp-5324,Est-5324,Pay-5324,Emp-5331,Est-5331,Pay-5331,Emp-5411,Est-5411,Pay-5411,Emp-5412,Est-5412,Pay-5412,Emp-5413,Est-5413,Pay-5413,Emp-5414,Est-5414,Pay-5414,Emp-5415,Est-5415,Pay-5415,Emp-5416,Est-5416,Pay-5416,Emp-5417,Est-5417,Pay-5417,Emp-5418,Est-5418,Pay-5418,Emp-5419,Est-5419,Pay-5419,Emp-5511,Est-5511,Pay-5511,Emp-5611,Est-5611,Pay-5611,Emp-5612,Est-5612,Pay-5612,Emp-5613,Est-5613,Pay-5613,Emp-5614,Est-5614,Pay-5614,Emp-5615,Est-5615,Pay-5615,Emp-5616,Est-5616,Pay-5616,Emp-5617,Est-5617,Pay-5617,Emp-5619,Est-5619,Pay-5619,Emp-5621,Est-5621,Pay-5621,Emp-5622,Est-5622,Pay-5622,Emp-5629,Est-5629,Pay-5629,Emp-6111,Est-6111,Pay-6111,Emp-6114,Est-6114,Pay-6114,Emp-6115,Est-6115,Pay-6115,Emp-6116,Est-6116,Pay-6116,Emp-6117,Est-6117,Pay-6117,Emp-6211,Est-6211,Pay-6211,Emp-6212,Est-6212,Pay-6212,Emp-6213,Est-6213,Pay-6213,Emp-6214,Est-6214,Pay-6214,Emp-6215,Est-6215,Pay-6215,Emp-6216,Est-6216,Pay-6216,Emp-6219,Est-6219,Pay-6219,Emp-6221,Est-6221,Pay-6221,Emp-6231,Est-6231,Pay-6231,Emp-6232,Est-6232,Pay-6232,Emp-6233,Est-6233,Pay-6233,Emp-6239,Est-6239,Pay-6239,Emp-6241,Est-6241,Pay-6241,Emp-6242,Est-6242,Pay-6242,Emp-6243,Est-6243,Pay-6243,Emp-6244,Est-6244,Pay-6244,Emp-7111,Est-7111,Pay-7111,Emp-7112,Est-7112,Pay-7112,Emp-7113,Est-7113,Pay-7113,Emp-7115,Est-7115,Pay-7115,Emp-7121,Est-7121,Pay-7121,Emp-7132,Est-7132,Pay-7132,Emp-7139,Est-7139,Pay-7139,Emp-7211,Est-7211,Pay-7211,Emp-7212,Est-7212,Pay-7212,Emp-7213,Est-7213,Pay-7213,Emp-7223,Est-7223,Pay-7223,Emp-7224,Est-7224,Pay-7224,Emp-7225,Est-7225,Pay-7225,Emp-8111,Est-8111,Pay-8111,Emp-8112,Est-8112,Pay-8112,Emp-8113,Est-8113,Pay-8113,Emp-8114,Est-8114,Pay-8114,Emp-8121,Est-8121,Pay-8121,Emp-8122,Est-8122,Pay-8122,Emp-8123,Est-8123,Pay-8123,Emp-8129,Est-8129,Pay-8129,Emp-8131,Est-8131,Pay-8131,Emp-8132,Est-8132,Pay-8132,Emp-8133,Est-8133,Pay-8133,Emp-8134,Est-8134,Pay-8134,Emp-8139,Est-8139,Pay-8139
38089,Stark County,31,-89.81,41.07,3471.46,1.77,0.09,5,4,239,180,4,24325,,,,27,4,1253,2054,62,195484,,,,,,,43,22,2200,111,10,6040,76,7,6256,,,,,,,,,,131,21,12394,489,40,46798,36,12,2006,481,27,52716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,6,15063,,,,,,,,,,90,9,6789,,,,,,,,,,70,3,4977,48,3,3992,23,5,1338,278,18,23877,,,,,,,,,,,,,51,4,2640,12,4,543,57,5,5174,,,,,,,41,10,1831,53,3,1407,288,12,16190,41,5,1895,104,12,5717,33,4,1169,45,5,2228,36,5,1688,227,11,8175,13,4,486,181,5,4801,,,,44,6,897,92,12,4470,255,26,6660,68,9,1218,,,,9,3,364,39,6,644,,,,,,,442,5,15448,,,,24,3,279,3,3,39,14,7,365,,,,,,,,,,,,,179,16,12963,476,62,36259,,,,,,,29,3,2975,,,,,,,,,,,,,,,,,,,87,3,3444,,,,,,,,,,,,,,,,19,5,1044,151,7,10762,,,,,,,,,,251,15,14650,15,5,1273,,,,,,,31,11,2744,,,,73,21,4177,48,13,1961,21,9,625,17,9,1003,6,5,247,4,3,87,91,12,8727,,,,82,16,5098,79,15,4320,110,17,9588,,,,,,,139,31,8632,,,,,,,41,8,2028,381,8,40053,,,,,,,247,4,3715,,,,,,,,,,83,30,3501,17,6,575,,,,,,,16,5,1106,140,4,3419,,,,,,,16,6,280,,,,,,,94,10,4687,160,24,7110,197,5,8314,,,,,,,47,6,2167,,,,435,4,15720,180,6,4639,157,5,4767,,,,306,11,7430,,,,,,,80,12,1438,,,,,,,,,,,,,,,,52,6,525,138,10,1895,202,19,4419,,,,,,,26,3,579,126,11,1577,1048,55,21223,152,38,8498,,,,152,19,11735,,,,70,12,1418,,,,,,,,,,117,22,2323,13,4,376,,,,53,5,773,6,6,251
38103,Wells County,4,-85.21,40.7,3342.28,0.0,0.0,3,3,185,,,,,,,,,,,,,,,,,,,5,3,116,2,4,549,,,,,,,,,,,,,10,8,485,1,3,91,,,,15,4,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,9,8688,,,,,,,,,,51,4,2341,,,,,,,,,,,,,,,,,,,,,,15,3,528,,,,75,5,1132,,,,,,,,,,37,5,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,5,1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,6,2552,,,,,,,,,,,,,,,,22,7,915,,,,,,,,,,,,,,,,,,,,,,,,,6,3,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,4,865,12,4,491,8,3,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,3,2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,270,,,,,,,,,,,,,68,11,668,24,7,1187,,,,,,,,,,,,,,,,,,,,,,26,9,236,,,,,,,18,4,211,,,
38105,Williams County,35,-84.59,41.5,5562.96,2.13,0.07,,,,839,10,123401,,,,19,3,2327,4939,128,491853,132,5,14280,14,8,604,112,23,3688,8,5,339,838,23,70400,,,,,,,,,,95,18,7709,892,33,90699,64,18,2280,567,26,48163,,,,,,,,,,,,,,,,,,,,,,,,,15,3,568,,,,,,,,,,12,4,1011,105,8,6912,,,,19,4,1423,31,3,2284,,,,,,,,,,,,,,,,,,,,,,85,4,4791,,,,,,,,,,38,3,2402,76,7,6894,12,3,779,1031,68,88857,44,5,2625,,,,,,,,,,,,,78,8,4709,128,9,13624,127,4,7080,,,,51,5,1778,27,4,759,211,7,13785,21,3,1131,98,14,5301,33,3,1440,25,4,527,28,6,1256,260,14,11088,32,6,2184,287,5,8597,,,,22,3,476,57,6,3037,381,25,12490,92,11,1981,,,,,,,,,,,,,,,,497,5,18371,,,,,,,,,,20,6,887,,,,,,,39,6,1302,,,,335,27,23405,999,84,89800,,,,,,,43,6,4426,170,8,21476,,,,13,3,744,,,,3,3,155,42,3,2232,120,7,5958,,,,,,,22,3,1047,,,,,,,44,3,1759,82,5,5845,,,,,,,,,,291,13,17164,,,,,,,,,,28,15,2078,,,,46,17,2286,96,28,2928,32,23,2849,64,28,3347,14,4,650,,,,606,36,54815,6,5,389,98,23,5914,60,17,2935,291,25,44820,,,,36,5,2060,173,68,10808,,,,,,,65,12,4441,102,7,6573,,,,,,,365,5,10141,,,,,,,14,4,426,182,34,11209,15,4,789,86,9,6796,,,,52,6,3406,,,,,,,,,,11,3,101,,,,59,7,4199,97,14,6719,107,16,5653,79,4,4100,,,,,,,123,8,6444,,,,,,,,,,,,,,,,71,11,2006,,,,,,,71,19,1200,,,,,,,,,,4,3,30,,,,,,,64,14,1845,357,21,7737,7,4,584,80,7,5194,12,6,251,151,19,2157,1378,70,31698,217,35,13001,,,,87,25,5630,,,,62,16,1547,,,,29,3,1503,8,4,218,113,28,3084,29,3,491,,,,42,7,715,10,4,319
38013,Burke County,2,-81.66,35.73,2924.0,0.0,0.0,,,,,,,,,,,,,8,5,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,633,,,,,,,,,,,,,,,,,,,,,,,,,8,4,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,185,,,,,,,,,,,,,,,,,,,,,,,,,10,5,180,,,,,,,,,,,,
38061,Mountrail County,10,-102.36,48.23,5028.55,0.0,0.0,,,,167,7,31123,,,,,,,403,26,34841,,,,,,,15,6,791,56,4,9212,116,6,7039,,,,,,,,,,10,3,584,143,9,6531,58,5,4625,133,8,11514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,9,8203,,,,,,,,,,,,,,,,40,5,2493,,,,,,,,,,15,3,1050,,,,,,,,,,22,5,1215,,,,,,,,,,27,7,558,,,,157,4,3232,,,,14,3,188,23,3,697,249,10,8172,,,,,,,,,,,,,,,,,,,67,5,808,,,,,,,,,,,,,,,,,,,,,,,,,16,8,954,385,53,32630,,,,,,,44,5,4201,,,,,,,,,,97,6,8302,12,5,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,7,5005,,,,,,,,,,10,4,336,,,,38,12,1735,18,5,298,,,,,,,,,,,,,,,,,,,8,3,418,,,,,,,,,,,,,87,17,11509,,,,,,,32,4,2102,,,,63,3,4540,,,,,,,,,,,,,,,,2,4,82,,,,,,,,,,30,4,1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3,885,,,,,,,19,7,336,,,,,,,,,,,,,,,,,,,13,4,379,137,6,2528,,,,,,,,,,46,11,681,91,18,2030,44,10,2213,,,,231,9,12422,,,,,,,,,,,,,,,,45,12,733,,,,,,,,,,,,
38097,Traill County,8,-97.18,47.44,2233.63,0.0,0.0,60,8,4237,,,,,,,,,,,,,,,,,,,13,10,428,,,,,,,,,,,,,,,,8,4,399,27,8,1042,33,5,1321,38,5,2343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,5,3035,,,,,,,,,,,,,66,3,2233,132,16,8179,,,,,,,,,,73,5,4668,,,,,,,,,,,,,,,,,,,,,,7,3,277,,,,107,8,1857,,,,,,,,,,138,12,2914,,,,,,,,,,,,,,,,,,,44,3,320,,,,,,,,,,,,,,,,,,,23,6,986,,,,7,5,306,159,13,5955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,301,,,,,,,,,,,,,,,,,,,,,,102,10,6373,,,,,,,,,,,,,,,,25,12,2370,,,,,,,3,4,40,,,,,,,,,,,,,24,5,1238,,,,,,,,,,,,,9,4,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,10,635,91,9,1393,12,8,287,,,,26,5,1146,,,,4,3,18,,,,,,,,,,42,16,393,,,,,,,4,5,127,,,
38091,Steele County,2,-93.22,44.01,1852.77,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,7,4,279,,,,,,,,,,,,,,,,,,,66,3,4150,,,,,,,,,,,,,,,,96,3,2530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3,2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,5,234,7,3,77,6,3,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38007,Billings County,1,-103.39,47.05,2986.95,0.0,0.0,,,,,,,,,,,,,47,3,4180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,210,,,,,,,,,,,,,,,,,,,,,,10,6,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,7,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38021,Dickey County,5,-98.53,46.1,2957.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,296,15,5,463,1,3,58,15,4,532,38,3,1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,2146,,,,,,,,,,,,,,,,70,7,4047,,,,,,,,,,53,7,2750,,,,,,,,,,9,3,458,,,,,,,,,,26,5,1002,51,3,1604,26,4,472,,,,,,,14,3,504,69,6,1083,,,,,,,,,,,,,,,,,,,33,3,328,,,,,,,,,,,,,,,,,,,,,,,,,5,4,173,5,6,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,5,2077,,,,,,,,,,,,,,,,12,5,1009,,,,,,,,,,,,,,,,,,,,,,4,4,186,17,5,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5,178,,,,,,,,,,,,,,,,,,,6,5,129,40,6,523,,,,,,,,,,,,,74,9,652,26,7,1526,,,,,,,,,,,,,,,,,,,,,,44,13,699,,,,,,,,,,,,
38043,Kidder County,2,-99.8,46.96,3711.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,4,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,124,16,3,168,,,,,,,,,,,,,,,,,,,,,,,,,6,3,59,,,,,,,,,,,,
