Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-1133,Est-1133,Pay-1133,Emp-1151,Est-1151,Pay-1151,Emp-1152,Est-1152,Pay-1152,Emp-2111,Est-2111,Pay-2111,Emp-2123,Est-2123,Pay-2123,Emp-2211,Est-2211,Pay-2211,Emp-2213,Est-2213,Pay-2213,Emp-2361,Est-2361,Pay-2361,Emp-2362,Est-2362,Pay-2362,Emp-2371,Est-2371,Pay-2371,Emp-2372,Est-2372,Pay-2372,Emp-2373,Est-2373,Pay-2373,Emp-2379,Est-2379,Pay-2379,Emp-2381,Est-2381,Pay-2381,Emp-2382,Est-2382,Pay-2382,Emp-2383,Est-2383,Pay-2383,Emp-2389,Est-2389,Pay-2389,Emp-3111,Est-3111,Pay-3111,Emp-3116,Est-3116,Pay-3116,Emp-3118,Est-3118,Pay-3118,Emp-3121,Est-3121,Pay-3121,Emp-3149,Est-3149,Pay-3149,Emp-3211,Est-3211,Pay-3211,Emp-3219,Est-3219,Pay-3219,Emp-3222,Est-3222,Pay-3222,Emp-3231,Est-3231,Pay-3231,Emp-3251,Est-3251,Pay-3251,Emp-3256,Est-3256,Pay-3256,Emp-3261,Est-3261,Pay-3261,Emp-3273,Est-3273,Pay-3273,Emp-3279,Est-3279,Pay-3279,Emp-3323,Est-3323,Pay-3323,Emp-3327,Est-3327,Pay-3327,Emp-3328,Est-3328,Pay-3328,Emp-3329,Est-3329,Pay-3329,Emp-3331,Est-3331,Pay-3331,Emp-3335,Est-3335,Pay-3335,Emp-3336,Est-3336,Pay-3336,Emp-3339,Est-3339,Pay-3339,Emp-3344,Est-3344,Pay-3344,Emp-3353,Est-3353,Pay-3353,Emp-3362,Est-3362,Pay-3362,Emp-3371,Est-3371,Pay-3371,Emp-3391,Est-3391,Pay-3391,Emp-3399,Est-3399,Pay-3399,Emp-4231,Est-4231,Pay-4231,Emp-4232,Est-4232,Pay-4232,Emp-4233,Est-4233,Pay-4233,Emp-4234,Est-4234,Pay-4234,Emp-4235,Est-4235,Pay-4235,Emp-4236,Est-4236,Pay-4236,Emp-4237,Est-4237,Pay-4237,Emp-4238,Est-4238,Pay-4238,Emp-4239,Est-4239,Pay-4239,Emp-4241,Est-4241,Pay-4241,Emp-4242,Est-4242,Pay-4242,Emp-4243,Est-4243,Pay-4243,Emp-4244,Est-4244,Pay-4244,Emp-4245,Est-4245,Pay-4245,Emp-4246,Est-4246,Pay-4246,Emp-4247,Est-4247,Pay-4247,Emp-4248,Est-4248,Pay-4248,Emp-4249,Est-4249,Pay-4249,Emp-4251,Est-4251,Pay-4251,Emp-4411,Est-4411,Pay-4411,Emp-4412,Est-4412,Pay-4412,Emp-4413,Est-4413,Pay-4413,Emp-4421,Est-4421,Pay-4421,Emp-4422,Est-4422,Pay-4422,Emp-4431,Est-4431,Pay-4431,Emp-4441,Est-4441,Pay-4441,Emp-4442,Est-4442,Pay-4442,Emp-4451,Est-4451,Pay-4451,Emp-4452,Est-4452,Pay-4452,Emp-4453,Est-4453,Pay-4453,Emp-4461,Est-4461,Pay-4461,Emp-4471,Est-4471,Pay-4471,Emp-4481,Est-4481,Pay-4481,Emp-4482,Est-4482,Pay-4482,Emp-4483,Est-4483,Pay-4483,Emp-4511,Est-4511,Pay-4511,Emp-4512,Est-4512,Pay-4512,Emp-4522,Est-4522,Pay-4522,Emp-4523,Est-4523,Pay-4523,Emp-4531,Est-4531,Pay-4531,Emp-4532,Est-4532,Pay-4532,Emp-4533,Est-4533,Pay-4533,Emp-4539,Est-4539,Pay-4539,Emp-4541,Est-4541,Pay-4541,Emp-4542,Est-4542,Pay-4542,Emp-4543,Est-4543,Pay-4543,Emp-4811,Est-4811,Pay-4811,Emp-4812,Est-4812,Pay-4812,Emp-4841,Est-4841,Pay-4841,Emp-4842,Est-4842,Pay-4842,Emp-4853,Est-4853,Pay-4853,Emp-4855,Est-4855,Pay-4855,Emp-4859,Est-4859,Pay-4859,Emp-4871,Est-4871,Pay-4871,Emp-4879,Est-4879,Pay-4879,Emp-4881,Est-4881,Pay-4881,Emp-4882,Est-4882,Pay-4882,Emp-4884,Est-4884,Pay-4884,Emp-4885,Est-4885,Pay-4885,Emp-4921,Est-4921,Pay-4921,Emp-4922,Est-4922,Pay-4922,Emp-4931,Est-4931,Pay-4931,Emp-5111,Est-5111,Pay-5111,Emp-5112,Est-5112,Pay-5112,Emp-5121,Est-5121,Pay-5121,Emp-5151,Est-5151,Pay-5151,Emp-5173,Est-5173,Pay-5173,Emp-5182,Est-5182,Pay-5182,Emp-5191,Est-5191,Pay-5191,Emp-5221,Est-5221,Pay-5221,Emp-5222,Est-5222,Pay-5222,Emp-5223,Est-5223,Pay-5223,Emp-5231,Est-5231,Pay-5231,Emp-5239,Est-5239,Pay-5239,Emp-5241,Est-5241,Pay-5241,Emp-5242,Est-5242,Pay-5242,Emp-5311,Est-5311,Pay-5311,Emp-5312,Est-5312,Pay-5312,Emp-5313,Est-5313,Pay-5313,Emp-5321,Est-5321,Pay-5321,Emp-5322,Est-5322,Pay-5322,Emp-5323,Est-5323,Pay-5323,Emp-5324,Est-5324,Pay-5324,Emp-5411,Est-5411,Pay-5411,Emp-5412,Est-5412,Pay-5412,Emp-5413,Est-5413,Pay-5413,Emp-5414,Est-5414,Pay-5414,Emp-5415,Est-5415,Pay-5415,Emp-5416,Est-5416,Pay-5416,Emp-5417,Est-5417,Pay-5417,Emp-5418,Est-5418,Pay-5418,Emp-5419,Est-5419,Pay-5419,Emp-5511,Est-5511,Pay-5511,Emp-5611,Est-5611,Pay-5611,Emp-5612,Est-5612,Pay-5612,Emp-5613,Est-5613,Pay-5613,Emp-5614,Est-5614,Pay-5614,Emp-5615,Est-5615,Pay-5615,Emp-5616,Est-5616,Pay-5616,Emp-5617,Est-5617,Pay-5617,Emp-5619,Est-5619,Pay-5619,Emp-5621,Est-5621,Pay-5621,Emp-5629,Est-5629,Pay-5629,Emp-6111,Est-6111,Pay-6111,Emp-6113,Est-6113,Pay-6113,Emp-6114,Est-6114,Pay-6114,Emp-6115,Est-6115,Pay-6115,Emp-6116,Est-6116,Pay-6116,Emp-6117,Est-6117,Pay-6117,Emp-6211,Est-6211,Pay-6211,Emp-6212,Est-6212,Pay-6212,Emp-6213,Est-6213,Pay-6213,Emp-6214,Est-6214,Pay-6214,Emp-6215,Est-6215,Pay-6215,Emp-6216,Est-6216,Pay-6216,Emp-6219,Est-6219,Pay-6219,Emp-6221,Est-6221,Pay-6221,Emp-6223,Est-6223,Pay-6223,Emp-6231,Est-6231,Pay-6231,Emp-6232,Est-6232,Pay-6232,Emp-6233,Est-6233,Pay-6233,Emp-6241,Est-6241,Pay-6241,Emp-6242,Est-6242,Pay-6242,Emp-6243,Est-6243,Pay-6243,Emp-6244,Est-6244,Pay-6244,Emp-7111,Est-7111,Pay-7111,Emp-7112,Est-7112,Pay-7112,Emp-7113,Est-7113,Pay-7113,Emp-7115,Est-7115,Pay-7115,Emp-7121,Est-7121,Pay-7121,Emp-7131,Est-7131,Pay-7131,Emp-7132,Est-7132,Pay-7132,Emp-7139,Est-7139,Pay-7139,Emp-7211,Est-7211,Pay-7211,Emp-7212,Est-7212,Pay-7212,Emp-7213,Est-7213,Pay-7213,Emp-7223,Est-7223,Pay-7223,Emp-7224,Est-7224,Pay-7224,Emp-7225,Est-7225,Pay-7225,Emp-8111,Est-8111,Pay-8111,Emp-8112,Est-8112,Pay-8112,Emp-8113,Est-8113,Pay-8113,Emp-8114,Est-8114,Pay-8114,Emp-8121,Est-8121,Pay-8121,Emp-8122,Est-8122,Pay-8122,Emp-8123,Est-8123,Pay-8123,Emp-8129,Est-8129,Pay-8129,Emp-8131,Est-8131,Pay-8131,Emp-8132,Est-8132,Pay-8132,Emp-8133,Est-8133,Pay-8133,Emp-8134,Est-8134,Pay-8134,Emp-8139,Est-8139,Pay-8139
46069,Hyde County,1,-76.13,35.39,2243.78,0.0,0.0,,,,,,,,,,,,,,,,5.0,3.0,556.0,,,,,,,,,,22.0,3.0,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,5.0,1816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,51.0,,,,,,,,,,,,
46071,Jackson County,3,-96.56,28.92,4845.81,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,6.0,1387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,5.0,1313.0,19.0,3.0,190.0,,,,,,,,,,27.0,3.0,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46073,Jerauld County,2,-98.62,44.08,1379.53,0.0,0.0,,,,2.0,3.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,4.0,5871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,3.0,451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,4.0,451.0,10.0,3.0,212.0,,,,14.0,3.0,336.0,,,,,,,,,,,,,,,,13.0,4.0,109.0,,,,,,,,,,,,
46075,Jones County,1,-99.86,32.71,2514.83,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,3.0,970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,3.0,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,8.0,835.0,,,,,,,,,,,,,29.0,6.0,556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46077,Kingsbury County,5,-97.49,44.36,2237.17,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,18.0,9.0,937.0,,,,,,,,,,,,,,,,97.0,7.0,7766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,6.0,4025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,122.0,,,,62.0,5.0,694.0,,,,,,,,,,42.0,3.0,799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,7.0,3018.0,,,,,,,,,,,,,,,,17.0,8.0,879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,4.0,932.0,,,,,,,,,,5.0,3.0,90.0,8.0,3.0,54.0,6.0,3.0,146.0,,,,18.0,5.0,234.0,,,,,,,,,,,,,,,,19.0,11.0,217.0,,,,,,,,,,,,
46079,Lake County,13,-122.78,39.05,1489.82,0.01,0.02,,,,5.0,3.0,162.0,,,,,,,,,,,,,,,,22.0,12.0,899.0,,,,,,,,,,13.0,3.0,1151.0,,,,12.0,8.0,523.0,45.0,10.0,1523.0,3.0,3.0,120.0,18.0,6.0,811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,3.0,6487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,3.0,2203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,3.0,2533.0,22.0,3.0,682.0,,,,,,,,,,,,,,,,,,,,,,,,,117.0,6.0,8340.0,,,,88.0,3.0,4677.0,,,,40.0,5.0,1086.0,,,,,,,15.0,3.0,297.0,23.0,4.0,739.0,,,,,,,,,,,,,26.0,3.0,1459.0,112.0,7.0,2399.0,7.0,3.0,111.0,,,,,,,,,,,,,,,,49.0,3.0,824.0,,,,,,,8.0,3.0,78.0,,,,,,,,,,,,,,,,,,,41.0,6.0,1583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,581.0,,,,,,,145.0,7.0,5900.0,,,,,,,,,,13.0,4.0,1408.0,,,,31.0,13.0,1247.0,13.0,6.0,174.0,5.0,5.0,109.0,8.0,3.0,221.0,,,,,,,,,,,,,24.0,9.0,947.0,19.0,7.0,467.0,,,,,,,89.0,12.0,6098.0,69.0,11.0,3598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,6.0,1172.0,9.0,3.0,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,3.0,1356.0,24.0,7.0,1015.0,,,,,,,,,,,,,,,,,,,,,,33.0,5.0,752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,6.0,540.0,,,,,,,,,,,,,17.0,5.0,100.0,293.0,27.0,3699.0,28.0,7.0,998.0,,,,12.0,5.0,432.0,,,,6.0,3.0,33.0,4.0,4.0,208.0,,,,,,,74.0,12.0,1012.0,,,,,,,6.0,3.0,57.0,,,
46081,Lawrence County,25,-80.35,41.0,2071.97,0.01,0.33,28.0,12.0,1174.0,,,,,,,,,,14.0,3.0,973.0,,,,,,,140.0,52.0,4266.0,45.0,4.0,1540.0,56.0,7.0,5437.0,,,,,,,,,,107.0,25.0,4536.0,138.0,28.0,5790.0,40.0,10.0,1239.0,74.0,17.0,3970.0,,,,,,,,,,27.0,3.0,502.0,,,,235.0,4.0,10821.0,20.0,3.0,968.0,,,,29.0,3.0,893.0,,,,,,,15.0,3.0,728.0,9.0,5.0,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,6.0,620.0,,,,,,,,,,,,,,,,,,,,,,,,,22.0,3.0,996.0,,,,,,,,,,,,,,,,52.0,4.0,846.0,177.0,10.0,9262.0,46.0,5.0,2001.0,32.0,7.0,1028.0,,,,14.0,5.0,474.0,,,,150.0,15.0,5084.0,,,,221.0,7.0,4639.0,21.0,3.0,369.0,36.0,6.0,301.0,47.0,6.0,1873.0,173.0,15.0,3166.0,53.0,11.0,1148.0,,,,11.0,3.0,333.0,14.0,7.0,445.0,,,,,,,339.0,3.0,8959.0,,,,23.0,12.0,764.0,17.0,5.0,289.0,21.0,7.0,876.0,,,,,,,6.0,4.0,227.0,,,,,,,25.0,8.0,936.0,41.0,21.0,1824.0,10.0,4.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,3.0,331.0,26.0,4.0,593.0,25.0,5.0,858.0,,,,,,,157.0,14.0,9017.0,4.0,5.0,228.0,,,,5.0,3.0,593.0,16.0,5.0,1091.0,13.0,3.0,653.0,86.0,21.0,4526.0,35.0,15.0,977.0,34.0,21.0,1357.0,72.0,20.0,2179.0,,,,8.0,3.0,314.0,,,,,,,43.0,14.0,2084.0,40.0,12.0,1354.0,64.0,15.0,1866.0,,,,62.0,8.0,4757.0,33.0,20.0,1718.0,,,,,,,60.0,11.0,2098.0,64.0,7.0,6402.0,16.0,4.0,734.0,,,,,,,96.0,5.0,1770.0,14.0,4.0,311.0,,,,46.0,22.0,1817.0,,,,18.0,3.0,396.0,20.0,3.0,1113.0,,,,,,,,,,,,,28.0,6.0,323.0,,,,266.0,11.0,20734.0,86.0,9.0,4925.0,122.0,23.0,4162.0,106.0,3.0,8454.0,,,,,,,,,,,,,,,,,,,257.0,10.0,4835.0,162.0,9.0,3820.0,112.0,6.0,3276.0,,,,10.0,3.0,387.0,71.0,8.0,738.0,,,,,,,,,,4.0,3.0,182.0,35.0,8.0,914.0,,,,351.0,7.0,8774.0,253.0,9.0,2015.0,1644.0,45.0,39337.0,30.0,11.0,1250.0,,,,91.0,4.0,1070.0,177.0,13.0,3497.0,954.0,67.0,16588.0,84.0,29.0,3818.0,,,,11.0,3.0,446.0,3.0,3.0,82.0,29.0,11.0,792.0,,,,,,,9.0,4.0,124.0,202.0,28.0,3457.0,,,,11.0,5.0,267.0,23.0,7.0,196.0,28.0,7.0,1084.0
46083,Lincoln County,55,-81.21,35.49,1496.94,0.04,0.24,,,,,,,,,,,,,,,,,,,,,,305.0,80.0,13825.0,408.0,15.0,27916.0,36.0,4.0,4550.0,,,,81.0,5.0,6234.0,16.0,3.0,778.0,292.0,55.0,15724.0,280.0,46.0,13031.0,346.0,57.0,16533.0,177.0,26.0,10493.0,,,,,,,,,,,,,,,,,,,73.0,6.0,2675.0,,,,29.0,4.0,1148.0,,,,,,,156.0,4.0,6677.0,18.0,4.0,1352.0,,,,221.0,7.0,13791.0,24.0,6.0,1171.0,,,,,,,96.0,3.0,4695.0,,,,,,,,,,,,,,,,,,,723.0,9.0,26402.0,,,,,,,165.0,8.0,7603.0,,,,,,,45.0,5.0,4314.0,,,,,,,,,,135.0,18.0,7653.0,,,,,,,,,,,,,,,,48.0,4.0,2376.0,,,,,,,,,,82.0,11.0,4437.0,93.0,19.0,4006.0,580.0,17.0,30091.0,141.0,8.0,6091.0,38.0,7.0,1402.0,,,,87.0,5.0,3965.0,,,,89.0,9.0,4600.0,31.0,5.0,958.0,454.0,10.0,8632.0,14.0,3.0,401.0,,,,119.0,13.0,4878.0,272.0,21.0,5365.0,101.0,11.0,757.0,,,,21.0,3.0,1226.0,15.0,3.0,175.0,,,,,,,272.0,6.0,7411.0,,,,28.0,5.0,410.0,4.0,3.0,120.0,55.0,13.0,2376.0,57.0,10.0,1517.0,,,,25.0,11.0,920.0,,,,,,,320.0,42.0,15737.0,23.0,15.0,854.0,,,,,,,,,,,,,,,,,,,,,,,,,46.0,6.0,3147.0,,,,,,,9.0,4.0,340.0,31.0,4.0,1360.0,,,,,,,59.0,4.0,2139.0,129.0,7.0,5656.0,19.0,3.0,1544.0,,,,616.0,30.0,57054.0,190.0,9.0,13583.0,247.0,3.0,10128.0,72.0,20.0,9779.0,45.0,30.0,3772.0,619.0,11.0,41843.0,260.0,76.0,13170.0,61.0,28.0,1900.0,84.0,34.0,4057.0,252.0,19.0,7667.0,,,,17.0,4.0,670.0,,,,50.0,4.0,4292.0,151.0,22.0,9316.0,150.0,20.0,7793.0,144.0,23.0,12216.0,13.0,6.0,613.0,244.0,22.0,20440.0,213.0,34.0,17876.0,7.0,4.0,616.0,66.0,8.0,4240.0,73.0,8.0,2410.0,1501.0,8.0,113285.0,59.0,9.0,2264.0,,,,538.0,10.0,31829.0,41.0,5.0,1816.0,8.0,4.0,348.0,23.0,4.0,1001.0,300.0,53.0,12636.0,18.0,4.0,457.0,,,,,,,225.0,4.0,5327.0,,,,,,,,,,64.0,7.0,406.0,,,,385.0,25.0,44274.0,372.0,32.0,23346.0,231.0,61.0,9925.0,65.0,6.0,3001.0,25.0,3.0,1276.0,458.0,3.0,20334.0,,,,,,,,,,200.0,3.0,4318.0,,,,254.0,5.0,6351.0,26.0,14.0,1182.0,,,,,,,717.0,24.0,11663.0,41.0,3.0,260.0,,,,,,,23.0,8.0,576.0,,,,,,,22.0,4.0,369.0,368.0,25.0,3618.0,260.0,12.0,4383.0,,,,,,,,,,204.0,14.0,3672.0,1019.0,58.0,16060.0,113.0,32.0,4414.0,,,,21.0,5.0,1111.0,4.0,3.0,54.0,190.0,34.0,4328.0,30.0,7.0,1383.0,9.0,3.0,125.0,71.0,14.0,1500.0,334.0,50.0,6107.0,,,,11.0,3.0,1011.0,13.0,5.0,235.0,10.0,7.0,213.0
46085,Lyman County,4,-99.86,43.92,4420.38,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,3.0,1529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,4.0,580.0,,,,,,,,,,120.0,9.0,2293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,4.0,688.0,,,,,,,,,,,,,,,,15.0,3.0,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,6.0,1727.0,1.0,3.0,111.0,,,,,,,,,,102.0,3.0,1925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46087,McCook County,6,-97.37,43.67,1493.93,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,6.0,311.0,,,,,,,,,,,,,,,,11.0,3.0,478.0,19.0,5.0,699.0,15.0,3.0,555.0,30.0,5.0,1637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,5.0,1160.0,,,,,,,,,,,,,,,,14.0,3.0,545.0,,,,,,,,,,62.0,6.0,4411.0,,,,17.0,3.0,682.0,,,,,,,,,,,,,,,,,,,,,,50.0,3.0,603.0,,,,,,,,,,54.0,5.0,1399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,9.0,744.0,6.0,8.0,374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,5.0,1024.0,,,,,,,,,,,,,,,,18.0,7.0,1069.0,17.0,6.0,314.0,,,,,,,,,,,,,,,,,,,7.0,4.0,299.0,5.0,4.0,85.0,,,,,,,,,,,,,,,,,,,13.0,3.0,456.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,5.0,1718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,5.0,116.0,,,,,,,,,,,,,52.0,10.0,472.0,9.0,5.0,377.0,,,,8.0,5.0,244.0,,,,,,,,,,,,,,,,18.0,9.0,244.0,,,,,,,,,,,,
46089,McPherson County,2,-97.66,38.37,2983.28,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,3.0,404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,5.0,128.0,,,,,,,,,,,,
