Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-1133,Est-1133,Pay-1133,Emp-1141,Est-1141,Pay-1141,Emp-1152,Est-1152,Pay-1152,Emp-1153,Est-1153,Pay-1153,Emp-2111,Est-2111,Pay-2111,Emp-2122,Est-2122,Pay-2122,Emp-2123,Est-2123,Pay-2123,Emp-2131,Est-2131,Pay-2131,Emp-2211,Est-2211,Pay-2211,Emp-2212,Est-2212,Pay-2212,Emp-2213,Est-2213,Pay-2213,Emp-2361,Est-2361,Pay-2361,Emp-2362,Est-2362,Pay-2362,Emp-2371,Est-2371,Pay-2371,Emp-2372,Est-2372,Pay-2372,Emp-2373,Est-2373,Pay-2373,Emp-2379,Est-2379,Pay-2379,Emp-2381,Est-2381,Pay-2381,Emp-2382,Est-2382,Pay-2382,Emp-2383,Est-2383,Pay-2383,Emp-2389,Est-2389,Pay-2389,Emp-3113,Est-3113,Pay-3113,Emp-3117,Est-3117,Pay-3117,Emp-3118,Est-3118,Pay-3118,Emp-3119,Est-3119,Pay-3119,Emp-3121,Est-3121,Pay-3121,Emp-3149,Est-3149,Pay-3149,Emp-3152,Est-3152,Pay-3152,Emp-3211,Est-3211,Pay-3211,Emp-3212,Est-3212,Pay-3212,Emp-3219,Est-3219,Pay-3219,Emp-3231,Est-3231,Pay-3231,Emp-3241,Est-3241,Pay-3241,Emp-3261,Est-3261,Pay-3261,Emp-3272,Est-3272,Pay-3272,Emp-3273,Est-3273,Pay-3273,Emp-3323,Est-3323,Pay-3323,Emp-3327,Est-3327,Pay-3327,Emp-3328,Est-3328,Pay-3328,Emp-3329,Est-3329,Pay-3329,Emp-3345,Est-3345,Pay-3345,Emp-3364,Est-3364,Pay-3364,Emp-3366,Est-3366,Pay-3366,Emp-3371,Est-3371,Pay-3371,Emp-3391,Est-3391,Pay-3391,Emp-3399,Est-3399,Pay-3399,Emp-4231,Est-4231,Pay-4231,Emp-4232,Est-4232,Pay-4232,Emp-4233,Est-4233,Pay-4233,Emp-4234,Est-4234,Pay-4234,Emp-4235,Est-4235,Pay-4235,Emp-4236,Est-4236,Pay-4236,Emp-4237,Est-4237,Pay-4237,Emp-4238,Est-4238,Pay-4238,Emp-4239,Est-4239,Pay-4239,Emp-4241,Est-4241,Pay-4241,Emp-4242,Est-4242,Pay-4242,Emp-4243,Est-4243,Pay-4243,Emp-4244,Est-4244,Pay-4244,Emp-4246,Est-4246,Pay-4246,Emp-4247,Est-4247,Pay-4247,Emp-4248,Est-4248,Pay-4248,Emp-4249,Est-4249,Pay-4249,Emp-4251,Est-4251,Pay-4251,Emp-4411,Est-4411,Pay-4411,Emp-4412,Est-4412,Pay-4412,Emp-4413,Est-4413,Pay-4413,Emp-4421,Est-4421,Pay-4421,Emp-4422,Est-4422,Pay-4422,Emp-4431,Est-4431,Pay-4431,Emp-4441,Est-4441,Pay-4441,Emp-4442,Est-4442,Pay-4442,Emp-4451,Est-4451,Pay-4451,Emp-4452,Est-4452,Pay-4452,Emp-4453,Est-4453,Pay-4453,Emp-4461,Est-4461,Pay-4461,Emp-4471,Est-4471,Pay-4471,Emp-4481,Est-4481,Pay-4481,Emp-4482,Est-4482,Pay-4482,Emp-4483,Est-4483,Pay-4483,Emp-4511,Est-4511,Pay-4511,Emp-4512,Est-4512,Pay-4512,Emp-4523,Est-4523,Pay-4523,Emp-4531,Est-4531,Pay-4531,Emp-4532,Est-4532,Pay-4532,Emp-4533,Est-4533,Pay-4533,Emp-4539,Est-4539,Pay-4539,Emp-4541,Est-4541,Pay-4541,Emp-4543,Est-4543,Pay-4543,Emp-4811,Est-4811,Pay-4811,Emp-4812,Est-4812,Pay-4812,Emp-4831,Est-4831,Pay-4831,Emp-4832,Est-4832,Pay-4832,Emp-4841,Est-4841,Pay-4841,Emp-4842,Est-4842,Pay-4842,Emp-4853,Est-4853,Pay-4853,Emp-4854,Est-4854,Pay-4854,Emp-4859,Est-4859,Pay-4859,Emp-4861,Est-4861,Pay-4861,Emp-4871,Est-4871,Pay-4871,Emp-4872,Est-4872,Pay-4872,Emp-4879,Est-4879,Pay-4879,Emp-4881,Est-4881,Pay-4881,Emp-4883,Est-4883,Pay-4883,Emp-4884,Est-4884,Pay-4884,Emp-4885,Est-4885,Pay-4885,Emp-4921,Est-4921,Pay-4921,Emp-4922,Est-4922,Pay-4922,Emp-4931,Est-4931,Pay-4931,Emp-5111,Est-5111,Pay-5111,Emp-5112,Est-5112,Pay-5112,Emp-5121,Est-5121,Pay-5121,Emp-5151,Est-5151,Pay-5151,Emp-5173,Est-5173,Pay-5173,Emp-5174,Est-5174,Pay-5174,Emp-5179,Est-5179,Pay-5179,Emp-5182,Est-5182,Pay-5182,Emp-5191,Est-5191,Pay-5191,Emp-5221,Est-5221,Pay-5221,Emp-5222,Est-5222,Pay-5222,Emp-5223,Est-5223,Pay-5223,Emp-5231,Est-5231,Pay-5231,Emp-5239,Est-5239,Pay-5239,Emp-5241,Est-5241,Pay-5241,Emp-5242,Est-5242,Pay-5242,Emp-5259,Est-5259,Pay-5259,Emp-5311,Est-5311,Pay-5311,Emp-5312,Est-5312,Pay-5312,Emp-5313,Est-5313,Pay-5313,Emp-5321,Est-5321,Pay-5321,Emp-5322,Est-5322,Pay-5322,Emp-5323,Est-5323,Pay-5323,Emp-5324,Est-5324,Pay-5324,Emp-5411,Est-5411,Pay-5411,Emp-5412,Est-5412,Pay-5412,Emp-5413,Est-5413,Pay-5413,Emp-5414,Est-5414,Pay-5414,Emp-5415,Est-5415,Pay-5415,Emp-5416,Est-5416,Pay-5416,Emp-5417,Est-5417,Pay-5417,Emp-5418,Est-5418,Pay-5418,Emp-5419,Est-5419,Pay-5419,Emp-5511,Est-5511,Pay-5511,Emp-5611,Est-5611,Pay-5611,Emp-5612,Est-5612,Pay-5612,Emp-5613,Est-5613,Pay-5613,Emp-5614,Est-5614,Pay-5614,Emp-5615,Est-5615,Pay-5615,Emp-5616,Est-5616,Pay-5616,Emp-5617,Est-5617,Pay-5617,Emp-5619,Est-5619,Pay-5619,Emp-5621,Est-5621,Pay-5621,Emp-5622,Est-5622,Pay-5622,Emp-5629,Est-5629,Pay-5629,Emp-6111,Est-6111,Pay-6111,Emp-6113,Est-6113,Pay-6113,Emp-6114,Est-6114,Pay-6114,Emp-6115,Est-6115,Pay-6115,Emp-6116,Est-6116,Pay-6116,Emp-6117,Est-6117,Pay-6117,Emp-6211,Est-6211,Pay-6211,Emp-6212,Est-6212,Pay-6212,Emp-6213,Est-6213,Pay-6213,Emp-6214,Est-6214,Pay-6214,Emp-6215,Est-6215,Pay-6215,Emp-6216,Est-6216,Pay-6216,Emp-6219,Est-6219,Pay-6219,Emp-6221,Est-6221,Pay-6221,Emp-6231,Est-6231,Pay-6231,Emp-6232,Est-6232,Pay-6232,Emp-6233,Est-6233,Pay-6233,Emp-6239,Est-6239,Pay-6239,Emp-6241,Est-6241,Pay-6241,Emp-6242,Est-6242,Pay-6242,Emp-6243,Est-6243,Pay-6243,Emp-6244,Est-6244,Pay-6244,Emp-7111,Est-7111,Pay-7111,Emp-7112,Est-7112,Pay-7112,Emp-7113,Est-7113,Pay-7113,Emp-7115,Est-7115,Pay-7115,Emp-7121,Est-7121,Pay-7121,Emp-7132,Est-7132,Pay-7132,Emp-7139,Est-7139,Pay-7139,Emp-7211,Est-7211,Pay-7211,Emp-7212,Est-7212,Pay-7212,Emp-7213,Est-7213,Pay-7213,Emp-7223,Est-7223,Pay-7223,Emp-7224,Est-7224,Pay-7224,Emp-7225,Est-7225,Pay-7225,Emp-8111,Est-8111,Pay-8111,Emp-8112,Est-8112,Pay-8112,Emp-8113,Est-8113,Pay-8113,Emp-8114,Est-8114,Pay-8114,Emp-8121,Est-8121,Pay-8121,Emp-8122,Est-8122,Pay-8122,Emp-8123,Est-8123,Pay-8123,Emp-8129,Est-8129,Pay-8129,Emp-8131,Est-8131,Pay-8131,Emp-8132,Est-8132,Pay-8132,Emp-8133,Est-8133,Pay-8133,Emp-8134,Est-8134,Pay-8134,Emp-8139,Est-8139,Pay-8139
02016,Aleutians West Census Area,6,178.88,51.57,11746.24,0.0,0.0,,,,7,5,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2145,5,69693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,489,,,,,,,,,,25,4,4150,,,,43,3,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,4,5789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,472,16,3,533,,,,167,4,17025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,6,9623,,,,18,3,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,402,,,,,,,,,,,,,,,,,,,,,,3,3,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,5,5514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,6,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02060,Bristol Bay Borough,1,-156.88,58.74,1327.31,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,8,26767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,1909,11,4,865,,,,,,,,,,4,3,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,243,15,6,1820,22,9,3711,,,,,,,,,,9,3,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02150,Kodiak Island Borough,14,-153.36,57.54,18274.64,1.87,0.0,,,,60,86,6007,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,11,1088,,,,,,,,,,41,3,4038,,,,7,3,122,33,6,1907,22,7,893,18,4,1296,,,,2488,15,64791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,1215,,,,43,3,1948,,,,,,,,,,,,,24,4,902,12,3,285,15,3,271,,,,,,,,,,,,,169,5,4886,,,,,,,,,,,,,,,,,,,,,,24,4,751,,,,,,,,,,,,,,,,,,,,,,,,,71,3,2933,31,5,1745,64,8,3607,,,,,,,27,4,870,,,,,,,,,,,,,,,,2,4,117,,,,,,,,,,,,,11,3,418,,,,,,,,,,,,,,,,,,,,,,21,4,1452,,,,,,,,,,,,,48,7,2465,,,,,,,,,,7,3,994,,,,17,4,874,,,,30,9,1233,8,3,465,,,,,,,,,,,,,,,,10,5,503,18,7,809,6,3,306,,,,,,,15,3,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,6,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,7,4693,45,7,1806,32,9,1334,183,9,12334,,,,,,,,,,,,,,,,15,3,588,,,,,,,70,5,1800,,,,,,,,,,,,,,,,,,,,,,20,3,727,16,4,259,6,13,776,88,6,2857,9,9,1022,,,,,,,61,8,962,276,26,5749,47,5,1680,,,,39,8,2327,,,,13,4,174,,,,,,,,,,99,12,2026,,,,,,,7,3,192,7,5,298
02188,Northwest Arctic Borough,8,-159.98,67.24,95249.25,2.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,9,2509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,4,6786,4,3,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3,2338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,379,,,
02185,North Slope Borough,10,-153.82,69.53,233618.99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,150,6,26691,,,,,,,,,,,,,,,,785,5,104319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,8,11306,,,,,,,,,,,,,,,,,,,149,4,11059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,10,4640,,,,,,,,,,60,3,3679,,,,,,,,,,,,,,,,28,4,516,,,,,,,,,,,,,,,,,,,153,4,7806,,,,,,,,,,,,,,,,,,,,,,,,,106,4,17015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,10,4582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,2046,,,,,,,,,,,,,,,,33,5,1516,,,,,,,14,3,2578,,,,,,,,,,,,,,,,,,,328,4,50821,,,,247,3,15094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,5,1723,,,,110,4,8218,284,8,9270,,,,61,9,2087,,,,,,,,,,,,,,,,,,,,,,,,,8,4,440,,,,,,,,,,,,
02050,Bethel Census Area,18,-162.31,60.39,109947.81,0.0,0.0,,,,20,6,861,,,,,,,,,,,,,,,,,,,41,5,888,,,,,,,6,4,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,24,10203,,,,,,,,,,60,8,1408,,,,,,,,,,,,,,,,162,13,2933,,,,,,,,,,,,,,,,,,,286,8,15587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3,3053,,,,,,,,,,,,,20,3,1506,,,,,,,,,,,,,,,,,,,,,,42,5,1704,,,,,,,,,,,,,,,,,,,15,4,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,204,35,11,1872,,,,,,,,,,35,5,645,,,,,,,,,,,,,,,,,,,,,,,,,196,31,12354,,,,,,,,,,,,,,,,27,4,1561,,,,,,,,,,43,3,1786,,,,,,,,,,,,,,,,,,,,,,,,,49,3,738,10,5,108,,,,,,,,,,,,,47,12,535,13,4,366,,,,58,17,1345,,,,,,,,,,,,,,,,7,4,204,,,,,,,23,4,196,,,
02220,Sitka City and Borough,9,-135.46,57.41,8302.41,0.0,0.0,,,,22,29,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,11,1364,,,,,,,,,,,,,,,,,,,36,6,3824,20,6,597,24,6,2728,,,,325,7,14697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,3,4759,,,,,,,36,5,1591,,,,33,9,1229,,,,13,3,656,11,3,311,,,,,,,,,,27,6,845,,,,2,3,47,,,,,,,103,3,3347,,,,19,5,1553,,,,,,,,,,,,,,,,,,,,,,,,,36,16,7404,,,,,,,6,3,348,,,,,,,,,,,,,,,,,,,,,,,,,14,3,393,15,4,907,,,,,,,,,,,,,46,5,2174,,,,,,,,,,4,3,695,,,,8,3,775,,,,14,5,1077,9,6,237,16,3,438,,,,,,,,,,,,,5,3,176,14,5,428,3,3,167,,,,,,,,,,,,,,,,13,4,477,39,3,4106,,,,,,,,,,,,,,,,,,,15,6,515,5,3,239,,,,,,,,,,,,,,,,,,,,,,46,6,1457,,,,,,,18,3,1222,28,5,1211,92,3,6492,,,,,,,,,,,,,,,,,,,,,,,,,104,4,3134,,,,,,,35,4,782,,,,,,,,,,,,,14,3,558,,,,20,11,1493,76,10,3013,17,6,2164,,,,,,,,,,205,20,5566,14,3,670,,,,,,,110,7,6203,4,3,34,,,,,,,,,,22,10,452,,,,20,5,852,19,5,234,,,
02090,Fairbanks North Star Borough,100,-146.78,64.86,19255.08,2.16,0.03,4,3,349,,,,,,,,,,,,,663,4,74744,16,4,1191,32,11,3603,162,5,19577,,,,166,7,16458,163,78,9801,363,34,29986,225,9,13712,,,,222,13,42896,7,4,947,169,32,19858,564,80,51305,158,50,9630,194,48,17839,,,,,,,,,,,,,117,7,3187,32,3,1384,7,3,227,,,,,,,9,4,439,37,6,1267,56,6,4166,,,,,,,19,7,2404,19,3,819,16,6,613,,,,,,,,,,,,,,,,,,,,,,15,4,581,55,4,3011,,,,22,6,1449,53,9,2344,10,3,436,89,8,5726,77,6,4141,137,12,11199,,,,,,,,,,,,,134,8,7009,24,5,1462,78,5,4462,,,,,,,,,,419,12,22793,94,12,5275,302,25,12833,33,5,1096,70,7,3115,38,9,1196,609,26,22454,25,3,692,375,10,11555,47,9,1020,63,7,1404,148,19,5244,290,29,9683,162,16,3609,25,4,417,37,5,1468,311,23,4883,48,5,878,1015,4,33247,,,,99,18,3432,60,5,1290,155,23,6763,,,,158,14,8380,338,6,16166,187,9,10667,35,3,2285,,,,318,30,26529,375,31,24144,,,,,,,,,,,,,57,3,2748,28,3,3738,,,,65,9,1576,,,,9,5,297,32,3,1141,65,4,3483,,,,,,,,,,,,,,,,90,7,3797,274,26,22182,,,,,,,,,,,,,455,37,25899,25,7,1743,,,,16,6,1890,28,10,1864,26,6,824,110,31,6282,,,,280,49,16598,75,50,3386,79,25,4369,108,15,3767,36,8,849,,,,122,11,11807,177,34,10400,206,43,10881,390,53,34585,,,,134,24,10737,125,29,6298,53,9,3041,13,4,595,173,20,7068,133,11,8306,62,8,5385,292,9,21825,193,7,5356,30,10,1249,135,12,5161,33,5,1351,283,53,6677,25,6,1439,42,3,2665,,,,67,12,3903,107,5,3673,,,,,,,33,8,1819,146,23,3597,,,,690,59,67702,347,47,22532,364,68,18523,1169,20,80515,24,6,2606,,,,33,4,2476,,,,,,,804,20,24801,96,10,2490,13,3,408,371,33,15370,128,7,4672,,,,262,23,7314,8,4,365,6,3,203,169,5,1675,13,6,431,20,7,528,102,10,1957,323,42,4559,646,32,30003,,,,,,,222,22,4589,169,20,2474,1845,146,42513,386,62,18413,,,,44,15,3152,12,7,451,157,32,4393,14,4,479,26,6,762,47,6,1062,330,49,8135,30,8,1600,36,11,1681,68,16,1587,52,17,2754
02170,Matanuska-Susitna Borough,103,-149.48,62.34,64751.38,0.0,0.0,,,,0,6,143,27,3,241,,,,,,,22,3,1322,,,,,,,145,3,14047,,,,,,,274,99,13579,401,32,36896,101,17,11855,3,3,349,139,12,14349,27,4,3499,229,85,17322,567,100,38601,247,80,13890,362,50,24942,,,,,,,,,,,,,11,5,770,,,,,,,,,,,,,23,5,804,,,,,,,41,4,1927,,,,18,3,2498,,,,34,4,1366,,,,8,3,265,,,,,,,,,,7,3,205,,,,,,,9,3,445,,,,41,6,1941,,,,,,,11,4,778,32,3,1895,16,6,1090,,,,,,,,,,,,,20,4,369,8,3,449,,,,,,,6,4,182,8,5,341,229,5,12784,78,16,3783,117,16,5449,18,6,695,42,14,1969,40,7,1553,610,25,20109,20,8,570,533,10,17025,33,4,846,78,12,2043,150,10,6554,191,16,6145,25,8,513,12,3,280,,,,126,14,2046,12,3,105,1034,7,31495,,,,51,17,1488,69,7,2007,155,34,6042,9,8,478,55,13,2348,,,,68,10,6365,,,,,,,40,11,2849,50,12,3900,,,,42,5,859,,,,,,,,,,5,4,682,40,4,3378,42,13,1321,41,3,2388,12,6,743,,,,42,7,2096,,,,,,,,,,,,,,,,18,4,975,289,20,26469,55,5,2754,,,,,,,,,,322,24,16887,34,9,2293,,,,1,3,264,23,12,2713,14,4,754,119,28,6696,,,,52,26,1619,75,28,2303,25,8,1230,,,,35,5,634,16,5,747,19,6,1330,63,16,3365,135,42,4628,182,43,13184,15,4,661,76,15,8410,109,28,7653,,,,2,3,125,101,13,5237,50,4,5135,23,9,2006,,,,117,4,3425,42,11,978,29,13,1968,,,,334,62,10549,9,5,548,57,4,2633,,,,37,12,2658,48,5,1072,,,,,,,,,,164,19,3266,,,,513,70,51198,345,43,19224,473,80,24798,357,16,16486,62,12,3179,314,5,7688,,,,,,,,,,183,27,6066,201,20,4409,204,5,3891,706,24,19045,29,6,1467,,,,299,26,6439,,,,7,4,251,,,,14,9,456,9,4,387,16,3,398,293,47,7410,359,43,16178,18,16,1061,,,,11,19,434,119,14,2389,1769,150,35870,220,44,11073,,,,15,5,509,12,7,479,112,24,2709,11,4,253,15,5,169,70,16,1052,266,54,5190,33,7,2114,53,9,2556,50,15,1223,17,7,703
02130,Ketchikan Gateway Borough,14,-131.01,55.49,13381.06,2.02,0.0,86,5,6792,5,12,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,22,2232,29,6,1498,,,,,,,,,,5,4,367,3,3,89,94,9,6271,25,9,456,23,7,1305,,,,73,5,11949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,347,,,,,,,,,,,,,,,,,,,34,3,1236,,,,8,3,316,,,,37,5,2477,,,,253,4,8379,,,,,,,,,,36,5,1041,42,6,1426,,,,19,21,7139,29,5,957,,,,176,7,5557,,,,60,20,2671,22,3,846,13,8,954,,,,,,,,,,92,4,8840,96,5,11256,,,,,,,12,5,842,,,,,,,,,,,,,36,7,2217,39,12,4444,11,7,1583,22,3,1191,122,10,13781,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,8,3273,,,,,,,,,,,,,177,11,9556,,,,,,,,,,3,3,164,,,,23,3,1754,,,,28,17,624,4,4,613,,,,35,4,1230,,,,,,,,,,31,13,1535,31,7,1534,27,8,1832,,,,,,,4,4,345,,,,,,,,,,423,6,28259,65,6,5791,,,,2,3,781,,,,78,8,6489,,,,26,7,740,14,3,786,,,,,,,,,,,,,,,,,,,,,,19,4,337,,,,,,,35,5,1822,32,11,1625,11,4,548,,,,,,,,,,,,,,,,,,,,,,,,,193,9,6028,42,4,1393,,,,,,,,,,,,,,,,,,,,,,,,,31,16,1821,181,8,5625,23,7,2382,,,,,,,68,13,1836,241,33,6604,29,8,1276,,,,,,,,,,28,5,722,,,,,,,,,,39,10,853,,,,,,,17,5,232,25,11,888
