Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-1133,Est-1133,Pay-1133,Emp-1151,Est-1151,Pay-1151,Emp-1152,Est-1152,Pay-1152,Emp-2111,Est-2111,Pay-2111,Emp-2121,Est-2121,Pay-2121,Emp-2123,Est-2123,Pay-2123,Emp-2131,Est-2131,Pay-2131,Emp-2211,Est-2211,Pay-2211,Emp-2212,Est-2212,Pay-2212,Emp-2213,Est-2213,Pay-2213,Emp-2361,Est-2361,Pay-2361,Emp-2362,Est-2362,Pay-2362,Emp-2371,Est-2371,Pay-2371,Emp-2373,Est-2373,Pay-2373,Emp-2379,Est-2379,Pay-2379,Emp-2381,Est-2381,Pay-2381,Emp-2382,Est-2382,Pay-2382,Emp-2383,Est-2383,Pay-2383,Emp-2389,Est-2389,Pay-2389,Emp-3116,Est-3116,Pay-3116,Emp-3118,Est-3118,Pay-3118,Emp-3121,Est-3121,Pay-3121,Emp-3149,Est-3149,Pay-3149,Emp-3231,Est-3231,Pay-3231,Emp-3241,Est-3241,Pay-3241,Emp-3251,Est-3251,Pay-3251,Emp-3259,Est-3259,Pay-3259,Emp-3261,Est-3261,Pay-3261,Emp-3273,Est-3273,Pay-3273,Emp-3323,Est-3323,Pay-3323,Emp-3324,Est-3324,Pay-3324,Emp-3327,Est-3327,Pay-3327,Emp-3329,Est-3329,Pay-3329,Emp-3331,Est-3331,Pay-3331,Emp-3344,Est-3344,Pay-3344,Emp-3345,Est-3345,Pay-3345,Emp-3371,Est-3371,Pay-3371,Emp-3391,Est-3391,Pay-3391,Emp-3399,Est-3399,Pay-3399,Emp-4231,Est-4231,Pay-4231,Emp-4233,Est-4233,Pay-4233,Emp-4234,Est-4234,Pay-4234,Emp-4235,Est-4235,Pay-4235,Emp-4236,Est-4236,Pay-4236,Emp-4237,Est-4237,Pay-4237,Emp-4238,Est-4238,Pay-4238,Emp-4239,Est-4239,Pay-4239,Emp-4242,Est-4242,Pay-4242,Emp-4243,Est-4243,Pay-4243,Emp-4244,Est-4244,Pay-4244,Emp-4245,Est-4245,Pay-4245,Emp-4246,Est-4246,Pay-4246,Emp-4247,Est-4247,Pay-4247,Emp-4248,Est-4248,Pay-4248,Emp-4249,Est-4249,Pay-4249,Emp-4251,Est-4251,Pay-4251,Emp-4411,Est-4411,Pay-4411,Emp-4412,Est-4412,Pay-4412,Emp-4413,Est-4413,Pay-4413,Emp-4421,Est-4421,Pay-4421,Emp-4422,Est-4422,Pay-4422,Emp-4431,Est-4431,Pay-4431,Emp-4441,Est-4441,Pay-4441,Emp-4442,Est-4442,Pay-4442,Emp-4451,Est-4451,Pay-4451,Emp-4452,Est-4452,Pay-4452,Emp-4453,Est-4453,Pay-4453,Emp-4461,Est-4461,Pay-4461,Emp-4471,Est-4471,Pay-4471,Emp-4481,Est-4481,Pay-4481,Emp-4482,Est-4482,Pay-4482,Emp-4483,Est-4483,Pay-4483,Emp-4511,Est-4511,Pay-4511,Emp-4512,Est-4512,Pay-4512,Emp-4522,Est-4522,Pay-4522,Emp-4523,Est-4523,Pay-4523,Emp-4531,Est-4531,Pay-4531,Emp-4532,Est-4532,Pay-4532,Emp-4533,Est-4533,Pay-4533,Emp-4539,Est-4539,Pay-4539,Emp-4541,Est-4541,Pay-4541,Emp-4543,Est-4543,Pay-4543,Emp-4811,Est-4811,Pay-4811,Emp-4812,Est-4812,Pay-4812,Emp-4841,Est-4841,Pay-4841,Emp-4842,Est-4842,Pay-4842,Emp-4853,Est-4853,Pay-4853,Emp-4861,Est-4861,Pay-4861,Emp-4862,Est-4862,Pay-4862,Emp-4872,Est-4872,Pay-4872,Emp-4881,Est-4881,Pay-4881,Emp-4882,Est-4882,Pay-4882,Emp-4884,Est-4884,Pay-4884,Emp-4885,Est-4885,Pay-4885,Emp-4921,Est-4921,Pay-4921,Emp-4931,Est-4931,Pay-4931,Emp-5111,Est-5111,Pay-5111,Emp-5112,Est-5112,Pay-5112,Emp-5121,Est-5121,Pay-5121,Emp-5122,Est-5122,Pay-5122,Emp-5151,Est-5151,Pay-5151,Emp-5173,Est-5173,Pay-5173,Emp-5182,Est-5182,Pay-5182,Emp-5191,Est-5191,Pay-5191,Emp-5221,Est-5221,Pay-5221,Emp-5222,Est-5222,Pay-5222,Emp-5223,Est-5223,Pay-5223,Emp-5231,Est-5231,Pay-5231,Emp-5239,Est-5239,Pay-5239,Emp-5241,Est-5241,Pay-5241,Emp-5242,Est-5242,Pay-5242,Emp-5259,Est-5259,Pay-5259,Emp-5311,Est-5311,Pay-5311,Emp-5312,Est-5312,Pay-5312,Emp-5313,Est-5313,Pay-5313,Emp-5321,Est-5321,Pay-5321,Emp-5322,Est-5322,Pay-5322,Emp-5323,Est-5323,Pay-5323,Emp-5324,Est-5324,Pay-5324,Emp-5331,Est-5331,Pay-5331,Emp-5411,Est-5411,Pay-5411,Emp-5412,Est-5412,Pay-5412,Emp-5413,Est-5413,Pay-5413,Emp-5414,Est-5414,Pay-5414,Emp-5415,Est-5415,Pay-5415,Emp-5416,Est-5416,Pay-5416,Emp-5417,Est-5417,Pay-5417,Emp-5418,Est-5418,Pay-5418,Emp-5419,Est-5419,Pay-5419,Emp-5511,Est-5511,Pay-5511,Emp-5611,Est-5611,Pay-5611,Emp-5612,Est-5612,Pay-5612,Emp-5613,Est-5613,Pay-5613,Emp-5614,Est-5614,Pay-5614,Emp-5615,Est-5615,Pay-5615,Emp-5616,Est-5616,Pay-5616,Emp-5617,Est-5617,Pay-5617,Emp-5619,Est-5619,Pay-5619,Emp-5621,Est-5621,Pay-5621,Emp-5629,Est-5629,Pay-5629,Emp-6111,Est-6111,Pay-6111,Emp-6113,Est-6113,Pay-6113,Emp-6114,Est-6114,Pay-6114,Emp-6115,Est-6115,Pay-6115,Emp-6116,Est-6116,Pay-6116,Emp-6117,Est-6117,Pay-6117,Emp-6211,Est-6211,Pay-6211,Emp-6212,Est-6212,Pay-6212,Emp-6213,Est-6213,Pay-6213,Emp-6214,Est-6214,Pay-6214,Emp-6215,Est-6215,Pay-6215,Emp-6216,Est-6216,Pay-6216,Emp-6219,Est-6219,Pay-6219,Emp-6221,Est-6221,Pay-6221,Emp-6222,Est-6222,Pay-6222,Emp-6231,Est-6231,Pay-6231,Emp-6232,Est-6232,Pay-6232,Emp-6233,Est-6233,Pay-6233,Emp-6241,Est-6241,Pay-6241,Emp-6242,Est-6242,Pay-6242,Emp-6243,Est-6243,Pay-6243,Emp-6244,Est-6244,Pay-6244,Emp-7111,Est-7111,Pay-7111,Emp-7112,Est-7112,Pay-7112,Emp-7113,Est-7113,Pay-7113,Emp-7114,Est-7114,Pay-7114,Emp-7115,Est-7115,Pay-7115,Emp-7121,Est-7121,Pay-7121,Emp-7131,Est-7131,Pay-7131,Emp-7139,Est-7139,Pay-7139,Emp-7211,Est-7211,Pay-7211,Emp-7212,Est-7212,Pay-7212,Emp-7223,Est-7223,Pay-7223,Emp-7224,Est-7224,Pay-7224,Emp-7225,Est-7225,Pay-7225,Emp-8111,Est-8111,Pay-8111,Emp-8112,Est-8112,Pay-8112,Emp-8113,Est-8113,Pay-8113,Emp-8114,Est-8114,Pay-8114,Emp-8121,Est-8121,Pay-8121,Emp-8122,Est-8122,Pay-8122,Emp-8123,Est-8123,Pay-8123,Emp-8129,Est-8129,Pay-8129,Emp-8131,Est-8131,Pay-8131,Emp-8132,Est-8132,Pay-8132,Emp-8133,Est-8133,Pay-8133,Emp-8134,Est-8134,Pay-8134,Emp-8139,Est-8139,Pay-8139
56001,Albany County,37,-73.98,42.6,11159.04,2.97,0.04,,,,,,,,,,,,,,,,,,,5,3,229,21,5,2109,,,,,,,126,44,4955,74,8,5030,,,,,,,,,,135,17,6996,170,25,8375,86,18,3045,85,16,4508,,,,15,3,316,,,,,,,16,3,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,3,8634,21,6,639,,,,5,3,168,,,,14,3,1144,28,4,937,,,,,,,,,,,,,5,3,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,798,74,6,2802,,,,21,4,380,,,,80,11,3544,,,,252,3,5087,17,4,350,52,4,1161,81,9,2976,323,20,8114,60,9,1313,,,,,,,29,8,815,,,,,,,345,3,9374,,,,,,,32,3,661,22,8,694,23,3,804,27,9,953,,,,,,,15,7,716,66,9,3293,,,,,,,,,,,,,,,,,,,37,7,2284,,,,37,3,1720,,,,,,,,,,,,,,,,25,4,930,39,9,2245,,,,,,,180,12,10955,11,3,720,16,4,1045,,,,20,8,2026,237,6,14849,60,18,2422,,,,82,27,2089,22,18,924,39,12,1316,,,,9,3,371,,,,,,,,,,125,39,6279,60,11,2503,269,27,20671,,,,86,7,6156,76,28,4939,66,16,4708,,,,90,10,3091,9,3,377,21,5,747,,,,70,5,1103,49,4,1041,,,,6,6,461,73,14,2596,,,,,,,17,4,539,67,3,2251,,,,,,,,,,54,7,573,,,,255,19,21604,78,10,4203,132,37,5163,146,12,6162,,,,70,5,2505,,,,,,,,,,,,,,,,77,3,2083,119,16,2129,35,3,724,,,,203,15,5414,,,,,,,,,,,,,,,,,,,,,,185,16,2007,299,23,5821,33,4,1549,59,5,1351,98,11,1699,1264,71,24178,93,26,3535,,,,,,,,,,26,12,624,,,,84,3,3498,6,3,44,133,31,2551,16,6,1051,5,4,506,31,7,495,21,5,818
56003,Big Horn County,12,-107.52,45.46,8179.26,0.0,0.0,,,,,,,,,,,,,,,,161,4,10112,100,3,6795,,,,,,,,,,40,18,1583,,,,37,3,4205,145,5,11303,,,,47,11,3002,25,10,1004,,,,54,10,3113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,460,,,,,,,,,,21,4,415,,,,,,,,,,,,,28,3,615,191,9,5557,,,,,,,,,,,,,,,,,,,12,3,280,,,,,,,,,,,,,,,,,,,,,,,,,7,3,262,121,4,7887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,7,5465,,,,,,,,,,,,,,,,9,5,402,,,,9,6,115,,,,,,,,,,,,,,,,,,,,,,11,5,398,7,5,94,12,3,793,,,,,,,67,9,2163,,,,,,,8,3,204,,,,,,,,,,,,,,,,,,,,,,11,10,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,755,15,4,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,5,916,,,,,,,28,7,879,,,,,,,,,,,,,,,,,,,,,,51,7,848,16,5,274,13,3,198,,,,18,6,188,160,17,2053,15,9,526,,,,,,,,,,,,,10,3,277,,,,9,4,183,17,10,454,,,,,,,,,,,,
56005,Campbell County,47,-84.37,38.93,12451.28,1.75,0.01,,,,,,,,,,181,10,24850,3083,9,289635,,,,733,75,55803,332,10,35569,28,3,1999,12,3,638,90,22,3519,188,10,12744,271,24,21713,171,6,15150,,,,169,26,8332,399,46,27398,96,16,3597,294,27,18905,,,,14,4,687,6,3,161,,,,12,6,624,,,,,,,,,,,,,24,3,1353,,,,,,,212,6,17013,,,,47,3,2634,,,,,,,,,,,,,12,3,496,151,4,11277,,,,2,4,528,51,3,3425,54,8,4364,,,,429,33,34751,24,3,1910,,,,,,,72,5,3345,,,,137,10,9645,72,4,5558,,,,,,,,,,224,10,13293,53,9,1901,269,15,12069,30,4,1508,29,5,1199,24,6,877,318,11,11987,17,3,462,327,6,8564,19,4,415,77,9,2216,101,10,2777,186,16,5251,49,7,929,,,,,,,123,14,2627,,,,,,,457,6,13778,12,5,253,28,4,710,19,3,280,32,8,1478,3,5,52,37,12,1649,,,,31,3,2258,71,26,3386,243,25,17032,8,3,114,55,4,5318,40,5,5439,,,,,,,55,3,5008,,,,,,,91,4,3699,151,4,14235,,,,,,,,,,,,,,,,196,8,13226,,,,,,,208,13,13696,13,6,1713,23,7,939,7,3,1461,10,7,1723,5,3,598,89,18,6044,,,,58,20,1688,48,34,2113,55,8,1307,12,4,459,18,5,784,,,,43,7,3099,,,,103,26,5393,171,22,6186,159,26,9834,,,,51,7,2698,63,27,2191,,,,,,,133,11,5147,32,5,2255,18,4,813,,,,107,5,5535,44,3,1535,,,,139,6,4190,230,41,7142,12,3,529,,,,40,6,1918,,,,,,,,,,,,,40,7,493,,,,100,22,10598,126,16,7182,187,38,10228,51,10,2705,26,3,1495,,,,9,3,805,,,,,,,,,,,,,51,3,1408,76,14,2039,,,,,,,100,12,1598,,,,,,,,,,,,,,,,,,,,,,152,20,2568,270,25,5864,,,,78,6,1295,76,10,1445,1459,75,31070,225,49,9784,,,,256,29,20405,9,3,139,26,13,397,,,,36,5,679,8,3,141,151,27,3677,,,,,,,25,10,628,25,7,468
56017,Hot Springs County,5,-108.41,43.7,5192.8,0.0,0.0,,,,,,,,,,,,,,,,,,,126,9,9883,,,,,,,,,,13,8,350,,,,,,,,,,,,,7,3,280,29,5,1732,,,,17,5,924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,954,,,,,,,,,,12,3,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,169,61,6,3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,1333,,,,,,,,,,,,,,,,15,5,495,,,,9,4,184,11,4,499,,,,,,,,,,,,,,,,,,,7,3,257,15,3,783,,,,,,,,,,9,4,379,,,,,,,9,3,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,7,1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,4,692,72,5,1753,5,3,187,,,,,,,148,11,2346,17,4,558,,,,,,,,,,,,,,,,,,,,,,21,5,353,,,,,,,,,,,,
56007,Carbon County,15,-75.72,40.89,20628.25,2.08,0.0,,,,,,,,,,,,,,,,,,,12,3,720,54,7,3189,14,3,975,,,,47,11,2301,,,,39,4,3020,,,,,,,,,,11,7,533,,,,36,8,2190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,4,2548,,,,26,3,851,,,,,,,,,,42,6,1973,,,,141,6,3860,,,,7,3,121,,,,231,22,6245,8,4,100,,,,,,,,,,,,,,,,174,6,4962,,,,1,3,25,,,,,,,,,,16,6,568,,,,,,,22,7,963,41,14,2238,,,,,,,30,4,3081,,,,,,,,,,19,3,509,,,,,,,,,,,,,,,,,,,,,,,,,19,4,1235,,,,,,,97,8,5726,,,,,,,,,,13,5,1564,,,,16,7,752,,,,41,17,752,18,12,525,,,,,,,,,,,,,65,4,4558,,,,15,10,601,18,5,365,21,8,1381,,,,4,3,204,24,9,1934,,,,,,,14,3,831,,,,,,,,,,,,,,,,,,,,,,36,13,753,,,,18,4,827,,,,,,,,,,,,,,,,,,,,,,7,3,467,25,5,1012,27,6,1556,29,4,2166,,,,,,,26,3,505,,,,,,,,,,,,,,,,,,,28,9,502,,,,94,9,1444,,,,,,,,,,,,,9,4,218,8,3,97,,,,39,13,2207,375,25,15826,19,5,2224,,,,50,10,1490,477,47,8475,63,13,2591,,,,,,,,,,,,,,,,,,,,,,35,10,586,,,,,,,14,3,103,10,4,109
56009,Converse County,14,-105.5,43.02,11043.99,0.0,0.0,,,,,,,,,,107,5,11990,,,,,,,260,25,22034,239,10,22323,,,,,,,21,6,699,45,5,1707,186,13,21580,,,,,,,14,5,529,66,10,3944,3,3,122,28,10,2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,3231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,5,710,,,,,,,,,,35,4,1096,,,,90,4,2808,,,,25,4,425,,,,89,7,2395,,,,,,,,,,,,,,,,,,,9,3,339,,,,,,,,,,,,,,,,26,5,977,,,,,,,39,16,1992,30,14,1615,,,,,,,40,4,4571,,,,,,,,,,9,4,311,3,3,73,,,,,,,,,,,,,,,,,,,,,,21,5,926,,,,,,,76,5,4214,5,3,315,,,,,,,6,4,655,,,,22,6,982,,,,30,12,780,9,4,330,,,,,,,,,,,,,,,,,,,9,4,362,22,8,1201,23,5,1254,,,,,,,5,5,226,,,,,,,39,5,1452,,,,,,,,,,,,,,,,,,,,,,8,10,408,,,,125,4,4464,138,3,13391,,,,,,,,,,,,,,,,,,,,,,29,5,1389,52,6,3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3,1099,,,,,,,47,4,913,,,,,,,,,,,,,,,,,,,,,,39,6,483,139,11,2408,,,,,,,43,4,756,297,23,6896,66,16,2594,,,,12,6,641,,,,15,4,355,,,,,,,,,,37,11,688,,,,,,,29,4,505,,,
56011,Crook County,7,-120.38,44.15,7420.68,0.0,0.0,18,5,651,,,,,,,,,,,,,136,5,10000,61,6,4262,,,,,,,,,,54,15,2651,20,3,977,,,,22,3,1376,,,,19,6,887,29,11,1405,36,3,1870,56,11,3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,4,7327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,203,,,,48,5,1056,,,,,,,,,,54,6,1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,7,742,8,6,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3,2201,,,,,,,,,,,,,,,,20,4,877,,,,3,4,137,5,3,122,,,,,,,,,,,,,,,,,,,,,,12,7,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,8,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,470,11,3,969,,,,,,,48,3,1760,,,,,,,,,,,,,,,,,,,16,3,444,,,,,,,,,,,,,,,,,,,,,,,,,4,3,280,,,,30,7,1907,27,10,706,9,3,652,,,,21,6,431,102,13,1756,22,7,765,,,,12,5,824,,,,,,,,,,,,,,,,6,5,190,,,,,,,,,,,,
56013,Fremont County,39,-95.59,40.73,24000.44,1.63,0.0,,,,,,,,,,141,7,25654,,,,,,,199,25,15214,43,3,3954,,,,,,,127,41,4809,38,4,1750,60,8,3293,35,4,2984,,,,80,35,3671,180,36,10298,76,31,2712,127,29,5834,,,,,,,,,,,,,25,3,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,397,,,,,,,,,,,,,3,3,130,27,3,1380,18,3,824,,,,,,,,,,16,5,875,52,8,2602,10,4,447,,,,,,,71,5,3030,,,,,,,,,,,,,,,,,,,228,8,9872,16,5,687,165,14,6618,,,,16,4,372,52,7,2003,157,16,6065,,,,368,7,9278,20,3,398,30,4,624,39,5,1174,162,19,5636,22,4,460,13,3,249,11,3,461,59,10,1666,,,,,,,351,7,9353,9,3,226,13,5,244,,,,3,4,171,34,5,3137,35,12,1195,,,,,,,67,20,3321,95,24,4823,,,,,,,8,3,970,,,,,,,,,,,,,,,,67,3,2499,,,,49,4,884,,,,7,4,217,,,,15,4,531,47,8,3446,,,,,,,170,17,10130,18,5,637,,,,,,,19,7,3185,18,6,1347,67,28,2986,,,,76,30,2414,24,17,1891,16,4,760,,,,16,5,673,,,,72,6,5931,,,,54,24,3086,75,19,4256,84,12,5755,,,,21,4,1028,39,22,2033,,,,,,,67,12,2642,,,,2,5,208,,,,,,,,,,13,3,411,19,4,213,60,33,1145,,,,,,,56,6,3311,139,6,5239,,,,,,,,,,233,8,10771,5,3,343,172,26,15040,110,16,5298,214,37,9821,50,6,2823,,,,85,8,2852,73,6,2339,,,,,,,198,3,8096,79,3,2786,30,3,825,156,9,4710,20,4,744,28,3,1322,137,19,2930,,,,,,,,,,,,,3,3,100,18,4,257,,,,83,23,1721,686,23,18171,45,8,2630,7,5,953,68,13,1119,865,64,15559,112,30,4707,,,,10,6,159,8,4,274,4,4,55,,,,,,,54,7,3560,101,30,1525,6,4,247,50,6,2945,19,6,244,7,5,410
56015,Goshen County,13,-104.35,42.07,5780.57,1.89,0.01,,,,,,,3,3,87,,,,,,,,,,,,,,,,,,,,,,39,10,1603,,,,,,,,,,,,,12,5,499,44,11,1688,,,,28,7,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,4,2394,,,,,,,,,,18,3,745,,,,,,,,,,,,,57,6,2483,,,,,,,,,,25,3,855,,,,,,,,,,29,4,1099,,,,104,4,1869,,,,,,,,,,51,6,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,670,24,8,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,224,9,3,350,,,,,,,79,6,4144,,,,,,,,,,6,3,1124,,,,27,7,1225,,,,,,,12,8,534,,,,,,,4,3,199,,,,,,,,,,7,7,290,71,7,2925,21,4,1537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,12,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,4,1341,37,8,1979,,,,,,,,,,,,,,,,,,,,,,188,3,6297,,,,41,6,1290,,,,,,,71,6,1518,,,,,,,,,,,,,,,,,,,,,,8,3,195,,,,,,,,,,22,6,265,308,21,4195,40,10,1680,,,,,,,,,,,,,,,,,,,,,,89,21,1720,,,,,,,10,3,93,7,4,48
56019,Johnson County,8,-97.36,32.38,10809.16,0.0,0.0,,,,,,,,,,,,,,,,,,,26,6,1048,11,3,1285,,,,,,,41,20,1523,23,3,1153,37,4,2183,,,,,,,38,11,1715,36,16,1860,11,3,243,42,14,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5,976,7,3,1084,,,,,,,,,,,,,,,,,,,,,,,,,25,3,736,,,,,,,75,6,3652,,,,9,3,313,,,,45,4,1527,,,,81,4,1770,,,,22,3,384,22,3,898,45,5,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,161,13,6,1828,17,7,781,,,,,,,25,5,1428,23,4,894,,,,,,,,,,,,,,,,,,,5,3,197,,,,,,,,,,19,5,786,,,,,,,,,,,,,,,,,,,,,,129,4,10235,,,,,,,,,,6,5,778,35,4,173,23,9,1360,,,,8,5,201,7,7,499,11,6,723,,,,,,,,,,,,,,,,21,9,1082,60,12,2279,35,8,2368,,,,29,13,1730,112,33,5557,,,,9,3,1275,33,7,910,,,,4,5,304,,,,,,,7,4,189,,,,,,,37,20,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,5,1450,24,11,1211,,,,,,,,,,,,,,,,,,,,,,,,,33,3,663,39,8,1030,,,,,,,43,8,727,,,,,,,,,,,,,,,,,,,,,,46,8,700,77,12,2102,29,8,1992,,,,,,,214,24,4423,51,10,2118,,,,5,4,184,,,,39,3,772,,,,,,,4,4,121,35,9,730,,,,,,,,,,12,4,322
