Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
29129,Mercer County,4,-80.3,41.33,1178.73,0.0,0.0,,,,,,,,,,27,10,1033,,,,,,,26,7,1022,5,4,76,,,,,,,,,,,,,71,5,1994,,,,5,4,34,28,12,532,,,
29123,Madison County,12,-95.95,30.96,1288.7,0.0,0.0,,,,,,,,,,174,32,6403,330,10,11431,,,,70,14,2533,22,5,547,44,9,1484,,,,46,12,1688,,,,1028,43,30694,,,,272,21,3212,277,27,6031,,,
29229,Wright County,18,-93.96,45.15,1769.28,0.0,0.0,21,4,471,,,,85,4,6575,152,35,6124,112,16,4110,25,7,870,175,27,7224,25,11,743,47,17,1136,,,,59,13,3526,22,5,263,549,45,15579,34,3,408,370,24,4292,191,53,3773,4,5,19
29047,Clay County,246,-98.21,33.69,1058.49,2.12,3.31,19,3,296,83,5,8500,182,6,21308,4899,486,313485,5293,317,329798,573,73,34444,2809,414,216940,1094,305,56320,20222,548,1895041,1455,27,203554,7198,326,268455,964,62,22406,14195,641,677046,2310,73,24176,12019,446,213707,4796,520,140795,6,8,474
29227,Worth County,2,-83.87,31.52,690.69,0.0,0.0,,,,,,,,,,3,3,124,12,3,593,,,,14,4,649,,,,,,,,,,,,,,,,21,7,580,,,,6,3,207,14,9,272,,,
29217,Vernon County,21,-94.38,37.86,2167.39,0.0,0.0,,,,,,,,,,132,38,5939,228,25,9616,64,9,1555,393,38,17446,37,13,1025,82,25,2773,,,,80,11,2710,,,,1443,84,47822,11,4,261,477,37,7286,198,49,3619,8,3,97
29065,Dent County,16,-91.52,37.62,1954.28,0.0,0.0,45,9,1596,,,,,,,166,27,6882,406,9,24728,26,5,784,176,18,8533,22,15,840,45,11,1417,,,,24,10,469,46,3,568,838,47,27599,27,5,302,345,23,4589,110,41,2187,,,
29195,Saline County,23,-88.53,37.75,1986.26,2.53,0.05,36,4,1885,,,,,,,96,26,3575,351,35,18235,135,10,5000,257,46,13334,28,9,571,78,28,2865,,,,68,16,2673,598,3,10583,1286,52,46351,97,7,1183,567,46,6998,209,58,5272,,,
29147,Nodaway County,22,-94.87,40.35,2273.83,2.46,0.07,32,5,1022,,,,46,4,5139,154,53,5744,169,21,7715,80,12,2377,180,37,9521,29,15,946,134,27,6544,,,,169,21,3969,58,4,71,1177,52,51208,12,4,237,927,42,11486,376,59,9023,6,4,62
29041,Chariton County,7,-92.95,39.54,1985.75,0.0,0.0,,,,,,,,,,64,18,2402,177,13,9135,23,3,1350,85,15,4145,11,7,144,31,6,720,,,,5,4,253,,,,297,17,7015,35,3,579,80,14,731,90,26,2270,8,3,218
29223,Wayne County,13,-88.42,38.43,2004.9,0.0,0.0,7,3,153,,,,,,,28,16,1296,11,5,395,,,,77,14,2485,,,,22,7,556,,,,,,,,,,399,61,8997,4,6,36,152,18,2871,91,25,1744,,,
29079,Grundy County,10,-88.41,41.27,1134.57,0.0,0.0,,,,,,,45,3,3820,44,19,1731,66,8,2744,36,6,692,67,19,3774,15,8,506,55,13,1227,,,,20,6,370,,,,633,32,19796,10,4,104,216,13,2630,136,43,2239,1,3,19
29141,Morgan County,20,-90.19,39.71,1590.26,0.0,0.0,59,7,1791,,,,58,5,4207,335,80,13489,80,16,2724,23,7,724,114,23,5569,44,20,1241,91,25,2796,,,,76,17,2643,10,3,187,299,37,7680,59,13,965,421,50,9842,169,58,4245,,,
29179,Reynolds County,6,-90.97,37.38,2109.49,0.0,0.0,,,,443,4,27605,,,,45,7,3676,14,3,443,,,,33,5,931,1,5,356,11,4,415,,,,37,4,2259,,,,160,16,3199,,,,42,11,1489,29,15,467,,,
29201,Scott County,39,-90.48,39.63,1103.14,1.71,0.06,19,6,856,,,,,,,562,82,31313,1268,59,60841,250,19,12848,391,67,21211,133,35,5025,365,65,20981,28,4,1951,584,36,19190,32,4,409,2903,168,125501,45,10,755,1272,79,20871,588,105,13818,1,6,30
29149,Oregon County,11,-91.42,36.69,2049.93,0.0,0.0,,,,,,,,,,10,5,256,,,,15,3,521,46,9,1996,8,8,237,37,11,1048,,,,21,6,281,,,,450,29,13118,,,,157,14,2566,80,16,2175,4,4,30
29019,Boone County,180,-88.82,42.32,1789.81,3.27,0.83,38,15,1621,15,3,832,164,4,16129,3640,510,207374,2808,164,153759,1279,91,76661,7649,296,765210,1257,284,53756,4398,442,240277,1106,27,98116,2656,254,80365,1860,58,45538,18676,698,1027170,990,79,14037,10179,456,135103,3734,460,107954,9,15,88
29189,St. Louis County,996,-90.52,38.64,1355.07,2.38,15.44,60,11,1446,238,14,17149,2439,25,253839,29948,1960,2199003,32930,1720,2674738,15731,540,1468931,40912,2547,4436947,9888,1481,600025,50027,3504,3978619,54438,683,5048325,40185,1663,1713413,36216,429,2174195,93846,5883,5032689,10672,462,308625,50842,2232,816860,24345,2610,794714,151,211,3631
29209,Stone County,32,-93.46,36.74,1322.99,0.0,0.0,5,3,156,,,,28,4,2720,555,116,23709,40,11,1963,22,7,1301,130,32,5668,131,42,4410,125,44,5637,,,,209,33,7060,5,3,103,385,49,13437,1204,18,26702,883,106,22616,392,83,9578,,,
29009,Barry County,36,-93.82,36.7,2048.71,2.23,0.02,9,3,157,,,,,,,591,69,25324,467,36,21911,67,12,3022,293,60,12138,61,22,1244,1594,37,111579,35,4,1890,228,22,6906,,,,1008,59,38879,131,7,2341,685,57,9863,352,97,7678,14,3,699
29011,Barton County,12,-94.36,37.5,1545.52,0.0,0.0,9,3,353,,,,84,3,7040,147,34,6553,155,15,4217,,,,121,17,6489,4,4,261,97,14,5546,,,,146,9,4726,,,,391,24,20685,,,,298,18,3268,87,26,1662,,,
29039,Cedar County,14,-91.13,41.76,1291.48,0.0,0.0,,,,,,,62,3,4932,124,33,4866,44,7,1076,37,9,879,96,18,4058,28,12,1056,77,20,2607,,,,28,9,1036,,,,511,33,18497,21,4,467,273,26,3359,174,37,4247,,,
