Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
39105,Meigs County,23,-82.04,39.11,1121.51,0.0,0.0,,,,93,9,2475,25,3,1882,204,35,9402,59,6,1790,,,,132,11,5084,28,3,772,66,17,1856,,,,69,15,1948,,,,622,42,18666,4,3,42,402,30,5840,179,56,3228,,,
39159,Union County,58,-89.25,37.46,1131.57,2.11,0.31,,,,,,,80,3,7321,1278,118,87903,1188,81,84137,137,20,6469,436,62,22299,176,52,7774,4577,114,341613,1365,5,164024,1378,79,53185,259,13,3972,1902,82,98168,265,18,4303,1713,80,26169,728,136,21383,,,
39067,Harrison County,15,-94.4,32.52,1063.82,0.0,0.0,,,,370,14,28132,,,,97,26,5235,265,10,13102,17,4,600,53,13,2239,139,8,4197,69,16,2628,,,,71,9,4907,,,,455,21,16473,10,4,190,215,26,2410,99,40,2017,,,
39021,Champaign County,39,-88.2,40.13,1113.18,2.3,0.09,8,3,169,,,,,,,223,51,8489,227,23,10904,41,9,2270,179,32,9054,60,23,2929,269,44,18110,102,4,7924,921,29,43079,218,5,3848,778,45,29010,207,17,3265,615,50,8049,363,92,8084,,,
39131,Pike County,28,-90.85,39.61,1149.58,0.0,0.0,10,3,136,,,,79,4,9107,443,36,24987,140,15,7350,34,5,1089,230,29,9674,69,11,2694,1827,26,157971,,,,366,13,18232,,,,1339,52,53222,,,,582,34,7788,188,44,2927,,,
39125,Paulding County,19,-84.86,33.89,1084.77,1.54,0.06,,,,,,,41,3,3054,92,25,4086,150,13,7266,25,5,855,93,21,4046,25,7,240,66,13,1894,,,,79,8,1777,,,,495,26,16315,,,,266,29,2844,135,43,2574,,,
39057,Greene County,168,-90.39,39.36,1077.89,2.4,0.92,,,,30,3,1609,107,4,9194,1663,225,95719,892,90,48132,729,54,46224,1520,194,126586,468,137,17558,12404,488,1174067,280,15,15369,1322,173,48697,3063,56,75423,8262,413,401930,808,41,13725,8338,346,118542,2471,345,63018,7,6,506
39061,Hamilton County,816,-97.97,31.64,1068.69,2.86,15.89,10,4,276,91,9,5908,1735,66,180316,20338,1368,1346065,25889,1239,1888534,14509,410,1397184,34095,1514,3784159,7570,1103,490967,40877,2481,3662844,27030,262,3379690,35220,1169,1493376,11803,341,443592,91158,2456,5252965,13147,337,605032,46888,1986,715292,20177,2027,641816,25,19,753
39049,Franklin County,1305,-95.22,33.2,1408.02,3.19,21.91,109,9,4769,160,12,11554,6324,111,940618,27980,1743,2023606,31560,1404,2061643,16639,598,1407529,55091,1976,5261073,13719,1751,738472,45950,3767,3579081,29269,335,2769955,47627,1626,1780654,13592,470,469737,135517,4064,6840273,11489,442,322085,65434,3066,1060490,27231,2652,999074,37,24,1269
39087,Lawrence County,60,-80.35,41.0,1184.67,2.19,0.12,,,,,,,128,9,11716,858,74,58997,207,28,9578,89,9,5907,243,54,9303,235,33,7588,209,39,7761,53,5,4994,377,40,14997,73,7,962,2736,120,81660,20,7,256,1383,65,19650,396,95,9672,,,
39115,Morgan County,15,-90.19,39.71,1092.46,0.0,0.0,,,,,,,19,3,1539,61,19,2760,109,5,5737,22,3,657,77,7,2908,4,3,53,33,10,1694,,,,36,5,1985,,,,499,16,15659,,,,182,18,2321,57,23,934,,,
39101,Marion County,65,-94.34,32.79,1046.75,2.32,0.78,,,,,,,72,7,7896,454,64,25910,446,35,26948,332,23,14412,359,68,20395,136,43,3816,279,58,11075,183,7,13134,1267,54,38833,163,8,5475,5232,180,249283,114,16,1731,2232,102,28247,850,151,17204,,,
