Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
16071,Oneida County,4,-75.4,43.21,3109.17,0.0,0.0,,,,,,,,,,21,10,746,,,,10,3,353,63,6,3257,12,5,133,6,3,201,,,,,,,,,,196,11,6351,3,4,41,82,10,736,6,4,119,,,
16031,Cassia County,24,-113.58,42.22,6683.87,2.2,0.01,66,11,2323,50,7,3892,45,5,4231,559,70,26173,523,33,28036,101,12,4655,160,37,7829,54,34,1205,194,60,7193,12,3,1525,337,25,6593,33,4,266,1390,90,46426,182,9,1325,875,59,13201,201,49,5859,,,
16045,Gem County,18,-116.38,44.01,1462.03,0.0,0.0,34,5,2807,,,,,,,381,112,13974,109,12,3714,15,5,1042,58,16,3302,29,19,1047,127,33,6917,,,,61,14,2060,61,3,2567,861,43,32687,48,6,472,323,27,4744,108,37,3007,,,
16063,Lincoln County,5,-81.21,35.49,3123.05,0.0,0.0,,,,,,,,,,80,24,3538,,,,,,,6,3,251,,,,28,6,920,,,,51,7,1373,,,,94,6,3022,,,,24,6,337,10,4,179,,,
16041,Franklin County,14,-95.22,33.2,1729.2,0.0,0.0,4,3,63,41,3,2232,38,5,4250,215,66,7604,125,15,7203,74,5,1356,69,21,2931,23,18,578,50,19,1931,,,,25,14,791,,,,456,30,18093,13,6,229,275,19,2781,53,19,1672,,,
16085,Valley County,11,-98.98,41.56,9673.26,0.0,0.0,15,5,805,42,3,5538,22,5,2293,584,178,28140,71,16,4620,32,7,2502,63,16,3453,104,65,4890,105,46,4373,6,3,468,93,28,4740,25,5,400,546,42,27798,450,25,4928,1298,80,30327,200,52,5264,,,
16003,Adams County,4,-91.21,39.98,3546.08,0.0,0.0,23,6,2077,,,,,,,46,24,1675,,,,7,3,265,11,3,349,3,5,187,28,10,1270,,,,14,7,522,,,,52,4,2169,,,,71,12,867,12,4,215,,,
16069,Nez Perce County,40,-116.81,46.4,2217.66,2.35,0.11,76,13,5769,,,,,,,885,130,42442,631,41,30496,407,21,15134,1151,87,72744,139,49,4980,488,66,20659,68,5,7085,410,73,16326,121,12,2930,2938,154,126244,122,16,2164,1988,97,31594,649,105,16374,,,
16053,Jerome County,24,-114.29,42.7,1560.64,1.87,0.17,97,13,4145,,,,88,7,4683,547,74,24818,465,32,29629,66,8,3781,104,23,3886,42,17,1940,89,25,4089,,,,270,37,10881,59,5,1345,513,37,20405,73,5,1909,459,39,6428,296,56,8938,,,
16055,Kootenai County,162,-116.72,47.65,3391.02,1.93,0.38,650,50,15283,295,11,25740,248,16,21040,6239,956,330878,1741,156,98370,1554,89,91730,2354,301,149636,894,404,42508,2897,560,167968,123,25,13753,2920,284,111092,468,61,11026,10949,575,568820,1155,105,41549,8333,424,163177,2023,376,60935,12,15,506
16061,Lewis County,4,-91.7,40.09,1242.67,0.0,0.0,72,10,3272,,,,,,,21,16,1063,65,6,2899,,,,42,6,2371,6,3,290,,,,,,,13,4,726,,,,30,9,410,,,,129,14,1795,20,6,515,,,
16083,Twin Falls County,86,-114.7,42.27,4993.79,2.12,0.19,111,24,7126,,,,259,16,20601,1723,365,73194,1483,138,79198,378,29,17160,863,143,51738,356,150,11669,1205,249,57330,436,14,15249,2673,119,70214,83,21,1551,6457,419,272228,298,41,2958,4143,205,57347,1344,227,35093,,,
16067,Minidoka County,21,-113.61,42.84,1975.52,1.88,0.02,78,5,2444,,,,47,5,3926,584,74,48784,800,44,45689,190,6,7720,157,15,8733,52,17,1965,133,40,4561,,,,48,13,1489,,,,625,37,28335,23,5,290,306,27,3723,273,41,9296,,,
16073,Owyhee County,12,-116.16,42.47,19936.5,0.0,0.0,512,5,16256,9,3,251,,,,242,45,8489,92,11,5707,15,3,606,24,8,1034,5,6,137,110,10,4815,,,,90,13,4122,,,,285,24,7434,,,,206,26,2282,20,12,934,,,
16013,Blaine County,23,-99.98,41.92,6875.03,0.0,0.0,20,7,668,32,3,1337,,,,1802,328,96562,292,42,19821,142,18,4773,255,73,22167,442,154,24038,924,181,71549,11,5,714,701,131,37417,277,18,10170,821,77,47438,538,45,15167,3446,113,63661,467,117,20166,5,3,26
