Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
26033,Chippewa County,37,-95.53,45.03,4234.22,2.2,0.12,10,5,390,,,,87,4,8944,282,83,18564,346,29,11522,110,14,3952,278,45,11669,76,27,2512,280,41,8830,,,,110,31,3737,47,4,1278,2055,87,74734,75,15,2085,1922,101,40018,315,85,6561,,,
26115,Monroe County,150,-90.18,38.27,1448.82,2.05,0.57,24,5,306,34,4,5282,1488,7,163472,1635,256,99269,1635,89,87161,283,29,10890,716,126,43108,301,75,10122,1111,147,82074,1639,12,179009,2123,117,63538,235,17,5436,4626,272,204391,336,44,6430,4762,276,60501,1356,231,34406,,,
26125,Oakland County,1255,-83.38,42.66,2349.63,2.5,7.98,270,29,10821,151,10,12116,1651,18,247027,27147,2768,1943875,43715,2359,3604587,20528,907,1950865,48809,2572,4805804,18087,1885,987790,104399,6146,9082504,34021,405,3860228,52827,2461,2500330,12361,505,406301,121306,5323,5816007,10626,586,392524,57533,2988,908161,28899,3084,1011704,55,40,2703
26005,Allegan County,117,-85.89,42.59,2181.78,1.74,0.02,101,11,5456,33,8,2411,156,14,16998,2612,374,156274,2095,123,146216,105,27,3085,402,92,24359,275,89,10731,1816,179,153715,1989,9,128066,1507,102,53116,481,25,14572,2987,190,129915,1478,38,44136,3381,225,53655,1516,276,42694,7,5,192
26059,Hillsdale County,46,-84.6,41.88,1571.98,2.02,0.02,,,,,,,,,,362,73,13711,331,38,16947,94,12,2780,278,42,17122,43,21,989,196,44,9009,,,,477,26,13318,716,8,41907,1491,81,54559,42,11,568,899,70,11238,423,90,9920,,,
26003,Alger County,9,-86.53,46.4,2427.89,0.0,0.0,38,8,2169,,,,,,,94,24,3899,,,,53,8,2744,55,9,3460,18,7,537,21,7,786,,,,21,9,697,,,,218,17,9579,8,4,367,334,50,6825,76,26,1537,,,
26121,Muskegon County,174,-86.13,43.25,1365.86,2.25,1.08,25,6,734,,,,173,5,18589,1975,270,124077,1784,104,96439,377,52,15873,1067,182,67303,450,85,13048,1573,206,95172,394,21,25671,2647,127,62756,444,28,10304,10146,380,513320,667,51,13303,5798,334,86925,1970,366,48160,3,3,96
26089,Leelanau County,22,-85.81,44.89,974.01,0.0,0.0,4,3,368,185,6,12089,,,,609,128,27868,46,5,1666,111,15,5471,208,34,14756,48,31,2496,185,74,13702,,,,279,50,12247,89,7,2881,514,51,22438,80,27,4198,890,78,27798,214,67,6018,,,
26087,Lapeer County,88,-83.23,43.09,1716.72,4.08,0.02,38,6,872,14,3,743,,,,1131,232,64335,470,60,19946,129,27,4042,409,91,19913,307,56,10109,565,125,23315,16,3,829,888,109,35199,167,14,3752,3156,205,119850,143,27,3620,2607,133,35413,925,194,22130,,,
26127,Oceana County,27,-86.28,43.62,1414.09,0.0,0.0,,,,,,,,,,273,58,12212,445,10,12143,11,5,378,116,18,5525,31,14,1392,119,33,4562,65,3,3836,35,11,1233,,,,539,40,26746,21,15,2213,621,64,11494,180,54,4757,,,
26035,Clare County,31,-84.85,43.97,1489.94,0.0,0.0,38,5,1503,3,3,189,,,,338,63,14381,153,10,6404,16,4,409,114,22,4583,25,12,677,181,39,11588,,,,200,28,11512,,,,1172,74,43314,45,13,1363,806,63,10589,266,59,5555,,,
26083,Keweenaw County,2,-88.07,47.39,1519.11,0.0,0.0,7,3,274,,,,,,,55,4,3461,,,,,,,,,,,,,25,3,1592,,,,,,,,,,,,,55,3,1176,88,20,1921,4,3,84,,,
26073,Isabella County,70,-84.85,43.63,1496.41,3.59,0.5,31,9,1596,396,24,20932,,,,3393,134,212568,547,59,26919,261,25,11727,497,77,30294,1075,62,36577,619,82,33136,1203,13,54470,742,46,29624,211,12,8513,2947,202,104777,196,22,3496,5425,134,97259,787,137,21734,,,
26151,Sanilac County,41,-82.82,43.42,2496.03,0.0,0.0,,,,,,,,,,349,97,16136,378,29,18425,64,16,1722,359,61,19436,41,19,1888,170,50,5986,,,,142,29,5090,11,3,185,1269,88,45872,81,12,1386,778,61,10377,295,90,7683,,,
26131,Ontonagon County,6,-89.33,46.65,3438.63,0.0,0.0,22,9,637,,,,32,5,2750,54,22,1937,9,5,462,,,,48,11,2061,,,,15,5,601,,,,9,4,431,,,,185,14,6940,,,,117,24,1486,48,16,710,,,
26157,Tuscola County,53,-83.4,43.48,2107.87,0.0,0.0,50,7,2132,,,,24,4,2374,490,97,22957,377,36,19456,49,12,1761,270,59,12106,58,17,1530,232,44,10805,,,,600,22,29893,37,7,527,2498,105,120468,78,15,1485,874,62,11359,430,95,8230,,,
26139,Ottawa County,289,-83.21,41.54,1494.25,2.14,1.51,55,12,17267,22,4,1381,489,9,60605,5836,920,338312,5712,354,369713,1054,104,47586,2306,366,179149,1018,277,52979,4607,566,344658,1372,38,111010,7402,321,202956,3505,65,81360,11584,560,487692,1190,95,20483,9572,427,143913,5462,731,172407,11,7,496
26007,Alpena County,28,-83.67,45.02,1536.9,1.61,0.07,15,9,466,18,3,1317,66,6,5371,431,79,17101,469,31,25726,146,14,5315,291,35,15944,108,15,2798,260,33,17417,,,,260,40,11723,32,6,257,2787,93,115226,97,13,2157,995,73,12836,485,106,12875,35,25,268
26111,Midland County,83,-102.01,31.84,1367.6,1.67,0.41,3,3,496,,,,199,4,25023,2309,179,138540,1115,51,134919,194,30,7085,1200,97,84671,279,57,11602,3145,150,331037,2731,10,410629,1597,91,59318,969,16,27232,7528,336,367421,500,26,11127,3126,147,42818,1608,211,45539,10,11,181
26001,Alcona County,10,-83.59,44.68,1798.69,0.0,0.0,62,8,2791,,,,,,,49,21,1678,10,5,394,,,,33,10,989,3,4,194,29,11,1333,,,,22,8,1046,,,,176,12,6850,35,5,1176,138,19,1402,54,19,619,5,4,36
26067,Ionia County,64,-85.07,42.95,1502.2,2.16,0.16,,,,,,,81,3,5803,693,113,38283,329,27,17631,40,14,2305,559,62,34229,49,24,1310,164,43,8170,,,,381,34,12524,65,7,1593,1161,96,52555,107,11,1460,1315,81,17442,558,109,13238,,,
26079,Kalkaska County,18,-85.1,44.68,1477.68,0.0,0.0,,,,247,11,15102,,,,425,48,41251,172,13,13283,43,9,2353,65,16,2872,161,8,11235,41,19,1417,,,,159,15,11037,,,,655,22,34418,5,5,409,370,30,5994,129,43,3188,,,
26021,Berrien County,154,-83.24,31.26,1503.47,2.08,0.3,3,4,191,69,5,7394,1120,17,160135,1654,296,87266,1678,145,84215,570,53,22657,1264,192,86727,734,165,31162,2590,268,265749,2176,25,356451,2140,175,83584,2366,29,43996,9394,377,449155,1097,65,17745,5856,381,94586,2539,379,74811,8,6,306
26129,Ogemaw County,21,-84.13,44.34,1489.36,0.0,0.0,32,6,1080,30,6,2143,,,,128,62,7271,521,22,23150,81,7,3439,141,26,7363,46,17,2301,91,27,3671,,,,58,16,2471,,,,1226,79,51317,29,11,850,949,57,12087,217,55,4625,,,
