Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-1151,Est-1151,Pay-1151,Emp-1152,Est-1152,Pay-1152,Emp-2111,Est-2111,Pay-2111,Emp-2121,Est-2121,Pay-2121,Emp-2123,Est-2123,Pay-2123,Emp-2131,Est-2131,Pay-2131,Emp-2211,Est-2211,Pay-2211,Emp-2212,Est-2212,Pay-2212,Emp-2213,Est-2213,Pay-2213,Emp-2361,Est-2361,Pay-2361,Emp-2362,Est-2362,Pay-2362,Emp-2371,Est-2371,Pay-2371,Emp-2372,Est-2372,Pay-2372,Emp-2373,Est-2373,Pay-2373,Emp-2379,Est-2379,Pay-2379,Emp-2381,Est-2381,Pay-2381,Emp-2382,Est-2382,Pay-2382,Emp-2383,Est-2383,Pay-2383,Emp-2389,Est-2389,Pay-2389,Emp-3111,Est-3111,Pay-3111,Emp-3112,Est-3112,Pay-3112,Emp-3116,Est-3116,Pay-3116,Emp-3118,Est-3118,Pay-3118,Emp-3119,Est-3119,Pay-3119,Emp-3121,Est-3121,Pay-3121,Emp-3149,Est-3149,Pay-3149,Emp-3219,Est-3219,Pay-3219,Emp-3231,Est-3231,Pay-3231,Emp-3261,Est-3261,Pay-3261,Emp-3273,Est-3273,Pay-3273,Emp-3279,Est-3279,Pay-3279,Emp-3323,Est-3323,Pay-3323,Emp-3327,Est-3327,Pay-3327,Emp-3328,Est-3328,Pay-3328,Emp-3329,Est-3329,Pay-3329,Emp-3331,Est-3331,Pay-3331,Emp-3339,Est-3339,Pay-3339,Emp-3345,Est-3345,Pay-3345,Emp-3363,Est-3363,Pay-3363,Emp-3371,Est-3371,Pay-3371,Emp-3372,Est-3372,Pay-3372,Emp-3391,Est-3391,Pay-3391,Emp-3399,Est-3399,Pay-3399,Emp-4231,Est-4231,Pay-4231,Emp-4232,Est-4232,Pay-4232,Emp-4233,Est-4233,Pay-4233,Emp-4234,Est-4234,Pay-4234,Emp-4235,Est-4235,Pay-4235,Emp-4236,Est-4236,Pay-4236,Emp-4237,Est-4237,Pay-4237,Emp-4238,Est-4238,Pay-4238,Emp-4239,Est-4239,Pay-4239,Emp-4241,Est-4241,Pay-4241,Emp-4242,Est-4242,Pay-4242,Emp-4243,Est-4243,Pay-4243,Emp-4244,Est-4244,Pay-4244,Emp-4245,Est-4245,Pay-4245,Emp-4246,Est-4246,Pay-4246,Emp-4247,Est-4247,Pay-4247,Emp-4248,Est-4248,Pay-4248,Emp-4249,Est-4249,Pay-4249,Emp-4251,Est-4251,Pay-4251,Emp-4411,Est-4411,Pay-4411,Emp-4412,Est-4412,Pay-4412,Emp-4413,Est-4413,Pay-4413,Emp-4421,Est-4421,Pay-4421,Emp-4422,Est-4422,Pay-4422,Emp-4431,Est-4431,Pay-4431,Emp-4441,Est-4441,Pay-4441,Emp-4442,Est-4442,Pay-4442,Emp-4451,Est-4451,Pay-4451,Emp-4452,Est-4452,Pay-4452,Emp-4453,Est-4453,Pay-4453,Emp-4461,Est-4461,Pay-4461,Emp-4471,Est-4471,Pay-4471,Emp-4481,Est-4481,Pay-4481,Emp-4482,Est-4482,Pay-4482,Emp-4483,Est-4483,Pay-4483,Emp-4511,Est-4511,Pay-4511,Emp-4512,Est-4512,Pay-4512,Emp-4522,Est-4522,Pay-4522,Emp-4523,Est-4523,Pay-4523,Emp-4531,Est-4531,Pay-4531,Emp-4532,Est-4532,Pay-4532,Emp-4533,Est-4533,Pay-4533,Emp-4539,Est-4539,Pay-4539,Emp-4541,Est-4541,Pay-4541,Emp-4543,Est-4543,Pay-4543,Emp-4812,Est-4812,Pay-4812,Emp-4841,Est-4841,Pay-4841,Emp-4842,Est-4842,Pay-4842,Emp-4853,Est-4853,Pay-4853,Emp-4854,Est-4854,Pay-4854,Emp-4859,Est-4859,Pay-4859,Emp-4861,Est-4861,Pay-4861,Emp-4862,Est-4862,Pay-4862,Emp-4869,Est-4869,Pay-4869,Emp-4881,Est-4881,Pay-4881,Emp-4882,Est-4882,Pay-4882,Emp-4884,Est-4884,Pay-4884,Emp-4885,Est-4885,Pay-4885,Emp-4921,Est-4921,Pay-4921,Emp-4922,Est-4922,Pay-4922,Emp-4931,Est-4931,Pay-4931,Emp-5111,Est-5111,Pay-5111,Emp-5112,Est-5112,Pay-5112,Emp-5121,Est-5121,Pay-5121,Emp-5151,Est-5151,Pay-5151,Emp-5173,Est-5173,Pay-5173,Emp-5179,Est-5179,Pay-5179,Emp-5182,Est-5182,Pay-5182,Emp-5191,Est-5191,Pay-5191,Emp-5221,Est-5221,Pay-5221,Emp-5222,Est-5222,Pay-5222,Emp-5223,Est-5223,Pay-5223,Emp-5231,Est-5231,Pay-5231,Emp-5239,Est-5239,Pay-5239,Emp-5241,Est-5241,Pay-5241,Emp-5242,Est-5242,Pay-5242,Emp-5311,Est-5311,Pay-5311,Emp-5312,Est-5312,Pay-5312,Emp-5313,Est-5313,Pay-5313,Emp-5321,Est-5321,Pay-5321,Emp-5322,Est-5322,Pay-5322,Emp-5323,Est-5323,Pay-5323,Emp-5324,Est-5324,Pay-5324,Emp-5331,Est-5331,Pay-5331,Emp-5411,Est-5411,Pay-5411,Emp-5412,Est-5412,Pay-5412,Emp-5413,Est-5413,Pay-5413,Emp-5414,Est-5414,Pay-5414,Emp-5415,Est-5415,Pay-5415,Emp-5416,Est-5416,Pay-5416,Emp-5417,Est-5417,Pay-5417,Emp-5418,Est-5418,Pay-5418,Emp-5419,Est-5419,Pay-5419,Emp-5511,Est-5511,Pay-5511,Emp-5611,Est-5611,Pay-5611,Emp-5612,Est-5612,Pay-5612,Emp-5613,Est-5613,Pay-5613,Emp-5614,Est-5614,Pay-5614,Emp-5615,Est-5615,Pay-5615,Emp-5616,Est-5616,Pay-5616,Emp-5617,Est-5617,Pay-5617,Emp-5619,Est-5619,Pay-5619,Emp-5621,Est-5621,Pay-5621,Emp-5622,Est-5622,Pay-5622,Emp-5629,Est-5629,Pay-5629,Emp-6111,Est-6111,Pay-6111,Emp-6113,Est-6113,Pay-6113,Emp-6114,Est-6114,Pay-6114,Emp-6115,Est-6115,Pay-6115,Emp-6116,Est-6116,Pay-6116,Emp-6117,Est-6117,Pay-6117,Emp-6211,Est-6211,Pay-6211,Emp-6212,Est-6212,Pay-6212,Emp-6213,Est-6213,Pay-6213,Emp-6214,Est-6214,Pay-6214,Emp-6215,Est-6215,Pay-6215,Emp-6216,Est-6216,Pay-6216,Emp-6219,Est-6219,Pay-6219,Emp-6221,Est-6221,Pay-6221,Emp-6231,Est-6231,Pay-6231,Emp-6232,Est-6232,Pay-6232,Emp-6233,Est-6233,Pay-6233,Emp-6239,Est-6239,Pay-6239,Emp-6241,Est-6241,Pay-6241,Emp-6242,Est-6242,Pay-6242,Emp-6243,Est-6243,Pay-6243,Emp-6244,Est-6244,Pay-6244,Emp-7111,Est-7111,Pay-7111,Emp-7112,Est-7112,Pay-7112,Emp-7113,Est-7113,Pay-7113,Emp-7115,Est-7115,Pay-7115,Emp-7121,Est-7121,Pay-7121,Emp-7132,Est-7132,Pay-7132,Emp-7139,Est-7139,Pay-7139,Emp-7211,Est-7211,Pay-7211,Emp-7212,Est-7212,Pay-7212,Emp-7213,Est-7213,Pay-7213,Emp-7223,Est-7223,Pay-7223,Emp-7224,Est-7224,Pay-7224,Emp-7225,Est-7225,Pay-7225,Emp-8111,Est-8111,Pay-8111,Emp-8112,Est-8112,Pay-8112,Emp-8113,Est-8113,Pay-8113,Emp-8114,Est-8114,Pay-8114,Emp-8121,Est-8121,Pay-8121,Emp-8122,Est-8122,Pay-8122,Emp-8123,Est-8123,Pay-8123,Emp-8129,Est-8129,Pay-8129,Emp-8131,Est-8131,Pay-8131,Emp-8132,Est-8132,Pay-8132,Emp-8133,Est-8133,Pay-8133,Emp-8134,Est-8134,Pay-8134,Emp-8139,Est-8139,Pay-8139
38089,Stark County,31,-89.81,41.07,3471.38,1.74,0.07,4,3,243,,,,175,5,23606,,,,104,3,10021,1867,60,100261,,,,,,,,,,44,23,2251,128,10,6292,97,8,5627,,,,,,,,,,196,20,13768,449,37,30644,40,12,2020,479,25,40599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,6,14564,,,,,,,,,,91,7,6789,,,,,,,,,,80,3,6139,46,3,3570,21,4,1053,270,21,17361,,,,,,,,,,,,,53,4,2850,12,4,567,23,4,2094,,,,,,,42,9,1878,,,,281,12,15498,37,5,1813,102,12,5358,34,4,1181,43,5,2269,41,5,1939,222,11,8577,12,4,493,179,5,5037,24,3,396,35,6,931,89,11,4401,270,26,7012,69,8,889,,,,11,3,336,31,5,567,,,,,,,483,5,14357,,,,16,4,312,4,4,45,18,7,475,,,,4,4,82,,,,178,18,10485,561,60,38173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,3,3777,,,,,,,,,,,,,,,,22,5,709,148,6,10860,,,,,,,,,,236,14,14624,24,5,4056,,,,,,,28,11,2803,,,,71,20,4424,52,13,2087,26,9,714,20,9,629,8,4,307,5,3,107,,,,66,10,4523,,,,60,16,4043,84,15,4839,106,16,8699,,,,,,,151,31,6428,,,,,,,41,5,2243,282,8,16125,,,,,,,134,3,2381,,,,,,,,,,97,33,3967,21,5,632,,,,,,,18,5,1072,143,4,3575,,,,,,,,,,16,6,279,,,,,,,92,11,4808,149,25,7205,199,5,8517,,,,,,,46,6,1627,,,,442,4,16385,181,6,5015,169,5,5212,,,,330,12,7791,,,,,,,81,14,1505,,,,,,,,,,,,,,,,52,6,413,140,10,2010,221,18,3656,,,,,,,17,4,563,145,15,1999,1007,58,19787,163,38,8431,,,,149,20,9309,,,,61,16,1658,,,,,,,6,4,126,120,21,2358,13,4,357,,,,49,5,675,5,5,236
38103,Wells County,4,-85.21,40.7,3342.16,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,676,,,,,,,,,,,,,6,8,292,,,,,,,5,5,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,9,9169,,,,,,,,,,47,4,2437,,,,,,,,,,,,,,,,,,,,,,13,3,519,,,,67,5,1222,,,,,,,,,,37,5,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,5,2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,6,3552,,,,,,,,,,,,,,,,23,7,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,544,7,3,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,3,2576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,206,,,,,,,,,,,,,66,12,560,30,8,1265,,,,,,,,,,,,,6,3,349,,,,,,,27,8,253,,,,,,,14,4,208,,,
38013,Burke County,2,-81.66,35.73,2924.0,0.0,0.0,,,,,,,,,,,,,,,,8,5,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,172,,,,,,,,,,,,,,,,,,,,,,,,,12,5,186,,,,,,,,,,,,
38105,Williams County,36,-84.59,41.5,5562.95,2.12,0.08,,,,,,,798,11,113370,,,,29,3,2660,5000,132,310151,147,5,17072,,,,11,7,455,97,20,3683,7,5,483,1065,23,63439,,,,,,,,,,79,16,4653,905,35,68480,53,15,1846,577,24,42828,,,,,,,,,,,,,,,,,,,,,,,,,12,3,500,,,,,,,,,,13,3,865,83,8,4551,,,,22,4,1149,24,3,1882,,,,,,,,,,,,,,,,,,,,,,79,4,4284,,,,,,,,,,32,3,1692,91,7,6260,11,3,617,1037,67,82118,38,5,2457,,,,,,,,,,,,,75,8,4696,100,10,8066,122,7,6056,,,,52,5,2034,35,5,1079,247,7,12096,25,3,1345,110,13,4909,32,3,1327,,,,28,6,1272,268,13,11227,39,6,2336,352,6,9481,,,,,,,37,6,2667,381,24,12753,108,11,1635,,,,,,,,,,,,,,,,456,5,15153,,,,,,,,,,28,6,908,,,,36,6,1399,,,,240,30,14943,893,78,59727,,,,,,,,,,,,,205,6,24396,,,,26,3,1216,91,5,5569,,,,34,3,1644,124,5,6555,,,,,,,,,,,,,,,,44,3,1774,82,5,5951,,,,,,,,,,292,13,18356,,,,,,,,,,30,15,2386,,,,45,16,2434,92,25,2827,35,24,2680,159,28,8874,14,3,403,,,,,,,621,38,47509,6,5,365,105,23,5858,75,18,3209,249,24,25223,,,,43,5,2136,120,70,6297,,,,,,,79,11,4515,50,7,4232,,,,,,,166,4,6619,,,,,,,11,4,402,216,35,10877,12,3,639,81,9,6662,,,,56,6,2708,,,,,,,,,,,,,21,6,145,,,,65,8,4989,115,15,6468,111,16,5308,55,3,3271,,,,,,,184,8,14055,,,,,,,,,,,,,,,,69,12,2152,,,,,,,74,22,1232,,,,,,,,,,9,4,41,,,,,,,63,16,1972,348,21,5979,6,4,525,37,7,970,11,5,260,130,19,1872,1439,71,29327,239,39,11740,,,,88,23,4235,,,,73,19,1696,,,,,,,4,4,198,130,25,2936,26,3,456,,,,43,8,678,8,4,231
38061,Mountrail County,10,-102.36,48.23,5028.31,0.0,0.0,,,,,,,161,8,19422,,,,,,,374,25,25372,,,,,,,,,,20,5,832,,,,65,4,3226,,,,,,,,,,9,3,705,162,10,6024,44,4,2050,173,7,11733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,10,8715,,,,,,,,,,,,,,,,49,5,2512,,,,,,,,,,18,3,1031,,,,,,,,,,23,5,1255,,,,,,,,,,20,5,420,,,,157,4,3434,,,,16,3,167,20,3,731,265,11,8888,,,,,,,,,,,,,,,,,,,24,3,669,,,,,,,,,,,,,,,,,,,,,,23,6,671,497,55,34256,,,,,,,,,,42,4,4776,,,,,,,,,,88,6,7335,8,4,349,,,,,,,,,,,,,5,3,153,,,,,,,,,,,,,,,,,,,,,,40,7,5246,,,,,,,,,,6,3,227,,,,31,9,1574,8,4,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,13,18282,,,,,,,29,4,1286,,,,30,3,2846,,,,,,,,,,,,,,,,3,3,90,,,,,,,,,,25,4,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,895,,,,,,,24,5,379,,,,,,,,,,,,,,,,,,,16,4,293,155,6,2015,0,3,71,,,,,,,52,9,667,153,19,2307,37,7,1874,,,,184,8,6563,,,,,,,,,,,,,,,,41,12,716,,,,,,,,,,,,
38097,Traill County,8,-97.18,47.44,2233.67,0.0,0.0,54,7,3293,,,,,,,,,,,,,,,,,,,,,,,,,10,8,339,,,,,,,,,,,,,,,,12,4,485,22,8,1082,30,4,1444,34,5,2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,6,3554,,,,,,,,,,,,,55,3,2357,124,14,9092,,,,,,,,,,67,5,4691,,,,,,,,,,10,3,251,,,,,,,,,,7,3,338,,,,100,7,2011,,,,,,,,,,135,12,3181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6,950,,,,8,5,224,159,12,5971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,9,6529,,,,,,,,,,,,,,,,31,14,1918,,,,,,,,,,,,,,,,,,,,,,,,,17,7,1119,,,,,,,,,,,,,11,4,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,10,558,93,9,1322,13,8,358,,,,22,4,1025,,,,,,,,,,,,,,,,34,15,385,,,,,,,12,5,139,,,
38007,Billings County,1,-103.39,47.05,2986.96,0.0,0.0,,,,,,,,,,,,,,,,40,3,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,176,,,,,,,,,,,,,,,,,,,44,5,4685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38043,Kidder County,2,-99.8,46.96,3710.98,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,4,1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,59,,,,,,,,,,,,
38021,Dickey County,5,-98.53,46.1,2956.96,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,355,14,4,466,5,3,164,9,3,438,36,3,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,4,2282,,,,,,,,,,,,,,,,64,6,3670,,,,,,,,,,53,7,2663,,,,,,,,,,11,3,448,,,,,,,,,,25,5,1040,51,3,1638,42,3,570,,,,,,,15,3,514,61,5,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,202,7,7,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,5,1956,,,,,,,,,,,,,,,,13,4,1128,,,,,,,,,,,,,,,,,,,,,,,,,4,4,166,18,5,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,201,,,,,,,,,,,,,,,,,,,7,5,139,41,5,499,,,,,,,,,,,,,65,7,500,29,7,1509,,,,,,,,,,,,,,,,,,,,,,42,13,731,,,,,,,,,,,,
38019,Cavalier County,4,-98.5,48.77,3911.68,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,293,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3,3334,,,,,,,,,,,,,,,,95,9,6641,,,,,,,,,,21,3,1258,,,,,,,,,,,,,,,,,,,,,,19,4,605,,,,40,3,559,,,,,,,,,,58,4,2204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,5,2406,,,,,,,,,,,,,,,,18,5,2173,,,,,,,,,,,,,,,,,,,,,,,,,12,3,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,136,,,,,,,,,,,,,,,,29,5,503,11,4,309,,,,,,,,,,4,3,16,,,,,,,,,,36,5,497,,,,,,,,,,,,
