Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-1133,Est-1133,Pay-1133,Emp-1141,Est-1141,Pay-1141,Emp-1151,Est-1151,Pay-1151,Emp-1152,Est-1152,Pay-1152,Emp-1153,Est-1153,Pay-1153,Emp-2111,Est-2111,Pay-2111,Emp-2122,Est-2122,Pay-2122,Emp-2123,Est-2123,Pay-2123,Emp-2131,Est-2131,Pay-2131,Emp-2211,Est-2211,Pay-2211,Emp-2212,Est-2212,Pay-2212,Emp-2213,Est-2213,Pay-2213,Emp-2361,Est-2361,Pay-2361,Emp-2362,Est-2362,Pay-2362,Emp-2371,Est-2371,Pay-2371,Emp-2372,Est-2372,Pay-2372,Emp-2373,Est-2373,Pay-2373,Emp-2379,Est-2379,Pay-2379,Emp-2381,Est-2381,Pay-2381,Emp-2382,Est-2382,Pay-2382,Emp-2383,Est-2383,Pay-2383,Emp-2389,Est-2389,Pay-2389,Emp-3111,Est-3111,Pay-3111,Emp-3113,Est-3113,Pay-3113,Emp-3114,Est-3114,Pay-3114,Emp-3115,Est-3115,Pay-3115,Emp-3116,Est-3116,Pay-3116,Emp-3118,Est-3118,Pay-3118,Emp-3119,Est-3119,Pay-3119,Emp-3121,Est-3121,Pay-3121,Emp-3132,Est-3132,Pay-3132,Emp-3133,Est-3133,Pay-3133,Emp-3141,Est-3141,Pay-3141,Emp-3149,Est-3149,Pay-3149,Emp-3152,Est-3152,Pay-3152,Emp-3159,Est-3159,Pay-3159,Emp-3169,Est-3169,Pay-3169,Emp-3211,Est-3211,Pay-3211,Emp-3212,Est-3212,Pay-3212,Emp-3219,Est-3219,Pay-3219,Emp-3221,Est-3221,Pay-3221,Emp-3222,Est-3222,Pay-3222,Emp-3231,Est-3231,Pay-3231,Emp-3241,Est-3241,Pay-3241,Emp-3251,Est-3251,Pay-3251,Emp-3252,Est-3252,Pay-3252,Emp-3253,Est-3253,Pay-3253,Emp-3254,Est-3254,Pay-3254,Emp-3255,Est-3255,Pay-3255,Emp-3256,Est-3256,Pay-3256,Emp-3259,Est-3259,Pay-3259,Emp-3261,Est-3261,Pay-3261,Emp-3262,Est-3262,Pay-3262,Emp-3271,Est-3271,Pay-3271,Emp-3272,Est-3272,Pay-3272,Emp-3273,Est-3273,Pay-3273,Emp-3274,Est-3274,Pay-3274,Emp-3279,Est-3279,Pay-3279,Emp-3312,Est-3312,Pay-3312,Emp-3313,Est-3313,Pay-3313,Emp-3314,Est-3314,Pay-3314,Emp-3315,Est-3315,Pay-3315,Emp-3321,Est-3321,Pay-3321,Emp-3322,Est-3322,Pay-3322,Emp-3323,Est-3323,Pay-3323,Emp-3324,Est-3324,Pay-3324,Emp-3325,Est-3325,Pay-3325,Emp-3326,Est-3326,Pay-3326,Emp-3327,Est-3327,Pay-3327,Emp-3328,Est-3328,Pay-3328,Emp-3329,Est-3329,Pay-3329,Emp-3331,Est-3331,Pay-3331,Emp-3332,Est-3332,Pay-3332,Emp-3333,Est-3333,Pay-3333,Emp-3334,Est-3334,Pay-3334,Emp-3335,Est-3335,Pay-3335,Emp-3336,Est-3336,Pay-3336,Emp-3339,Est-3339,Pay-3339,Emp-3341,Est-3341,Pay-3341,Emp-3342,Est-3342,Pay-3342,Emp-3343,Est-3343,Pay-3343,Emp-3344,Est-3344,Pay-3344,Emp-3345,Est-3345,Pay-3345,Emp-3346,Est-3346,Pay-3346,Emp-3351,Est-3351,Pay-3351,Emp-3352,Est-3352,Pay-3352,Emp-3353,Est-3353,Pay-3353,Emp-3359,Est-3359,Pay-3359,Emp-3361,Est-3361,Pay-3361,Emp-3362,Est-3362,Pay-3362,Emp-3363,Est-3363,Pay-3363,Emp-3364,Est-3364,Pay-3364,Emp-3366,Est-3366,Pay-3366,Emp-3369,Est-3369,Pay-3369,Emp-3371,Est-3371,Pay-3371,Emp-3372,Est-3372,Pay-3372,Emp-3379,Est-3379,Pay-3379,Emp-3391,Est-3391,Pay-3391,Emp-3399,Est-3399,Pay-3399,Emp-4231,Est-4231,Pay-4231,Emp-4232,Est-4232,Pay-4232,Emp-4233,Est-4233,Pay-4233,Emp-4234,Est-4234,Pay-4234,Emp-4235,Est-4235,Pay-4235,Emp-4236,Est-4236,Pay-4236,Emp-4237,Est-4237,Pay-4237,Emp-4238,Est-4238,Pay-4238,Emp-4239,Est-4239,Pay-4239,Emp-4241,Est-4241,Pay-4241,Emp-4242,Est-4242,Pay-4242,Emp-4243,Est-4243,Pay-4243,Emp-4244,Est-4244,Pay-4244,Emp-4245,Est-4245,Pay-4245,Emp-4246,Est-4246,Pay-4246,Emp-4247,Est-4247,Pay-4247,Emp-4248,Est-4248,Pay-4248,Emp-4249,Est-4249,Pay-4249,Emp-4251,Est-4251,Pay-4251,Emp-4411,Est-4411,Pay-4411,Emp-4412,Est-4412,Pay-4412,Emp-4413,Est-4413,Pay-4413,Emp-4421,Est-4421,Pay-4421,Emp-4422,Est-4422,Pay-4422,Emp-4431,Est-4431,Pay-4431,Emp-4441,Est-4441,Pay-4441,Emp-4442,Est-4442,Pay-4442,Emp-4451,Est-4451,Pay-4451,Emp-4452,Est-4452,Pay-4452,Emp-4453,Est-4453,Pay-4453,Emp-4461,Est-4461,Pay-4461,Emp-4471,Est-4471,Pay-4471,Emp-4481,Est-4481,Pay-4481,Emp-4482,Est-4482,Pay-4482,Emp-4483,Est-4483,Pay-4483,Emp-4511,Est-4511,Pay-4511,Emp-4512,Est-4512,Pay-4512,Emp-4522,Est-4522,Pay-4522,Emp-4523,Est-4523,Pay-4523,Emp-4531,Est-4531,Pay-4531,Emp-4532,Est-4532,Pay-4532,Emp-4533,Est-4533,Pay-4533,Emp-4539,Est-4539,Pay-4539,Emp-4541,Est-4541,Pay-4541,Emp-4542,Est-4542,Pay-4542,Emp-4543,Est-4543,Pay-4543,Emp-4811,Est-4811,Pay-4811,Emp-4812,Est-4812,Pay-4812,Emp-4841,Est-4841,Pay-4841,Emp-4842,Est-4842,Pay-4842,Emp-4851,Est-4851,Pay-4851,Emp-4852,Est-4852,Pay-4852,Emp-4853,Est-4853,Pay-4853,Emp-4854,Est-4854,Pay-4854,Emp-4855,Est-4855,Pay-4855,Emp-4859,Est-4859,Pay-4859,Emp-4862,Est-4862,Pay-4862,Emp-4871,Est-4871,Pay-4871,Emp-4872,Est-4872,Pay-4872,Emp-4879,Est-4879,Pay-4879,Emp-4881,Est-4881,Pay-4881,Emp-4882,Est-4882,Pay-4882,Emp-4883,Est-4883,Pay-4883,Emp-4884,Est-4884,Pay-4884,Emp-4885,Est-4885,Pay-4885,Emp-4889,Est-4889,Pay-4889,Emp-4921,Est-4921,Pay-4921,Emp-4922,Est-4922,Pay-4922,Emp-4931,Est-4931,Pay-4931,Emp-5111,Est-5111,Pay-5111,Emp-5112,Est-5112,Pay-5112,Emp-5121,Est-5121,Pay-5121,Emp-5122,Est-5122,Pay-5122,Emp-5151,Est-5151,Pay-5151,Emp-5152,Est-5152,Pay-5152,Emp-5173,Est-5173,Pay-5173,Emp-5174,Est-5174,Pay-5174,Emp-5179,Est-5179,Pay-5179,Emp-5182,Est-5182,Pay-5182,Emp-5191,Est-5191,Pay-5191,Emp-5221,Est-5221,Pay-5221,Emp-5222,Est-5222,Pay-5222,Emp-5223,Est-5223,Pay-5223,Emp-5231,Est-5231,Pay-5231,Emp-5239,Est-5239,Pay-5239,Emp-5241,Est-5241,Pay-5241,Emp-5242,Est-5242,Pay-5242,Emp-5259,Est-5259,Pay-5259,Emp-5311,Est-5311,Pay-5311,Emp-5312,Est-5312,Pay-5312,Emp-5313,Est-5313,Pay-5313,Emp-5321,Est-5321,Pay-5321,Emp-5322,Est-5322,Pay-5322,Emp-5323,Est-5323,Pay-5323,Emp-5324,Est-5324,Pay-5324,Emp-5331,Est-5331,Pay-5331,Emp-5411,Est-5411,Pay-5411,Emp-5412,Est-5412,Pay-5412,Emp-5413,Est-5413,Pay-5413,Emp-5414,Est-5414,Pay-5414,Emp-5415,Est-5415,Pay-5415,Emp-5416,Est-5416,Pay-5416,Emp-5417,Est-5417,Pay-5417,Emp-5418,Est-5418,Pay-5418,Emp-5419,Est-5419,Pay-5419,Emp-5511,Est-5511,Pay-5511,Emp-5611,Est-5611,Pay-5611,Emp-5612,Est-5612,Pay-5612,Emp-5613,Est-5613,Pay-5613,Emp-5614,Est-5614,Pay-5614,Emp-5615,Est-5615,Pay-5615,Emp-5616,Est-5616,Pay-5616,Emp-5617,Est-5617,Pay-5617,Emp-5619,Est-5619,Pay-5619,Emp-5621,Est-5621,Pay-5621,Emp-5622,Est-5622,Pay-5622,Emp-5629,Est-5629,Pay-5629,Emp-6111,Est-6111,Pay-6111,Emp-6112,Est-6112,Pay-6112,Emp-6113,Est-6113,Pay-6113,Emp-6114,Est-6114,Pay-6114,Emp-6115,Est-6115,Pay-6115,Emp-6116,Est-6116,Pay-6116,Emp-6117,Est-6117,Pay-6117,Emp-6211,Est-6211,Pay-6211,Emp-6212,Est-6212,Pay-6212,Emp-6213,Est-6213,Pay-6213,Emp-6214,Est-6214,Pay-6214,Emp-6215,Est-6215,Pay-6215,Emp-6216,Est-6216,Pay-6216,Emp-6219,Est-6219,Pay-6219,Emp-6221,Est-6221,Pay-6221,Emp-6222,Est-6222,Pay-6222,Emp-6223,Est-6223,Pay-6223,Emp-6231,Est-6231,Pay-6231,Emp-6232,Est-6232,Pay-6232,Emp-6233,Est-6233,Pay-6233,Emp-6239,Est-6239,Pay-6239,Emp-6241,Est-6241,Pay-6241,Emp-6242,Est-6242,Pay-6242,Emp-6243,Est-6243,Pay-6243,Emp-6244,Est-6244,Pay-6244,Emp-7111,Est-7111,Pay-7111,Emp-7112,Est-7112,Pay-7112,Emp-7113,Est-7113,Pay-7113,Emp-7114,Est-7114,Pay-7114,Emp-7115,Est-7115,Pay-7115,Emp-7121,Est-7121,Pay-7121,Emp-7131,Est-7131,Pay-7131,Emp-7132,Est-7132,Pay-7132,Emp-7139,Est-7139,Pay-7139,Emp-7211,Est-7211,Pay-7211,Emp-7212,Est-7212,Pay-7212,Emp-7213,Est-7213,Pay-7213,Emp-7223,Est-7223,Pay-7223,Emp-7224,Est-7224,Pay-7224,Emp-7225,Est-7225,Pay-7225,Emp-8111,Est-8111,Pay-8111,Emp-8112,Est-8112,Pay-8112,Emp-8113,Est-8113,Pay-8113,Emp-8114,Est-8114,Pay-8114,Emp-8121,Est-8121,Pay-8121,Emp-8122,Est-8122,Pay-8122,Emp-8123,Est-8123,Pay-8123,Emp-8129,Est-8129,Pay-8129,Emp-8131,Est-8131,Pay-8131,Emp-8132,Est-8132,Pay-8132,Emp-8133,Est-8133,Pay-8133,Emp-8134,Est-8134,Pay-8134,Emp-8139,Est-8139,Pay-8139
04001,Apache County,72,-109.48,35.21,29058.03,0.0,0.39,,,,,,,,,,,,,,,,,,,,,,86.0,4.0,2604.0,,,,438.0,4.0,42973.0,,,,10.0,3.0,353.0,37.0,11.0,1312.0,,,,4.0,3.0,143.0,,,,,,,,,,24.0,4.0,932.0,44.0,5.0,1454.0,,,,40.0,7.0,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,3.0,652.0,,,,,,,,,,90.0,4.0,2310.0,,,,331.0,9.0,8714.0,,,,,,,,,,628.0,40.0,10309.0,,,,,,,64.0,5.0,1361.0,,,,,,,,,,57.0,8.0,1307.0,,,,23.0,3.0,658.0,,,,,,,,,,,,,47.0,8.0,1702.0,,,,,,,12.0,8.0,344.0,,,,,,,,,,,,,,,,,,,,,,21.0,4.0,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,6.0,2134.0,,,,,,,,,,,,,61.0,8.0,2413.0,,,,,,,,,,,,,,,,8.0,5.0,308.0,,,,23.0,8.0,508.0,2.0,5.0,231.0,,,,,,,,,,,,,,,,,,,23.0,5.0,1174.0,35.0,12.0,387.0,5.0,3.0,336.0,,,,,,,8.0,6.0,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,7.0,570.0,,,,,,,,,,,,,234.0,5.0,9745.0,,,,,,,,,,,,,,,,,,,57.0,9.0,3078.0,43.0,7.0,2460.0,22.0,10.0,635.0,108.0,10.0,4602.0,,,,340.0,4.0,8357.0,80.0,7.0,5976.0,1350.0,4.0,95907.0,,,,,,,,,,,,,60.0,5.0,1348.0,,,,190.0,11.0,3578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,4.0,184.0,277.0,17.0,3267.0,4.0,3.0,141.0,,,,136.0,6.0,2176.0,19.0,3.0,214.0,424.0,31.0,7023.0,17.0,6.0,696.0,,,,,,,,,,,,,,,,,,,,,,74.0,18.0,1197.0,,,,,,,,,,6.0,4.0,272.0
04003,,126,,,16105.46,0.01,0.14,,,,,,,38.0,4.0,1921.0,,,,,,,,,,,,,19.0,4.0,1358.0,,,,427.0,10.0,47152.0,48.0,3.0,4075.0,147.0,7.0,6034.0,262.0,51.0,9443.0,462.0,15.0,32079.0,187.0,11.0,12959.0,,,,,,,,,,154.0,23.0,5030.0,330.0,53.0,14420.0,115.0,20.0,4314.0,69.0,22.0,3438.0,,,,,,,,,,,,,,,,,,,,,,61.0,7.0,1404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,3.0,2558.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,5.0,333.0,,,,,,,,,,11.0,3.0,542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,3.0,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,4.0,2382.0,,,,40.0,5.0,1489.0,6.0,3.0,358.0,,,,,,,29.0,3.0,1339.0,127.0,8.0,5497.0,,,,,,,,,,,,,,,,39.0,5.0,1035.0,274.0,11.0,15812.0,84.0,5.0,3848.0,222.0,27.0,7288.0,9.0,4.0,544.0,18.0,4.0,957.0,81.0,7.0,1459.0,561.0,20.0,16107.0,48.0,8.0,1520.0,730.0,18.0,21934.0,19.0,6.0,351.0,19.0,7.0,461.0,183.0,21.0,5432.0,685.0,60.0,14369.0,364.0,29.0,4510.0,39.0,8.0,561.0,27.0,7.0,622.0,63.0,7.0,1482.0,12.0,7.0,164.0,,,,1170.0,28.0,31555.0,4.0,3.0,132.0,81.0,14.0,1099.0,70.0,12.0,1383.0,91.0,20.0,1784.0,15.0,8.0,6018.0,,,,60.0,14.0,2687.0,,,,,,,153.0,21.0,5726.0,98.0,18.0,5212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,5.0,2562.0,46.0,9.0,1800.0,,,,115.0,3.0,4898.0,,,,76.0,4.0,3175.0,46.0,6.0,1475.0,,,,,,,,,,21.0,5.0,587.0,,,,191.0,25.0,10520.0,,,,,,,,,,,,,263.0,30.0,11659.0,42.0,13.0,3391.0,31.0,5.0,3702.0,7.0,5.0,960.0,28.0,20.0,2369.0,17.0,3.0,1219.0,91.0,30.0,4191.0,,,,129.0,43.0,3350.0,63.0,31.0,2397.0,118.0,24.0,5659.0,46.0,4.0,1482.0,,,,,,,,,,,,,160.0,29.0,12726.0,142.0,31.0,2833.0,244.0,24.0,20047.0,3.0,4.0,102.0,2199.0,65.0,161763.0,94.0,27.0,5383.0,44.0,6.0,4815.0,,,,386.0,18.0,22643.0,87.0,6.0,3658.0,73.0,3.0,3367.0,324.0,4.0,11961.0,20.0,4.0,1809.0,812.0,9.0,31440.0,30.0,9.0,493.0,10.0,5.0,656.0,287.0,41.0,7713.0,31.0,4.0,1003.0,26.0,5.0,1351.0,,,,78.0,9.0,3584.0,295.0,10.0,8775.0,,,,10.0,3.0,284.0,,,,17.0,4.0,1908.0,319.0,13.0,15674.0,,,,368.0,47.0,29277.0,211.0,33.0,10763.0,193.0,40.0,6217.0,518.0,32.0,26001.0,12.0,3.0,712.0,617.0,17.0,14607.0,202.0,9.0,13096.0,1142.0,4.0,56463.0,,,,,,,322.0,4.0,9728.0,268.0,21.0,6180.0,206.0,11.0,6137.0,,,,187.0,18.0,4737.0,31.0,6.0,696.0,330.0,6.0,9546.0,256.0,25.0,5420.0,,,,,,,21.0,3.0,298.0,,,,6.0,4.0,162.0,82.0,9.0,1926.0,,,,,,,107.0,10.0,1021.0,538.0,44.0,10591.0,37.0,8.0,701.0,,,,183.0,8.0,3313.0,145.0,20.0,1864.0,2636.0,162.0,42923.0,262.0,64.0,9438.0,9.0,3.0,328.0,7.0,4.0,331.0,10.0,3.0,275.0,121.0,25.0,2645.0,47.0,5.0,1386.0,29.0,5.0,470.0,54.0,9.0,760.0,376.0,81.0,6036.0,10.0,6.0,803.0,21.0,10.0,782.0,53.0,10.0,425.0,29.0,10.0,722.0
04005,Coconino County,142,-111.69,35.94,48334.55,0.0,0.06,12.0,4.0,877.0,,,,,,,,,,5.0,3.0,155.0,,,,,,,30.0,5.0,805.0,,,,102.0,7.0,12916.0,,,,51.0,9.0,3050.0,372.0,115.0,17696.0,204.0,15.0,13794.0,21.0,5.0,1391.0,67.0,3.0,3468.0,24.0,3.0,1523.0,,,,609.0,59.0,24134.0,659.0,83.0,30430.0,433.0,46.0,16358.0,413.0,26.0,19889.0,,,,,,,,,,,,,,,,,,,,,,123.0,10.0,4234.0,,,,,,,,,,6.0,4.0,229.0,,,,,,,,,,,,,,,,23.0,4.0,881.0,,,,,,,38.0,9.0,1129.0,,,,,,,,,,,,,,,,,,,,,,,,,102.0,4.0,3936.0,,,,,,,,,,67.0,6.0,3100.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4665.0,5.0,508764.0,,,,54.0,6.0,2874.0,,,,73.0,10.0,4977.0,13.0,6.0,700.0,,,,26.0,5.0,1566.0,36.0,6.0,2480.0,103.0,12.0,7454.0,40.0,8.0,1759.0,,,,30.0,3.0,1475.0,,,,295.0,9.0,13524.0,,,,11.0,3.0,525.0,17.0,3.0,844.0,99.0,3.0,4987.0,16.0,9.0,392.0,4.0,5.0,563.0,511.0,18.0,25418.0,90.0,9.0,4429.0,245.0,18.0,7622.0,66.0,8.0,2205.0,140.0,21.0,4246.0,106.0,10.0,2100.0,610.0,20.0,16002.0,73.0,8.0,2210.0,1187.0,25.0,37362.0,79.0,15.0,1494.0,72.0,10.0,1932.0,192.0,26.0,6771.0,864.0,72.0,22720.0,463.0,48.0,6790.0,68.0,10.0,1131.0,88.0,21.0,2940.0,328.0,34.0,7012.0,155.0,19.0,3358.0,256.0,4.0,4028.0,1260.0,24.0,33481.0,,,,394.0,47.0,8080.0,143.0,9.0,3096.0,194.0,35.0,6347.0,200.0,17.0,12629.0,,,,83.0,21.0,3676.0,,,,,,,192.0,20.0,12224.0,125.0,21.0,6541.0,,,,,,,,,,,,,,,,112.0,3.0,1538.0,44.0,6.0,4392.0,376.0,6.0,6429.0,,,,209.0,7.0,5748.0,34.0,6.0,1227.0,,,,,,,54.0,11.0,2403.0,9.0,3.0,568.0,,,,150.0,7.0,7085.0,3.0,3.0,93.0,,,,115.0,6.0,3283.0,,,,153.0,7.0,1791.0,,,,50.0,7.0,2259.0,,,,235.0,23.0,13451.0,,,,,,,,,,6.0,3.0,229.0,274.0,29.0,14138.0,89.0,23.0,10775.0,33.0,12.0,5579.0,5.0,4.0,727.0,40.0,24.0,3665.0,250.0,7.0,23686.0,184.0,55.0,8000.0,,,,222.0,61.0,8870.0,283.0,108.0,11581.0,120.0,42.0,4382.0,102.0,13.0,3000.0,81.0,18.0,3309.0,,,,67.0,11.0,2876.0,,,,237.0,59.0,14585.0,388.0,69.0,11512.0,238.0,53.0,13559.0,11.0,6.0,490.0,59.0,22.0,3383.0,280.0,74.0,17286.0,309.0,15.0,17951.0,62.0,15.0,2737.0,211.0,39.0,9968.0,452.0,9.0,42261.0,132.0,17.0,3169.0,,,,182.0,10.0,6823.0,55.0,13.0,958.0,400.0,18.0,8226.0,73.0,10.0,2401.0,643.0,100.0,19292.0,60.0,4.0,1266.0,34.0,5.0,4408.0,,,,25.0,9.0,1158.0,572.0,9.0,19877.0,,,,,,,,,,13.0,3.0,350.0,148.0,24.0,1915.0,14.0,5.0,152.0,639.0,81.0,57197.0,422.0,49.0,17993.0,403.0,120.0,14439.0,1022.0,41.0,53085.0,138.0,10.0,5664.0,316.0,14.0,9152.0,353.0,9.0,29059.0,3888.0,4.0,296728.0,,,,,,,192.0,4.0,6778.0,404.0,22.0,10359.0,332.0,6.0,7741.0,,,,691.0,34.0,16341.0,116.0,11.0,4249.0,,,,232.0,17.0,4317.0,98.0,6.0,440.0,8.0,5.0,315.0,38.0,4.0,422.0,,,,16.0,15.0,1067.0,205.0,12.0,6990.0,,,,,,,1278.0,65.0,39425.0,5351.0,166.0,115667.0,229.0,22.0,7729.0,,,,1392.0,50.0,24026.0,186.0,18.0,3127.0,8270.0,340.0,154470.0,470.0,93.0,18468.0,8.0,5.0,497.0,20.0,9.0,733.0,77.0,11.0,2984.0,128.0,43.0,2553.0,15.0,4.0,800.0,156.0,14.0,4036.0,121.0,21.0,3720.0,485.0,84.0,9931.0,31.0,11.0,1362.0,296.0,21.0,10747.0,51.0,10.0,1105.0,234.0,27.0,6754.0
04007,Gila County,54,-110.68,33.74,12419.25,0.0,0.39,,,,,,,,,,,,,,,,,,,1465.0,4.0,108485.0,,,,,,,,,,,,,13.0,3.0,632.0,116.0,31.0,4209.0,25.0,5.0,950.0,60.0,8.0,3490.0,,,,,,,,,,77.0,14.0,2377.0,95.0,33.0,3774.0,39.0,8.0,1690.0,214.0,19.0,12448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,3.0,5910.0,,,,,,,,,,,,,16.0,3.0,652.0,,,,,,,,,,,,,,,,,,,126.0,5.0,5517.0,28.0,3.0,1180.0,161.0,15.0,5753.0,13.0,3.0,394.0,,,,,,,190.0,10.0,5168.0,33.0,3.0,922.0,349.0,9.0,11316.0,,,,9.0,3.0,316.0,32.0,7.0,1564.0,280.0,27.0,5677.0,72.0,6.0,642.0,,,,,,,31.0,6.0,542.0,,,,,,,544.0,10.0,14317.0,,,,15.0,4.0,386.0,62.0,7.0,1251.0,31.0,8.0,822.0,,,,,,,27.0,8.0,941.0,,,,,,,49.0,8.0,2016.0,157.0,6.0,7627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,6.0,1009.0,,,,,,,33.0,3.0,1866.0,,,,,,,31.0,4.0,996.0,,,,,,,,,,6.0,3.0,166.0,,,,40.0,8.0,1828.0,,,,,,,,,,7.0,3.0,149.0,89.0,12.0,4237.0,4.0,3.0,173.0,9.0,4.0,1287.0,11.0,4.0,867.0,10.0,5.0,617.0,,,,45.0,19.0,1934.0,,,,41.0,24.0,1476.0,43.0,31.0,2091.0,19.0,12.0,847.0,,,,22.0,5.0,844.0,,,,15.0,3.0,1332.0,,,,50.0,19.0,3524.0,79.0,20.0,1491.0,30.0,13.0,1383.0,,,,13.0,5.0,743.0,24.0,14.0,1050.0,,,,,,,54.0,12.0,2103.0,,,,,,,,,,,,,5.0,3.0,149.0,,,,,,,62.0,23.0,1458.0,,,,21.0,3.0,978.0,,,,11.0,3.0,436.0,103.0,6.0,3160.0,,,,,,,,,,,,,,,,,,,201.0,44.0,20233.0,94.0,14.0,4797.0,74.0,18.0,3034.0,177.0,12.0,7358.0,,,,153.0,7.0,4277.0,126.0,7.0,10499.0,,,,,,,,,,473.0,4.0,15761.0,84.0,10.0,2011.0,82.0,5.0,2058.0,,,,49.0,7.0,1158.0,29.0,3.0,638.0,,,,45.0,5.0,798.0,,,,,,,,,,,,,,,,,,,,,,422.0,4.0,12525.0,171.0,14.0,4257.0,458.0,18.0,10507.0,38.0,8.0,985.0,,,,66.0,4.0,838.0,31.0,7.0,266.0,1371.0,96.0,26682.0,51.0,23.0,1855.0,,,,,,,,,,8.0,3.0,208.0,15.0,3.0,512.0,,,,8.0,4.0,167.0,114.0,31.0,2453.0,12.0,4.0,333.0,28.0,3.0,806.0,37.0,6.0,436.0,11.0,7.0,381.0
