Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
12001,Alachua County,260,-82.36,29.68,2509.38,0.1,0.45,115.0,16.0,5234.0,,,,390.0,11.0,26164.0,4456.0,489.0,192912.0,2278.0,210.0,128252.0,2015.0,123.0,139987.0,4381.0,324.0,246445.0,1913.0,357.0,69842.0,5741.0,876.0,333092.0,1072.0,30.0,90774.0,4568.0,364.0,142743.0,2190.0,117.0,55817.0,25609.0,808.0,1461408.0,1250.0,103.0,18183.0,12898.0,592.0,205050.0,4732.0,585.0,163751.0,1.0,3.0,52.0
12003,Baker County,28,-82.28,30.31,1524.74,0.02,0.91,13.0,4.0,326.0,,,,,,,352.0,57.0,12791.0,51.0,11.0,2201.0,83.0,8.0,3682.0,110.0,19.0,4056.0,2.0,6.0,72.0,105.0,19.0,3983.0,,,,154.0,23.0,3370.0,11.0,3.0,271.0,869.0,36.0,27401.0,29.0,4.0,244.0,638.0,34.0,8692.0,227.0,53.0,5196.0,,,
12005,Bay County,180,-85.66,30.25,2285.34,0.08,0.73,145.0,16.0,5912.0,,,,307.0,9.0,26504.0,3398.0,480.0,150081.0,1970.0,180.0,96657.0,1037.0,71.0,66372.0,1514.0,244.0,93786.0,1148.0,308.0,38776.0,7672.0,469.0,268360.0,394.0,19.0,29666.0,2175.0,232.0,65956.0,419.0,36.0,9793.0,10286.0,550.0,488596.0,891.0,70.0,18988.0,11721.0,514.0,230742.0,2856.0,435.0,64579.0,1.0,3.0,54.0
12007,Bradford County,27,-76.53,41.77,778.28,0.03,0.47,18.0,6.0,419.0,,,,,,,188.0,36.0,7644.0,53.0,14.0,2045.0,37.0,7.0,1119.0,105.0,23.0,4267.0,41.0,19.0,1124.0,95.0,32.0,3227.0,,,,97.0,25.0,3734.0,0.0,3.0,0.0,840.0,40.0,28876.0,31.0,10.0,212.0,706.0,41.0,9272.0,269.0,58.0,5450.0,,,
12009,Brevard County,568,-80.8,28.21,3353.84,0.17,0.77,25.0,13.0,644.0,8.0,5.0,424.0,356.0,19.0,37575.0,11249.0,1600.0,480069.0,4324.0,537.0,237169.0,3845.0,235.0,266695.0,4741.0,730.0,307827.0,2741.0,844.0,103614.0,18667.0,1933.0,1437183.0,2845.0,44.0,237529.0,12460.0,993.0,411229.0,5142.0,168.0,148560.0,31612.0,1603.0,1374241.0,3579.0,200.0,94232.0,23189.0,1190.0,391833.0,8336.0,1354.0,231589.0,12.0,10.0,219.0
12011,Broward County,1890,-80.46,26.16,3173.97,0.6,0.26,85.0,44.0,3711.0,74.0,8.0,3059.0,1014.0,37.0,104627.0,40326.0,4703.0,2051717.0,40283.0,4504.0,2537449.0,23303.0,1050.0,2544376.0,33913.0,3410.0,2762840.0,19735.0,3997.0,959524.0,52463.0,10548.0,3574663.0,15039.0,352.0,1464551.0,64047.0,4161.0,2323413.0,23793.0,909.0,938022.0,100440.0,6610.0,5090348.0,14792.0,1013.0,456583.0,84254.0,4125.0,1742486.0,30378.0,5157.0,953056.0,39.0,38.0,1227.0
12013,Calhoun County,14,-96.67,28.5,1487.88,0.01,0.19,47.0,13.0,1923.0,,,,,,,125.0,24.0,4126.0,20.0,6.0,695.0,24.0,7.0,1098.0,59.0,12.0,2353.0,9.0,4.0,200.0,5.0,6.0,201.0,,,,,,,,,,652.0,22.0,21281.0,,,,208.0,16.0,2655.0,116.0,20.0,2735.0,,,
12015,Charlotte County,173,-81.92,26.9,1934.26,0.09,0.85,6.0,3.0,130.0,58.0,3.0,2654.0,79.0,14.0,3623.0,2895.0,558.0,118872.0,1084.0,119.0,57003.0,449.0,49.0,19280.0,1045.0,207.0,63336.0,987.0,295.0,31092.0,1328.0,391.0,65232.0,127.0,13.0,7981.0,1922.0,286.0,61442.0,242.0,29.0,5886.0,8835.0,518.0,418057.0,870.0,57.0,13144.0,6448.0,299.0,103327.0,1851.0,403.0,51185.0,,,
12017,Citrus County,141,-82.51,28.85,1710.21,0.08,0.43,24.0,11.0,412.0,0.0,3.0,0.0,789.0,28.0,83913.0,1884.0,311.0,68108.0,613.0,81.0,25805.0,383.0,46.0,17384.0,686.0,167.0,41100.0,976.0,164.0,21668.0,879.0,243.0,38138.0,33.0,7.0,1799.0,2019.0,175.0,59477.0,48.0,17.0,1239.0,10013.0,395.0,421515.0,403.0,32.0,6716.0,3443.0,236.0,51857.0,1592.0,309.0,33250.0,3.0,4.0,17.0
12019,Clay County,203,-98.21,33.69,1666.74,0.12,0.62,68.0,15.0,2702.0,,,,0.0,4.0,0.0,2925.0,530.0,111631.0,712.0,99.0,33189.0,842.0,54.0,40204.0,1078.0,191.0,45356.0,913.0,223.0,29660.0,3180.0,427.0,158519.0,260.0,19.0,14660.0,3330.0,244.0,127424.0,671.0,62.0,19090.0,9220.0,516.0,439508.0,997.0,42.0,23358.0,6243.0,291.0,95422.0,2224.0,420.0,52425.0,,,
12021,Collier County,357,-81.38,26.09,5448.38,0.07,0.45,269.0,18.0,4441.0,0.0,6.0,0.0,0.0,18.0,0.0,13777.0,1582.0,641305.0,3436.0,367.0,295102.0,1952.0,155.0,142772.0,4316.0,660.0,501726.0,3623.0,1182.0,176082.0,5482.0,1613.0,401135.0,702.0,35.0,52130.0,7529.0,981.0,282013.0,2341.0,110.0,82122.0,19544.0,1136.0,984647.0,7361.0,247.0,280411.0,25352.0,878.0,561921.0,7757.0,1132.0,232115.0,8.0,8.0,431.0
12023,Columbia County,68,-76.42,41.04,2075.51,0.03,0.48,80.0,13.0,2756.0,,,,63.0,3.0,5556.0,2047.0,148.0,82439.0,1007.0,74.0,50382.0,157.0,22.0,6612.0,533.0,64.0,25912.0,159.0,51.0,4886.0,596.0,109.0,27077.0,62.0,7.0,2700.0,1126.0,54.0,27388.0,190.0,17.0,4882.0,4506.0,186.0,256237.0,82.0,16.0,1168.0,2868.0,125.0,43282.0,527.0,128.0,11723.0,,,
