Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
36001,Albany County,309,-73.98,42.6,1381.23,0.22,0.44,,,,368.0,5.0,28091.0,714.0,11.0,66420.0,7538.0,765.0,548435.0,7653.0,483.0,502657.0,5857.0,211.0,443599.0,12402.0,635.0,1030191.0,2807.0,432.0,126988.0,18061.0,1245.0,1312211.0,2599.0,63.0,169526.0,10398.0,511.0,334270.0,10350.0,149.0,505501.0,35614.0,965.0,1736907.0,3353.0,161.0,60433.0,16800.0,1062.0,319640.0,8624.0,1076.0,366975.0,7.0,10.0,116.0
36003,Allegany County,47,-78.04,42.24,2678.77,0.02,0.15,9.0,6.0,160.0,31.0,7.0,1002.0,62.0,6.0,6621.0,752.0,59.0,88064.0,141.0,18.0,5508.0,111.0,29.0,2947.0,192.0,37.0,7259.0,37.0,17.0,1251.0,353.0,41.0,9766.0,,,,173.0,23.0,3896.0,2536.0,7.0,43136.0,1894.0,94.0,61739.0,96.0,10.0,1040.0,1398.0,92.0,18254.0,481.0,125.0,8235.0,,,
36005,Bronx County,1456,-73.87,40.85,124.97,11.65,0.23,,,,,,,0.0,6.0,0.0,11441.0,1239.0,810607.0,12010.0,723.0,753201.0,3529.0,235.0,202398.0,4450.0,501.0,210623.0,9709.0,2211.0,387966.0,4099.0,749.0,181953.0,556.0,23.0,35229.0,9242.0,488.0,340092.0,19467.0,290.0,870174.0,104207.0,2486.0,5322911.0,4899.0,153.0,434347.0,18237.0,1959.0,384963.0,10251.0,2213.0,306398.0,26.0,20.0,947.0
36007,Broome County,196,-75.84,42.15,1852.79,0.11,0.17,9.0,5.0,223.0,15.0,5.0,1208.0,0.0,10.0,0.0,2950.0,414.0,208988.0,3620.0,192.0,171136.0,2096.0,86.0,90855.0,1999.0,210.0,136107.0,903.0,148.0,33822.0,3425.0,297.0,176988.0,1351.0,30.0,110483.0,4487.0,195.0,142157.0,862.0,37.0,16942.0,16619.0,503.0,757291.0,795.0,78.0,15352.0,8945.0,539.0,143185.0,2759.0,503.0,66024.0,,,
36009,Cattaraugus County,78,-78.65,42.22,3425.52,0.02,0.18,24.0,11.0,391.0,110.0,19.0,5338.0,85.0,8.0,6643.0,624.0,144.0,36909.0,752.0,63.0,29162.0,252.0,27.0,10574.0,683.0,75.0,38956.0,240.0,49.0,5604.0,789.0,99.0,27918.0,285.0,10.0,21080.0,703.0,61.0,32264.0,1106.0,11.0,26016.0,3376.0,164.0,136707.0,550.0,26.0,5853.0,4028.0,209.0,75581.0,1071.0,206.0,22975.0,,,
36011,Cayuga County,78,-76.57,42.81,1904.62,0.04,0.12,33.0,8.0,1032.0,,,,0.0,3.0,0.0,953.0,239.0,56446.0,1061.0,79.0,53816.0,510.0,29.0,26372.0,321.0,60.0,14948.0,171.0,55.0,4638.0,431.0,85.0,19939.0,90.0,6.0,4933.0,434.0,60.0,12289.0,549.0,14.0,10092.0,3896.0,199.0,176864.0,653.0,49.0,10769.0,2048.0,173.0,35468.0,664.0,171.0,15851.0,,,
36013,Chautauqua County,131,-79.42,42.29,2809.79,0.05,0.21,17.0,7.0,538.0,81.0,13.0,3480.0,146.0,11.0,9888.0,1730.0,240.0,88775.0,1463.0,121.0,69069.0,524.0,57.0,20668.0,850.0,164.0,43665.0,491.0,90.0,17943.0,945.0,180.0,41831.0,418.0,12.0,17097.0,1715.0,114.0,56423.0,231.0,23.0,3732.0,7834.0,270.0,278778.0,662.0,70.0,20678.0,5162.0,361.0,74475.0,2082.0,403.0,42281.0,,,
36015,Chemung County,87,-76.77,42.14,1063.87,0.08,0.17,,,,51.0,3.0,9952.0,,,,1254.0,157.0,80428.0,1336.0,93.0,62426.0,462.0,28.0,20440.0,937.0,84.0,53449.0,368.0,82.0,13830.0,710.0,94.0,36350.0,200.0,11.0,11247.0,1586.0,82.0,43353.0,964.0,18.0,22900.0,6540.0,209.0,321742.0,380.0,31.0,6477.0,3003.0,209.0,49934.0,1061.0,207.0,24774.0,,,
36017,Chenango County,49,-75.61,42.48,2327.51,0.02,0.12,26.0,10.0,931.0,,,,,,,284.0,92.0,14136.0,262.0,27.0,11501.0,588.0,25.0,22398.0,1195.0,45.0,87105.0,99.0,25.0,3246.0,241.0,54.0,9631.0,0.0,4.0,0.0,764.0,24.0,36598.0,52.0,11.0,1372.0,1963.0,112.0,72865.0,200.0,25.0,3070.0,841.0,101.0,13341.0,408.0,116.0,9970.0,,,
36019,Clinton County,81,-89.42,38.59,2893.98,0.03,0.12,14.0,9.0,376.0,0.0,6.0,0.0,105.0,7.0,10317.0,791.0,144.0,48284.0,895.0,79.0,42165.0,539.0,29.0,21729.0,442.0,88.0,22671.0,316.0,81.0,11711.0,551.0,112.0,24963.0,165.0,6.0,6026.0,678.0,75.0,20104.0,154.0,12.0,4525.0,5363.0,240.0,270288.0,323.0,30.0,5340.0,2776.0,200.0,51604.0,765.0,160.0,20327.0,,,
