Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
29129,Mercer County,4,-80.3,41.33,1178.84,0.0,0.0,,,,,,,,,,23,10,1125,,,,,,,32,7,1271,5,4,60,,,,,,,,,,,,,63,7,1454,,,,11,4,112,32,13,559,,,
29123,Madison County,12,-95.95,30.96,1288.69,0.0,0.0,,,,,,,,,,183,32,6661,275,13,9649,,,,76,14,2010,17,5,386,52,9,1334,,,,44,14,1445,,,,855,45,22654,,,,271,22,2820,248,32,5014,,,
29229,Wright County,18,-93.96,45.15,1769.31,0.0,0.0,,,,,,,38,4,2762,161,27,6094,206,14,5016,29,6,901,171,29,6119,26,11,447,55,20,978,,,,57,15,2162,21,4,208,542,51,15140,27,3,397,324,27,3615,185,43,3066,,,
29047,Clay County,236,-98.21,33.69,1058.49,2.01,3.28,9,3,204,56,5,5157,183,5,18062,4082,474,307980,5172,333,304870,498,65,25780,2646,408,195417,1062,251,50726,18502,559,1734399,1231,26,151481,6684,296,216107,1060,59,22926,13429,621,660466,2202,74,36849,11734,434,218232,4525,521,125517,21,7,214
29217,Vernon County,21,-94.38,37.86,2167.38,1.63,0.02,,,,3,4,75,0,3,0,102,35,4086,209,27,8623,78,9,1995,437,43,17967,36,13,1113,115,31,3381,,,,100,10,2922,0,3,0,1463,73,43487,12,6,277,465,41,6562,226,53,3856,,,
29065,Dent County,16,-91.52,37.62,1954.22,0.0,0.0,30,6,1093,,,,,,,207,29,7573,0,12,0,27,5,763,179,18,7618,16,13,573,47,14,1257,,,,19,7,351,,,,826,42,21681,19,4,370,320,24,4128,98,32,1801,,,
29195,Saline County,23,-88.53,37.75,1986.16,3.35,0.02,47,6,1900,,,,,,,90,26,3346,429,41,18572,164,10,5479,251,48,11768,17,9,342,99,29,3365,,,,69,16,2146,0,3,0,1475,65,49478,84,7,1640,494,43,6163,254,70,5231,,,
29147,Nodaway County,23,-94.87,40.35,2273.8,2.32,0.06,22,4,698,,,,38,4,4169,140,56,5730,260,22,9158,86,13,2528,177,34,9537,25,13,595,159,29,5976,,,,58,23,1429,76,4,100,1092,51,39270,37,6,383,824,38,11402,381,57,8703,12,6,82
29227,Worth County,2,-83.87,31.52,691.01,0.0,0.0,,,,,,,,,,,,,0,3,0,,,,13,3,530,,,,,,,,,,,,,,,,14,5,372,,,,,,,13,10,319,,,
29041,Chariton County,8,-92.95,39.54,1985.75,0.0,0.0,,,,,,,,,,94,20,2510,217,14,9975,,,,77,14,3712,14,6,129,26,9,614,,,,10,4,395,,,,296,17,6610,26,6,279,83,14,793,111,30,2151,,,
29079,Grundy County,10,-88.41,41.27,1134.56,0.0,0.0,,,,,,,,,,55,23,1739,111,10,3283,34,6,775,69,16,3520,16,7,357,64,13,1134,,,,30,8,608,,,,619,33,18854,4,4,77,232,15,2432,145,45,2415,1,3,16
