Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
51001,Accomack County,33,-75.67,37.74,1458.64,0.02,0.36,17.0,8.0,658.0,,,,0.0,4.0,0.0,274.0,74.0,9961.0,130.0,23.0,5644.0,86.0,14.0,3474.0,162.0,37.0,9481.0,84.0,37.0,2147.0,516.0,52.0,21933.0,0.0,3.0,0.0,329.0,26.0,10350.0,0.0,3.0,0.0,1107.0,57.0,34865.0,94.0,16.0,1860.0,901.0,101.0,18215.0,384.0,89.0,8912.0,,,
51003,Albemarle County,105,-78.61,38.01,1880.31,0.06,0.49,106.0,23.0,3471.0,59.0,5.0,2618.0,,,,2174.0,279.0,106675.0,496.0,76.0,29789.0,783.0,72.0,54821.0,2614.0,192.0,232078.0,883.0,183.0,39423.0,4084.0,396.0,294276.0,544.0,20.0,34999.0,2539.0,153.0,64655.0,813.0,67.0,28620.0,7787.0,355.0,512634.0,1606.0,48.0,40150.0,5176.0,207.0,103055.0,1864.0,245.0,62765.0,,,
51005,Alleghany County,15,-81.13,36.5,1165.15,0.01,0.21,,,,,,,0.0,3.0,0.0,143.0,20.0,5093.0,30.0,5.0,1037.0,,,,59.0,10.0,1701.0,0.0,4.0,0.0,30.0,16.0,1071.0,,,,69.0,9.0,2745.0,0.0,3.0,0.0,821.0,37.0,32076.0,14.0,4.0,773.0,415.0,25.0,5750.0,204.0,48.0,4866.0,,,
51007,Amelia County,13,-78.01,37.33,928.69,0.01,0.28,43.0,9.0,1600.0,,,,,,,373.0,71.0,13275.0,109.0,11.0,6514.0,13.0,4.0,756.0,34.0,10.0,1112.0,11.0,11.0,357.0,59.0,17.0,2042.0,,,,108.0,22.0,3447.0,0.0,3.0,0.0,362.0,18.0,9497.0,,,,180.0,13.0,1735.0,114.0,32.0,2715.0,,,
51009,Amherst County,32,-79.15,37.6,1240.48,0.03,0.42,29.0,10.0,1068.0,,,,,,,454.0,83.0,22191.0,160.0,8.0,6152.0,27.0,6.0,1228.0,135.0,29.0,4695.0,24.0,15.0,627.0,224.0,38.0,11367.0,0.0,3.0,0.0,149.0,23.0,4800.0,0.0,8.0,0.0,703.0,48.0,19721.0,28.0,7.0,617.0,661.0,48.0,8706.0,321.0,94.0,6229.0,,,
51011,Appomattox County,15,-78.79,37.38,868.39,0.02,0.42,61.0,12.0,1808.0,,,,,,,229.0,43.0,8266.0,61.0,12.0,2410.0,0.0,3.0,0.0,86.0,11.0,3522.0,41.0,14.0,1000.0,48.0,16.0,1288.0,,,,42.0,14.0,1443.0,,,,499.0,26.0,11545.0,27.0,6.0,537.0,267.0,19.0,3039.0,210.0,46.0,4610.0,,,
51013,Arlington County,230,-77.09,38.88,67.37,3.41,0.28,,,,,,,0.0,6.0,0.0,1694.0,188.0,130867.0,607.0,84.0,54269.0,7671.0,192.0,891523.0,3776.0,262.0,598758.0,4120.0,476.0,279692.0,45235.0,1912.0,5105649.0,2199.0,51.0,321473.0,8293.0,287.0,597913.0,5205.0,137.0,246922.0,10332.0,514.0,599715.0,2490.0,105.0,57303.0,18340.0,662.0,458130.0,14756.0,825.0,1029863.0,8.0,9.0,357.0
51015,Augusta County,74,-79.15,38.18,2514.12,0.03,0.26,16.0,9.0,408.0,30.0,5.0,1729.0,0.0,3.0,0.0,1890.0,265.0,86449.0,898.0,63.0,43445.0,93.0,12.0,6091.0,247.0,59.0,13042.0,169.0,58.0,4370.0,464.0,87.0,18222.0,28.0,4.0,1896.0,872.0,88.0,24524.0,91.0,14.0,1946.0,3776.0,117.0,187298.0,45.0,14.0,829.0,1433.0,94.0,21660.0,831.0,198.0,21551.0,,,
51017,Bath County,4,-83.72,38.12,1384.56,0.0,0.0,3.0,3.0,134.0,,,,0.0,3.0,0.0,143.0,21.0,4977.0,,,,9.0,4.0,472.0,13.0,4.0,376.0,21.0,6.0,812.0,166.0,13.0,11320.0,,,,33.0,5.0,782.0,,,,227.0,5.0,10330.0,10.0,4.0,221.0,1141.0,21.0,31210.0,65.0,14.0,1621.0,,,
51019,Bedford County,77,-78.52,40.03,2010.44,0.04,0.59,96.0,15.0,3463.0,,,,,,,1191.0,278.0,49569.0,468.0,53.0,24170.0,224.0,18.0,10684.0,448.0,99.0,22749.0,214.0,104.0,6981.0,903.0,185.0,48014.0,0.0,4.0,0.0,1082.0,110.0,28732.0,58.0,15.0,1622.0,2141.0,156.0,87911.0,289.0,23.0,5975.0,1322.0,105.0,19385.0,1163.0,214.0,34260.0,,,
