Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
37001,Alamance County,158,-79.4,36.07,1124.47,0.14,0.48,15.0,6.0,745.0,,,,0.0,11.0,0.0,3186.0,330.0,132840.0,2433.0,152.0,140751.0,596.0,51.0,22991.0,1363.0,190.0,102222.0,447.0,133.0,16753.0,1323.0,211.0,64900.0,893.0,25.0,104033.0,2710.0,148.0,74819.0,3600.0,38.0,117631.0,12522.0,364.0,679389.0,756.0,51.0,10528.0,7307.0,329.0,115797.0,2226.0,343.0,57585.0,,,
37003,Alexander County,37,-89.35,37.18,682.81,0.05,0.51,,,,,,,,,,212.0,68.0,6701.0,92.0,16.0,4301.0,23.0,5.0,694.0,172.0,33.0,6943.0,15.0,11.0,405.0,127.0,38.0,4323.0,,,,267.0,20.0,5542.0,,,,643.0,47.0,18204.0,62.0,14.0,1125.0,580.0,37.0,7201.0,445.0,92.0,7383.0,,,
37005,Alleghany County,11,-81.13,36.5,610.92,0.02,0.0,,,,,,,,,,152.0,45.0,3806.0,6.0,3.0,431.0,23.0,5.0,734.0,68.0,13.0,3320.0,14.0,8.0,372.0,45.0,18.0,1458.0,0.0,3.0,0.0,43.0,8.0,658.0,,,,415.0,27.0,12365.0,109.0,9.0,4283.0,242.0,25.0,4318.0,99.0,23.0,1763.0,,,
37007,Anson County,26,-80.1,34.97,1390.79,0.02,0.41,129.0,25.0,4787.0,,,,43.0,4.0,3776.0,304.0,38.0,11705.0,387.0,14.0,14014.0,16.0,6.0,1099.0,83.0,16.0,2765.0,91.0,8.0,1544.0,103.0,24.0,3043.0,,,,196.0,14.0,5607.0,,,,948.0,50.0,22185.0,10.0,4.0,173.0,467.0,32.0,5481.0,133.0,49.0,2198.0,,,
37009,Ashe County,27,-81.51,36.44,1109.34,0.02,0.34,14.0,5.0,310.0,13.0,3.0,494.0,,,,736.0,95.0,40525.0,95.0,19.0,4828.0,205.0,14.0,9857.0,208.0,31.0,8782.0,42.0,27.0,1516.0,86.0,23.0,2206.0,51.0,4.0,1766.0,72.0,20.0,1817.0,,,,1183.0,48.0,38990.0,44.0,10.0,1608.0,620.0,48.0,9583.0,230.0,60.0,4293.0,,,
37011,Avery County,18,-81.92,36.08,641.23,0.03,0.14,3.0,3.0,345.0,,,,,,,336.0,62.0,11621.0,48.0,11.0,2115.0,33.0,11.0,1708.0,75.0,17.0,3181.0,125.0,39.0,4132.0,62.0,33.0,2749.0,,,,127.0,27.0,5528.0,,,,798.0,40.0,23245.0,701.0,20.0,21143.0,685.0,59.0,16397.0,271.0,50.0,7011.0,,,
37013,Beaufort County,47,-76.89,35.47,2229.99,0.02,0.27,170.0,21.0,7979.0,,,,,,,651.0,104.0,26497.0,497.0,55.0,25584.0,200.0,17.0,8178.0,385.0,72.0,21098.0,147.0,39.0,4170.0,242.0,82.0,9356.0,0.0,3.0,0.0,945.0,43.0,17762.0,190.0,13.0,3711.0,1934.0,118.0,74061.0,127.0,17.0,2104.0,1321.0,93.0,17734.0,636.0,125.0,14733.0,,,
37015,Bertie County,20,-76.97,36.06,1837.63,0.01,0.12,222.0,19.0,9975.0,,,,,,,48.0,10.0,1538.0,191.0,16.0,6587.0,11.0,4.0,263.0,67.0,12.0,2865.0,4.0,4.0,45.0,32.0,10.0,1185.0,,,,327.0,12.0,9267.0,0.0,4.0,0.0,898.0,43.0,27858.0,46.0,5.0,886.0,163.0,14.0,2242.0,266.0,66.0,3666.0,,,
37017,Bladen County,34,-78.56,34.63,2298.78,0.01,0.3,109.0,23.0,4593.0,,,,,,,166.0,37.0,5613.0,141.0,25.0,5796.0,21.0,3.0,873.0,152.0,28.0,6042.0,28.0,12.0,690.0,143.0,34.0,4905.0,26.0,3.0,1268.0,539.0,18.0,11629.0,0.0,3.0,0.0,1244.0,56.0,39995.0,12.0,6.0,437.0,547.0,50.0,8267.0,302.0,67.0,6435.0,,,
37019,Brunswick County,123,-78.19,34.07,2310.49,0.05,0.76,55.0,8.0,1749.0,,,,0.0,17.0,0.0,2169.0,362.0,86637.0,660.0,58.0,30968.0,421.0,30.0,21030.0,635.0,119.0,31956.0,765.0,167.0,29235.0,850.0,220.0,34378.0,9.0,8.0,544.0,1223.0,171.0,41473.0,371.0,20.0,9193.0,3942.0,223.0,155950.0,1441.0,66.0,29193.0,4097.0,295.0,73914.0,994.0,216.0,26911.0,,,
37021,Buncombe County,252,-82.53,35.63,1709.02,0.15,0.63,14.0,7.0,441.0,92.0,4.0,4686.0,339.0,18.0,30303.0,5192.0,788.0,232691.0,4401.0,339.0,223709.0,1832.0,152.0,117534.0,2823.0,429.0,210507.0,1846.0,546.0,75364.0,4722.0,1065.0,259458.0,1360.0,39.0,85405.0,6144.0,448.0,188928.0,3726.0,170.0,113564.0,27344.0,1007.0,1455315.0,2740.0,177.0,63690.0,19030.0,845.0,366362.0,5140.0,773.0,144298.0,6.0,4.0,120.0
37023,Burke County,89,-81.66,35.73,1331.82,0.07,0.33,12.0,3.0,334.0,,,,56.0,8.0,3973.0,632.0,129.0,22515.0,816.0,50.0,31351.0,100.0,13.0,4059.0,359.0,73.0,18828.0,115.0,57.0,3607.0,401.0,91.0,14641.0,442.0,12.0,12658.0,986.0,63.0,23240.0,145.0,12.0,2934.0,4496.0,167.0,212678.0,146.0,18.0,2412.0,2839.0,126.0,38356.0,1088.0,210.0,24453.0,,,
