Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
30001,Beaverhead County,9,-112.95,45.17,14433.24,0.0,0.0,4,9,443,52,4,3711,22,3,2014,203,60,8728,67,16,3299,35,9,1546,98,22,6668,142,20,5707,160,28,7811,,,,13,12,842,26,3,374,513,31,22970,111,19,1787,421,51,8033,118,42,2575,,,
30003,Big Horn County,13,-107.52,45.46,12989.23,1.87,0.0,,,,137,4,9909,21,4,1735,28,15,906,27,6,1444,10,5,202,62,10,2812,19,8,525,51,14,1882,,,,24,6,939,,,,594,21,42043,54,10,1332,209,21,4558,54,19,1292,,,
30005,Blaine County,7,-99.98,41.92,10978.16,0.0,0.0,,,,,,,,,,33,15,1351,50,11,2817,,,,47,7,2372,,,,31,10,2585,,,,122,3,7389,,,,231,15,20201,28,5,838,30,8,409,52,16,1097,,,
30109,Wibaux County,1,-104.22,46.91,2305.41,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,4,324,,,,,,,,,,,,,,,,39,6,288,,,,,,
30111,Yellowstone County,164,-108.28,45.96,6860.83,2.29,0.34,47,9,1467,252,46,28370,230,6,23004,5108,770,350186,4909,345,348108,1216,82,68200,3831,330,301295,1216,374,67434,3589,553,267669,260,21,24060,2990,328,107693,854,57,24016,13869,599,903811,1713,184,38748,9121,447,186515,3265,545,121015,1,3,27
30107,Wheatland County,2,-109.85,46.43,3696.97,0.0,0.0,,,,,,,,,,10,9,356,,,,,,,17,4,721,,,,18,4,622,,,,,,,,,,109,3,4199,,,,45,13,725,10,5,111,,,
30007,Broadwater County,7,-111.5,46.33,3206.6,0.0,0.0,,,,11,3,668,,,,89,43,4265,18,6,941,,,,26,4,974,8,6,287,73,11,5243,,,,8,4,199,,,,114,10,6774,34,10,899,181,18,2703,39,16,1206,,,
30009,Carbon County,10,-75.72,40.89,5341.24,0.0,0.0,37,8,1491,32,6,2123,29,7,2734,205,80,8855,47,18,1918,19,5,672,58,12,3899,28,22,1041,78,27,4970,,,,34,18,2184,19,4,276,316,29,11618,291,16,3936,460,58,11750,102,29,2327,2,3,51
30011,Carter County,1,-97.28,34.23,8671.12,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,4,163,,,,,,,,,,,,,,,,4,4,47,,,,,,
30013,Cascade County,84,-111.33,47.33,7022.92,2.14,0.21,1,4,366,7,3,214,180,13,15443,2192,283,148262,1210,108,62999,396,29,17735,1425,164,95981,367,137,15415,1326,204,82822,522,11,57402,1404,111,47720,531,23,14655,7150,312,407623,804,90,16025,4022,237,77979,1351,219,46102,,,
30015,Chouteau County,6,-110.37,47.88,10351.79,0.0,0.0,21,7,2595,,,,,,,20,11,848,89,13,5152,4,3,80,43,14,2397,11,5,282,12,10,302,,,,,,,,,,191,11,6757,15,7,385,68,17,1173,20,11,278,,,
30017,Custer County,12,-105.35,38.11,9824.03,1.95,0.02,,,,11,3,779,,,,259,47,14704,149,21,5550,79,8,2921,284,30,19709,33,16,1496,85,28,3551,,,,148,18,5139,,,,738,56,39506,120,19,2119,661,46,12494,192,30,5679,,,
30019,Daniels County,2,-105.51,48.77,3694.17,0.0,0.0,3,4,227,,,,,,,9,5,218,30,5,907,155,4,11201,37,5,1834,,,,13,4,437,,,,,,,,,,113,8,5061,12,5,200,34,8,273,24,8,740,,,
30021,Dawson County,9,-101.96,32.74,6171.68,0.0,0.0,,,,137,16,17564,,,,54,23,2997,167,17,8497,73,9,4453,94,22,4925,41,12,2361,67,26,3439,5,3,299,21,10,472,,,,643,28,31346,43,7,860,283,30,5339,138,33,3530,,,
30023,Deer Lodge County,9,-113.09,46.08,1919.96,2.66,0.05,3,3,209,,,,,,,147,38,10651,,,,25,4,658,70,16,2635,14,9,587,102,24,6030,,,,58,8,4484,7,3,374,1551,85,95714,61,14,1862,311,35,5284,48,17,1702,,,
30025,Fallon County,3,-104.44,46.33,4203.16,0.0,0.0,,,,221,11,23378,,,,94,21,7170,38,8,2151,6,3,358,48,4,2922,9,5,150,18,7,1082,,,,32,6,1798,,,,112,4,4727,,,,78,15,1657,40,14,903,,,
30027,Fergus County,11,-109.22,47.21,11265.97,0.0,0.0,8,5,402,,,,44,5,4232,292,68,25529,203,19,12869,55,8,1673,134,24,9047,58,23,1810,87,28,3437,,,,43,14,1630,,,,728,45,32779,59,11,931,421,36,7360,162,46,3308,,,
30029,Flathead County,103,-113.97,48.38,13613.01,2.39,0.01,153,50,6000,41,18,4051,181,4,18039,4312,950,247625,1113,129,68816,381,63,18734,1964,209,161768,907,354,38418,1879,505,110379,473,12,65322,3578,282,96211,523,40,9661,7268,420,420528,1209,128,30619,5801,420,131729,1698,366,58366,7,4,148
30031,Gallatin County,117,-88.23,37.75,6821.01,2.47,0.24,98,27,6765,90,10,5799,142,17,13035,6482,1249,463978,1600,185,105767,1665,124,193139,1564,264,140749,1194,518,73677,3839,894,272581,501,15,37090,1842,391,92067,879,88,27600,6372,557,360207,1470,187,38114,9025,519,242765,2016,422,85199,4,6,100
30035,Glacier County,14,-112.95,48.7,7868.78,0.0,0.0,,,,21,4,1339,68,9,5257,27,15,1608,31,8,1789,25,7,903,60,12,3515,5,6,49,38,15,1347,,,,4,4,231,110,4,4836,430,20,30890,24,8,729,328,44,13514,87,22,3081,,,
30033,Garfield County,1,-107.88,39.55,12555.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,159,,,,23,5,210,,,,,,
30037,Golden Valley County,1,-109.17,46.3,3044.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,107,,,,,,
30039,Granite County,3,-113.47,46.39,4488.65,0.0,0.0,31,4,1508,9,3,808,,,,73,21,4157,,,,,,,10,4,706,,,,10,7,593,,,,,,,,,,148,8,3733,,,,161,15,7787,17,8,203,,,
