Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
16001,Ada County,485,-116.24,43.41,2747.09,2.34,3.98,39,20,3882,89,10,4847,2070,45,230921,17599,2201,1065681,13604,701,1371889,9515,298,1070070,10242,1102,914489,4464,1337,256532,15665,2163,1116432,5833,121,677866,13630,1014,545392,3023,226,135657,39385,1895,2363286,3585,245,80546,21615,1153,471452,8553,1241,316487,21,33,986
16003,Adams County,4,-91.21,39.98,3546.08,0.0,0.0,23,5,2109,,,,,,,51,31,2303,,,,,,,10,3,401,7,5,212,32,10,1303,,,,24,8,809,,,,49,5,2220,,,,79,12,1333,11,7,302,,,
16005,Bannock County,86,-112.25,42.69,2973.65,2.29,0.33,,,,,,,116,7,11549,1430,273,78814,886,88,49921,271,34,11873,2516,159,160031,326,133,13988,938,197,50537,26,6,1707,1140,96,29014,182,20,5069,6006,414,264467,409,30,5076,3457,208,54761,814,154,24133,,,
16007,Bear Lake County,6,-111.32,42.22,2719.08,0.0,0.0,,,,,,,11,3,1047,51,19,1816,28,5,929,,,,37,9,1900,13,9,499,34,11,1435,,,,15,5,814,,,,309,13,16504,13,5,308,142,17,2273,15,5,527,,,
16009,Benewah County,10,-116.67,47.22,2030.92,0.0,0.0,168,41,9702,,,,,,,115,33,4740,37,5,1200,34,5,985,41,12,1390,14,11,469,48,13,2017,,,,24,7,575,,,,302,15,14132,,,,185,28,3178,103,27,3539,,,
16011,Bingham County,48,-112.36,43.19,5491.37,1.72,0.02,135,11,4584,,,,41,3,4044,959,181,50724,1050,54,58276,35,10,1736,208,50,13133,81,40,2817,362,76,15482,,,,173,37,5522,189,15,4826,2085,119,102020,342,10,12158,766,52,10077,351,74,13666,,,
16017,Bonner County,46,-116.6,48.27,4967.73,1.7,0.04,154,50,8215,189,7,18170,140,9,12585,1454,360,73804,211,39,10928,280,23,20508,310,77,22730,323,130,15708,540,174,27715,186,4,17393,794,79,23609,177,22,4307,1788,166,75554,118,30,3101,2121,148,43679,632,130,17973,3,3,75
16013,Blaine County,24,-99.98,41.92,6875.47,0.0,0.0,16,7,765,31,3,1385,,,,2057,342,117577,356,43,27783,107,21,7143,238,80,23245,469,172,32659,955,191,76439,8,4,479,809,145,48391,310,19,13478,776,78,52134,499,48,16094,2893,128,72683,454,118,23005,2,3,46
16015,Boise County,8,-115.74,43.99,4939.11,0.0,0.0,17,5,1624,,,,4,3,207,146,46,5753,28,5,342,,,,25,6,2584,18,13,517,8,9,309,,,,97,15,2208,,,,17,4,770,40,11,1673,123,25,2202,66,18,1777,,,
16019,Bonneville County,122,-111.48,43.4,4921.65,2.24,0.36,93,7,3109,,,,51,9,3663,3223,562,179864,2783,187,160680,577,49,26585,1522,229,120112,1183,199,63625,9932,457,947741,630,21,71544,4175,192,279609,589,44,19116,11187,659,501353,699,46,10604,5749,257,105064,1240,239,43027,,,
16023,Butte County,3,-121.59,39.65,5798.13,0.0,0.0,,,,,,,,,,12,4,241,17,3,675,,,,10,4,338,,,,5,3,76,,,,,,,,,,155,7,5832,,,,29,7,461,9,4,193,,,
16021,Boundary County,12,-116.43,48.78,3310.65,0.0,0.0,185,36,8184,,,,,,,327,89,14143,83,10,4056,14,8,519,43,12,2805,38,12,799,134,34,5155,,,,138,23,3610,18,3,536,524,27,24228,9,7,408,161,26,2608,91,33,2490,,,
16025,Camas County,1,-114.81,43.41,2793.74,0.0,0.0,,,,,,,,,,32,11,1609,,,,,,,,,,,,,2,3,64,,,,,,,,,,9,3,277,,,,8,3,91,9,3,234,,,
16027,Canyon County,227,-116.7,43.64,1563.35,2.13,2.7,227,35,10144,38,6,2441,141,7,14127,9052,1539,440358,2688,187,158204,813,59,38967,1064,240,70852,635,261,27014,1536,332,91906,524,14,42662,3238,387,110383,1674,42,43780,8373,475,367452,389,52,6161,6474,327,116830,2469,379,85976,,,
16031,Cassia County,24,-113.58,42.22,6683.86,1.99,0.02,88,9,3043,76,7,7156,43,4,4318,588,76,28835,424,31,25281,53,12,3187,164,38,8456,58,40,1786,176,63,6925,,,,300,25,6678,28,4,350,1339,94,48449,175,11,1778,915,63,16871,171,49,6010,,,
16029,Caribou County,7,-111.61,42.78,4658.03,0.0,0.0,,,,,,,28,5,2203,164,24,9777,45,11,2202,12,4,282,48,11,2080,6,4,90,38,9,1381,,,,38,5,1003,,,,296,22,12693,,,,93,17,1155,55,16,1581,,,
16033,Clark County,1,-87.78,39.33,4568.97,0.0,0.0,,,,,,,,,,11,3,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16035,Clearwater County,9,-95.37,47.56,6443.67,0.0,0.0,114,15,7362,,,,6,3,1091,108,27,5432,165,6,12857,20,6,732,41,11,2154,22,10,772,30,9,911,,,,28,10,1813,12,3,273,494,23,27247,29,7,364,192,31,2803,35,18,1107,,,
16037,Custer County,4,-105.35,38.11,12790.66,0.0,0.0,,,,61,3,3740,24,3,2097,100,37,5106,14,3,520,,,,15,6,650,4,6,157,25,8,737,,,,19,9,572,,,,122,13,3016,49,19,2548,151,33,6938,25,12,374,,,
16039,Elmore County,28,-86.13,32.58,8030.74,1.82,0.04,3,4,106,,,,35,5,3834,228,47,9362,107,18,6011,44,4,2408,202,31,12892,54,18,2014,171,27,9829,,,,87,27,2694,26,7,1616,724,51,41450,17,7,358,775,62,13072,128,36,3254,,,
16041,Franklin County,14,-95.22,33.2,1729.17,0.0,0.0,2,3,61,39,3,2238,39,5,4218,206,67,8922,144,18,8460,72,6,1319,72,22,3294,28,20,533,62,20,2455,,,,40,19,896,,,,499,33,21348,15,6,325,297,23,3157,53,21,1651,,,
