Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-1133,Est-1133,Pay-1133,Emp-1151,Est-1151,Pay-1151,Emp-1152,Est-1152,Pay-1152,Emp-2111,Est-2111,Pay-2111,Emp-2121,Est-2121,Pay-2121,Emp-2123,Est-2123,Pay-2123,Emp-2131,Est-2131,Pay-2131,Emp-2211,Est-2211,Pay-2211,Emp-2212,Est-2212,Pay-2212,Emp-2213,Est-2213,Pay-2213,Emp-2361,Est-2361,Pay-2361,Emp-2362,Est-2362,Pay-2362,Emp-2371,Est-2371,Pay-2371,Emp-2373,Est-2373,Pay-2373,Emp-2379,Est-2379,Pay-2379,Emp-2381,Est-2381,Pay-2381,Emp-2382,Est-2382,Pay-2382,Emp-2383,Est-2383,Pay-2383,Emp-2389,Est-2389,Pay-2389,Emp-3116,Est-3116,Pay-3116,Emp-3118,Est-3118,Pay-3118,Emp-3121,Est-3121,Pay-3121,Emp-3149,Est-3149,Pay-3149,Emp-3219,Est-3219,Pay-3219,Emp-3231,Est-3231,Pay-3231,Emp-3241,Est-3241,Pay-3241,Emp-3251,Est-3251,Pay-3251,Emp-3259,Est-3259,Pay-3259,Emp-3273,Est-3273,Pay-3273,Emp-3323,Est-3323,Pay-3323,Emp-3324,Est-3324,Pay-3324,Emp-3327,Est-3327,Pay-3327,Emp-3329,Est-3329,Pay-3329,Emp-3331,Est-3331,Pay-3331,Emp-3345,Est-3345,Pay-3345,Emp-3371,Est-3371,Pay-3371,Emp-3391,Est-3391,Pay-3391,Emp-3399,Est-3399,Pay-3399,Emp-4231,Est-4231,Pay-4231,Emp-4233,Est-4233,Pay-4233,Emp-4234,Est-4234,Pay-4234,Emp-4235,Est-4235,Pay-4235,Emp-4236,Est-4236,Pay-4236,Emp-4237,Est-4237,Pay-4237,Emp-4238,Est-4238,Pay-4238,Emp-4239,Est-4239,Pay-4239,Emp-4241,Est-4241,Pay-4241,Emp-4244,Est-4244,Pay-4244,Emp-4245,Est-4245,Pay-4245,Emp-4246,Est-4246,Pay-4246,Emp-4247,Est-4247,Pay-4247,Emp-4248,Est-4248,Pay-4248,Emp-4249,Est-4249,Pay-4249,Emp-4251,Est-4251,Pay-4251,Emp-4411,Est-4411,Pay-4411,Emp-4412,Est-4412,Pay-4412,Emp-4413,Est-4413,Pay-4413,Emp-4421,Est-4421,Pay-4421,Emp-4422,Est-4422,Pay-4422,Emp-4431,Est-4431,Pay-4431,Emp-4441,Est-4441,Pay-4441,Emp-4442,Est-4442,Pay-4442,Emp-4451,Est-4451,Pay-4451,Emp-4452,Est-4452,Pay-4452,Emp-4453,Est-4453,Pay-4453,Emp-4461,Est-4461,Pay-4461,Emp-4471,Est-4471,Pay-4471,Emp-4481,Est-4481,Pay-4481,Emp-4482,Est-4482,Pay-4482,Emp-4483,Est-4483,Pay-4483,Emp-4511,Est-4511,Pay-4511,Emp-4512,Est-4512,Pay-4512,Emp-4522,Est-4522,Pay-4522,Emp-4523,Est-4523,Pay-4523,Emp-4531,Est-4531,Pay-4531,Emp-4532,Est-4532,Pay-4532,Emp-4533,Est-4533,Pay-4533,Emp-4539,Est-4539,Pay-4539,Emp-4541,Est-4541,Pay-4541,Emp-4543,Est-4543,Pay-4543,Emp-4811,Est-4811,Pay-4811,Emp-4812,Est-4812,Pay-4812,Emp-4841,Est-4841,Pay-4841,Emp-4842,Est-4842,Pay-4842,Emp-4861,Est-4861,Pay-4861,Emp-4862,Est-4862,Pay-4862,Emp-4881,Est-4881,Pay-4881,Emp-4882,Est-4882,Pay-4882,Emp-4884,Est-4884,Pay-4884,Emp-4885,Est-4885,Pay-4885,Emp-4921,Est-4921,Pay-4921,Emp-4922,Est-4922,Pay-4922,Emp-4931,Est-4931,Pay-4931,Emp-5111,Est-5111,Pay-5111,Emp-5112,Est-5112,Pay-5112,Emp-5121,Est-5121,Pay-5121,Emp-5151,Est-5151,Pay-5151,Emp-5173,Est-5173,Pay-5173,Emp-5179,Est-5179,Pay-5179,Emp-5182,Est-5182,Pay-5182,Emp-5191,Est-5191,Pay-5191,Emp-5221,Est-5221,Pay-5221,Emp-5222,Est-5222,Pay-5222,Emp-5223,Est-5223,Pay-5223,Emp-5231,Est-5231,Pay-5231,Emp-5239,Est-5239,Pay-5239,Emp-5241,Est-5241,Pay-5241,Emp-5242,Est-5242,Pay-5242,Emp-5311,Est-5311,Pay-5311,Emp-5312,Est-5312,Pay-5312,Emp-5313,Est-5313,Pay-5313,Emp-5321,Est-5321,Pay-5321,Emp-5322,Est-5322,Pay-5322,Emp-5324,Est-5324,Pay-5324,Emp-5331,Est-5331,Pay-5331,Emp-5411,Est-5411,Pay-5411,Emp-5412,Est-5412,Pay-5412,Emp-5413,Est-5413,Pay-5413,Emp-5414,Est-5414,Pay-5414,Emp-5415,Est-5415,Pay-5415,Emp-5416,Est-5416,Pay-5416,Emp-5417,Est-5417,Pay-5417,Emp-5418,Est-5418,Pay-5418,Emp-5419,Est-5419,Pay-5419,Emp-5511,Est-5511,Pay-5511,Emp-5611,Est-5611,Pay-5611,Emp-5612,Est-5612,Pay-5612,Emp-5613,Est-5613,Pay-5613,Emp-5614,Est-5614,Pay-5614,Emp-5615,Est-5615,Pay-5615,Emp-5616,Est-5616,Pay-5616,Emp-5617,Est-5617,Pay-5617,Emp-5619,Est-5619,Pay-5619,Emp-5621,Est-5621,Pay-5621,Emp-5629,Est-5629,Pay-5629,Emp-6111,Est-6111,Pay-6111,Emp-6114,Est-6114,Pay-6114,Emp-6115,Est-6115,Pay-6115,Emp-6116,Est-6116,Pay-6116,Emp-6117,Est-6117,Pay-6117,Emp-6211,Est-6211,Pay-6211,Emp-6212,Est-6212,Pay-6212,Emp-6213,Est-6213,Pay-6213,Emp-6214,Est-6214,Pay-6214,Emp-6215,Est-6215,Pay-6215,Emp-6216,Est-6216,Pay-6216,Emp-6219,Est-6219,Pay-6219,Emp-6221,Est-6221,Pay-6221,Emp-6222,Est-6222,Pay-6222,Emp-6231,Est-6231,Pay-6231,Emp-6232,Est-6232,Pay-6232,Emp-6233,Est-6233,Pay-6233,Emp-6239,Est-6239,Pay-6239,Emp-6241,Est-6241,Pay-6241,Emp-6242,Est-6242,Pay-6242,Emp-6243,Est-6243,Pay-6243,Emp-6244,Est-6244,Pay-6244,Emp-7111,Est-7111,Pay-7111,Emp-7113,Est-7113,Pay-7113,Emp-7115,Est-7115,Pay-7115,Emp-7121,Est-7121,Pay-7121,Emp-7139,Est-7139,Pay-7139,Emp-7211,Est-7211,Pay-7211,Emp-7212,Est-7212,Pay-7212,Emp-7223,Est-7223,Pay-7223,Emp-7224,Est-7224,Pay-7224,Emp-7225,Est-7225,Pay-7225,Emp-8111,Est-8111,Pay-8111,Emp-8112,Est-8112,Pay-8112,Emp-8113,Est-8113,Pay-8113,Emp-8114,Est-8114,Pay-8114,Emp-8121,Est-8121,Pay-8121,Emp-8122,Est-8122,Pay-8122,Emp-8123,Est-8123,Pay-8123,Emp-8129,Est-8129,Pay-8129,Emp-8131,Est-8131,Pay-8131,Emp-8132,Est-8132,Pay-8132,Emp-8133,Est-8133,Pay-8133,Emp-8134,Est-8134,Pay-8134,Emp-8139,Est-8139,Pay-8139
56005,Campbell County,48,-84.37,38.93,12452.63,1.83,0.01,,,,,,,,,,297,19,30168,4949,12,378474,,,,917,97,62174,363,12,34232,0,3,0,,,,70,16,2468,227,12,14477,427,26,27662,87,4,5890,,,,166,28,6002,344,44,21631,42,10,1876,397,37,24301,,,,,,,0,3,0,,,,,,,16,6,569,,,,,,,,,,0,3,0,0,3,0,,,,0,7,0,,,,46,4,2545,,,,,,,,,,12,4,586,177,4,11777,,,,8,3,454,41,3,2427,50,7,4252,14,3,878,587,45,44557,27,4,1114,,,,93,7,3571,,,,84,10,5373,78,4,5452,,,,,,,,,,227,12,10863,49,8,2000,217,16,10815,29,5,950,24,5,1137,28,7,958,312,11,10066,16,3,291,220,6,6280,,,,72,8,1414,76,10,2798,179,18,3982,71,7,719,13,3,145,,,,109,10,1861,,,,,,,537,6,14695,21,5,286,38,5,895,23,3,437,32,8,1140,4,3,182,38,10,1241,,,,32,3,2393,60,18,2692,247,30,16099,111,6,10803,0,4,0,,,,178,6,7985,,,,,,,0,4,0,,,,0,3,0,,,,,,,,,,,,,102,6,7182,,,,,,,,,,210,13,11638,12,4,1120,22,3,597,6,3,1125,0,7,0,20,4,761,69,14,3396,68,26,1932,29,28,1327,58,10,1419,22,4,529,0,3,0,156,8,16175,,,,117,33,5659,112,24,4194,159,27,9492,,,,29,5,1373,37,15,2212,,,,,,,91,13,3636,0,7,0,9,5,859,,,,102,5,7121,47,3,1219,,,,125,5,4202,197,41,6049,16,5,912,,,,54,5,2476,,,,,,,,,,29,8,328,,,,146,27,13869,130,16,7309,139,29,6790,42,7,1324,,,,,,,,,,,,,,,,,,,,,,54,3,1248,,,,68,11,1683,,,,,,,81,9,1151,,,,,,,,,,,,,117,14,1915,364,26,6218,,,,,,,69,9,1501,1358,75,24079,173,38,6449,47,4,2183,301,36,23194,2,3,101,57,17,931,,,,35,5,708,,,,167,24,3552,,,,,,,22,10,584,22,8,491
56023,Lincoln County,19,-81.21,35.49,10601.66,0.0,0.0,,,,,,,,,,0,3,0,,,,,,,115,12,8891,0,4,0,,,,,,,187,55,7516,,,,18,5,1118,12,3,930,,,,92,21,4098,99,35,4696,87,28,2989,105,23,5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,5,2956,7,5,216,31,3,651,13,3,395,,,,,,,97,7,3341,0,3,0,177,5,4277,,,,,,,0,3,0,136,15,2651,15,6,204,,,,,,,9,3,64,,,,,,,72,6,1329,,,,,,,,,,2,3,113,5,5,168,44,8,1150,,,,,,,0,3,0,105,12,7216,,,,22,5,2210,40,3,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,,,,,,,,,,77,10,3759,,,,,,,,,,8,4,332,,,,22,8,767,20,11,374,6,10,442,5,4,355,,,,,,,,,,,,,23,12,884,26,16,858,39,8,1127,3,3,121,8,6,249,13,19,870,,,,,,,26,8,700,,,,34,5,1562,,,,,,,,,,,,,17,3,339,69,26,1678,,,,21,3,1076,13,3,647,,,,,,,,,,,,,,,,,,,50,11,1492,35,8,1239,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,13,3585,,,,,,,9,6,133,,,,,,,,,,,,,50,14,1090,75,15,1658,,,,1,3,27,33,5,367,321,39,4332,62,19,2464,,,,6,4,224,,,,12,7,379,,,,,,,,,,,,,,,,3,3,103,,,,17,4,544
56019,Johnson County,9,-97.36,32.38,10810.08,0.0,0.0,,,,,,,,,,0,3,0,,,,0,3,0,29,9,1002,0,3,0,,,,,,,31,14,1189,20,4,891,7,5,509,,,,,,,23,9,892,28,12,1346,12,5,289,57,12,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,6,2419,,,,,,,,,,44,4,1279,,,,87,4,1729,,,,19,4,350,,,,34,7,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,1,3,62,7,8,196,0,4,0,,,,,,,17,5,736,19,8,920,,,,,,,,,,,,,9,4,298,,,,,,,,,,,,,19,5,700,,,,,,,,,,,,,,,,,,,3,3,173,119,4,6846,9,3,515,,,,,,,8,7,252,,,,25,10,1077,19,5,261,10,9,354,,,,,,,,,,,,,,,,23,9,963,24,8,790,63,10,3340,,,,17,14,1113,37,18,2629,,,,,,,39,9,1581,,,,3,3,208,,,,,,,13,4,213,,,,,,,13,11,802,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,33,4,1238,16,6,527,,,,,,,,,,,,,,,,,,,,,,,,,51,4,948,,,,31,3,713,,,,,,,34,7,424,,,,,,,,,,,,,66,9,810,74,11,1859,22,8,1635,,,,27,4,290,213,19,2830,39,8,1765,,,,4,3,152,,,,0,4,0,,,,,,,6,4,184,24,11,496,,,,0,4,0,,,,6,3,243
56025,Natrona County,81,-106.85,42.95,13924.96,1.91,0.07,,,,,,,,,,115,22,10338,,,,129,5,8470,1461,100,144122,0,8,0,35,3,4755,12,4,357,185,69,6830,154,19,8958,219,16,16050,131,3,11504,,,,189,62,7745,1092,90,68893,144,37,5440,396,43,26169,14,3,363,,,,,,,19,4,493,0,3,0,,,,,,,,,,29,3,2031,,,,37,4,2378,47,3,3201,56,12,3512,63,6,4244,429,10,30180,,,,,,,16,4,1175,33,7,1311,180,15,10065,45,10,3771,72,10,5606,66,7,4108,96,12,6520,54,10,3117,1210,81,91091,72,8,3584,17,3,728,112,9,4005,,,,94,9,6427,91,7,6056,31,3,1925,55,7,1474,28,7,1690,453,25,20400,136,9,6601,205,22,7791,60,8,2256,87,11,1930,117,17,3059,455,22,16106,63,5,1508,407,7,11973,28,4,556,91,14,2254,217,21,7870,370,41,8280,293,32,4605,32,7,527,35,6,1010,197,23,4744,,,,200,4,3632,922,11,25193,26,5,679,81,9,1423,40,8,700,60,10,1285,0,5,0,107,18,5806,,,,,,,456,56,25319,367,44,20995,109,7,11415,90,5,11547,0,4,0,12,3,1816,49,7,2079,19,3,1234,0,6,0,,,,32,5,880,,,,,,,,,,105,7,2594,187,16,10754,0,4,0,0,3,0,,,,538,27,28060,51,9,3796,16,6,445,26,8,3967,56,30,3866,59,6,4270,181,58,8767,163,54,4385,93,43,2934,106,24,3737,20,6,616,46,7,1983,485,36,41686,9,4,672,231,60,15044,244,33,13930,411,58,30425,18,8,454,26,15,1170,337,61,27009,,,,51,8,2661,142,23,6227,209,21,13039,136,16,5874,,,,300,10,8835,68,16,2534,19,5,1075,160,9,4756,486,102,12743,48,9,2680,0,3,0,44,8,3087,69,3,1900,6,3,173,17,6,679,100,11,603,,,,898,84,94249,268,40,12995,345,66,16828,243,11,11106,78,9,3458,122,8,3610,168,12,5556,,,,0,3,0,498,3,17184,199,8,5816,206,6,6105,,,,214,27,7641,135,12,4016,115,3,396,386,39,8251,26,4,536,0,3,0,4,3,73,0,3,0,391,38,7358,731,26,12498,14,8,389,68,10,915,142,11,1953,2876,145,50537,333,64,13383,4,4,153,102,26,7532,10,5,237,140,31,2964,28,4,1079,111,6,3493,14,5,309,402,51,6918,35,12,1731,35,9,854,124,15,2844,107,31,4676
56021,Laramie County,97,-104.73,41.27,6959.01,2.2,0.22,,,,0,3,0,,,,30,9,3391,,,,,,,173,10,15696,193,12,15410,,,,,,,249,82,9496,252,25,13077,229,21,8866,0,3,0,,,,388,49,16226,555,68,30898,198,50,7947,268,34,13007,,,,,,,0,3,0,,,,,,,0,4,0,0,4,0,31,4,1491,,,,28,4,2517,0,4,0,,,,19,3,590,0,6,0,,,,,,,,,,3,3,92,37,8,1077,145,7,7405,44,7,2547,36,11,1764,17,3,631,16,5,800,24,6,1189,152,18,10169,77,16,2496,12,3,348,134,8,6156,14,4,936,78,7,2968,43,6,2171,93,4,5649,16,5,788,19,14,1465,419,20,24741,73,8,3367,228,27,6845,56,8,1705,96,12,2224,89,14,2118,564,23,19411,73,5,1480,449,8,13530,6,3,117,162,11,3271,212,23,6260,529,40,13478,382,23,3894,56,8,842,38,7,1033,190,19,2829,44,4,629,228,4,4577,990,15,25308,26,5,394,53,6,811,62,7,862,92,20,2898,95,35,5111,42,12,1793,0,4,0,,,,702,52,39424,230,32,12127,0,3,0,,,,,,,25,4,1282,27,7,1144,2,4,173,0,5,0,27,4,851,0,8,0,0,6,0,47,8,7846,57,5,2546,50,5,1966,659,24,34871,21,4,675,159,11,8738,14,12,561,526,43,32279,177,20,13410,60,12,2335,47,13,5297,50,34,3355,339,15,18100,183,68,8633,157,56,4852,82,38,4516,124,42,5295,18,7,816,51,10,1808,155,17,6695,,,,482,149,30448,207,50,10612,232,53,14406,4,4,125,338,71,21403,661,148,34956,3,3,351,59,21,4419,249,44,12305,91,19,4947,80,31,3108,0,4,0,551,18,16070,57,21,2171,19,5,748,51,13,2603,434,94,12241,51,11,2082,60,7,3028,19,5,1042,160,4,5161,5,3,94,22,8,820,96,15,1056,5,3,242,493,74,37112,336,48,17444,375,76,14374,221,12,9185,118,11,12119,167,8,3496,197,11,6553,0,4,0,,,,489,4,17337,411,16,10675,229,5,5641,,,,319,51,9118,61,7,2010,,,,376,34,6308,,,,,,,4,5,100,28,4,685,372,20,4592,747,42,14556,52,5,1272,84,11,1818,154,19,2304,2920,141,48709,404,58,14166,0,3,0,27,7,988,17,5,545,220,43,4322,32,5,1133,47,5,751,73,23,1734,381,59,8118,,,,98,14,4365,103,22,2268,136,38,6658
56009,Converse County,14,-105.5,43.02,11044.14,0.0,0.0,,,,,,,,,,95,8,12935,,,,,,,375,22,25960,0,10,0,0,3,0,,,,6,7,238,44,4,1778,263,13,17654,,,,,,,13,6,452,68,16,3095,,,,123,7,7512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,4,1010,,,,,,,,,,23,4,820,16,3,385,128,6,3102,,,,30,5,482,,,,87,7,1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,597,,,,,,,34,13,2055,35,7,2206,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,610,,,,,,,,,,71,5,3584,,,,,,,,,,0,4,0,,,,22,7,783,25,12,689,6,5,195,,,,,,,,,,,,,,,,12,6,434,20,8,737,30,5,1959,,,,,,,8,8,513,,,,,,,45,6,1579,,,,,,,,,,,,,,,,,,,,,,33,6,542,,,,42,4,2831,0,4,0,,,,,,,,,,,,,,,,,,,28,5,1058,49,7,2444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4,988,,,,,,,,,,,,,,,,,,,,,,56,5,490,125,8,2147,,,,,,,21,4,363,253,22,4131,39,15,1409,,,,6,3,417,,,,18,5,398,,,,,,,9,3,105,41,9,598,,,,,,,28,4,385,,,
56027,Niobrara County,2,-104.46,43.01,6808.99,0.0,0.0,,,,,,,,,,,,,,,,,,,10,3,275,,,,,,,,,,6,4,191,,,,9,3,463,,,,,,,,,,,,,,,,5,5,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3,535,,,,,,,,,,55,6,608,,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56039,Teton County,23,-112.26,47.85,10924.06,2.15,0.01,,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,568,114,33929,89,12,4784,147,4,12259,,,,,,,377,28,19601,379,59,20624,264,55,14782,170,29,12540,,,,0,3,0,10,4,706,,,,,,,,,,,,,,,,,,,,,,10,4,419,,,,,,,7,3,142,,,,,,,11,4,347,,,,13,8,631,,,,6,3,536,,,,,,,,,,,,,,,,,,,,,,23,5,1357,,,,,,,,,,0,3,0,26,5,1125,0,4,0,0,4,0,,,,39,3,1673,10,4,324,65,17,2915,16,6,437,141,16,7695,,,,522,10,18824,45,6,893,54,6,1768,31,8,1157,154,18,5622,130,24,4322,,,,49,10,1867,113,18,3893,47,11,1789,,,,112,3,2969,16,5,447,90,17,2769,13,3,538,70,28,3715,53,21,1232,60,11,2156,202,5,3465,,,,224,8,10043,43,7,1840,,,,,,,53,3,2280,,,,,,,,,,67,4,3784,,,,,,,79,12,4089,,,,69,11,2690,,,,78,11,4452,,,,,,,35,11,4229,251,21,22033,0,3,0,,,,0,4,0,95,49,14005,21,4,1794,60,24,3675,87,41,3747,234,88,14794,223,40,17545,92,9,4246,60,9,2100,10,5,758,0,3,0,139,71,10654,117,44,7655,273,52,19917,47,17,3426,62,36,4132,151,80,15786,14,6,2368,21,14,1488,56,26,1973,46,9,4264,86,28,6175,,,,0,3,0,23,6,812,130,13,11360,6,4,360,366,90,21017,3,6,230,37,3,1773,,,,382,7,15459,18,3,167,,,,170,26,4481,3,3,113,173,38,18540,91,13,4570,136,36,5219,67,6,3267,0,3,61,,,,,,,,,,,,,,,,,,,,,,,,,43,11,2133,51,6,1687,,,,64,16,1874,13,4,1225,43,5,2268,24,12,1571,55,4,2838,2446,70,49311,2537,56,84836,66,16,5760,139,9,4083,95,6,2240,1958,94,48772,92,23,4783,9,5,534,,,,,,,80,24,2250,,,,100,4,3745,32,10,1506,127,14,3727,31,11,2296,94,27,5706,33,8,1965,58,7,2735
56037,Sweetwater County,45,-108.97,41.62,27173.2,2.02,0.03,,,,,,,,,,152,5,13072,0,3,0,1170,3,91928,887,69,63645,0,5,0,,,,,,,63,18,1983,87,6,7140,94,7,7903,,,,42,5,1619,166,22,9161,170,31,7913,102,11,4839,151,21,7885,,,,,,,,,,,,,,,,,,,,,,0,5,0,,,,0,3,0,,,,,,,0,4,0,,,,,,,,,,,,,,,,18,3,880,38,4,2806,,,,,,,,,,20,4,1700,0,4,0,234,35,19988,0,3,0,,,,0,3,0,,,,34,6,2736,87,7,5167,,,,,,,1,3,90,238,10,13713,29,6,812,153,15,6074,,,,22,5,892,32,7,1026,243,17,7984,25,3,565,273,6,9335,,,,17,5,315,41,5,1683,485,31,10234,147,8,1247,9,3,141,28,5,1374,63,10,862,,,,,,,400,6,10534,8,3,97,24,4,348,,,,60,10,883,,,,23,6,1127,,,,,,,234,29,15570,254,25,17253,0,4,0,79,6,7955,,,,50,5,2570,18,5,809,,,,0,3,0,,,,,,,,,,,,,,,,,,,95,16,4186,,,,,,,,,,185,16,8385,,,,8,5,246,,,,18,11,2080,,,,61,19,2522,106,40,2431,14,7,551,13,6,486,10,5,556,14,4,603,93,12,6965,,,,81,23,3274,67,16,1112,152,24,15173,,,,,,,69,36,4428,,,,,,,54,12,1763,164,9,19473,10,5,695,,,,,,,,,,,,,10,3,372,99,24,3506,,,,,,,16,4,850,,,,,,,,,,33,6,237,,,,79,16,4318,126,17,5334,203,31,6784,33,4,1663,,,,82,4,3668,40,4,1724,,,,,,,,,,,,,,,,0,3,0,243,11,6273,,,,,,,20,5,234,,,,,,,,,,,,,59,12,843,310,21,5522,,,,,,,153,21,1740,1258,74,20595,168,32,6493,,,,96,14,8522,,,,51,7,599,,,,,,,9,4,237,71,20,1246,,,,6,4,354,36,8,541,78,11,904
56033,Sheridan County,30,-100.46,39.35,6546.65,2.06,0.02,,,,,,,,,,0,3,0,,,,,,,33,5,2213,,,,,,,,,,216,38,7615,94,11,4428,24,3,2957,16,4,438,0,3,0,130,21,5859,226,39,11209,70,22,2114,110,30,6873,,,,,,,33,4,982,,,,,,,,,,,,,,,,,,,9,4,512,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,428,,,,,,,,,,57,9,2595,,,,,,,29,6,937,,,,,,,0,3,0,,,,0,3,0,,,,202,11,11928,26,4,1120,80,10,2687,23,4,963,15,5,588,38,7,794,203,10,5545,53,4,1047,192,9,4541,31,5,400,48,4,877,52,6,2268,116,12,2103,73,10,871,,,,16,4,353,95,8,2409,,,,,,,0,4,0,,,,6,3,150,23,5,303,30,9,890,3,5,245,19,6,680,,,,,,,129,14,4585,51,14,2555,,,,,,,,,,,,,,,,,,,65,6,3069,,,,,,,,,,,,,,,,,,,65,8,3652,20,4,585,4,3,165,3,3,134,188,14,11232,7,3,212,,,,21,4,2543,35,9,4932,,,,69,21,3911,59,31,1853,37,14,1485,22,10,998,,,,17,6,599,,,,,,,98,26,5417,92,19,2994,344,36,20714,,,,73,23,4704,83,39,4665,,,,,,,71,18,2704,14,5,1064,15,7,619,,,,,,,24,5,1142,10,4,267,,,,108,32,2789,,,,,,,17,5,1071,,,,,,,,,,,,,,,,199,19,12536,116,18,5121,120,31,5857,48,8,2230,9,3,807,0,4,0,27,3,1088,,,,,,,282,3,9595,242,6,8067,,,,,,,437,23,14063,17,4,410,,,,152,20,2523,,,,,,,0,3,0,,,,301,19,4669,336,23,6543,30,5,1190,54,6,636,71,11,894,1226,68,20600,122,30,4206,,,,,,,0,3,0,27,10,691,17,3,507,,,,,,,142,27,3147,27,10,1742,32,7,1000,34,7,282,20,8,601
