Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-1151,Est-1151,Pay-1151,Emp-1152,Est-1152,Pay-1152,Emp-2111,Est-2111,Pay-2111,Emp-2123,Est-2123,Pay-2123,Emp-2131,Est-2131,Pay-2131,Emp-2211,Est-2211,Pay-2211,Emp-2212,Est-2212,Pay-2212,Emp-2213,Est-2213,Pay-2213,Emp-2361,Est-2361,Pay-2361,Emp-2362,Est-2362,Pay-2362,Emp-2371,Est-2371,Pay-2371,Emp-2372,Est-2372,Pay-2372,Emp-2373,Est-2373,Pay-2373,Emp-2379,Est-2379,Pay-2379,Emp-2381,Est-2381,Pay-2381,Emp-2382,Est-2382,Pay-2382,Emp-2383,Est-2383,Pay-2383,Emp-2389,Est-2389,Pay-2389,Emp-3111,Est-3111,Pay-3111,Emp-3116,Est-3116,Pay-3116,Emp-3118,Est-3118,Pay-3118,Emp-3119,Est-3119,Pay-3119,Emp-3121,Est-3121,Pay-3121,Emp-3141,Est-3141,Pay-3141,Emp-3149,Est-3149,Pay-3149,Emp-3152,Est-3152,Pay-3152,Emp-3219,Est-3219,Pay-3219,Emp-3222,Est-3222,Pay-3222,Emp-3231,Est-3231,Pay-3231,Emp-3251,Est-3251,Pay-3251,Emp-3254,Est-3254,Pay-3254,Emp-3261,Est-3261,Pay-3261,Emp-3262,Est-3262,Pay-3262,Emp-3271,Est-3271,Pay-3271,Emp-3273,Est-3273,Pay-3273,Emp-3279,Est-3279,Pay-3279,Emp-3315,Est-3315,Pay-3315,Emp-3323,Est-3323,Pay-3323,Emp-3326,Est-3326,Pay-3326,Emp-3327,Est-3327,Pay-3327,Emp-3328,Est-3328,Pay-3328,Emp-3329,Est-3329,Pay-3329,Emp-3331,Est-3331,Pay-3331,Emp-3332,Est-3332,Pay-3332,Emp-3333,Est-3333,Pay-3333,Emp-3335,Est-3335,Pay-3335,Emp-3339,Est-3339,Pay-3339,Emp-3342,Est-3342,Pay-3342,Emp-3345,Est-3345,Pay-3345,Emp-3346,Est-3346,Pay-3346,Emp-3353,Est-3353,Pay-3353,Emp-3359,Est-3359,Pay-3359,Emp-3362,Est-3362,Pay-3362,Emp-3363,Est-3363,Pay-3363,Emp-3365,Est-3365,Pay-3365,Emp-3371,Est-3371,Pay-3371,Emp-3372,Est-3372,Pay-3372,Emp-3391,Est-3391,Pay-3391,Emp-3399,Est-3399,Pay-3399,Emp-4231,Est-4231,Pay-4231,Emp-4232,Est-4232,Pay-4232,Emp-4233,Est-4233,Pay-4233,Emp-4234,Est-4234,Pay-4234,Emp-4235,Est-4235,Pay-4235,Emp-4236,Est-4236,Pay-4236,Emp-4237,Est-4237,Pay-4237,Emp-4238,Est-4238,Pay-4238,Emp-4239,Est-4239,Pay-4239,Emp-4241,Est-4241,Pay-4241,Emp-4242,Est-4242,Pay-4242,Emp-4243,Est-4243,Pay-4243,Emp-4244,Est-4244,Pay-4244,Emp-4245,Est-4245,Pay-4245,Emp-4246,Est-4246,Pay-4246,Emp-4247,Est-4247,Pay-4247,Emp-4248,Est-4248,Pay-4248,Emp-4249,Est-4249,Pay-4249,Emp-4251,Est-4251,Pay-4251,Emp-4411,Est-4411,Pay-4411,Emp-4412,Est-4412,Pay-4412,Emp-4413,Est-4413,Pay-4413,Emp-4421,Est-4421,Pay-4421,Emp-4422,Est-4422,Pay-4422,Emp-4431,Est-4431,Pay-4431,Emp-4441,Est-4441,Pay-4441,Emp-4442,Est-4442,Pay-4442,Emp-4451,Est-4451,Pay-4451,Emp-4452,Est-4452,Pay-4452,Emp-4453,Est-4453,Pay-4453,Emp-4461,Est-4461,Pay-4461,Emp-4471,Est-4471,Pay-4471,Emp-4481,Est-4481,Pay-4481,Emp-4482,Est-4482,Pay-4482,Emp-4483,Est-4483,Pay-4483,Emp-4511,Est-4511,Pay-4511,Emp-4512,Est-4512,Pay-4512,Emp-4522,Est-4522,Pay-4522,Emp-4523,Est-4523,Pay-4523,Emp-4531,Est-4531,Pay-4531,Emp-4532,Est-4532,Pay-4532,Emp-4533,Est-4533,Pay-4533,Emp-4539,Est-4539,Pay-4539,Emp-4541,Est-4541,Pay-4541,Emp-4542,Est-4542,Pay-4542,Emp-4543,Est-4543,Pay-4543,Emp-4811,Est-4811,Pay-4811,Emp-4812,Est-4812,Pay-4812,Emp-4841,Est-4841,Pay-4841,Emp-4842,Est-4842,Pay-4842,Emp-4853,Est-4853,Pay-4853,Emp-4854,Est-4854,Pay-4854,Emp-4855,Est-4855,Pay-4855,Emp-4859,Est-4859,Pay-4859,Emp-4862,Est-4862,Pay-4862,Emp-4881,Est-4881,Pay-4881,Emp-4882,Est-4882,Pay-4882,Emp-4884,Est-4884,Pay-4884,Emp-4885,Est-4885,Pay-4885,Emp-4889,Est-4889,Pay-4889,Emp-4921,Est-4921,Pay-4921,Emp-4922,Est-4922,Pay-4922,Emp-4931,Est-4931,Pay-4931,Emp-5111,Est-5111,Pay-5111,Emp-5112,Est-5112,Pay-5112,Emp-5121,Est-5121,Pay-5121,Emp-5122,Est-5122,Pay-5122,Emp-5151,Est-5151,Pay-5151,Emp-5173,Est-5173,Pay-5173,Emp-5179,Est-5179,Pay-5179,Emp-5182,Est-5182,Pay-5182,Emp-5191,Est-5191,Pay-5191,Emp-5221,Est-5221,Pay-5221,Emp-5222,Est-5222,Pay-5222,Emp-5223,Est-5223,Pay-5223,Emp-5231,Est-5231,Pay-5231,Emp-5239,Est-5239,Pay-5239,Emp-5241,Est-5241,Pay-5241,Emp-5242,Est-5242,Pay-5242,Emp-5259,Est-5259,Pay-5259,Emp-5311,Est-5311,Pay-5311,Emp-5312,Est-5312,Pay-5312,Emp-5313,Est-5313,Pay-5313,Emp-5321,Est-5321,Pay-5321,Emp-5322,Est-5322,Pay-5322,Emp-5323,Est-5323,Pay-5323,Emp-5324,Est-5324,Pay-5324,Emp-5331,Est-5331,Pay-5331,Emp-5411,Est-5411,Pay-5411,Emp-5412,Est-5412,Pay-5412,Emp-5413,Est-5413,Pay-5413,Emp-5414,Est-5414,Pay-5414,Emp-5415,Est-5415,Pay-5415,Emp-5416,Est-5416,Pay-5416,Emp-5417,Est-5417,Pay-5417,Emp-5418,Est-5418,Pay-5418,Emp-5419,Est-5419,Pay-5419,Emp-5511,Est-5511,Pay-5511,Emp-5611,Est-5611,Pay-5611,Emp-5612,Est-5612,Pay-5612,Emp-5613,Est-5613,Pay-5613,Emp-5614,Est-5614,Pay-5614,Emp-5615,Est-5615,Pay-5615,Emp-5616,Est-5616,Pay-5616,Emp-5617,Est-5617,Pay-5617,Emp-5619,Est-5619,Pay-5619,Emp-5621,Est-5621,Pay-5621,Emp-5622,Est-5622,Pay-5622,Emp-5629,Est-5629,Pay-5629,Emp-6111,Est-6111,Pay-6111,Emp-6113,Est-6113,Pay-6113,Emp-6114,Est-6114,Pay-6114,Emp-6115,Est-6115,Pay-6115,Emp-6116,Est-6116,Pay-6116,Emp-6117,Est-6117,Pay-6117,Emp-6211,Est-6211,Pay-6211,Emp-6212,Est-6212,Pay-6212,Emp-6213,Est-6213,Pay-6213,Emp-6214,Est-6214,Pay-6214,Emp-6215,Est-6215,Pay-6215,Emp-6216,Est-6216,Pay-6216,Emp-6219,Est-6219,Pay-6219,Emp-6221,Est-6221,Pay-6221,Emp-6223,Est-6223,Pay-6223,Emp-6231,Est-6231,Pay-6231,Emp-6232,Est-6232,Pay-6232,Emp-6233,Est-6233,Pay-6233,Emp-6239,Est-6239,Pay-6239,Emp-6241,Est-6241,Pay-6241,Emp-6242,Est-6242,Pay-6242,Emp-6243,Est-6243,Pay-6243,Emp-6244,Est-6244,Pay-6244,Emp-7111,Est-7111,Pay-7111,Emp-7112,Est-7112,Pay-7112,Emp-7113,Est-7113,Pay-7113,Emp-7114,Est-7114,Pay-7114,Emp-7115,Est-7115,Pay-7115,Emp-7121,Est-7121,Pay-7121,Emp-7131,Est-7131,Pay-7131,Emp-7132,Est-7132,Pay-7132,Emp-7139,Est-7139,Pay-7139,Emp-7211,Est-7211,Pay-7211,Emp-7212,Est-7212,Pay-7212,Emp-7213,Est-7213,Pay-7213,Emp-7223,Est-7223,Pay-7223,Emp-7224,Est-7224,Pay-7224,Emp-7225,Est-7225,Pay-7225,Emp-8111,Est-8111,Pay-8111,Emp-8112,Est-8112,Pay-8112,Emp-8113,Est-8113,Pay-8113,Emp-8114,Est-8114,Pay-8114,Emp-8121,Est-8121,Pay-8121,Emp-8122,Est-8122,Pay-8122,Emp-8123,Est-8123,Pay-8123,Emp-8129,Est-8129,Pay-8129,Emp-8131,Est-8131,Pay-8131,Emp-8132,Est-8132,Pay-8132,Emp-8133,Est-8133,Pay-8133,Emp-8134,Est-8134,Pay-8134,Emp-8139,Est-8139,Pay-8139
31083,Harlan County,3,-83.23,36.84,1486.83,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,7,1050,,,,,,,,,,17,3,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,6,1811,,,,,,,,,,,,,,,,12,5,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,98,12,3,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3,103,42,10,372,,,,,,,,,,,,,,,,,,,,,,,,,29,4,412,,,,,,,,,,,,
31185,York County,14,-76.74,39.97,1491.46,1.64,0.04,103,6,8827,,,,,,,,,,,,,,,,,,,,,,28,12,859,18,3,577,,,,,,,,,,,,,144,11,6986,89,16,4571,4,4,143,20,3,866,83,3,2676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,6,2625,,,,,,,,,,,,,,,,,,,121,11,5984,,,,,,,,,,,,,,,,71,9,3322,,,,,,,,,,45,8,2703,5,4,220,0,3,0,,,,47,6,1141,,,,,,,0,3,0,50,6,1812,,,,,,,,,,,,,29,4,1379,260,11,6117,,,,,,,,,,,,,,,,,,,0,3,0,8,3,88,13,3,194,,,,,,,,,,,,,,,,,,,,,,21,7,1125,31,16,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,6,3496,,,,,,,,,,289,14,11489,,,,,,,,,,12,6,1155,,,,42,19,1386,,,,21,5,368,5,5,120,8,5,158,,,,,,,,,,,,,,,,26,6,959,64,6,2133,8,3,453,,,,12,4,577,,,,,,,,,,,,,75,3,5802,,,,,,,0,5,0,,,,,,,76,3,1156,29,6,867,,,,17,3,709,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,42,4,1841,90,15,2789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4,382,,,,,,,,,,,,,,,,,,,,,,,,,40,4,833,118,10,1958,,,,,,,,,,,,,630,27,8053,164,27,4932,,,,16,6,701,,,,24,9,442,,,,,,,,,,201,25,3555,,,,,,,19,3,198,4,3,134
31019,Buffalo County,49,-99.08,40.84,2526.38,2.96,0.14,204,5,8819,,,,,,,39,4,1557,,,,,,,0,7,0,,,,245,50,4008,149,13,8834,71,8,4785,,,,52,4,2513,,,,215,37,8276,318,50,15022,108,30,3776,72,17,2792,,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,149,8,4870,,,,,,,,,,,,,,,,40,3,1423,,,,,,,0,3,0,,,,37,6,1438,,,,,,,,,,,,,,,,40,3,2334,,,,,,,,,,,,,,,,,,,,,,1567,4,81120,,,,,,,,,,,,,14,4,409,,,,,,,51,5,3864,21,6,862,,,,22,4,1252,46,7,2073,171,19,8934,111,5,3887,,,,,,,,,,43,6,1769,76,8,3404,0,3,0,11,3,380,,,,413,15,22294,53,5,1605,203,12,8062,92,7,4118,88,7,2684,93,6,2741,,,,69,12,2091,409,17,13202,94,8,2856,673,9,11250,0,3,0,0,3,0,150,17,4553,452,34,7769,193,21,2091,64,7,1141,22,5,756,170,13,4005,,,,,,,0,6,0,24,4,383,60,7,1946,51,8,831,57,13,1496,0,6,0,,,,64,10,2078,,,,,,,410,23,19158,151,37,5937,,,,,,,,,,,,,,,,12,4,471,,,,,,,,,,,,,,,,,,,114,4,3538,0,4,0,,,,,,,,,,,,,285,26,12054,,,,,,,,,,394,28,19733,,,,11,4,277,31,11,2286,66,17,5431,21,11,1172,157,58,6421,,,,38,19,1782,56,23,1770,22,13,527,28,5,530,18,5,575,,,,15,3,850,,,,119,27,5584,116,17,5966,110,8,5073,4,6,72,147,10,7993,116,26,6264,,,,,,,89,14,2631,584,7,24545,29,5,984,,,,236,8,6293,0,4,0,,,,15,4,297,266,35,7536,7,3,388,,,,,,,,,,64,6,1277,,,,,,,,,,40,5,236,,,,808,48,61194,183,25,8499,277,53,15636,131,12,5152,,,,,,,30,3,1509,,,,,,,507,6,13419,,,,204,6,3563,,,,203,19,6469,31,5,912,113,4,2618,194,17,2671,5,3,194,,,,,,,,,,0,3,0,42,6,766,,,,,,,213,13,2388,617,24,11395,,,,,,,104,11,1665,145,17,2006,2240,109,33777,264,47,8498,,,,0,4,0,11,3,423,94,25,1589,20,4,485,,,,35,9,621,414,46,8591,96,7,2215,24,5,622,58,10,941,19,11,766
31037,Colfax County,11,-97.08,41.57,1078.73,1.77,0.07,,,,,,,,,,,,,,,,,,,,,,,,,8,6,175,0,3,0,,,,,,,,,,,,,5,3,162,26,8,933,,,,53,8,2566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3,1780,,,,,,,,,,,,,,,,46,8,2313,,,,,,,,,,0,4,0,,,,18,5,752,,,,17,4,491,,,,,,,,,,,,,,,,92,4,1516,,,,,,,,,,58,5,866,,,,,,,,,,,,,,,,,,,23,4,407,,,,,,,,,,,,,,,,,,,59,5,2806,,,,,,,94,16,3947,96,25,3933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,6,3121,,,,,,,,,,,,,,,,27,8,953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4,735,,,,,,,22,5,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,8,4,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4,349,,,,,,,,,,,,,23,4,188,87,10,1038,27,11,1038,,,,0,4,0,,,,13,5,113,11,3,200,,,,,,,105,17,1648,,,,,,,,,,,,
31049,Deuel County,2,-102.33,41.11,1141.67,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,5,1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,646,,,,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,5,815,,,,,,,,,,,,,,,,,,,,,,,,,10,6,111,,,,,,,,,,,,
31087,Hitchcock County,3,-101.04,40.17,1860.76,0.0,0.0,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,,,,,,,8,3,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,4,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4,118,,,,,,,,,,,,,,,,,,,,,,,,,7,3,79,,,,,,,,,,,,
31113,Logan County,1,-89.38,40.11,1479.44,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31141,Platte County,33,-94.77,39.38,1772.97,1.84,0.17,,,,,,,,,,0,4,0,,,,,,,,,,,,,82,27,3137,470,11,25315,,,,,,,,,,,,,68,10,3122,211,36,11841,95,16,3183,55,6,4003,70,4,4025,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,24,5,830,,,,,,,,,,,,,,,,122,5,5902,,,,,,,667,5,29190,,,,79,10,3763,,,,,,,0,5,0,,,,,,,,,,0,4,0,,,,,,,,,,6,3,213,,,,,,,,,,,,,,,,,,,,,,70,5,2389,,,,,,,,,,,,,,,,0,3,0,,,,204,20,13494,46,3,2005,,,,,,,,,,,,,99,9,4282,0,3,0,,,,,,,113,11,5548,40,4,1214,159,9,7779,17,3,651,79,10,2502,0,3,0,27,4,826,23,5,526,244,16,6800,34,5,565,432,6,8695,,,,,,,137,14,4471,313,22,5648,113,14,1611,30,4,350,11,3,378,37,8,821,,,,,,,364,6,9058,10,3,84,41,6,1798,32,4,676,18,5,283,,,,,,,11,10,656,,,,,,,91,22,3271,170,24,7739,,,,,,,,,,,,,,,,,,,,,,,,,35,5,1290,,,,,,,,,,,,,66,4,1189,,,,,,,,,,,,,67,10,3036,,,,,,,,,,323,27,16569,30,5,3011,4,3,128,32,9,2097,19,13,1802,,,,79,26,3955,,,,82,15,1489,34,12,2007,13,6,363,,,,,,,,,,,,,,,,46,16,3220,118,15,3064,106,8,7646,,,,,,,41,7,2017,,,,,,,71,12,2505,37,5,3209,0,3,0,,,,219,10,7630,0,3,0,,,,,,,121,20,3739,25,4,646,30,3,735,,,,0,3,0,312,9,7096,,,,,,,,,,22,5,431,,,,247,19,20112,75,10,4190,215,26,9227,35,8,1323,,,,,,,0,3,0,,,,,,,292,3,6206,,,,,,,,,,181,12,3422,,,,,,,31,7,519,,,,,,,,,,,,,,,,,,,,,,,,,181,9,1490,142,8,2195,,,,,,,22,4,433,69,12,760,922,49,11469,111,33,3439,16,3,658,10,6,230,,,,55,11,897,,,,0,4,0,,,,252,25,4532,12,4,309,15,3,269,59,6,1091,0,3,0
31143,Polk County,5,-94.82,30.76,1141.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,8,1407,,,,10,3,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3,1707,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,506,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,30,,,,,,,,,,10,8,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,5,1514,,,,,,,,,,,,,,,,18,7,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,133,2,3,10,,,,,,,,,,7,4,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,45,40,5,370,14,6,576,,,,,,,,,,,,,,,,,,,,,,38,11,457,,,,,,,,,,,,
31169,Thayer County,5,-97.63,40.17,1489.49,0.0,0.0,12,3,394,,,,,,,,,,,,,,,,,,,,,,5,4,159,,,,0,3,0,,,,,,,,,,,,,29,8,1000,,,,18,5,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,6,2954,,,,,,,,,,,,,,,,66,7,2920,,,,,,,,,,115,11,6727,,,,,,,,,,7,3,230,,,,,,,,,,16,3,296,,,,41,4,663,,,,,,,,,,76,8,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,16,4,581,15,10,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,6,4312,,,,,,,,,,,,,,,,16,6,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,483,11,3,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,13,669,14,7,358,,,,19,4,860,,,,,,,0,4,0,,,,,,,56,15,722,,,,,,,,,,,,
