Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
22083,Richland Parish,20,-91.81,32.42,1462.09,0.0,0.0,31,9,1171,40,4,3302,25,6,1299,233,33,10792,290,27,14800,25,10,1035,316,31,25700,197,18,3398,107,32,4149,,,,87,11,2753,213,3,6296,1788,76,56710,17,6,200,365,23,4652,167,41,3205,,,
22099,St. Martin Parish,54,-91.61,30.18,2114.61,1.55,0.03,,,,671,41,50705,68,7,4137,632,104,27361,913,60,57710,67,10,3146,224,40,10743,633,42,54520,307,87,15218,76,4,4945,305,38,6963,173,5,5470,1389,71,53565,153,18,2753,1186,70,17121,301,63,8221,,,
22085,Sabine Parish,24,-93.53,31.52,2619.18,0.0,0.0,252,42,12808,65,15,5548,,,,209,46,9784,80,14,4055,32,7,1442,259,36,10006,22,11,610,150,53,7097,,,,40,12,915,,,,695,50,22809,10,5,83,220,24,3259,224,55,4533,,,
22115,Vernon Parish,50,-93.2,31.08,3475.2,1.63,0.07,93,17,5158,5,6,149,71,7,5117,406,47,19994,67,15,3071,85,10,3369,252,43,11822,257,32,12128,337,82,17603,43,3,1377,385,22,17973,100,9,4177,1719,67,90452,13,4,373,1174,84,17170,326,64,6808,,,
22127,Winn Parish,14,-92.64,31.95,2478.77,0.0,0.0,391,24,23320,32,5,1183,8,3,66,32,10,2073,68,8,2572,9,3,539,107,23,3855,24,7,768,54,16,2336,,,,295,7,8583,,,,979,39,37779,10,4,844,234,16,2724,329,36,13601,,,
22033,East Baton Rouge Parish,444,-91.09,30.53,1217.95,2.28,5.11,47,12,1839,60,21,4636,1067,24,97985,50303,847,3447736,9159,661,604667,5125,196,275712,11700,932,907876,3371,634,159249,20477,1756,1567559,8907,97,552115,14325,628,582385,5512,212,200912,37518,1405,1890682,3462,159,65240,24376,1105,434741,11199,1235,391264,14,11,386
22065,Madison Parish,11,-91.26,32.36,1685.56,0.0,0.0,14,7,842,,,,,,,16,4,411,144,14,8117,12,4,465,68,15,3151,21,11,508,16,8,474,,,,174,6,5832,34,4,726,1044,30,27931,52,9,1012,200,17,2652,43,11,488,,,
22003,Allen Parish,26,-92.86,30.66,1984.06,0.0,0.0,53,5,2387,,,,18,4,847,42,8,1235,19,3,567,26,6,1016,108,30,4055,12,5,403,60,23,2566,,,,265,11,7791,22,3,378,769,39,26219,9,4,49,352,30,5072,191,43,5922,2,3,33
22093,St. James Parish,21,-90.8,30.01,667.63,0.0,0.0,,,,,,,,,,182,16,8615,27,9,2052,,,,213,23,12488,129,8,4842,130,19,4842,12,3,4331,132,14,6647,59,5,2041,548,28,21753,133,7,3376,380,27,5771,167,27,3622,,,
22053,Jefferson Davis Parish,31,-92.79,30.26,1705.55,1.84,0.03,35,5,1564,66,16,4948,,,,385,61,24194,267,29,14681,26,4,1492,253,49,14516,207,15,12843,372,68,16303,51,4,3874,136,26,6572,,,,1429,61,55212,35,8,408,651,46,9543,332,59,6851,,,
