Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
12133,Washington County,25,-96.39,30.22,1595.65,0.0,0.0,73,7,3542,,,,21,3,1868,349,72,13852,157,11,8409,58,12,2657,81,20,3570,16,15,543,493,35,20854,,,,214,21,7084,49,4,1003,701,38,26666,90,7,3333,527,35,6821,263,48,4834,,,
12031,Duval County,936,-98.51,27.67,2200.27,2.32,7.08,82,22,3372,26,8,2985,258,13,31344,29872,2803,1740353,23763,1209,1442272,10826,444,1206997,42477,1595,3746525,8165,1523,480440,29110,3322,2187930,12186,199,1109656,42506,1748,1515020,7989,361,321093,65881,2899,3384081,8087,378,448061,47223,2203,859481,18875,2431,608810,53,33,748
12009,Brevard County,586,-80.8,28.21,3353.92,1.99,2.07,28,13,893,11,6,733,363,24,41343,11689,1681,565388,4399,520,252227,3496,239,237018,4903,758,324170,2953,918,114027,19615,1936,1600848,3870,44,400227,12961,1027,480563,5402,179,160207,32969,1640,1556272,3455,208,92798,24090,1211,445768,8679,1358,256771,6,10,109
12007,Bradford County,27,-76.53,41.77,778.3,0.0,0.0,20,6,831,,,,,,,245,41,10271,41,12,1166,37,7,1232,102,19,4275,29,14,486,92,31,3193,,,,102,27,3545,,,,797,40,27339,20,7,282,664,41,9907,287,60,5777,,,
12067,Lafayette County,9,-83.22,30.0,1418.68,0.0,0.0,9,3,75,,,,,,,27,9,968,73,7,3759,,,,19,5,578,,,,26,6,610,,,,,,,,,,136,10,3392,,,,55,8,777,28,17,808,,,
12019,Clay County,211,-98.21,33.69,1666.7,2.09,0.46,64,12,2436,,,,340,5,28462,3319,572,133286,959,93,49975,922,60,47930,999,185,47523,707,231,27292,2290,436,132040,159,16,12440,4013,253,160659,745,56,19992,9009,525,459159,1153,49,21928,6396,307,107278,2240,424,58593,1,5,26
12069,Lake County,346,-122.78,39.05,2995.64,1.91,0.16,77,18,2669,94,8,5537,150,17,12418,8006,1068,399295,1803,264,81597,2441,114,122267,2063,401,121255,2251,527,73678,2258,697,104893,665,17,36957,4420,563,139532,1530,106,51116,19396,945,895806,1400,133,26848,12362,575,243463,5140,726,139261,6,7,103
12043,Glades County,14,-81.19,26.93,2556.36,0.0,0.0,22,3,768,,,,,,,63,15,2851,,,,,,,15,5,573,21,6,446,6,5,213,,,,216,12,8053,,,,55,7,1975,20,5,609,86,11,1202,39,12,461,,,
12089,Nassau County,83,-73.56,40.74,1735.43,1.51,0.05,281,23,22116,,,,114,8,12702,1062,248,43187,287,38,14285,143,29,6193,436,90,32332,499,142,22037,665,218,34822,275,5,41093,737,108,24279,192,24,4881,2826,196,114263,616,49,15956,5164,179,121355,1144,206,33997,1,4,82
12103,Pinellas County,965,-82.73,27.88,850.62,2.41,34.96,53,24,1947,,,,1272,44,133519,20583,2522,1070713,13930,1289,907931,11315,489,872561,28480,1959,2414820,9417,2042,399616,28941,4371,1986536,11582,148,1150993,26960,1848,1064273,7039,395,319236,73881,3582,4065751,7772,521,283602,49789,2385,1022562,18028,2582,511402,39,46,1593
12105,Polk County,686,-94.82,30.76,5206.82,2.09,0.6,339,37,8655,859,19,78197,430,26,48372,11776,1447,557108,10107,611,561640,2501,170,106079,11374,693,745952,3466,765,143857,6505,1126,336804,7508,61,481178,13450,809,396671,5015,159,184074,29740,1205,1442692,3726,150,73880,19559,931,315489,7471,1177,218799,13,14,604
12111,St. Lucie County,313,-80.46,27.39,1583.71,2.11,1.49,319,11,11226,,,,908,13,126068,4970,960,204852,2249,275,112732,814,79,46136,1208,256,70679,1366,322,49247,2701,592,122902,556,21,23798,5139,483,170201,1277,71,39095,13187,831,661595,935,88,18840,9388,466,154254,2638,536,72740,4,7,192
12051,Hendry County,41,-81.15,26.6,3081.68,1.86,0.03,43,6,1072,,,,14,4,506,504,74,22460,298,31,12286,35,7,1476,236,29,10602,53,21,1972,349,48,11244,,,,182,30,6613,13,6,343,1195,70,45232,37,6,943,1157,65,16271,237,68,6712,,,
12061,Indian River County,154,-80.59,27.7,1399.27,1.76,0.54,659,25,16578,13,3,639,49,6,1915,3433,546,150987,830,148,83400,516,58,25020,1512,259,148957,1493,298,61477,2357,526,136418,194,13,15675,3433,372,116820,868,42,30799,9545,489,499313,2276,81,73491,5799,295,108616,2647,416,75410,6,6,132
12109,St. Johns County,245,-81.41,29.9,1744.21,1.84,0.24,20,6,536,,,,81,6,8768,4997,681,271088,2154,228,146975,645,94,43877,1811,385,201390,1641,525,80184,3589,1036,218808,395,23,33694,3514,466,112567,2766,103,84805,8429,731,391221,1652,131,48608,13445,639,286073,4532,576,234511,8,7,169
12063,Jackson County,48,-96.56,28.92,2472.44,0.0,0.0,41,8,1607,34,3,1749,116,5,8517,482,70,22146,231,20,9035,75,15,2805,292,54,14210,100,31,3346,267,51,12534,,,,489,43,18615,222,4,3087,1653,86,72607,49,7,839,1286,82,18357,442,96,10789,,,
12099,Palm Beach County,1465,-80.45,26.63,5765.99,2.64,6.57,566,179,22110,94,8,7264,4656,77,733008,35780,4866,2015131,22010,2295,1714320,14466,806,1175070,20705,3169,2360207,16000,3297,895683,43434,8606,3359266,16344,262,1594265,45667,3689,1795871,12059,659,502077,91692,5997,4713792,21851,982,710923,71297,3101,1540063,27169,4318,920650,90,67,4337
12045,Gulf County,16,-85.22,29.97,1476.94,0.0,0.0,27,4,1432,,,,73,5,5083,183,54,7620,22,6,741,43,8,2183,100,13,4815,67,22,2392,85,24,4693,,,,54,17,1330,,,,212,23,6015,22,3,157,268,30,5953,135,34,2953,2,3,48
12117,Seminole County,461,-81.24,28.72,894.43,2.19,9.15,30,10,2047,,,,615,17,60209,18813,1659,1034164,6217,684,407748,7995,298,655217,16658,985,1240770,3766,890,175380,13853,2072,965758,5832,101,630196,18017,1009,562107,2749,223,91225,21443,1461,1031134,2315,233,57194,18877,934,335068,9998,1118,295453,24,10,243
