Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
24047,Worcester County,52,-71.87,42.37,1513.85,2.29,0.03,17,13,604,,,,,,,1032,224,44494,222,50,10744,190,35,9266,593,93,30473,571,175,25083,654,157,35088,7,4,824,598,91,30579,138,9,4736,2686,158,128406,969,67,37756,6411,444,225423,1132,193,33384,,,
24510,Baltimore city,609,-76.6,39.33,223.81,5.62,60.69,,,,,,,3467,37,540332,8249,588,537908,7447,488,530948,3988,239,356214,16417,576,2681140,5098,743,338175,21007,1580,2080852,11561,79,1035977,16138,570,595139,41118,217,2703934,79541,1533,4837851,8029,206,322627,25135,1560,594433,13501,1409,532072,48,16,1133
24011,Caroline County,33,-77.36,38.03,844.52,0.0,0.0,30,7,1049,,,,,,,729,120,33033,166,26,7892,52,9,2735,166,26,8289,33,16,1910,252,40,9446,159,3,13470,274,39,15241,545,8,18905,815,49,31700,52,6,560,470,36,7865,358,72,12374,,,
24039,Somerset County,26,-79.04,40.0,903.24,0.0,0.0,9,9,399,,,,,,,310,53,13914,559,8,41620,6,6,293,83,14,3120,27,13,624,75,18,4434,,,,71,14,2046,38,4,1218,1247,42,45122,28,5,438,348,28,5209,226,51,5042,,,
24041,Talbot County,37,-84.51,32.7,796.26,0.0,0.0,28,7,1139,,,,,,,1062,182,55516,654,64,36343,318,18,12918,490,67,45021,195,69,9478,1141,138,69949,127,6,12107,1690,88,63103,274,14,11111,3859,185,202737,448,35,14022,2543,143,56964,831,153,29528,,,
24025,Harford County,252,-76.3,39.55,1169.21,2.16,2.34,29,5,885,73,3,5833,150,11,17227,5283,798,310392,2773,195,162199,596,70,43207,1785,288,124182,786,248,37617,9230,781,802706,540,28,36641,3464,359,144148,952,84,27829,12369,630,607329,1324,86,25197,9090,420,163475,4036,563,133086,3,5,62
24001,Allegany County,71,-78.04,42.24,1108.07,2.35,0.45,,,,27,3,1026,150,6,15251,1097,104,53918,562,52,26402,1017,34,26369,862,98,46670,201,54,7591,579,88,27933,,,,1039,51,35080,167,10,4856,5955,221,277934,193,15,1976,3402,184,59393,1196,212,29326,,,
24027,Howard County,319,-101.43,32.3,656.21,2.84,6.29,309,7,12891,,,,123,5,15929,10949,827,780365,16214,574,1185791,5494,169,698161,7285,549,701522,3706,434,275213,41381,2217,4414431,4956,96,691088,13580,565,666385,4360,213,170204,18659,1092,1035587,3960,169,113933,13238,635,270330,7168,730,300039,9,10,381
24033,Prince George's County,909,-76.85,38.8,1291.93,3.87,14.21,,,,52,4,3242,549,11,57732,33037,1735,2400055,11878,561,738522,6079,263,418437,5374,588,394318,9396,759,518066,30340,1857,2668289,2548,81,280635,23465,971,881024,3980,222,150223,35031,2026,1702077,4000,163,80882,35366,1493,851834,13911,1739,575892,39,17,1025
24005,Baltimore County,828,-76.65,39.44,1608.91,3.24,12.08,23,10,659,107,7,8829,1451,32,172903,24371,1894,1667962,13133,779,958397,6160,306,487012,19920,1369,1850971,8557,995,551807,28459,2690,2273923,9334,142,1023229,26666,1269,1070783,8783,270,286148,63471,2779,3033127,5655,300,370615,31703,1756,602875,17540,1864,561608,22,24,762
24003,Anne Arundel County,571,-76.57,38.97,1163.99,2.66,8.28,50,12,909,,,,637,24,78487,18652,1626,1223576,10361,575,777710,4414,255,377035,6537,762,573287,4089,658,237113,34897,2276,4025735,5877,100,407708,20301,897,939993,3796,198,135337,29866,1458,1577339,4552,279,114362,31972,1292,731708,11731,1400,463895,10,17,474
24021,Frederick County,251,-78.28,39.21,1728.97,2.9,1.6,37,14,1176,70,3,4414,167,9,28746,8878,886,557177,3018,274,213239,1069,90,67388,4958,317,449745,1203,294,56358,9780,894,790816,2029,49,131321,5651,378,208598,3130,94,78598,13189,707,617980,1933,110,36367,10454,506,186909,4301,613,163306,13,12,520
24009,Calvert County,92,-76.54,38.53,615.58,2.02,0.08,,,,,,,1088,8,155938,2236,304,136245,311,38,19606,332,17,27450,309,77,23225,266,91,13486,1525,210,103926,48,6,2456,621,98,22810,266,22,5747,3537,190,176627,254,23,7667,3331,160,59968,1228,186,36922,,,
24023,Garrett County,29,-79.25,39.54,1703.76,0.0,0.0,81,23,3582,355,7,24684,31,5,3646,638,143,24693,117,26,3765,453,15,13745,332,33,16845,410,39,12543,465,59,23698,286,3,19536,258,43,8990,40,6,697,1805,82,68094,597,18,7943,1314,87,24021,375,79,9852,,,
24029,Kent County,20,-100.78,33.17,781.1,0.0,0.0,45,4,1336,,,,,,,246,46,12670,162,24,7304,59,8,2674,184,27,10159,59,21,2899,213,47,11070,70,4,12390,271,39,10440,1257,15,33978,1113,67,38747,229,27,6953,634,62,15148,268,65,7018,,,
24031,Montgomery County,1044,-95.51,30.3,1312.96,4.12,18.9,74,24,3453,,,,498,20,57093,27112,2299,1872095,10546,740,1157277,15597,623,1660109,20269,1529,2656745,10224,1516,887156,81652,5790,7721954,14222,534,2113404,48225,1817,2144259,12003,610,611402,77582,3784,4415341,8592,414,237369,35794,1962,861580,27071,2497,1640019,47,54,1721
24013,Carroll County,168,-89.96,42.06,1172.83,1.75,0.76,18,4,831,,,,,,,5350,757,311993,1330,158,80233,382,49,27571,1079,191,79110,475,148,23302,2847,482,213871,378,19,31407,2624,301,116166,1807,64,45861,10340,472,452312,973,57,11043,6636,289,110815,2976,473,96870,11,6,139
24035,Queen Anne's County,50,-76.06,39.03,1023.19,0.0,0.0,14,7,617,,,,,,,1022,222,54490,978,76,65397,138,23,8311,272,61,17647,146,56,6733,712,162,50115,,,,572,82,22791,159,15,7313,1253,104,57717,297,28,6399,2169,103,47461,660,133,18546,,,
24037,St. Mary's County,112,-76.54,38.21,1041.25,2.41,0.24,20,8,790,,,,,,,1764,266,106451,297,35,17639,272,28,17620,434,65,26385,270,94,13039,10453,352,948353,67,7,4410,2329,100,132508,629,35,24136,4627,176,210792,220,29,3559,4039,195,70415,1243,197,40152,,,
24017,Charles County,159,-77.03,38.5,1254.47,2.09,1.02,14,4,508,42,4,1821,568,5,60023,3325,342,202583,726,61,42828,369,40,24638,706,113,55157,329,106,15975,1703,277,115885,436,10,44576,1406,124,53946,543,32,14617,5145,336,229766,496,32,7820,5884,271,102984,2050,290,68574,,,
24019,Dorchester County,32,-76.1,38.39,1550.2,2.9,0.04,,,,,,,,,,517,76,24060,394,32,25568,53,11,1909,202,37,12309,95,33,3040,279,46,15202,23,3,1113,195,32,4073,28,3,458,1693,76,73483,133,15,2215,1270,59,26444,272,76,6827,,,
24043,Washington County,150,-96.39,30.22,1210.59,2.99,1.09,51,5,2881,,,,181,4,21479,2633,324,141482,2909,159,149373,1377,49,52260,4995,209,289633,773,149,32822,1747,231,93980,382,18,25631,3758,187,118238,463,30,11223,9926,439,493481,755,46,12199,6259,331,108919,2514,406,72230,3,6,166
24045,Wicomico County,103,-75.64,38.39,995.64,2.36,0.7,81,9,3802,8,3,227,373,10,35022,2146,258,113364,1637,117,84552,880,47,45444,1020,135,62192,485,135,19825,1264,209,70157,211,11,26595,2057,135,84359,441,21,10268,8966,352,478159,406,24,5758,4256,218,67915,1826,258,51384,12,3,218
24015,Cecil County,103,-75.94,39.57,975.64,2.02,0.08,77,14,2702,105,5,7531,103,5,13029,1117,197,62873,1043,69,52263,145,16,8905,351,69,18325,211,87,7959,650,132,31870,,,,1061,113,40372,395,26,12574,4342,206,255381,815,56,25263,3403,169,67935,1217,214,35338,,,
