Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
35023,Hidalgo County,4,-98.22,26.35,8921.2,0.0,0.0,,,,,,,7,4,638,10,6,254,,,,5,3,221,,,,,,,27,5,1051,,,,,,,,,,188,14,4746,,,,216,16,2913,6,6,115,,,
35029,Luna County,24,-107.77,32.13,7680.69,0.0,0.0,,,,,,,38,3,2908,128,30,5542,139,9,6011,27,9,973,111,24,4508,44,19,1236,87,17,2936,,,,30,12,680,,,,1256,49,42074,57,5,583,820,62,10533,132,38,2482,,,
35031,McKinley County,72,-108.15,35.64,14128.91,1.74,0.01,,,,,,,151,6,14130,407,51,17799,684,48,21764,186,22,5780,473,74,15586,215,41,6655,206,44,8316,13,3,307,170,19,3407,565,9,18825,4495,122,212495,362,10,11439,2722,144,41189,625,95,16030,,,
35021,Harding County,0,-103.48,45.55,5504.96,0.0,0.0,,,,,,,,,,14,3,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35033,Mora County,5,-104.91,35.97,4999.85,0.0,0.0,,,,,,,,,,12,6,340,,,,,,,7,3,180,,,,,,,,,,,,,,,,138,5,3323,,,,12,3,120,18,4,376,,,
35043,Sandoval County,143,-106.85,35.59,9620.2,1.92,0.16,,,,61,5,3249,193,12,13473,1863,234,104859,331,41,26106,227,36,10397,968,117,45116,267,89,13259,750,186,45998,21,5,1431,3388,109,190150,214,30,5799,4377,246,188125,470,28,9468,4922,165,101944,1186,167,31216,,,
35055,Taos County,33,-105.68,36.49,5709.4,0.0,0.0,,,,,,,123,8,6777,384,132,16602,47,15,1794,122,16,4785,162,33,6658,203,59,5681,341,88,16033,,,,171,50,10719,80,16,1636,1846,104,70458,1085,31,19955,2601,150,48779,379,88,10115,,,
35009,Curry County,50,-124.22,42.43,3648.75,1.83,0.17,46,8,2258,,,,108,6,7931,641,93,27721,445,39,17521,221,14,11925,413,76,22069,201,51,6391,491,80,27351,48,4,1625,357,38,10910,113,10,5798,2990,114,102760,70,14,728,2016,91,28969,755,113,16765,,,
35017,Grant County,28,-96.03,45.94,10272.46,0.0,0.0,,,,1248,4,94206,56,5,4108,488,72,20083,103,17,2710,70,15,2858,162,35,6166,71,28,1864,138,38,4603,171,5,9489,48,20,1458,140,4,2067,1618,75,69040,21,5,217,896,63,11651,266,66,6126,,,
35007,Colfax County,12,-97.08,41.57,9758.54,1.81,0.0,,,,26,4,1632,34,7,2205,151,52,5059,12,5,610,26,7,684,114,27,5197,48,20,1785,67,20,1861,,,,91,14,3578,,,,425,26,19291,10,4,134,1127,56,20405,139,39,3255,,,
