Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
18061,Harrison County,40,-94.4,32.52,1260.14,0.0,0.0,10,3,228,101,6,6134,91,6,7121,483,92,21859,248,26,11986,133,11,3674,249,42,12576,62,24,1653,155,40,5816,,,,163,30,4042,11,3,293,1672,86,57351,76,9,1484,2127,52,57800,360,71,9081,,,
18069,Huntington County,36,-85.5,40.8,1004.24,2.12,0.22,,,,,,,46,3,3971,444,74,21698,335,40,13417,375,15,22259,317,63,15111,106,39,2672,346,46,12473,,,,404,30,10203,734,8,12165,1855,64,69471,127,19,1600,1305,86,17135,837,120,15553,,,
18157,Tippecanoe County,192,-86.89,40.39,1303.18,2.89,2.09,16,5,689,25,3,2090,113,7,10189,3001,292,195814,1903,129,94357,763,61,28025,1954,225,133609,1204,220,49835,3032,322,198708,526,17,23879,4135,164,102657,700,32,16899,13466,526,677586,696,68,9192,9440,467,148754,3643,384,112311,,,
18091,LaPorte County,110,-86.75,41.57,1564.46,2.4,0.48,5,5,140,,,,294,12,31778,1675,208,110402,1633,101,84158,360,28,12070,779,115,40807,351,82,18027,773,146,37977,88,11,6014,1510,129,47615,231,15,7110,5478,237,266064,337,36,7084,5798,231,90711,1501,258,39289,2,3,81
18169,Wabash County,31,-87.85,38.46,1090.43,1.73,0.06,46,4,2354,,,,45,4,4112,599,78,30179,300,29,14727,67,11,2209,300,44,15673,121,32,2753,196,45,8540,140,5,7136,324,27,10819,853,6,19943,2080,80,66481,170,9,1977,988,61,13455,533,96,11656,,,
18181,White County,24,-88.16,38.06,1317.66,0.0,0.0,15,4,932,,,,154,8,12902,276,67,11841,202,25,10855,92,16,3623,175,40,7485,49,22,1143,126,30,5379,,,,326,36,10307,20,6,308,771,40,24404,45,6,3528,602,49,8142,270,56,5731,,,
18073,Jasper County,33,-94.0,30.75,1454.16,1.51,0.04,115,8,6838,,,,313,3,39728,703,88,37139,392,35,21450,70,11,1927,294,49,13959,87,22,2742,211,55,7056,,,,296,31,8323,85,5,2281,1017,49,30516,48,10,1135,900,64,11142,299,84,6456,,,
18075,Jay County,21,-85.02,40.44,994.4,0.0,0.0,,,,55,4,2694,,,,215,42,8799,180,17,8403,62,8,1502,143,29,6266,34,16,891,135,25,4511,,,,53,11,1651,9,3,295,893,56,36272,28,7,370,436,31,5922,217,56,3751,,,
18101,Martin County,10,-101.92,32.27,881.5,0.0,0.0,,,,,,,12,3,797,50,17,1901,35,4,1291,25,3,447,39,9,2049,7,3,240,786,37,51221,,,,48,9,1394,,,,136,12,3428,,,,171,18,2254,95,28,1767,,,
18127,Porter County,169,-87.08,41.48,1088.71,1.86,1.04,,,,,,,336,15,35098,3502,382,224680,2471,172,154419,618,49,29886,1111,211,66488,834,168,35254,2135,366,133124,847,12,50635,1962,210,75430,2937,50,72082,8950,405,421115,971,52,12111,6474,331,103079,2841,397,77024,1,6,94
