Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
42001,Adams County,104,-91.21,39.98,1350.68,2.56,0.2,63,10,4314,79,4,4820,64,4,8048,1382,234,87224,834,67,51564,157,27,5731,452,64,31164,208,50,9680,632,139,36368,382,16,21892,591,97,24829,1150,21,54945,4277,177,217409,434,47,10081,3743,215,68855,1396,267,36314,,,
42003,Allegheny County,1246,-79.98,40.46,1927.7,3.32,10.7,15,5,400,1262,62,175851,3037,64,335489,30154,2697,2202360,22423,1589,1785627,14969,706,1788177,53014,2179,5296174,8924,1426,544407,57982,4051,5486007,45675,401,3882651,33228,1756,1458773,49533,506,2485720,135617,4700,7733856,10152,644,762082,48629,3309,1099336,26514,3775,1035079,22,22,433
42005,Armstrong County,66,-101.34,34.93,1719.67,1.94,0.21,11,4,354,550,33,43113,105,5,10006,661,117,32618,473,34,27081,125,21,6096,499,77,26877,185,36,7689,314,73,13157,188,12,18082,203,44,7643,31,9,1222,3333,173,144461,116,15,1954,1172,108,15396,844,209,19014,,,
42025,Carbon County,65,-75.72,40.89,1003.47,3.49,0.24,,,,17,4,846,,,,401,128,20047,253,23,15157,947,23,51075,257,39,15916,145,40,7071,269,69,13913,29,3,5938,241,45,9404,56,8,675,2648,187,126583,1675,31,18061,1531,133,33540,548,162,13578,,,
42007,Beaver County,168,-80.37,40.69,1150.0,2.69,0.68,,,,72,10,5681,1097,14,127293,7789,356,667920,1639,107,111693,285,46,12397,775,163,47840,329,84,15277,1858,226,102985,141,9,10924,2000,197,83488,2187,41,94775,8948,475,413078,305,50,8702,4131,322,73358,2227,453,57454,,,
42009,Bedford County,48,-78.52,40.03,2633.84,0.0,0.0,19,8,565,,,,45,3,3605,583,110,32043,218,33,9028,128,17,4470,321,52,19565,38,12,2732,213,41,8845,161,3,18761,461,36,20247,70,6,1452,1636,115,72439,59,13,1121,1474,106,31022,605,157,13519,,,
42013,Blair County,123,-78.37,40.49,1363.75,2.7,1.07,12,6,363,13,3,948,162,7,18002,2445,297,119160,2746,140,141514,847,50,39716,984,169,61370,454,111,18251,1598,211,90887,1740,19,170056,1807,148,57376,335,29,8806,12453,458,640272,478,49,12454,4320,287,76631,2420,442,66676,,,
42011,Berks County,427,-75.94,40.41,2242.66,5.92,2.16,238,23,10593,226,10,17758,1192,22,111027,6535,838,468860,8323,394,617953,1191,115,71818,5296,406,390745,4183,382,361268,5905,675,454938,4139,58,449255,6263,522,272280,2358,76,66824,28903,931,1683840,1824,145,46090,11389,772,211514,6257,1076,191978,9,5,504
42015,Bradford County,60,-76.53,41.77,3007.14,2.03,0.06,24,14,756,411,24,27906,123,5,11311,546,113,29653,512,50,27812,180,30,5552,494,75,31564,135,36,7096,434,74,21252,681,3,50445,463,39,13459,84,7,1452,4755,145,308912,51,20,1032,1177,118,20053,618,177,15007,,,
42017,Bucks County,644,-75.13,40.35,1610.66,2.43,5.32,9,9,401,149,11,9883,441,26,61273,16865,2533,1252135,16953,1165,1357022,3287,284,314824,8827,1169,907729,2826,772,174581,18140,2383,1705324,2505,103,222227,13508,1304,724256,5131,258,229395,50652,2140,2357682,5108,314,160446,19826,1448,431744,11482,1843,413347,4,10,527
42019,Butler County,193,-79.93,40.92,2060.93,2.45,0.38,21,9,678,692,28,69411,342,18,34392,4055,541,284422,4393,295,304813,1718,70,141918,2275,272,173011,838,175,44112,5554,438,522072,3205,46,385071,4652,269,218491,1191,69,40922,13355,611,652703,889,78,17630,6744,387,132118,3949,576,142443,1,4,103
42021,Cambria County,134,-78.72,40.48,1794.24,2.32,0.34,16,5,415,80,6,6779,357,13,30620,1269,216,73367,1368,110,67499,963,67,50551,1790,207,99020,366,75,13963,1703,181,119072,355,15,15749,1793,114,56383,2281,22,71353,11027,468,469512,381,51,7459,3720,289,57975,2313,454,54828,3,3,39
42023,Cameron County,5,-97.41,26.13,1031.71,1.94,0.05,14,4,599,,,,,,,18,10,580,,,,,,,18,4,642,,,,10,6,420,,,,,,,,,,182,11,9414,4,3,248,74,14,868,76,20,1091,,,
42027,Centre County,159,-77.79,40.94,2882.59,4.95,0.56,82,12,3426,165,11,21566,123,13,11595,2631,285,170661,785,96,41343,942,77,96180,1024,201,79256,914,149,48711,3020,385,229449,375,18,22410,1664,164,71686,565,47,17654,8455,398,440441,856,78,15473,5092,328,102046,2286,374,69168,1,4,50
42043,Dauphin County,284,-76.81,40.4,1445.71,3.63,2.43,64,8,3875,72,11,6189,835,31,85387,6062,453,402669,6160,324,460476,1995,134,142840,8405,385,722537,1542,265,79029,8198,706,710296,8622,72,1100797,10290,431,395421,3968,93,195910,35386,922,2392516,3079,128,103965,10253,694,243607,6794,981,295257,,,
42029,Chester County,532,-75.77,39.98,1967.08,3.46,1.7,562,54,24751,105,9,7391,1455,53,205877,11318,1500,897161,16389,845,1937801,9886,345,1454866,27082,971,3588489,2682,643,201987,25122,2423,2907038,13781,173,2437575,15063,1155,923888,6297,256,299016,38266,1568,2082441,3892,265,129890,13067,1043,321101,9804,1477,381825,22,16,776
42031,Clarion County,38,-79.43,41.18,1579.59,2.06,0.08,10,6,275,116,21,6183,139,11,12377,468,77,31564,215,24,11081,84,18,2899,286,38,17415,82,26,3023,203,38,10201,,,,241,35,9448,103,8,2098,2465,164,92945,55,10,1176,1040,83,16164,648,125,18130,,,
42033,Clearfield County,81,-78.45,40.99,2990.29,2.49,0.15,43,15,924,465,31,37910,186,10,19160,665,142,37967,743,61,36677,175,23,7426,697,77,39785,193,37,7470,489,103,20074,276,9,15608,1001,66,34101,193,8,5269,6003,266,297774,91,19,2480,2170,181,37167,1799,276,49214,,,
