Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
08001,Adams County,515,-91.21,39.98,3065.76,3.11,4.04,89,6,2830,991,28,115498,1190,16,151489,24188,1792,1657522,16794,748,1236366,2083,161,196060,3406,516,243581,2909,663,171134,7495,991,633896,1523,49,132742,11754,654,578259,2063,145,84561,25399,856,1530463,1048,111,40050,16673,832,416363,6830,972,292441,18,11,1240
08003,Alamosa County,16,-105.79,37.58,1872.95,1.56,0.04,,,,,,,61,4,6272,310,40,18856,161,12,7541,84,12,6526,493,31,35740,85,24,3130,160,41,8515,,,,141,21,5221,25,3,785,1910,77,91991,57,9,1461,852,55,17068,239,46,6541,,,
08005,Arapahoe County,652,-104.36,39.64,2086.19,3.11,9.33,96,7,4534,548,71,82712,410,19,47171,24283,1949,1915863,11794,775,1145494,25295,519,3146567,28083,1697,2867300,7531,1575,510587,26756,3006,2671872,15970,171,1776800,23955,1147,1361133,5049,333,266990,42744,2481,2614822,3438,270,381052,24484,1426,657396,11371,1678,547799,35,16,1367
08009,Baca County,4,-102.58,37.31,6623.73,0.0,0.0,4,3,42,,,,,,,29,7,1014,54,14,2427,,,,18,5,794,3,3,29,8,3,239,,,,7,3,165,,,,234,4,9498,,,,18,3,249,22,13,434,,,
08007,Archuleta County,13,-107.08,37.2,3509.4,0.0,0.0,2,5,460,,,,21,3,2149,361,103,15810,13,5,832,36,10,1296,87,23,5727,169,52,8522,137,44,6214,,,,134,27,5772,39,5,1075,605,29,30957,319,21,7602,837,66,23205,205,44,6297,,,
08011,Bent County,6,-103.1,37.94,3991.82,0.0,0.0,,,,,,,21,3,767,,,,,,,,,,52,5,3370,4,3,37,,,,,,,,,,,,,90,9,4079,,,,22,5,367,7,4,53,,,
08013,Boulder County,329,-105.36,40.1,1917.97,3.13,3.9,64,22,2500,145,26,12463,311,17,28283,5158,862,341146,8702,493,1149167,9603,390,1976845,4115,721,525427,2846,922,186438,26946,3088,3065472,1455,49,172612,6092,620,334335,2962,312,135176,21221,1523,1226805,2600,333,77310,14679,901,413626,6443,1041,284010,106,12,4081
08017,Cheyenne County,2,-101.76,39.8,4615.55,0.0,0.0,,,,161,9,11021,,,,23,5,881,37,5,2919,,,,44,6,2415,,,,4,4,55,,,,2,3,55,,,,84,4,3736,,,,12,3,128,2,3,55,,,
08014,Broomfield County,73,-105.05,39.94,86.96,2.51,18.32,,,,,,,,,,3726,148,294926,1998,97,258514,6564,108,1017482,1709,126,158075,536,193,34157,4551,440,483659,4422,25,714443,1569,115,97012,977,59,37239,2906,210,197258,338,36,9444,3021,174,79179,1047,175,48751,,,
08015,Chaffee County,19,-106.18,38.74,2629.38,0.0,0.0,,,,,,,69,3,6514,692,187,45072,167,21,7135,77,16,2828,224,47,16442,234,96,10422,245,113,12333,,,,103,33,3831,143,14,2914,918,81,53755,507,36,11083,1263,130,39744,253,77,8850,,,
08019,Clear Creek County,9,-105.64,39.68,1025.81,0.0,0.0,,,,510,4,52964,20,3,2279,98,45,5467,50,16,2830,2,3,96,20,9,1014,30,22,1940,57,42,3213,,,,50,19,2492,25,3,829,49,16,1566,569,15,11585,624,56,20399,72,12,1935,,,
08021,Conejos County,8,-106.17,37.19,3343.49,0.0,0.0,,,,,,,,,,75,19,3803,30,5,1300,,,,,,,,,,18,8,591,,,,41,3,1575,,,,206,13,10039,,,,48,14,1843,33,9,713,,,
08023,Costilla County,4,-105.42,37.24,3187.66,0.0,0.0,,,,,,,,,,10,4,275,,,,,,,,,,,,,,,,,,,,,,,,,34,5,826,,,,26,6,700,32,7,749,,,
08025,Crowley County,6,-103.83,38.34,2070.36,0.0,0.0,,,,,,,17,3,589,7,3,143,,,,,,,23,3,1102,3,4,66,12,3,1012,,,,,,,,,,92,4,2936,,,,,,,14,4,284,,,
08027,Custer County,5,-105.35,38.11,1916.04,0.0,0.0,14,3,569,,,,,,,56,30,2439,11,6,287,8,4,425,13,4,639,26,11,1262,12,7,513,,,,17,6,496,,,,14,3,392,,,,103,17,2231,101,22,3209,,,
08029,Delta County,31,-95.67,33.39,2974.89,0.0,0.0,54,12,2056,23,5,4337,46,15,3494,475,116,23933,199,29,8465,117,20,5745,265,51,18328,552,45,23009,200,71,7953,,,,149,29,5505,82,7,2143,1418,75,65829,59,25,1776,591,75,13016,291,94,7818,,,
