Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
24001,Allegany County,69,-78.04,42.24,1108.03,2.09,0.37,11,3,366,,,,148,5,15839,933,107,51386,456,47,23977,468,32,17150,801,94,48069,151,45,6383,459,86,26069,,,,341,48,10297,174,9,4356,5917,249,318653,133,19,2822,2980,171,63577,1085,204,31109,,,
24003,Anne Arundel County,584,-76.57,38.97,1163.97,3.07,8.23,47,11,881,18,3,1369,638,33,74575,19558,1659,1393515,8546,579,743161,3227,251,302908,7432,752,869371,3629,705,234116,38013,2352,4581718,3842,88,433081,18699,906,1011719,3381,209,136668,27355,1472,1755773,3761,297,124302,25809,1295,718730,10094,1422,470592,63,20,1616
24005,Baltimore County,851,-76.65,39.44,1608.91,3.4,12.47,34,12,944,114,5,8523,1550,33,187811,24472,1924,1695163,12674,760,974696,5244,303,517407,18901,1327,2093505,7547,1099,507358,27499,2698,2493782,10053,127,1104849,24255,1271,1149027,6997,268,276906,61927,2962,3382281,4292,312,393247,26266,1756,609617,14593,1908,578145,15,19,776
24021,Frederick County,267,-78.28,39.21,1728.98,3.05,1.75,37,15,1175,166,4,10005,169,9,19847,8429,887,568458,3005,262,229662,977,91,71311,4503,322,457823,1044,292,65522,10150,940,923019,1805,54,151591,4608,390,196224,2727,96,78215,13667,741,738278,1519,105,35966,8632,495,197110,3876,635,166331,11,10,394
24009,Calvert County,93,-76.54,38.53,615.59,1.88,0.08,,,,,,,1072,8,152837,2191,298,138483,285,38,20037,129,16,7892,328,77,34096,257,97,14182,1411,211,106953,40,7,2183,692,101,26233,210,21,5446,3415,190,181079,212,27,7264,2897,153,61996,1181,190,40805,1,4,56
24011,Caroline County,33,-77.36,38.03,844.51,0.0,0.0,9,5,425,,,,,,,742,115,37293,204,29,10880,36,9,1880,192,24,8838,20,13,1130,255,43,10219,181,3,14135,304,43,22053,433,9,18216,750,44,34903,37,6,545,408,34,8129,352,71,14070,,,
24013,Carroll County,172,-89.96,42.06,1172.83,1.99,0.6,21,8,1282,,,,21,4,2556,5435,742,340628,1305,136,92149,296,50,24998,1182,189,90004,425,162,24436,3702,489,273686,336,17,29196,2721,320,129529,1507,65,44567,10062,482,492961,695,52,13302,5532,281,109028,2601,471,95089,4,3,109
24015,Cecil County,103,-75.94,39.57,975.63,2.17,0.07,49,11,2202,100,5,8144,96,4,12101,1137,193,69815,1491,65,79615,102,15,6468,336,64,23360,268,97,10806,799,127,67283,,,,1991,116,65499,357,25,14087,3989,212,265658,757,55,25783,3089,166,71157,1057,206,34332,,,
24017,Charles County,165,-77.03,38.5,1254.49,2.13,1.44,11,3,368,14,4,1084,546,5,55705,3405,348,220920,805,64,51386,363,38,26221,635,105,64557,328,127,19415,1723,293,119857,502,9,65138,1386,144,58415,398,34,12942,4710,356,240493,345,37,7447,5544,284,116790,1826,293,68261,4,4,89
24019,Dorchester County,32,-76.1,38.39,1550.2,2.45,0.06,,,,,,,,,,615,78,39704,339,28,25559,41,10,1926,196,33,13955,121,35,3699,320,49,19025,,,,226,30,4182,39,5,813,1602,63,72822,113,15,1482,949,58,24831,275,78,7344,,,
