Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
05001,Arkansas County,18,-91.36,34.29,2677.27,0.01,,102.0,14.0,6018.0,,,,43.0,3.0,3410.0,469.0,31.0,32609.0,383.0,34.0,20184.0,74.0,14.0,2534.0,231.0,29.0,12995.0,74.0,18.0,2185.0,83.0,23.0,2618.0,0.0,3.0,0.0,72.0,10.0,4331.0,0.0,3.0,0.0,836.0,48.0,27071.0,38.0,12.0,801.0,371.0,42.0,4862.0,248.0,51.0,5423.0,,,
05003,Ashley County,21,-91.73,33.17,2436.02,0.01,0.14,271.0,22.0,11135.0,,,,,,,468.0,28.0,20491.0,155.0,17.0,7141.0,36.0,5.0,1093.0,155.0,24.0,5525.0,18.0,8.0,665.0,63.0,25.0,1994.0,46.0,3.0,3932.0,55.0,10.0,1193.0,,,,904.0,39.0,31863.0,6.0,4.0,73.0,382.0,28.0,5150.0,247.0,47.0,4956.0,,,
05005,Baxter County,41,-92.34,36.28,1519.81,0.03,0.37,0.0,3.0,0.0,,,,,,,548.0,95.0,18437.0,264.0,24.0,11641.0,149.0,16.0,6374.0,545.0,73.0,39259.0,269.0,44.0,4964.0,445.0,73.0,15169.0,,,,233.0,37.0,6583.0,31.0,5.0,349.0,3981.0,177.0,172794.0,133.0,22.0,2644.0,1545.0,105.0,21576.0,502.0,111.0,11282.0,,,
05007,Benton County,252,-94.05,45.72,2289.67,0.11,0.58,114.0,12.0,3703.0,58.0,4.0,2541.0,291.0,13.0,24358.0,5033.0,590.0,241295.0,10381.0,378.0,467495.0,1922.0,122.0,157036.0,2995.0,349.0,187385.0,1154.0,313.0,46640.0,7606.0,721.0,504354.0,0.0,743.0,0.0,3750.0,331.0,134921.0,2226.0,80.0,45511.0,9552.0,574.0,439814.0,1247.0,77.0,29318.0,11006.0,513.0,188452.0,3742.0,471.0,108564.0,6.0,4.0,62.0
05009,Boone County,37,-88.82,42.32,1559.28,0.02,0.83,,,,,,,71.0,10.0,5175.0,511.0,58.0,21073.0,372.0,37.0,13714.0,273.0,15.0,11685.0,409.0,64.0,20992.0,97.0,41.0,2610.0,235.0,52.0,6949.0,0.0,20.0,0.0,919.0,30.0,28185.0,7.0,3.0,78.0,2584.0,128.0,93455.0,22.0,7.0,589.0,1146.0,72.0,17099.0,428.0,91.0,10451.0,,,
05011,Bradley County,11,-92.17,33.45,1691.01,0.01,0.05,338.0,42.0,9888.0,,,,,,,65.0,18.0,2604.0,157.0,12.0,5563.0,14.0,5.0,510.0,112.0,13.0,4928.0,11.0,5.0,135.0,30.0,13.0,775.0,,,,56.0,6.0,835.0,,,,504.0,31.0,17087.0,,,,223.0,18.0,2317.0,128.0,33.0,2957.0,,,
05013,Calhoun County,5,-96.67,28.5,1638.03,0.0,,15.0,3.0,444.0,,,,,,,32.0,4.0,745.0,,,,,,,14.0,3.0,450.0,,,,,,,,,,,,,,,,0.0,3.0,0.0,,,,20.0,4.0,237.0,16.0,10.0,224.0,,,
05015,Carroll County,28,-89.96,42.06,1653.89,0.02,0.5,11.0,3.0,565.0,,,,0.0,4.0,0.0,329.0,63.0,12459.0,326.0,16.0,11597.0,70.0,11.0,3141.0,223.0,42.0,10952.0,48.0,24.0,1331.0,738.0,38.0,71106.0,,,,307.0,16.0,8693.0,130.0,7.0,2973.0,671.0,48.0,25766.0,75.0,17.0,1672.0,1380.0,145.0,21527.0,271.0,70.0,5657.0,,,
05017,Chicot County,11,-91.3,33.25,1789.57,0.01,0.02,41.0,7.0,2259.0,,,,4.0,3.0,222.0,127.0,14.0,6344.0,125.0,11.0,6624.0,12.0,6.0,414.0,93.0,16.0,5090.0,22.0,9.0,292.0,34.0,13.0,1717.0,,,,0.0,3.0,0.0,,,,592.0,33.0,19717.0,67.0,6.0,1344.0,111.0,12.0,1547.0,82.0,24.0,1805.0,,,
05019,Clark County,22,-87.78,39.33,2286.72,0.01,0.25,222.0,32.0,9492.0,,,,42.0,4.0,3401.0,52.0,19.0,1795.0,121.0,14.0,4906.0,30.0,7.0,1228.0,216.0,35.0,10456.0,69.0,28.0,1471.0,203.0,32.0,9106.0,0.0,4.0,0.0,97.0,12.0,4130.0,0.0,7.0,0.0,1171.0,55.0,34947.0,33.0,6.0,629.0,1172.0,61.0,17233.0,260.0,66.0,4751.0,,,
