Fips,name,population,longitude,latitude,Employees-1151,Establishments-1151,Payroll-1151,Employees-1152,Establishments-1152,Payroll-1152,Employees-2111,Establishments-2111,Payroll-2111,Employees-2123,Establishments-2123,Payroll-2123,Employees-2131,Establishments-2131,Payroll-2131,Employees-2211,Establishments-2211,Payroll-2211,Employees-2212,Establishments-2212,Payroll-2212,Employees-2361,Establishments-2361,Payroll-2361,Employees-2362,Establishments-2362,Payroll-2362,Employees-2371,Establishments-2371,Payroll-2371,Employees-2372,Establishments-2372,Payroll-2372,Employees-2373,Establishments-2373,Payroll-2373,Employees-2379,Establishments-2379,Payroll-2379,Employees-2381,Establishments-2381,Payroll-2381,Employees-2382,Establishments-2382,Payroll-2382,Employees-2383,Establishments-2383,Payroll-2383,Employees-2389,Establishments-2389,Payroll-2389,Employees-3111,Establishments-3111,Payroll-3111,Employees-3112,Establishments-3112,Payroll-3112,Employees-3113,Establishments-3113,Payroll-3113,Employees-3114,Establishments-3114,Payroll-3114,Employees-3116,Establishments-3116,Payroll-3116,Employees-3118,Establishments-3118,Payroll-3118,Employees-3119,Establishments-3119,Payroll-3119,Employees-3121,Establishments-3121,Payroll-3121,Employees-3149,Establishments-3149,Payroll-3149,Employees-3152,Establishments-3152,Payroll-3152,Employees-3219,Establishments-3219,Payroll-3219,Employees-3222,Establishments-3222,Payroll-3222,Employees-3231,Establishments-3231,Payroll-3231,Employees-3241,Establishments-3241,Payroll-3241,Employees-3251,Establishments-3251,Payroll-3251,Employees-3254,Establishments-3254,Payroll-3254,Employees-3255,Establishments-3255,Payroll-3255,Employees-3256,Establishments-3256,Payroll-3256,Employees-3259,Establishments-3259,Payroll-3259,Employees-3261,Establishments-3261,Payroll-3261,Employees-3272,Establishments-3272,Payroll-3272,Employees-3273,Establishments-3273,Payroll-3273,Employees-3279,Establishments-3279,Payroll-3279,Employees-3315,Establishments-3315,Payroll-3315,Employees-3321,Establishments-3321,Payroll-3321,Employees-3322,Establishments-3322,Payroll-3322,Employees-3323,Establishments-3323,Payroll-3323,Employees-3324,Establishments-3324,Payroll-3324,Employees-3327,Establishments-3327,Payroll-3327,Employees-3328,Establishments-3328,Payroll-3328,Employees-3329,Establishments-3329,Payroll-3329,Employees-3331,Establishments-3331,Payroll-3331,Employees-3332,Establishments-3332,Payroll-3332,Employees-3333,Establishments-3333,Payroll-3333,Employees-3334,Establishments-3334,Payroll-3334,Employees-3335,Establishments-3335,Payroll-3335,Employees-3339,Establishments-3339,Payroll-3339,Employees-3341,Establishments-3341,Payroll-3341,Employees-3344,Establishments-3344,Payroll-3344,Employees-3345,Establishments-3345,Payroll-3345,Employees-3351,Establishments-3351,Payroll-3351,Employees-3353,Establishments-3353,Payroll-3353,Employees-3359,Establishments-3359,Payroll-3359,Employees-3362,Establishments-3362,Payroll-3362,Employees-3363,Establishments-3363,Payroll-3363,Employees-3364,Establishments-3364,Payroll-3364,Employees-3371,Establishments-3371,Payroll-3371,Employees-3372,Establishments-3372,Payroll-3372,Employees-3391,Establishments-3391,Payroll-3391,Employees-3399,Establishments-3399,Payroll-3399,Employees-4231,Establishments-4231,Payroll-4231,Employees-4232,Establishments-4232,Payroll-4232,Employees-4233,Establishments-4233,Payroll-4233,Employees-4234,Establishments-4234,Payroll-4234,Employees-4235,Establishments-4235,Payroll-4235,Employees-4236,Establishments-4236,Payroll-4236,Employees-4237,Establishments-4237,Payroll-4237,Employees-4238,Establishments-4238,Payroll-4238,Employees-4239,Establishments-4239,Payroll-4239,Employees-4241,Establishments-4241,Payroll-4241,Employees-4242,Establishments-4242,Payroll-4242,Employees-4243,Establishments-4243,Payroll-4243,Employees-4244,Establishments-4244,Payroll-4244,Employees-4245,Establishments-4245,Payroll-4245,Employees-4246,Establishments-4246,Payroll-4246,Employees-4247,Establishments-4247,Payroll-4247,Employees-4248,Establishments-4248,Payroll-4248,Employees-4249,Establishments-4249,Payroll-4249,Employees-4251,Establishments-4251,Payroll-4251,Employees-4411,Establishments-4411,Payroll-4411,Employees-4412,Establishments-4412,Payroll-4412,Employees-4413,Establishments-4413,Payroll-4413,Employees-4421,Establishments-4421,Payroll-4421,Employees-4422,Establishments-4422,Payroll-4422,Employees-4431,Establishments-4431,Payroll-4431,Employees-4441,Establishments-4441,Payroll-4441,Employees-4442,Establishments-4442,Payroll-4442,Employees-4451,Establishments-4451,Payroll-4451,Employees-4452,Establishments-4452,Payroll-4452,Employees-4453,Establishments-4453,Payroll-4453,Employees-4461,Establishments-4461,Payroll-4461,Employees-4471,Establishments-4471,Payroll-4471,Employees-4481,Establishments-4481,Payroll-4481,Employees-4482,Establishments-4482,Payroll-4482,Employees-4483,Establishments-4483,Payroll-4483,Employees-4511,Establishments-4511,Payroll-4511,Employees-4512,Establishments-4512,Payroll-4512,Employees-4522,Establishments-4522,Payroll-4522,Employees-4523,Establishments-4523,Payroll-4523,Employees-4531,Establishments-4531,Payroll-4531,Employees-4532,Establishments-4532,Payroll-4532,Employees-4533,Establishments-4533,Payroll-4533,Employees-4539,Establishments-4539,Payroll-4539,Employees-4541,Establishments-4541,Payroll-4541,Employees-4542,Establishments-4542,Payroll-4542,Employees-4543,Establishments-4543,Payroll-4543,Employees-4811,Establishments-4811,Payroll-4811,Employees-4841,Establishments-4841,Payroll-4841,Employees-4842,Establishments-4842,Payroll-4842,Employees-4853,Establishments-4853,Payroll-4853,Employees-4854,Establishments-4854,Payroll-4854,Employees-4855,Establishments-4855,Payroll-4855,Employees-4859,Establishments-4859,Payroll-4859,Employees-4861,Establishments-4861,Payroll-4861,Employees-4862,Establishments-4862,Payroll-4862,Employees-4869,Establishments-4869,Payroll-4869,Employees-4881,Establishments-4881,Payroll-4881,Employees-4882,Establishments-4882,Payroll-4882,Employees-4884,Establishments-4884,Payroll-4884,Employees-4885,Establishments-4885,Payroll-4885,Employees-4889,Establishments-4889,Payroll-4889,Employees-4921,Establishments-4921,Payroll-4921,Employees-4922,Establishments-4922,Payroll-4922,Employees-4931,Establishments-4931,Payroll-4931,Employees-5111,Establishments-5111,Payroll-5111,Employees-5112,Establishments-5112,Payroll-5112,Employees-5121,Establishments-5121,Payroll-5121,Employees-5122,Establishments-5122,Payroll-5122,Employees-5151,Establishments-5151,Payroll-5151,Employees-5173,Establishments-5173,Payroll-5173,Employees-5179,Establishments-5179,Payroll-5179,Employees-5182,Establishments-5182,Payroll-5182,Employees-5191,Establishments-5191,Payroll-5191,Employees-5221,Establishments-5221,Payroll-5221,Employees-5222,Establishments-5222,Payroll-5222,Employees-5223,Establishments-5223,Payroll-5223,Employees-5231,Establishments-5231,Payroll-5231,Employees-5239,Establishments-5239,Payroll-5239,Employees-5241,Establishments-5241,Payroll-5241,Employees-5242,Establishments-5242,Payroll-5242,Employees-5311,Establishments-5311,Payroll-5311,Employees-5312,Establishments-5312,Payroll-5312,Employees-5313,Establishments-5313,Payroll-5313,Employees-5321,Establishments-5321,Payroll-5321,Employees-5322,Establishments-5322,Payroll-5322,Employees-5323,Establishments-5323,Payroll-5323,Employees-5324,Establishments-5324,Payroll-5324,Employees-5331,Establishments-5331,Payroll-5331,Employees-5411,Establishments-5411,Payroll-5411,Employees-5412,Establishments-5412,Payroll-5412,Employees-5413,Establishments-5413,Payroll-5413,Employees-5414,Establishments-5414,Payroll-5414,Employees-5415,Establishments-5415,Payroll-5415,Employees-5416,Establishments-5416,Payroll-5416,Employees-5417,Establishments-5417,Payroll-5417,Employees-5418,Establishments-5418,Payroll-5418,Employees-5419,Establishments-5419,Payroll-5419,Employees-5511,Establishments-5511,Payroll-5511,Employees-5611,Establishments-5611,Payroll-5611,Employees-5612,Establishments-5612,Payroll-5612,Employees-5613,Establishments-5613,Payroll-5613,Employees-5614,Establishments-5614,Payroll-5614,Employees-5615,Establishments-5615,Payroll-5615,Employees-5616,Establishments-5616,Payroll-5616,Employees-5617,Establishments-5617,Payroll-5617,Employees-5619,Establishments-5619,Payroll-5619,Employees-5621,Establishments-5621,Payroll-5621,Employees-5622,Establishments-5622,Payroll-5622,Employees-5629,Establishments-5629,Payroll-5629,Employees-6111,Establishments-6111,Payroll-6111,Employees-6113,Establishments-6113,Payroll-6113,Employees-6114,Establishments-6114,Payroll-6114,Employees-6115,Establishments-6115,Payroll-6115,Employees-6116,Establishments-6116,Payroll-6116,Employees-6117,Establishments-6117,Payroll-6117,Employees-6211,Establishments-6211,Payroll-6211,Employees-6212,Establishments-6212,Payroll-6212,Employees-6213,Establishments-6213,Payroll-6213,Employees-6214,Establishments-6214,Payroll-6214,Employees-6215,Establishments-6215,Payroll-6215,Employees-6216,Establishments-6216,Payroll-6216,Employees-6219,Establishments-6219,Payroll-6219,Employees-6221,Establishments-6221,Payroll-6221,Employees-6223,Establishments-6223,Payroll-6223,Employees-6231,Establishments-6231,Payroll-6231,Employees-6232,Establishments-6232,Payroll-6232,Employees-6233,Establishments-6233,Payroll-6233,Employees-6239,Establishments-6239,Payroll-6239,Employees-6241,Establishments-6241,Payroll-6241,Employees-6242,Establishments-6242,Payroll-6242,Employees-6243,Establishments-6243,Payroll-6243,Employees-6244,Establishments-6244,Payroll-6244,Employees-7111,Establishments-7111,Payroll-7111,Employees-7112,Establishments-7112,Payroll-7112,Employees-7113,Establishments-7113,Payroll-7113,Employees-7114,Establishments-7114,Payroll-7114,Employees-7115,Establishments-7115,Payroll-7115,Employees-7121,Establishments-7121,Payroll-7121,Employees-7131,Establishments-7131,Payroll-7131,Employees-7132,Establishments-7132,Payroll-7132,Employees-7139,Establishments-7139,Payroll-7139,Employees-7211,Establishments-7211,Payroll-7211,Employees-7212,Establishments-7212,Payroll-7212,Employees-7213,Establishments-7213,Payroll-7213,Employees-7223,Establishments-7223,Payroll-7223,Employees-7224,Establishments-7224,Payroll-7224,Employees-7225,Establishments-7225,Payroll-7225,Employees-8111,Establishments-8111,Payroll-8111,Employees-8112,Establishments-8112,Payroll-8112,Employees-8113,Establishments-8113,Payroll-8113,Employees-8114,Establishments-8114,Payroll-8114,Employees-8121,Establishments-8121,Payroll-8121,Employees-8122,Establishments-8122,Payroll-8122,Employees-8123,Establishments-8123,Payroll-8123,Employees-8129,Establishments-8129,Payroll-8129,Employees-8131,Establishments-8131,Payroll-8131,Employees-8132,Establishments-8132,Payroll-8132,Employees-8133,Establishments-8133,Payroll-8133,Employees-8134,Establishments-8134,Payroll-8134,Employees-8139,Establishments-8139,Payroll-8139,area
20001,,,,,,,,,,,48.0,7.0,2975.0,,,,32.0,4.0,1244.0,,,,,,,1.0,6.0,10.0,,,,,,,,,,,,,,,,35.0,4.0,1052.0,47.0,14.0,1831.0,2.0,3.0,7.0,10.0,5.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,4.0,10905.0,,,,,,,,,,,,,,,,,,,19.0,3.0,593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,210.0,,,,,,,,,,,,,,,,,,,91.0,6.0,6331.0,,,,,,,,,,,,,,,,15.0,5.0,533.0,,,,,,,,,,,,,,,,,,,,,,29.0,4.0,811.0,,,,,,,8.0,3.0,173.0,,,,43.0,3.0,955.0,21.0,3.0,287.0,11.0,3.0,215.0,,,,42.0,5.0,2330.0,122.0,10.0,2134.0,,,,,,,,,,,,,,,,,,,184.0,7.0,5089.0,,,,,,,,,,,,,,,,,,,,,,,,,54.0,10.0,1926.0,6.0,5.0,192.0,,,,,,,,,,,,,15.0,3.0,1110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,5.0,2222.0,,,,,,,,,,96.0,9.0,2685.0,,,,,,,,,,,,,,,,34.0,10.0,1538.0,5.0,9.0,39.0,5.0,4.0,51.0,22.0,17.0,307.0,,,,,,,,,,,,,,,,18.0,5.0,950.0,25.0,5.0,605.0,,,,,,,,,,5.0,9.0,1375.0,,,,,,,20.0,3.0,514.0,,,,10.0,3.0,511.0,,,,,,,,,,,,,,,,35.0,9.0,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,5.0,1908.0,19.0,3.0,662.0,28.0,11.0,1020.0,99.0,3.0,3758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,110.0,,,,,,,41.0,4.0,683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,3.0,314.0,,,,,,,66.0,3.0,617.0,,,,276.0,18.0,3251.0,43.0,10.0,1210.0,,,,,,,,,,4.0,4.0,8.0,,,,,,,,,,34.0,13.0,504.0,,,,,,,,,,,,,1308.7863261162313
20003,,,,,,,,,,,25.0,6.0,1386.0,,,,,,,,,,,,,20.0,7.0,604.0,,,,6.0,3.0,333.0,,,,,,,,,,25.0,9.0,737.0,10.0,4.0,348.0,,,,13.0,3.0,479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,4.0,633.0,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,317.0,,,,,,,,,,17.0,3.0,467.0,,,,,,,,,,12.0,3.0,117.0,,,,62.0,4.0,1334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,8.0,422.0,14.0,5.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,9.0,2886.0,,,,,,,,,,,,,,,,20.0,6.0,387.0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,260.0,6.0,3.0,75.0,,,,,,,,,,8.0,3.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,88.0,4.0,4.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,12.0,1206.0,5.0,5.0,136.0,,,,,,,,,,,,,,,,,,,,,,35.0,8.0,546.0,,,,,,,,,,,,,1511.863671862169
20005,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,9.0,1040.0,36.0,4.0,1353.0,,,,,,,,,,,,,82.0,4.0,4058.0,38.0,15.0,1762.0,14.0,5.0,498.0,23.0,10.0,2413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,3.0,2147.0,,,,,,,,,,,,,,,,39.0,3.0,2058.0,,,,,,,,,,21.0,4.0,535.0,,,,,,,,,,32.0,5.0,782.0,,,,,,,,,,28.0,4.0,637.0,,,,73.0,4.0,1024.0,,,,,,,46.0,3.0,1771.0,71.0,7.0,1037.0,,,,,,,,,,,,,,,,,,,202.0,3.0,5218.0,,,,,,,,,,,,,,,,,,,,,,,,,32.0,6.0,1699.0,13.0,3.0,714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,573.0,,,,,,,,,,67.0,9.0,2495.0,,,,,,,,,,12.0,3.0,644.0,,,,30.0,12.0,1678.0,9.0,3.0,219.0,10.0,3.0,375.0,,,,,,,,,,,,,,,,,,,30.0,7.0,818.0,17.0,7.0,368.0,,,,,,,,,,,,,,,,,,,30.0,4.0,1068.0,,,,,,,,,,,,,,,,,,,,,,21.0,7.0,571.0,,,,,,,,,,,,,99.0,3.0,2434.0,,,,,,,,,,,,,,,,85.0,4.0,6244.0,36.0,6.0,1857.0,25.0,7.0,834.0,,,,,,,,,,,,,,,,,,,,,,141.0,4.0,3733.0,,,,,,,37.0,6.0,486.0,,,,,,,38.0,4.0,741.0,,,,,,,,,,,,,,,,14.0,3.0,115.0,,,,,,,73.0,4.0,619.0,39.0,4.0,588.0,,,,,,,71.0,4.0,2075.0,,,,420.0,27.0,3981.0,21.0,7.0,736.0,,,,,,,,,,,,,18.0,3.0,575.0,,,,,,,139.0,16.0,3118.0,3.0,3.0,120.0,,,,19.0,4.0,89.0,34.0,5.0,286.0,1123.5875065764242
20007,,,,,,,,,,,26.0,6.0,1165.0,,,,103.0,19.0,6263.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,130.0,9.0,5.0,284.0,,,,8.0,4.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,3.0,769.0,,,,21.0,3.0,669.0,,,,,,,,,,,,,,,,54.0,3.0,819.0,,,,,,,,,,40.0,3.0,527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,5.0,2146.0,,,,,,,,,,25.0,5.0,935.0,,,,,,,,,,,,,,,,14.0,4.0,386.0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,4.0,160.0,14.0,5.0,366.0,,,,,,,,,,20.0,4.0,451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,5.0,430.0,,,,,,,4.0,3.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,44.0,13.0,3.0,102.0,,,,,,,,,,,,,95.0,12.0,878.0,18.0,6.0,464.0,,,,,,,,,,,,,,,,,,,,,,23.0,13.0,391.0,,,,,,,,,,,,,2942.651673427835
20009,,,,,9.0,5.0,491.0,,,,53.0,24.0,1631.0,,,,441.0,50.0,21009.0,116.0,7.0,10996.0,,,,38.0,17.0,1219.0,66.0,8.0,2685.0,136.0,6.0,18548.0,,,,132.0,4.0,8656.0,,,,29.0,12.0,930.0,169.0,27.0,8103.0,91.0,4.0,4745.0,22.0,9.0,1034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,240.0,,,,,,,,,,,,,,,,,,,13.0,3.0,349.0,,,,51.0,4.0,1801.0,,,,,,,,,,,,,,,,,,,22.0,4.0,881.0,,,,,,,82.0,3.0,3568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,4.0,1144.0,,,,198.0,25.0,11164.0,,,,,,,,,,,,,,,,81.0,10.0,3330.0,104.0,5.0,7132.0,11.0,3.0,759.0,,,,84.0,7.0,4329.0,,,,118.0,7.0,4906.0,,,,127.0,12.0,4944.0,,,,,,,27.0,4.0,604.0,106.0,11.0,2560.0,28.0,3.0,585.0,213.0,6.0,4007.0,,,,20.0,7.0,326.0,53.0,9.0,2092.0,178.0,15.0,3578.0,46.0,7.0,707.0,16.0,3.0,193.0,,,,,,,,,,,,,326.0,8.0,8768.0,,,,40.0,4.0,1155.0,,,,10.0,3.0,197.0,,,,,,,9.0,3.0,377.0,,,,59.0,9.0,3398.0,216.0,21.0,10130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,10.0,2040.0,,,,,,,,,,211.0,22.0,11186.0,,,,,,,16.0,4.0,754.0,17.0,13.0,1984.0,9.0,3.0,517.0,306.0,24.0,13239.0,15.0,13.0,471.0,8.0,4.0,599.0,48.0,5.0,1207.0,,,,11.0,3.0,456.0,,,,25.0,6.0,1568.0,,,,68.0,17.0,3208.0,187.0,11.0,13489.0,43.0,5.0,1593.0,,,,,,,39.0,14.0,1689.0,,,,,,,75.0,10.0,1818.0,,,,,,,,,,128.0,3.0,4735.0,,,,,,,,,,68.0,13.0,1818.0,,,,7.0,3.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,88.0,12.0,6786.0,60.0,10.0,3198.0,96.0,19.0,3024.0,47.0,3.0,2134.0,,,,5.0,3.0,97.0,16.0,3.0,226.0,701.0,5.0,32880.0,,,,217.0,4.0,5302.0,268.0,10.0,4331.0,174.0,7.0,5370.0,36.0,7.0,807.0,358.0,11.0,6773.0,35.0,7.0,861.0,,,,69.0,7.0,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,44.0,10.0,664.0,89.0,8.0,1191.0,,,,,,,20.0,3.0,260.0,,,,747.0,48.0,9166.0,112.0,29.0,4291.0,,,,46.0,11.0,1814.0,5.0,3.0,57.0,28.0,9.0,432.0,14.0,5.0,1150.0,,,,,,,194.0,34.0,3415.0,8.0,4.0,369.0,11.0,3.0,378.0,25.0,5.0,171.0,19.0,7.0,354.0,2332.6326643488605
20011,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,13.0,444.0,,,,,,,,,,,,,,,,108.0,8.0,6234.0,37.0,10.0,1211.0,,,,15.0,5.0,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0,6.0,11137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.0,3.0,23685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,276.0,,,,,,,,,,31.0,3.0,846.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,3.0,451.0,,,,,,,,,,32.0,4.0,539.0,,,,,,,,,,14.0,3.0,194.0,26.0,3.0,1051.0,133.0,9.0,1545.0,16.0,3.0,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,85.0,18.0,3.0,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,5.0,948.0,,,,,,,,,,85.0,7.0,3564.0,,,,,,,,,,6.0,3.0,412.0,,,,124.0,12.0,5725.0,,,,5.0,3.0,120.0,,,,,,,11.0,3.0,338.0,,,,,,,,,,15.0,5.0,693.0,49.0,9.0,2415.0,19.0,4.0,554.0,,,,,,,,,,,,,,,,24.0,8.0,631.0,160.0,3.0,5255.0,10.0,3.0,531.0,,,,,,,,,,,,,,,,5.0,6.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,4.0,6302.0,24.0,3.0,962.0,36.0,8.0,1300.0,41.0,3.0,907.0,,,,,,,,,,,,,,,,139.0,3.0,2639.0,,,,88.0,4.0,1283.0,,,,84.0,5.0,1296.0,,,,,,,40.0,8.0,527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,5.0,507.0,,,,,,,,,,,,,314.0,24.0,4470.0,39.0,10.0,840.0,,,,,,,,,,,,,16.0,3.0,400.0,,,,,,,91.0,19.0,1477.0,19.0,3.0,973.0,,,,9.0,3.0,51.0,,,,1655.239635704785
20013,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,6.0,693.0,,,,,,,,,,,,,,,,27.0,7.0,607.0,14.0,7.0,561.0,3.0,3.0,70.0,10.0,5.0,246.0,367.0,3.0,11735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,3.0,1289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,6.0,6416.0,,,,,,,,,,,,,,,,75.0,6.0,4507.0,,,,,,,,,,,,,,,,23.0,5.0,767.0,,,,15.0,3.0,377.0,,,,,,,,,,15.0,3.0,391.0,,,,27.0,4.0,343.0,,,,8.0,3.0,121.0,29.0,3.0,969.0,63.0,7.0,963.0,,,,,,,,,,,,,,,,,,,152.0,3.0,4190.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,275.0,54.0,5.0,1344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,4.0,3180.0,,,,,,,,,,166.0,9.0,7975.0,,,,,,,,,,5.0,4.0,317.0,,,,16.0,6.0,784.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,127.0,15.0,4.0,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,291.0,,,,,,,,,,,,,11.0,3.0,257.0,,,,,,,,,,,,,,,,,,,,,,81.0,8.0,3651.0,,,,,,,,,,,,,,,,,,,116.0,4.0,2806.0,,,,,,,,,,70.0,6.0,1914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,198.0,,,,,,,,,,,,,,,,193.0,15.0,2264.0,33.0,6.0,781.0,,,,8.0,3.0,278.0,,,,,,,10.0,3.0,194.0,,,,,,,53.0,16.0,698.0,,,,,,,,,,6.0,3.0,59.0,1481.7463975779597
