Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
48001,Anderson County,58,-95.63,31.78,2792.03,0.02,0.38,,,,451.0,28.0,24979.0,92.0,17.0,7041.0,422.0,75.0,16754.0,375.0,31.0,19852.0,115.0,12.0,4063.0,290.0,66.0,13170.0,139.0,43.0,5183.0,180.0,66.0,7760.0,127.0,5.0,7644.0,206.0,28.0,7716.0,30.0,5.0,501.0,2278.0,115.0,92565.0,169.0,11.0,2086.0,1407.0,82.0,19866.0,565.0,99.0,13528.0,,,
48003,Andrews County,18,-102.6,32.27,3888.6,0.0,1.0,,,,1540.0,98.0,127559.0,14.0,4.0,1124.0,771.0,37.0,65836.0,181.0,17.0,11223.0,95.0,9.0,8874.0,110.0,18.0,7434.0,191.0,22.0,18628.0,91.0,27.0,4749.0,,,,285.0,13.0,21972.0,,,,494.0,18.0,25975.0,,,,429.0,35.0,7123.0,285.0,38.0,11243.0,,,
48005,Angelina County,88,-94.62,31.25,2239.41,0.04,0.54,103.0,29.0,4733.0,146.0,9.0,12779.0,96.0,10.0,8511.0,1393.0,143.0,67448.0,1096.0,77.0,60075.0,380.0,27.0,19352.0,756.0,120.0,42064.0,352.0,80.0,12630.0,858.0,146.0,41006.0,559.0,14.0,42250.0,1684.0,78.0,45072.0,268.0,13.0,7728.0,7454.0,296.0,266589.0,241.0,19.0,3414.0,3337.0,149.0,52288.0,1318.0,201.0,33343.0,,,
48007,Aransas County,25,-96.95,28.2,754.45,0.03,0.94,,,,37.0,10.0,2181.0,,,,530.0,61.0,26195.0,28.0,6.0,800.0,25.0,9.0,1157.0,174.0,29.0,11640.0,67.0,25.0,2053.0,137.0,34.0,5863.0,,,,79.0,13.0,2104.0,,,,337.0,43.0,12303.0,88.0,14.0,2115.0,930.0,82.0,17616.0,271.0,58.0,7256.0,,,
48009,Archer County,9,-98.7,33.58,2397.49,0.0,0.01,5.0,3.0,301.0,251.0,26.0,12949.0,21.0,4.0,2000.0,128.0,40.0,6051.0,69.0,11.0,2749.0,,,,28.0,11.0,1082.0,,,,55.0,14.0,2229.0,,,,132.0,18.0,3628.0,,,,96.0,15.0,2563.0,,,,63.0,6.0,593.0,68.0,23.0,1895.0,,,
48011,Armstrong County,2,-101.34,34.93,2366.73,0.0,0.0,,,,,,,,,,70.0,10.0,4731.0,8.0,4.0,341.0,,,,10.0,3.0,535.0,,,,,,,,,,4.0,3.0,437.0,,,,70.0,4.0,1714.0,,,,28.0,3.0,222.0,37.0,9.0,804.0,,,
48013,Atascosa County,49,-98.53,28.86,3163.52,0.02,0.41,73.0,3.0,4876.0,2950.0,52.0,222341.0,260.0,7.0,21065.0,611.0,78.0,34674.0,618.0,58.0,43201.0,58.0,10.0,2415.0,259.0,50.0,11060.0,329.0,43.0,20604.0,206.0,51.0,8967.0,,,,237.0,16.0,22628.0,17.0,4.0,180.0,1479.0,88.0,64954.0,64.0,5.0,1116.0,1209.0,80.0,20627.0,408.0,84.0,11613.0,,,
48015,Austin County,30,-96.24,29.89,1700.06,0.02,0.29,29.0,3.0,1383.0,70.0,9.0,5482.0,94.0,3.0,6128.0,713.0,100.0,40582.0,344.0,29.0,19465.0,71.0,12.0,3967.0,266.0,38.0,16487.0,76.0,22.0,2769.0,268.0,61.0,16998.0,303.0,6.0,23514.0,335.0,32.0,11077.0,176.0,9.0,4130.0,652.0,49.0,24029.0,55.0,10.0,1325.0,680.0,56.0,10733.0,305.0,68.0,9544.0,3.0,3.0,21.0
48017,Bailey County,7,-102.81,34.03,2142.9,0.0,0.03,,,,,,,45.0,4.0,3488.0,44.0,10.0,1705.0,182.0,19.0,8562.0,38.0,4.0,2048.0,58.0,11.0,3381.0,,,,31.0,8.0,1652.0,,,,9.0,3.0,135.0,,,,144.0,11.0,4738.0,,,,278.0,16.0,4576.0,63.0,17.0,1405.0,,,
48019,Bandera County,22,-99.23,29.76,2065.66,0.01,0.64,4.0,5.0,180.0,,,,93.0,3.0,6657.0,878.0,57.0,30528.0,32.0,4.0,907.0,36.0,8.0,2392.0,91.0,16.0,4474.0,35.0,17.0,1386.0,125.0,32.0,2420.0,,,,190.0,23.0,6748.0,,,,278.0,26.0,9468.0,16.0,6.0,461.0,583.0,51.0,10053.0,239.0,53.0,5048.0,,,
