Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
08001,Adams County,497,-91.21,39.98,3065.29,0.16,0.91,20.0,4.0,476.0,1671.0,39.0,152383.0,1197.0,17.0,134035.0,24112.0,1617.0,1448125.0,18082.0,762.0,1146072.0,2612.0,160.0,183877.0,3500.0,504.0,231758.0,3016.0,599.0,136955.0,6362.0,904.0,432141.0,1348.0,52.0,75696.0,10115.0,606.0,420704.0,2267.0,164.0,77424.0,24290.0,816.0,1260792.0,1390.0,113.0,36043.0,16636.0,807.0,338260.0,6597.0,916.0,235446.0,12.0,10.0,1496.0
08003,Alamosa County,16,-105.79,37.58,1872.56,0.01,0.02,,,,,,,56.0,4.0,5338.0,336.0,44.0,17042.0,201.0,15.0,8227.0,128.0,15.0,4957.0,363.0,35.0,20948.0,98.0,25.0,2866.0,147.0,37.0,6879.0,86.0,3.0,5134.0,138.0,20.0,3802.0,16.0,4.0,400.0,1645.0,78.0,71532.0,49.0,7.0,952.0,851.0,53.0,13606.0,246.0,46.0,5549.0,,,
08005,Arapahoe County,637,-104.36,39.64,2086.12,0.31,0.42,48.0,9.0,3905.0,795.0,82.0,105750.0,411.0,17.0,45279.0,23596.0,1799.0,1700630.0,14434.0,800.0,1476030.0,27286.0,537.0,2638446.0,26261.0,1670.0,2394214.0,5222.0,1374.0,340786.0,25026.0,2985.0,2263197.0,13520.0,199.0,1455941.0,28135.0,1119.0,1215188.0,5918.0,304.0,273827.0,38996.0,2265.0,2114485.0,4696.0,262.0,289440.0,29411.0,1423.0,635023.0,12858.0,1649.0,483165.0,7.0,21.0,580.0
08007,Archuleta County,13,-107.08,37.2,3509.36,0.0,0.09,4.0,4.0,411.0,,,,,,,331.0,95.0,14095.0,20.0,7.0,744.0,47.0,11.0,1722.0,85.0,21.0,4825.0,181.0,40.0,6502.0,111.0,44.0,4798.0,,,,155.0,26.0,4036.0,30.0,4.0,459.0,537.0,30.0,25871.0,447.0,18.0,6969.0,696.0,55.0,13549.0,210.0,40.0,5717.0,,,
08009,Baca County,4,-102.58,37.31,6622.26,0.0,0.0,6.0,3.0,128.0,,,,,,,25.0,6.0,927.0,49.0,15.0,2354.0,,,,23.0,5.0,809.0,,,,18.0,4.0,716.0,,,,,,,,,,213.0,4.0,8145.0,,,,31.0,6.0,344.0,30.0,12.0,534.0,,,
08011,Bent County,6,-103.1,37.94,3991.7,0.0,0.0,,,,,,,20.0,3.0,685.0,,,,,,,,,,46.0,5.0,2650.0,3.0,3.0,35.0,,,,,,,,,,,,,86.0,8.0,3413.0,,,,51.0,6.0,789.0,14.0,6.0,103.0,,,
08013,Boulder County,321,-105.36,40.1,1917.98,0.17,0.27,43.0,18.0,1571.0,180.0,26.0,15186.0,343.0,20.0,36245.0,5024.0,854.0,301571.0,9607.0,488.0,1207095.0,8120.0,384.0,1108551.0,4209.0,665.0,414506.0,2922.0,837.0,178947.0,25386.0,2985.0,2631644.0,2055.0,51.0,170174.0,6433.0,600.0,281615.0,3301.0,301.0,91914.0,22706.0,1503.0,1176999.0,3394.0,296.0,81788.0,20917.0,963.0,425796.0,6943.0,986.0,264878.0,35.0,22.0,902.0
08014,Broomfield County,66,-105.05,39.94,86.97,0.76,0.49,,,,41.0,5.0,4866.0,,,,4032.0,150.0,263174.0,1293.0,95.0,113930.0,7612.0,98.0,897268.0,2041.0,135.0,181195.0,491.0,166.0,25259.0,3896.0,424.0,385117.0,9493.0,31.0,832452.0,1386.0,111.0,67408.0,784.0,56.0,23480.0,2724.0,197.0,129510.0,450.0,37.0,10181.0,3580.0,187.0,77582.0,1152.0,171.0,45399.0,13.0,3.0,110.0
08015,Chaffee County,19,-106.18,38.74,2629.39,0.01,0.24,,,,,,,65.0,3.0,5871.0,684.0,164.0,35818.0,124.0,24.0,4450.0,88.0,14.0,2843.0,205.0,45.0,11216.0,169.0,87.0,6694.0,209.0,103.0,9492.0,,,,115.0,36.0,2710.0,73.0,10.0,1796.0,1032.0,79.0,49340.0,410.0,33.0,8482.0,1425.0,122.0,31479.0,271.0,81.0,7530.0,,,
08017,Cheyenne County,2,-101.76,39.8,4614.84,0.0,0.0,,,,301.0,8.0,20952.0,,,,6.0,3.0,238.0,42.0,5.0,2589.0,,,,40.0,4.0,2283.0,,,,6.0,3.0,82.0,,,,,,,,,,78.0,3.0,2839.0,,,,24.0,3.0,234.0,13.0,4.0,38.0,,,
08019,Clear Creek County,9,-105.64,39.68,1026.14,0.01,0.11,,,,608.0,9.0,44358.0,22.0,3.0,2024.0,107.0,56.0,4496.0,38.0,22.0,2097.0,,,,19.0,7.0,710.0,23.0,19.0,731.0,63.0,46.0,4002.0,,,,67.0,19.0,2028.0,16.0,5.0,835.0,88.0,18.0,2281.0,774.0,17.0,10569.0,705.0,48.0,15198.0,88.0,14.0,2383.0,,,
08021,Conejos County,8,-106.17,37.19,3343.47,0.0,0.29,,,,,,,,,,73.0,18.0,2692.0,36.0,7.0,1258.0,,,,,,,,,,29.0,7.0,483.0,,,,17.0,3.0,856.0,,,,221.0,13.0,8910.0,,,,50.0,13.0,1304.0,17.0,10.0,332.0,,,
08023,Costilla County,4,-105.42,37.24,3188.05,0.0,0.0,,,,,,,,,,14.0,4.0,646.0,,,,,,,,,,,,,,,,,,,,,,,,,40.0,6.0,1046.0,,,,49.0,7.0,835.0,4.0,3.0,100.0,,,
08025,Crowley County,6,-103.83,38.34,2070.38,0.0,0.03,,,,,,,18.0,3.0,552.0,,,,,,,,,,19.0,3.0,863.0,,,,,,,,,,,,,,,,82.0,3.0,2411.0,,,,,,,15.0,4.0,230.0,,,
08027,Custer County,5,-105.35,38.11,1916.03,0.0,0.0,4.0,3.0,86.0,,,,,,,48.0,25.0,1482.0,7.0,5.0,158.0,15.0,5.0,461.0,15.0,4.0,1145.0,20.0,9.0,502.0,16.0,9.0,604.0,,,,10.0,5.0,592.0,,,,22.0,3.0,437.0,,,,60.0,15.0,1158.0,114.0,25.0,3089.0,,,
08029,Delta County,30,-95.67,33.39,2974.64,0.01,0.2,53.0,12.0,3596.0,11.0,5.0,2045.0,51.0,15.0,3185.0,380.0,104.0,18918.0,177.0,29.0,6979.0,135.0,20.0,4617.0,233.0,50.0,10803.0,949.0,44.0,30472.0,181.0,72.0,5896.0,,,,136.0,29.0,4801.0,85.0,9.0,1791.0,1664.0,77.0,60136.0,21.0,15.0,664.0,728.0,83.0,11014.0,291.0,85.0,6329.0,5.0,7.0,63.0
08031,Denver County,693,-104.98,39.74,401.24,1.73,0.66,145.0,10.0,3711.0,4510.0,237.0,711889.0,3080.0,34.0,270263.0,19856.0,1557.0,1269940.0,24241.0,1341.0,1672348.0,16899.0,689.0,1842163.0,26388.0,1654.0,3355661.0,11785.0,2104.0,826470.0,47017.0,5153.0,4835507.0,18014.0,289.0,2484748.0,44362.0,1331.0,1520672.0,17839.0,469.0,614896.0,56722.0,2397.0,3326589.0,11900.0,489.0,747982.0,58298.0,2364.0,1460337.0,19733.0,2239.0,746865.0,37.0,35.0,2142.0
08033,Dolores County,2,-108.46,37.75,2764.79,0.0,0.0,,,,5.0,3.0,721.0,,,,30.0,10.0,1100.0,30.0,5.0,1233.0,,,,,,,6.0,4.0,321.0,2.0,6.0,238.0,,,,,,,,,,42.0,4.0,1794.0,,,,47.0,7.0,1856.0,,,,,,
08035,Douglas County,329,-88.22,39.76,2182.99,0.15,0.62,57.0,25.0,1606.0,283.0,40.0,54942.0,323.0,10.0,64066.0,9435.0,956.0,652997.0,2877.0,360.0,211892.0,7781.0,223.0,647312.0,7309.0,706.0,626224.0,1829.0,819.0,97310.0,9185.0,1874.0,946039.0,1587.0,67.0,297984.0,8021.0,488.0,346438.0,3924.0,212.0,123347.0,13770.0,1003.0,796960.0,2848.0,162.0,64017.0,13090.0,584.0,264321.0,5625.0,787.0,181089.0,13.0,13.0,1028.0
