Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
05001,Arkansas County,18,-91.36,34.29,2677.31,0.01,0.0,95.0,14.0,4887.0,,,,43.0,3.0,3324.0,608.0,32.0,53070.0,427.0,32.0,21808.0,67.0,14.0,2211.0,233.0,31.0,13849.0,77.0,17.0,2167.0,59.0,26.0,2420.0,258.0,3.0,14017.0,74.0,9.0,4388.0,,,,828.0,50.0,32024.0,35.0,11.0,849.0,377.0,46.0,5608.0,270.0,47.0,5729.0,4.0,3.0,34.0
05003,Ashley County,21,-91.73,33.17,2436.02,0.01,0.14,258.0,23.0,11016.0,,,,,,,460.0,27.0,24279.0,132.0,18.0,7241.0,32.0,6.0,1245.0,138.0,22.0,5660.0,17.0,8.0,680.0,62.0,24.0,1826.0,42.0,3.0,3185.0,52.0,8.0,1281.0,,,,871.0,40.0,33630.0,6.0,4.0,77.0,351.0,28.0,5096.0,245.0,46.0,5252.0,,,
05005,Baxter County,41,-92.34,36.28,1519.81,0.03,0.34,16.0,3.0,2263.0,,,,,,,556.0,92.0,19762.0,286.0,26.0,12131.0,191.0,17.0,7636.0,525.0,74.0,39134.0,186.0,40.0,4907.0,435.0,79.0,15952.0,,,,242.0,40.0,6957.0,40.0,5.0,354.0,3952.0,187.0,173763.0,130.0,21.0,2754.0,1574.0,104.0,23130.0,479.0,113.0,11246.0,,,
05007,Benton County,259,-94.05,45.72,2289.67,0.11,0.6,110.0,11.0,3409.0,,,,295.0,13.0,25390.0,5272.0,611.0,240242.0,10482.0,380.0,499750.0,1794.0,122.0,185895.0,3160.0,368.0,214173.0,1212.0,346.0,51348.0,8967.0,765.0,631767.0,20474.0,747.0,2756894.0,4434.0,338.0,152893.0,2337.0,86.0,48662.0,10335.0,612.0,468885.0,1277.0,75.0,30636.0,11964.0,516.0,203013.0,3871.0,477.0,116312.0,4.0,7.0,348.0
05009,Boone County,37,-88.82,42.32,1559.29,0.02,0.78,,,,,,,69.0,9.0,5085.0,559.0,57.0,23060.0,331.0,37.0,12705.0,242.0,14.0,10573.0,298.0,61.0,18214.0,80.0,40.0,2618.0,209.0,50.0,7757.0,790.0,22.0,42734.0,811.0,29.0,26357.0,11.0,3.0,88.0,2629.0,130.0,93180.0,27.0,8.0,585.0,1145.0,69.0,17152.0,420.0,93.0,11104.0,,,
05011,Bradley County,11,-92.17,33.45,1691.0,0.01,0.08,328.0,38.0,10310.0,,,,,,,74.0,18.0,2826.0,147.0,12.0,5987.0,20.0,5.0,552.0,111.0,14.0,5150.0,7.0,4.0,85.0,36.0,14.0,930.0,,,,74.0,9.0,1113.0,,,,515.0,31.0,16354.0,,,,186.0,17.0,2318.0,125.0,32.0,2788.0,,,
05013,Calhoun County,5,-96.67,28.5,1638.0,0.0,0.0,12.0,3.0,452.0,,,,,,,40.0,7.0,2276.0,,,,,,,15.0,3.0,510.0,,,,,,,,,,,,,,,,32.0,3.0,1757.0,,,,19.0,4.0,233.0,15.0,9.0,203.0,,,
05015,Carroll County,28,-89.96,42.06,1653.85,0.02,0.44,23.0,3.0,704.0,,,,137.0,3.0,11473.0,343.0,66.0,13772.0,342.0,17.0,13726.0,78.0,12.0,3630.0,203.0,36.0,11198.0,48.0,22.0,1256.0,149.0,39.0,4576.0,,,,352.0,18.0,10860.0,137.0,6.0,2865.0,690.0,57.0,25006.0,81.0,15.0,1699.0,1325.0,140.0,21562.0,284.0,76.0,5774.0,,,
05017,Chicot County,11,-91.3,33.25,1789.61,0.01,0.02,34.0,6.0,2282.0,,,,4.0,3.0,74.0,134.0,14.0,6159.0,94.0,10.0,5024.0,11.0,5.0,510.0,91.0,15.0,5360.0,17.0,9.0,271.0,28.0,11.0,1446.0,,,,23.0,3.0,1531.0,,,,750.0,32.0,25319.0,62.0,5.0,1359.0,132.0,13.0,1798.0,68.0,23.0,1798.0,,,
05019,Clark County,22,-87.78,39.33,2286.67,0.01,0.06,220.0,35.0,10379.0,,,,49.0,4.0,3479.0,60.0,22.0,2502.0,61.0,12.0,2422.0,34.0,7.0,1517.0,209.0,35.0,9780.0,64.0,29.0,1509.0,199.0,35.0,9110.0,43.0,3.0,2156.0,170.0,12.0,8039.0,522.0,7.0,15667.0,1063.0,55.0,33613.0,13.0,5.0,130.0,1183.0,63.0,17321.0,306.0,67.0,5227.0,,,
05021,Clay County,15,-98.21,33.69,1662.15,0.01,0.0,33.0,6.0,2551.0,,,,56.0,4.0,3135.0,112.0,31.0,4792.0,217.0,13.0,8109.0,81.0,9.0,2492.0,82.0,13.0,3450.0,21.0,8.0,269.0,45.0,14.0,1316.0,,,,47.0,7.0,2486.0,,,,693.0,31.0,21025.0,,,,237.0,20.0,2656.0,109.0,43.0,2476.0,,,
05023,Cleburne County,25,-92.03,35.53,1533.03,0.02,0.25,17.0,4.0,505.0,37.0,6.0,979.0,67.0,4.0,3695.0,292.0,60.0,12776.0,149.0,26.0,6011.0,43.0,11.0,1781.0,239.0,46.0,10217.0,51.0,30.0,1418.0,102.0,34.0,3287.0,,,,98.0,23.0,3906.0,,,,899.0,54.0,24682.0,64.0,9.0,2075.0,738.0,65.0,13780.0,262.0,66.0,5759.0,,,
05025,Cleveland County,8,-81.55,35.33,1550.76,0.01,0.11,97.0,11.0,3925.0,,,,6.0,3.0,200.0,26.0,5.0,780.0,,,,,,,14.0,3.0,394.0,,,,,,,,,,,,,,,,214.0,5.0,3898.0,,,,2.0,3.0,126.0,46.0,12.0,1015.0,,,
05027,Columbia County,24,-76.42,41.04,1986.17,0.01,0.69,47.0,10.0,1812.0,178.0,19.0,15334.0,38.0,6.0,2715.0,163.0,31.0,6075.0,341.0,25.0,18600.0,53.0,10.0,1815.0,279.0,37.0,15037.0,83.0,26.0,4353.0,216.0,34.0,9136.0,5.0,3.0,6644.0,165.0,14.0,3928.0,75.0,4.0,1412.0,1088.0,66.0,33649.0,46.0,5.0,645.0,714.0,47.0,11650.0,271.0,60.0,5637.0,8.0,3.0,107.0
05029,Conway County,21,-92.69,35.25,1467.74,0.01,0.43,35.0,3.0,851.0,81.0,8.0,4447.0,33.0,4.0,2593.0,455.0,49.0,26501.0,256.0,16.0,8939.0,32.0,8.0,774.0,127.0,22.0,5405.0,15.0,10.0,896.0,120.0,26.0,2608.0,,,,39.0,7.0,1103.0,49.0,6.0,1075.0,782.0,50.0,26211.0,25.0,3.0,429.0,482.0,34.0,8552.0,201.0,49.0,5012.0,,,
05031,Craighead County,106,-90.64,35.83,1845.89,0.06,0.36,86.0,19.0,4422.0,,,,127.0,3.0,9155.0,1873.0,211.0,88012.0,1688.0,142.0,82293.0,584.0,40.0,27254.0,1169.0,147.0,76710.0,488.0,123.0,19530.0,1239.0,209.0,59686.0,702.0,24.0,48541.0,2601.0,103.0,67565.0,219.0,22.0,5491.0,10303.0,357.0,519015.0,339.0,26.0,5594.0,5314.0,235.0,81031.0,1425.0,206.0,35934.0,3.0,3.0,56.0
05033,Crawford County,62,-80.14,41.7,1561.94,0.04,0.57,,,,26.0,6.0,2021.0,25.0,4.0,1318.0,1012.0,131.0,47374.0,936.0,77.0,47482.0,176.0,18.0,7041.0,348.0,66.0,14238.0,178.0,46.0,6500.0,270.0,90.0,11168.0,,,,320.0,41.0,9425.0,228.0,7.0,4569.0,1476.0,112.0,56916.0,44.0,8.0,532.0,1529.0,85.0,22118.0,535.0,106.0,13546.0,7.0,4.0,137.0
05035,Crittenden County,49,-88.09,37.36,1648.17,0.03,0.35,9.0,4.0,552.0,,,,40.0,4.0,2972.0,321.0,35.0,14038.0,992.0,53.0,50411.0,58.0,6.0,2810.0,184.0,41.0,9522.0,164.0,44.0,5812.0,223.0,46.0,7475.0,,,,331.0,22.0,15662.0,90.0,5.0,5670.0,1720.0,131.0,57306.0,632.0,20.0,14954.0,1878.0,97.0,29198.0,551.0,79.0,13705.0,,,
05037,Cross County,17,-90.78,35.3,1611.67,0.01,0.01,29.0,8.0,1774.0,,,,,,,73.0,21.0,2519.0,277.0,21.0,14198.0,49.0,6.0,1521.0,214.0,25.0,9094.0,72.0,18.0,1931.0,104.0,23.0,3048.0,109.0,6.0,5378.0,82.0,9.0,3533.0,,,,929.0,45.0,27648.0,19.0,6.0,224.0,292.0,22.0,4231.0,214.0,49.0,4753.0,,,
05039,Dallas County,7,-96.78,32.76,1730.05,0.0,0.0,133.0,21.0,4761.0,,,,,,,65.0,11.0,2315.0,30.0,5.0,549.0,24.0,5.0,629.0,56.0,9.0,2671.0,11.0,5.0,340.0,17.0,7.0,309.0,,,,,,,,,,770.0,17.0,18767.0,,,,126.0,10.0,1656.0,84.0,24.0,1496.0,,,
05041,Desha County,12,-91.31,33.77,2121.93,0.01,0.11,15.0,8.0,653.0,,,,36.0,6.0,2044.0,79.0,12.0,2767.0,208.0,20.0,11866.0,25.0,7.0,1072.0,129.0,22.0,5622.0,68.0,9.0,1254.0,45.0,16.0,1723.0,,,,51.0,9.0,1021.0,234.0,3.0,4444.0,489.0,24.0,16657.0,23.0,6.0,469.0,284.0,29.0,3881.0,142.0,31.0,1975.0,,,
05043,Drew County,19,-91.72,33.57,2164.55,0.01,0.16,247.0,35.0,12043.0,,,,33.0,7.0,1704.0,158.0,23.0,7105.0,125.0,10.0,9687.0,64.0,11.0,2867.0,155.0,28.0,9089.0,58.0,19.0,2062.0,72.0,16.0,2802.0,,,,205.0,12.0,8147.0,,,,1299.0,44.0,33067.0,,,,643.0,39.0,8702.0,162.0,33.0,4207.0,,,
05045,Faulkner County,122,-92.32,35.15,1719.66,0.07,0.66,4.0,5.0,666.0,484.0,25.0,40209.0,130.0,12.0,12566.0,2887.0,300.0,150870.0,980.0,103.0,49418.0,1994.0,37.0,251672.0,1091.0,178.0,59690.0,557.0,140.0,19782.0,1069.0,250.0,41348.0,338.0,20.0,30935.0,1373.0,112.0,42238.0,1457.0,29.0,33977.0,6166.0,329.0,232179.0,342.0,31.0,5689.0,4768.0,227.0,73896.0,2119.0,263.0,48169.0,10.0,6.0,117.0
05047,Franklin County,18,-95.22,33.2,1605.02,0.01,0.29,,,,60.0,4.0,3300.0,176.0,5.0,12716.0,105.0,27.0,3338.0,44.0,6.0,545.0,24.0,8.0,817.0,115.0,23.0,6741.0,8.0,5.0,284.0,97.0,21.0,2361.0,,,,44.0,9.0,999.0,7.0,4.0,172.0,523.0,32.0,18239.0,,,,319.0,33.0,4035.0,102.0,29.0,2300.0,,,
