Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
55001,Adams County,20,-91.21,39.98,1780.58,0.01,0.12,10.0,7.0,222.0,,,,,,,131.0,42.0,6833.0,56.0,8.0,3773.0,19.0,6.0,580.0,59.0,14.0,1855.0,25.0,13.0,751.0,70.0,13.0,1974.0,,,,37.0,17.0,1178.0,,,,473.0,30.0,13594.0,33.0,6.0,1172.0,1032.0,57.0,22697.0,155.0,38.0,3822.0,,,
55003,Ashland County,16,-82.24,40.79,2735.82,0.01,0.21,31.0,14.0,1201.0,,,,71.0,4.0,7153.0,1145.0,45.0,78563.0,95.0,10.0,3873.0,170.0,8.0,3355.0,183.0,30.0,8426.0,28.0,8.0,518.0,184.0,28.0,7134.0,,,,147.0,25.0,3918.0,501.0,5.0,9086.0,1378.0,61.0,64322.0,17.0,7.0,859.0,646.0,65.0,9999.0,202.0,51.0,3989.0,,,
55005,Barron County,45,-91.85,45.42,2304.35,0.02,0.15,87.0,16.0,4042.0,443.0,13.0,24924.0,74.0,6.0,6150.0,685.0,139.0,35627.0,321.0,37.0,12137.0,212.0,25.0,8341.0,496.0,75.0,25051.0,118.0,38.0,3430.0,291.0,60.0,13489.0,113.0,3.0,6102.0,883.0,67.0,31043.0,24.0,5.0,430.0,2199.0,128.0,107129.0,134.0,25.0,2315.0,1618.0,156.0,22014.0,601.0,152.0,15154.0,,,
55007,Bayfield County,15,-91.2,46.47,3915.5,0.0,0.24,13.0,8.0,723.0,,,,,,,221.0,67.0,8968.0,61.0,6.0,3402.0,,,,59.0,14.0,3152.0,19.0,13.0,563.0,39.0,14.0,1032.0,,,,13.0,9.0,502.0,,,,326.0,22.0,9427.0,86.0,18.0,2581.0,474.0,87.0,10066.0,119.0,42.0,2656.0,,,
55009,Brown County,260,-98.99,31.75,1389.73,0.19,0.63,51.0,12.0,1537.0,37.0,4.0,2735.0,1322.0,24.0,133617.0,7509.0,653.0,489010.0,7820.0,392.0,483825.0,2180.0,98.0,124299.0,9604.0,485.0,669537.0,1484.0,228.0,57251.0,5340.0,558.0,349883.0,5286.0,47.0,493600.0,7086.0,357.0,221280.0,2417.0,78.0,89620.0,22275.0,721.0,1152158.0,4499.0,130.0,322236.0,12747.0,611.0,189317.0,4856.0,619.0,126845.0,1.0,4.0,33.0
55011,Buffalo County,13,-99.08,40.84,1838.04,0.01,0.04,,,,,,,,,,119.0,25.0,4141.0,132.0,12.0,8271.0,16.0,6.0,864.0,123.0,19.0,4995.0,10.0,7.0,294.0,69.0,17.0,1476.0,,,,261.0,12.0,14200.0,,,,292.0,27.0,7111.0,8.0,9.0,442.0,325.0,49.0,3729.0,98.0,30.0,2142.0,,,
55013,Burnett County,15,-92.27,45.87,2280.26,0.01,0.06,47.0,3.0,3085.0,,,,44.0,5.0,2951.0,108.0,42.0,5033.0,10.0,5.0,374.0,56.0,9.0,2615.0,93.0,20.0,4382.0,20.0,17.0,672.0,99.0,22.0,3611.0,,,,23.0,11.0,592.0,,,,611.0,33.0,20212.0,55.0,11.0,652.0,485.0,66.0,7555.0,150.0,44.0,3200.0,,,
55015,Calumet County,50,-88.21,44.08,1028.42,0.05,0.13,,,,126.0,3.0,3737.0,,,,526.0,113.0,30287.0,557.0,47.0,31902.0,602.0,13.0,29692.0,406.0,58.0,20983.0,56.0,19.0,1071.0,219.0,63.0,10874.0,291.0,22.0,15623.0,808.0,50.0,29303.0,115.0,9.0,723.0,1163.0,83.0,39302.0,233.0,21.0,4497.0,1439.0,88.0,17296.0,594.0,91.0,13870.0,,,
55017,Chippewa County,64,-95.53,45.03,2697.37,0.02,0.21,106.0,24.0,4489.0,140.0,6.0,7675.0,82.0,8.0,7922.0,1364.0,188.0,116977.0,984.0,73.0,52649.0,209.0,23.0,8572.0,404.0,73.0,18815.0,161.0,36.0,4742.0,525.0,87.0,23283.0,38.0,4.0,2796.0,966.0,69.0,26203.0,339.0,15.0,12327.0,2742.0,189.0,96299.0,322.0,23.0,5302.0,1939.0,173.0,25989.0,760.0,147.0,20832.0,8.0,3.0,69.0
55019,Clark County,34,-87.78,39.33,3156.15,0.01,0.24,16.0,11.0,600.0,,,,36.0,4.0,3033.0,447.0,114.0,25500.0,512.0,50.0,25897.0,77.0,12.0,2611.0,176.0,32.0,7159.0,9.0,5.0,115.0,183.0,33.0,6076.0,26.0,3.0,1122.0,102.0,21.0,4004.0,27.0,4.0,346.0,924.0,62.0,31467.0,32.0,8.0,357.0,519.0,66.0,5612.0,355.0,87.0,7052.0,,,
