Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
30001,Beaverhead County,9,-112.95,45.17,14433.22,0.0,0.24,6.0,5.0,144.0,,,,22.0,3.0,1690.0,187.0,60.0,7880.0,87.0,13.0,2956.0,43.0,8.0,1681.0,108.0,23.0,6114.0,122.0,21.0,4881.0,128.0,28.0,7784.0,,,,17.0,11.0,1049.0,14.0,4.0,302.0,544.0,39.0,20939.0,95.0,20.0,1219.0,422.0,48.0,6652.0,110.0,37.0,2025.0,,,
30003,Big Horn County,13,-107.52,45.46,12989.07,0.0,0.3,,,,623.0,7.0,53253.0,25.0,4.0,1651.0,23.0,16.0,937.0,35.0,7.0,1840.0,12.0,4.0,247.0,61.0,9.0,2698.0,19.0,8.0,498.0,41.0,15.0,1523.0,,,,24.0,5.0,691.0,,,,653.0,19.0,39684.0,41.0,12.0,1143.0,215.0,24.0,3645.0,40.0,15.0,953.0,,,
30005,Blaine County,7,-99.98,41.92,10978.18,0.0,0.08,,,,,,,,,,35.0,11.0,1129.0,36.0,11.0,2009.0,,,,40.0,7.0,1940.0,,,,37.0,11.0,1932.0,,,,134.0,3.0,4975.0,,,,274.0,16.0,19651.0,27.0,6.0,768.0,44.0,10.0,428.0,59.0,17.0,1086.0,,,
30007,Broadwater County,6,-111.5,46.33,3206.5,0.0,0.99,,,,,,,,,,99.0,36.0,3285.0,15.0,6.0,836.0,,,,15.0,4.0,520.0,6.0,5.0,120.0,31.0,10.0,1257.0,,,,7.0,7.0,240.0,,,,104.0,9.0,4439.0,23.0,9.0,438.0,176.0,22.0,2126.0,40.0,15.0,1036.0,,,
30009,Carbon County,11,-75.72,40.89,5341.31,0.0,0.45,36.0,7.0,1381.0,30.0,6.0,2066.0,29.0,9.0,2452.0,160.0,75.0,7116.0,57.0,15.0,2265.0,27.0,6.0,730.0,71.0,13.0,3997.0,19.0,15.0,520.0,109.0,32.0,5654.0,,,,30.0,13.0,616.0,14.0,4.0,217.0,316.0,27.0,10148.0,282.0,15.0,3522.0,569.0,63.0,11358.0,91.0,28.0,1824.0,,,
30011,Carter County,1,-97.28,34.23,8671.79,0.0,0.0,,,,,,,,,,4.0,3.0,87.0,,,,,,,,,,1.0,3.0,84.0,3.0,5.0,84.0,,,,,,,,,,,,,,,,5.0,3.0,70.0,12.0,4.0,293.0,,,
30013,Cascade County,82,-111.33,47.33,7022.89,0.01,0.06,1.0,4.0,197.0,5.0,5.0,654.0,256.0,13.0,16058.0,1976.0,284.0,138660.0,1397.0,120.0,66249.0,521.0,32.0,17234.0,1529.0,172.0,116869.0,414.0,127.0,13974.0,1142.0,189.0,66226.0,545.0,13.0,44698.0,1245.0,124.0,33267.0,569.0,17.0,13266.0,7231.0,290.0,346185.0,855.0,88.0,14569.0,4208.0,243.0,68699.0,1444.0,232.0,41091.0,,,
30015,Chouteau County,6,-110.37,47.88,10351.64,0.0,0.0,28.0,7.0,2450.0,,,,,,,24.0,14.0,761.0,100.0,15.0,4903.0,,,,54.0,16.0,2284.0,3.0,5.0,212.0,7.0,10.0,294.0,,,,,,,,,,208.0,9.0,6013.0,8.0,8.0,300.0,89.0,16.0,1225.0,27.0,13.0,340.0,,,
30017,Custer County,12,-105.35,38.11,9824.03,0.0,0.0,10.0,5.0,193.0,12.0,3.0,590.0,,,,293.0,52.0,13324.0,190.0,22.0,6808.0,98.0,8.0,2941.0,281.0,27.0,17339.0,34.0,16.0,1014.0,117.0,38.0,3428.0,,,,136.0,13.0,4856.0,,,,800.0,46.0,29484.0,113.0,20.0,2071.0,562.0,42.0,9877.0,169.0,27.0,5372.0,,,
30019,Daniels County,2,-105.51,48.77,3694.25,0.0,0.0,,,,,,,,,,10.0,6.0,210.0,28.0,5.0,957.0,177.0,4.0,11344.0,44.0,6.0,1604.0,,,,10.0,5.0,251.0,,,,,,,,,,117.0,7.0,4301.0,4.0,3.0,138.0,38.0,10.0,294.0,27.0,7.0,678.0,,,
