Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
13001,Appling County,18,-82.3,31.78,1326.37,0.01,0.38,65.0,13.0,3790.0,,,,1132.0,7.0,127224.0,448.0,36.0,18661.0,203.0,20.0,8922.0,40.0,6.0,2374.0,137.0,22.0,6350.0,27.0,10.0,504.0,37.0,17.0,1436.0,,,,50.0,8.0,856.0,44.0,3.0,524.0,940.0,36.0,32340.0,,,,502.0,33.0,7012.0,139.0,43.0,3620.0,,,
13003,Atkinson County,8,-82.88,31.3,893.08,0.01,0.67,,,,,,,,,,229.0,5.0,8442.0,110.0,5.0,5118.0,,,,58.0,7.0,2121.0,,,,,,,,,,,,,,,,33.0,5.0,907.0,,,,65.0,9.0,765.0,26.0,9.0,358.0,,,
13005,Bacon County,11,-82.44,31.56,740.18,0.01,0.38,63.0,16.0,3109.0,,,,,,,28.0,9.0,774.0,317.0,14.0,11870.0,95.0,5.0,6760.0,139.0,13.0,5740.0,4.0,4.0,67.0,54.0,17.0,2110.0,,,,387.0,7.0,2951.0,,,,591.0,22.0,20623.0,,,,190.0,17.0,2973.0,90.0,25.0,1884.0,,,
13007,Baker County,3,-82.28,30.31,904.67,0.0,0.0,,,,,,,,,,,,,24.0,3.0,1052.0,,,,7.0,3.0,304.0,,,,,,,,,,,,,,,,28.0,3.0,1267.0,,,,,,,9.0,4.0,123.0,,,
13009,Baldwin County,45,-83.26,33.09,694.97,0.06,0.78,,,,,,,61.0,5.0,4580.0,276.0,55.0,11070.0,202.0,23.0,12688.0,158.0,10.0,6225.0,334.0,55.0,16164.0,83.0,31.0,2412.0,226.0,58.0,7322.0,,,,1025.0,31.0,27527.0,213.0,12.0,4476.0,3963.0,96.0,167131.0,178.0,10.0,3827.0,2184.0,107.0,26856.0,489.0,83.0,11160.0,,,
13011,Banks County,19,-83.5,34.34,605.7,0.03,1.0,34.0,7.0,1313.0,,,,,,,191.0,45.0,8517.0,98.0,15.0,4883.0,41.0,9.0,814.0,22.0,6.0,1227.0,15.0,6.0,342.0,48.0,15.0,2787.0,,,,271.0,16.0,7923.0,,,,161.0,15.0,8213.0,71.0,5.0,1503.0,1040.0,47.0,16882.0,91.0,29.0,2632.0,,,
13013,Barrow County,77,-83.7,33.98,421.92,0.18,0.84,,,,,,,,,,1543.0,177.0,80132.0,1979.0,79.0,101587.0,111.0,22.0,3127.0,274.0,64.0,17252.0,135.0,59.0,4599.0,793.0,116.0,29267.0,40.0,3.0,4652.0,869.0,84.0,31212.0,105.0,19.0,1680.0,1819.0,100.0,73093.0,334.0,13.0,4297.0,2607.0,102.0,31717.0,698.0,145.0,19546.0,,,
13015,Bartow County,104,-84.84,34.24,1217.62,0.09,0.8,10.0,3.0,348.0,95.0,4.0,5683.0,591.0,5.0,61404.0,2262.0,248.0,111485.0,2372.0,139.0,120833.0,275.0,28.0,13086.0,621.0,132.0,37060.0,438.0,103.0,16428.0,739.0,157.0,38591.0,432.0,6.0,20318.0,1768.0,103.0,52431.0,165.0,22.0,6009.0,3224.0,210.0,168704.0,555.0,31.0,11786.0,4409.0,202.0,70557.0,1226.0,199.0,40297.0,,,
13017,Ben Hill County,17,-83.24,31.75,657.69,0.03,0.48,37.0,4.0,1926.0,,,,,,,54.0,14.0,1925.0,69.0,13.0,3464.0,137.0,7.0,6897.0,136.0,23.0,5093.0,31.0,14.0,785.0,45.0,9.0,1477.0,,,,409.0,12.0,8719.0,,,,485.0,26.0,17541.0,8.0,3.0,162.0,363.0,27.0,6328.0,144.0,36.0,2919.0,,,
13019,Berrien County,19,-83.24,31.26,1185.51,0.02,0.38,46.0,5.0,1709.0,,,,,,,69.0,21.0,1166.0,130.0,18.0,4663.0,20.0,4.0,772.0,147.0,25.0,5874.0,9.0,7.0,233.0,39.0,15.0,1223.0,,,,19.0,8.0,517.0,,,,283.0,27.0,9380.0,,,,247.0,20.0,3034.0,86.0,20.0,1811.0,,,
13021,Bibb County,153,-83.69,32.81,660.17,0.23,0.46,73.0,7.0,6227.0,,,,331.0,14.0,30982.0,2009.0,200.0,104340.0,3200.0,209.0,172983.0,1525.0,88.0,91846.0,9589.0,297.0,521148.0,1025.0,208.0,43450.0,2336.0,366.0,127512.0,1612.0,36.0,100897.0,4210.0,198.0,125225.0,3768.0,47.0,125029.0,16131.0,616.0,811645.0,406.0,39.0,5541.0,8972.0,450.0,133880.0,3393.0,393.0,99941.0,9.0,6.0,177.0
13023,Bleckley County,13,-83.33,32.43,567.32,0.02,0.93,75.0,13.0,3904.0,,,,,,,148.0,6.0,7279.0,58.0,7.0,2045.0,,,,76.0,10.0,2383.0,24.0,4.0,906.0,19.0,7.0,965.0,,,,56.0,6.0,1895.0,,,,237.0,17.0,6999.0,23.0,3.0,280.0,257.0,14.0,3373.0,85.0,29.0,1835.0,,,
13025,Brantley County,19,-81.99,31.19,1158.39,0.02,0.61,86.0,11.0,3432.0,,,,,,,144.0,28.0,5773.0,16.0,4.0,557.0,51.0,3.0,3836.0,27.0,5.0,804.0,,,,26.0,9.0,613.0,,,,22.0,10.0,469.0,,,,167.0,16.0,4443.0,,,,122.0,12.0,1850.0,55.0,27.0,1128.0,,,
13027,Brooks County,16,-98.21,26.99,1289.0,0.01,0.13,79.0,7.0,4471.0,,,,,,,77.0,17.0,2171.0,97.0,8.0,4751.0,23.0,6.0,605.0,69.0,15.0,3203.0,19.0,8.0,481.0,42.0,14.0,1360.0,,,,30.0,8.0,789.0,,,,593.0,20.0,19120.0,36.0,7.0,1407.0,164.0,15.0,1834.0,376.0,29.0,11765.0,,,
13029,Bryan County,36,-81.42,32.0,1172.03,0.03,0.55,20.0,3.0,1037.0,,,,,,,499.0,78.0,22282.0,308.0,23.0,21330.0,52.0,8.0,2861.0,157.0,33.0,6906.0,133.0,47.0,5357.0,269.0,74.0,14499.0,,,,240.0,36.0,8018.0,22.0,5.0,204.0,752.0,71.0,22899.0,95.0,11.0,1676.0,1279.0,86.0,18297.0,593.0,67.0,14465.0,1.0,3.0,78.0
13031,Bulloch County,75,-81.74,32.38,1783.44,0.04,0.61,44.0,8.0,2261.0,,,,82.0,7.0,6740.0,1050.0,141.0,53761.0,391.0,51.0,20095.0,257.0,16.0,9138.0,525.0,105.0,29012.0,349.0,82.0,11570.0,679.0,129.0,27498.0,35.0,5.0,2522.0,324.0,70.0,7723.0,170.0,11.0,4456.0,3365.0,202.0,133939.0,202.0,17.0,2644.0,3527.0,150.0,45094.0,980.0,138.0,21804.0,,,
13033,Burke County,23,-81.66,35.73,2161.79,0.01,0.34,39.0,10.0,1521.0,,,,1823.0,9.0,204323.0,3984.0,33.0,311350.0,628.0,29.0,24604.0,36.0,8.0,1966.0,129.0,25.0,5401.0,25.0,14.0,902.0,114.0,18.0,5890.0,,,,103.0,7.0,3158.0,,,,623.0,28.0,19335.0,34.0,3.0,441.0,459.0,30.0,6199.0,146.0,38.0,2537.0,,,
13035,Butts County,24,-83.95,33.28,486.91,0.05,0.56,,,,,,,,,,181.0,36.0,9929.0,285.0,12.0,13851.0,37.0,6.0,2343.0,72.0,18.0,3399.0,25.0,17.0,757.0,78.0,21.0,2592.0,,,,213.0,18.0,10042.0,11.0,3.0,129.0,529.0,29.0,20962.0,28.0,6.0,447.0,523.0,40.0,8031.0,297.0,50.0,6661.0,,,
13037,Calhoun County,6,-96.67,28.5,734.71,0.01,0.32,131.0,8.0,4894.0,,,,,,,10.0,6.0,178.0,40.0,4.0,2353.0,,,,32.0,5.0,1246.0,,,,4.0,3.0,66.0,,,,,,,,,,72.0,8.0,2445.0,,,,13.0,4.0,121.0,24.0,8.0,352.0,,,
13039,Camden County,53,-81.62,30.93,1776.16,0.03,0.53,,,,,,,,,,359.0,75.0,14092.0,49.0,8.0,2144.0,114.0,16.0,4673.0,284.0,55.0,13261.0,323.0,41.0,11916.0,1299.0,76.0,80294.0,,,,587.0,38.0,24539.0,57.0,13.0,1574.0,993.0,99.0,41299.0,87.0,7.0,1305.0,2107.0,119.0,32328.0,562.0,101.0,11376.0,,,
13043,Candler County,11,-82.09,32.41,644.43,0.02,0.26,3.0,3.0,192.0,,,,,,,231.0,20.0,8514.0,108.0,9.0,3774.0,82.0,6.0,3770.0,100.0,17.0,3444.0,10.0,5.0,122.0,79.0,25.0,3554.0,,,,30.0,9.0,937.0,,,,455.0,18.0,13853.0,,,,331.0,18.0,5187.0,70.0,14.0,1195.0,,,
