Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
56005,Campbell County,48,-84.37,38.93,12451.14,1.86,0.02,,,,5644,127,474762,361,15,34935,1731,175,116061,1229,91,89670,210,18,9940,371,49,22816,379,82,22608,596,120,28740,271,8,33100,635,71,23020,79,12,3123,1634,121,92663,132,19,2172,2006,112,37750,771,150,36128,6,3,95
56023,Lincoln County,19,-81.21,35.49,10601.32,0.0,0.0,6,6,179,374,13,42009,189,4,16917,603,182,28728,53,11,2119,100,9,6217,119,23,5292,46,29,2117,160,82,6672,,,,148,44,5983,,,,798,55,38492,65,19,1458,454,62,6824,133,47,4515,4,3,82
56025,Natrona County,81,-106.85,42.95,13924.37,1.81,0.08,31,7,757,1827,132,169786,195,14,21502,2465,334,150352,2360,197,165980,509,34,21012,958,147,54963,1042,174,61608,1563,264,105773,265,19,18347,1309,175,43131,213,26,3744,5644,338,307324,445,50,9008,3902,196,70757,1421,263,54003,11,6,91
56007,Carbon County,15,-75.72,40.89,20629.58,1.91,0.0,5,7,690,101,16,12252,61,9,3972,225,43,10501,58,4,3731,54,12,1875,127,21,5893,128,34,5454,119,38,6614,,,,124,21,7495,,,,575,42,21559,32,16,2438,878,82,21010,144,41,4505,7,3,62
56031,Platte County,9,-94.77,39.38,5468.07,0.0,0.0,,,,,,,425,5,45287,96,27,3460,25,5,1162,17,7,551,124,22,5851,31,11,1039,49,16,2040,,,,13,8,362,,,,304,19,12431,12,5,205,351,36,5285,108,26,1772,,,
56019,Johnson County,9,-97.36,32.38,10810.08,0.0,0.0,9,6,385,45,13,2690,15,6,1257,232,69,12375,33,15,1759,57,16,2485,182,29,9905,42,19,1153,219,77,12012,,,,62,28,4962,65,6,2847,356,33,15525,66,12,969,281,47,6921,205,40,7156,3,4,137
56021,Laramie County,98,-104.73,41.27,6960.18,2.25,0.19,14,7,890,270,21,26872,208,13,19473,2340,337,116715,969,123,49627,1186,80,66060,1451,202,91390,679,190,36998,2347,568,138306,88,21,5614,1540,210,49216,293,39,8823,6802,358,360078,434,33,7826,4073,222,74559,1586,291,49400,11,12,444
56009,Converse County,14,-105.5,43.02,11043.74,0.0,0.0,12,3,161,1318,34,109335,241,13,22496,472,54,34795,41,8,2320,53,9,1327,104,18,5303,61,23,1875,115,32,5675,,,,227,16,19722,,,,571,25,37617,53,6,474,451,38,8159,164,47,4107,,,
56027,Niobrara County,2,-104.46,43.01,6808.74,0.0,0.0,,,,35,3,2368,,,,25,14,802,,,,,,,19,3,896,9,3,185,8,6,101,,,,2,5,59,,,,54,7,2091,,,,70,9,1060,33,11,758,,,
56029,Park County,29,-105.76,39.11,18039.64,2.0,0.0,17,5,697,197,22,16607,48,5,4352,774,185,36117,228,29,10819,257,28,9715,383,56,17965,138,62,5638,358,102,17460,10,3,438,240,62,8172,30,6,294,2074,135,104843,318,48,9739,1850,122,54380,399,112,10000,1,4,86
56039,Teton County,23,-112.26,47.85,10924.38,1.91,0.01,18,10,1051,0,3,1796,,,,2012,308,119161,180,30,13514,302,46,17598,472,115,44237,788,203,51745,930,361,72150,51,10,6891,687,153,43376,554,44,18586,1400,141,84144,2693,101,69172,4500,170,153375,765,148,31425,9,6,122
56037,Sweetwater County,44,-108.97,41.62,27173.2,1.97,0.03,,,,3142,85,299617,403,5,39302,820,120,47988,602,72,44944,184,23,6024,298,54,15678,259,72,12692,495,108,33960,133,7,11393,426,46,15955,53,9,687,1566,93,65419,64,12,845,1752,116,29217,549,109,17135,8,4,300
56033,Sheridan County,30,-100.46,39.35,6544.74,1.85,0.02,2,3,85,51,10,4014,52,4,4453,906,171,48457,228,39,12626,188,33,7060,332,66,25374,201,75,6008,741,212,47269,22,5,1499,235,68,8171,11,6,187,2948,142,167202,334,29,6006,1829,106,31946,458,109,12898,4,11,306
56003,Big Horn County,12,-107.52,45.46,8179.26,0.0,0.0,18,3,673,274,8,17164,13,4,1237,374,58,21163,56,8,2410,57,6,2092,108,12,5628,12,8,178,85,22,2988,,,,36,9,1618,,,,402,30,16114,13,10,245,188,33,2152,50,28,1156,,,
56011,Crook County,7,-120.38,44.15,7420.83,0.0,0.0,26,6,1058,253,15,19466,,,,193,47,9656,44,8,2539,,,,56,9,2566,11,6,246,23,16,1304,,,,34,8,1526,,,,193,14,8416,29,8,1473,158,38,2682,37,20,963,,,
56001,Albany County,38,-73.98,42.6,11156.62,3.06,0.05,14,4,469,10,4,665,30,6,2773,657,122,30079,174,23,7038,85,18,4333,526,52,28785,138,59,4135,837,158,46443,,,,232,48,7636,230,13,6951,2148,127,90192,196,23,2382,1754,109,29505,489,106,12513,3,4,620
56015,Goshen County,13,-104.35,42.07,5780.8,2.06,0.01,9,4,392,,,,33,3,2116,196,41,6503,226,22,8236,100,9,2306,122,20,6876,37,18,993,156,26,5327,24,3,2292,89,14,2921,,,,710,29,26563,8,3,156,346,30,4255,179,49,3929,,,
56041,Uinta County,21,-110.57,41.26,5409.13,0.0,0.0,,,,218,22,18767,88,5,6580,2307,70,155739,150,18,9740,237,14,13918,153,31,8193,120,29,5425,307,49,25053,104,4,4956,50,13,1436,16,3,35,1347,74,61304,51,5,1149,687,53,10015,99,29,2383,,,
56043,Washakie County,8,-107.67,43.93,5809.13,1.66,0.01,,,,55,8,3157,30,6,2164,213,47,10991,73,14,3349,67,3,4499,90,17,3700,42,10,1392,133,38,6201,,,,23,14,843,,,,597,32,21673,25,6,445,258,28,3129,118,32,2285,,,
56017,Hot Springs County,5,-108.41,43.7,5192.8,0.0,0.0,,,,319,11,22002,,,,69,23,3209,,,,16,3,223,51,9,1477,10,6,224,36,10,1555,,,,20,4,903,,,,379,18,17258,33,5,696,208,20,3220,99,17,1901,,,
56013,Fremont County,40,-95.59,40.73,24000.42,1.7,0.0,4,4,222,467,39,47856,63,8,4931,749,196,34192,330,43,12892,239,26,8556,314,67,15294,325,71,16699,377,109,20225,,,,196,52,10785,525,17,17510,1880,154,79080,158,32,3081,1714,120,34929,413,110,12274,1,4,232
56035,Sublette County,10,-109.99,42.74,12781.05,0.0,0.0,4,4,99,998,38,93982,,,,296,71,16953,44,12,2231,7,5,520,72,16,4271,114,26,4624,106,38,6725,,,,107,20,7017,,,,162,19,5522,14,8,469,251,40,7150,146,33,6191,,,
