Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
40043,Dewey County,5,-98.98,35.98,2611.19,0.0,0.0,,,,225,18,22486,53,4,3399,21,10,1059,21,6,926,12,3,299,68,11,3116,,,,18,8,413,,,,8,4,184,,,,127,9,4922,,,,122,6,1694,56,23,1821,,,
40059,Harper County,4,-98.08,37.19,2695.9,0.0,0.0,,,,,,,16,3,1113,,,,,,,,,,36,9,1468,30,6,840,36,9,1323,,,,,,,,,,89,5,3129,,,,26,6,195,38,12,623,,,
40071,Kay County,45,-97.16,36.84,2447.42,1.84,0.04,,,,252,28,17592,79,9,5431,779,73,51683,424,53,22514,155,18,4930,432,92,22267,120,40,3316,444,70,25055,47,3,2829,758,44,20172,55,5,1090,2198,123,74798,726,20,20854,1840,106,27408,749,128,16726,,,
40035,Craig County,14,-80.2,37.48,1975.46,0.0,0.0,,,,,,,271,4,23215,109,23,3990,227,21,8060,90,9,4584,200,28,9606,8,5,261,74,25,2456,,,,110,13,2749,,,,1252,66,43088,17,3,362,387,29,5189,164,43,3875,,,
40083,Logan County,46,-89.38,40.11,1939.28,0.0,0.0,10,3,237,209,34,12961,,,,809,165,38219,114,25,6135,21,11,1141,170,48,6310,135,45,5284,210,78,9660,,,,437,52,15757,228,8,7313,915,56,32025,190,15,2928,817,61,12177,602,99,13488,1,3,21
40057,Harmon County,3,-99.84,34.75,1395.26,0.0,0.0,,,,,,,28,3,1807,21,3,825,,,,,,,42,5,1986,,,,4,3,87,,,,,,,,,,131,6,4874,,,,14,3,102,28,6,300,,,
40061,Haskell County,13,-99.72,33.15,1619.22,0.0,0.0,,,,192,23,8234,44,3,3124,127,17,6697,22,4,1613,50,3,1515,78,12,2674,,,,51,20,974,,,,6,3,165,,,,679,33,21235,,,,142,15,1627,68,22,1607,,,
40143,Tulsa County,643,-95.93,36.1,1520.31,2.2,6.68,33,6,1117,5920,308,757526,3158,45,351807,18753,1458,1048919,16012,1138,1015010,10610,357,635900,14489,1373,1063302,7010,1000,289104,21268,2405,1443358,17139,179,1445663,26366,1070,893607,7053,214,241675,51808,2116,2649645,4518,244,97902,36828,1712,619459,16111,1785,487334,46,24,533
40147,Washington County,52,-96.39,30.22,1098.88,1.88,0.25,,,,195,36,14324,82,5,6262,521,95,18910,112,27,5359,215,26,10143,706,85,42525,166,51,5988,1622,96,154552,3261,8,350578,658,55,19920,557,12,10376,2924,163,129035,425,19,8521,1843,113,28214,1284,134,30409,,,
40017,Canadian County,137,-98.0,35.54,2345.45,2.01,0.85,9,4,881,2540,126,206664,103,8,8905,1638,401,68871,1404,127,90415,770,33,20394,866,174,40586,799,167,57595,904,279,61543,343,10,15785,688,144,28130,222,19,4336,2863,270,109242,540,27,15578,4567,237,66809,1489,250,36368,,,
40077,Latimer County,10,-95.25,34.88,1888.32,0.0,0.0,,,,68,7,3600,63,3,4613,107,11,4575,43,3,2844,19,3,493,39,11,1301,6,3,479,74,20,4357,,,,17,8,857,,,,2145,23,99766,,,,114,7,1370,46,20,927,,,
40069,Johnston County,11,-78.38,35.53,1705.2,0.0,0.0,,,,375,13,23424,,,,86,17,4109,32,6,1332,8,4,187,39,10,1534,6,4,88,21,11,648,,,,,,,,,,589,20,24255,,,,151,11,2598,58,25,1756,,,
40111,Okmulgee County,39,-95.97,35.67,1818.73,1.52,0.05,4,3,68,74,22,1924,102,3,7937,150,39,5460,106,17,4554,55,11,2326,291,53,11224,38,13,959,223,52,8809,,,,147,24,3453,,,,1853,109,58201,95,5,2698,923,62,11497,287,78,5109,,,
40139,Texas County,21,-91.98,37.34,5306.76,2.04,0.01,11,3,1236,174,14,12402,126,5,10613,1489,55,130394,254,33,12425,230,8,13041,236,40,12778,33,16,897,132,25,5962,,,,554,16,17824,,,,289,30,10562,36,3,317,730,50,9608,198,54,4108,,,
40113,Osage County,47,-95.73,38.65,5967.17,0.0,0.0,,,,366,45,21825,17,6,915,409,80,14625,82,16,4187,30,6,1199,194,37,8980,48,16,1056,177,45,8453,,,,380,26,14483,46,4,1315,705,42,22202,536,15,18499,798,51,13673,249,61,10708,,,
40067,Jefferson County,6,-94.17,29.83,2004.83,0.0,0.0,,,,7,3,290,,,,152,8,9174,79,3,1883,7,3,215,52,8,1906,,,,37,7,1759,,,,,,,,,,280,15,11882,,,,89,11,1163,23,8,236,,,
40127,Pushmataha County,11,-95.4,34.41,3685.75,0.0,0.0,13,7,335,,,,7,3,569,104,13,3128,50,5,2557,11,4,413,114,11,5024,10,4,449,48,17,1029,,,,17,6,405,,,,713,30,19769,,,,149,20,1733,49,17,763,,,
40047,Garfield County,62,-107.88,39.55,2745.63,1.94,0.23,22,4,1037,715,58,60937,84,6,7249,1394,127,83321,1125,82,63069,203,22,8184,778,119,50350,374,92,15127,654,124,31837,454,9,32227,1065,67,33328,178,16,3835,3719,200,141476,250,20,3957,2208,128,31543,977,173,22560,,,
40049,Garvin County,28,-97.35,34.73,2107.55,0.0,0.0,8,3,409,490,50,33161,14,4,794,485,73,23182,246,22,13210,63,12,2383,280,52,12021,124,21,6665,158,59,6044,94,6,3833,158,19,5193,,,,980,70,29013,91,7,2777,680,55,10081,233,61,6525,4,4,167
40129,Roger Mills County,4,-99.69,35.66,2969.42,0.0,0.0,,,,75,15,3637,,,,33,7,790,,,,,,,,,,,,,12,6,186,,,,21,4,1251,,,,92,6,3615,45,3,1538,13,3,181,27,11,361,,,
40121,Pittsburg County,44,-95.76,34.93,3568.26,0.0,0.0,,,,174,22,14951,110,10,10870,505,45,31699,503,42,26890,280,17,10373,414,69,19016,159,42,5991,328,93,12955,126,4,6087,411,31,13270,27,6,846,2474,122,96315,34,7,772,1438,89,21114,433,89,9248,,,
